CONJPOS,DEPTH,WELL,CONIPOS,CONIDX,WELLMODEL,CONKPOS,SGAS,DATE,PRESSURE,DRAWDOWN,CONBPRES,SWAT
51,1637.4200439453125,R_A4,33,8,STANDARD,4,0.0,2018-01-01,300.52008056640625,0,300.52008056640625,0.05664098635315895
51,1639.3369140625,R_A4,33,9,STANDARD,5,0.0,2018-01-01,300.6485900878906,0,300.6485900878906,0.058900754898786545
50,1641.10986328125,R_A4,33,10,STANDARD,5,0.0,2018-01-01,300.7674865722656,0,300.7674865722656,0.64959317445755
50,1641.313720703125,R_A4,34,11,STANDARD,5,0.0,2018-01-01,300.7811279296875,0,300.7811279296875,0.09939230978488922
50,1639.3966064453125,R_A4,34,12,STANDARD,4,0.0,2018-01-01,300.652587890625,0,300.652587890625,0.0610569603741169
50,1641.977294921875,R_A4,35,13,STANDARD,4,0.0,2018-01-01,300.82562255859375,0,300.82562255859375,0.07818589359521866
50,1640.07080078125,R_A4,35,14,STANDARD,3,0.0,2018-01-01,300.69781494140625,0,300.69781494140625,0.26638874411582947
49,1641.874755859375,R_A4,35,15,STANDARD,3,0.0,2018-01-01,300.8187561035156,0,300.8187561035156,0.12181521207094193
49,1640.742431640625,R_A4,36,16,STANDARD,30,0.0,2018-01-01,300.7428283691406,0,300.7428283691406,0.6481541991233826
48,1637.384765625,R_A4,36,17,STANDARD,30,0.0,2018-01-01,300.5177001953125,0,300.5177001953125,0.17757585644721985
48,1644.86279296875,R_A4,37,18,STANDARD,30,0.0,2018-01-01,301.0191345214844,0,301.0191345214844,0.7167484760284424
48,1650.483154296875,R_A4,37,19,STANDARD,31,0.0,2018-01-01,301.3960266113281,0,301.3960266113281,0.8525980114936829
48,1648.6947021484375,R_A4,38,20,STANDARD,30,0.0,2018-01-01,301.2760925292969,0,301.2760925292969,0.3080402612686157
47,1652.71142578125,R_A4,38,21,STANDARD,30,0.0,2018-01-01,301.54547119140625,0,301.54547119140625,0.19809448719024658
47,1658.215087890625,R_A4,38,22,STANDARD,31,0.0,2018-01-01,301.91461181640625,0,301.91461181640625,0.3232874870300293
20,1684.9603271484375,R_A5,31,1,STANDARD,1,0.0,2018-01-01,304.1435852050781,0,304.1435852050781,1.0
20,1687.0450439453125,R_A5,31,2,STANDARD,2,0.0,2018-01-01,304.0353698730469,0,304.0353698730469,1.0
20,1689.129638671875,R_A5,31,3,STANDARD,3,0.0,2018-01-01,304.23291015625,0,304.23291015625,1.0
20,1691.21435546875,R_A5,31,4,STANDARD,4,0.0,2018-01-01,304.4304504394531,0,304.4304504394531,1.0
20,1693.299072265625,R_A5,31,5,STANDARD,5,0.0,2018-01-01,304.6280212402344,0,304.6280212402344,1.0
20,1695.3836669921875,R_A5,31,6,STANDARD,6,0.0,2018-01-01,304.8255615234375,0,304.8255615234375,1.0
21,1688.311279296875,R_A5,31,7,STANDARD,6,0.0,2018-01-01,304.1553649902344,0,304.1553649902344,1.0
21,1690.7584228515625,R_A5,31,8,STANDARD,7,0.0,2018-01-01,304.69305419921875,0,304.69305419921875,1.0
21,1700.347412109375,R_A5,31,9,STANDARD,11,0.0,2018-01-01,305.2961120605469,0,305.2961120605469,1.0
21,1702.3953857421875,R_A5,31,10,STANDARD,12,0.0,2018-01-01,305.49017333984375,0,305.49017333984375,1.0
21,1704.4434814453125,R_A5,31,11,STANDARD,13,0.0,2018-01-01,305.69622802734375,0,305.69622802734375,1.0
21,1706.491455078125,R_A5,31,12,STANDARD,14,0.0,2018-01-01,305.89031982421875,0,305.89031982421875,1.0
21,1708.5394287109375,R_A5,31,13,STANDARD,15,0.0,2018-01-01,306.08441162109375,0,306.08441162109375,1.0
21,1710.58740234375,R_A5,31,14,STANDARD,16,0.0,2018-01-01,306.42352294921875,0,306.42352294921875,1.0
21,1712.593017578125,R_A5,31,15,STANDARD,17,0.0,2018-01-01,306.6136169433594,0,306.6136169433594,1.0
21,1714.0848388671875,R_A5,31,16,STANDARD,18,0.0,2018-01-01,306.7549743652344,0,306.7549743652344,1.0
21,1714.849853515625,R_A5,31,17,STANDARD,19,0.0,2018-01-01,306.8274841308594,0,306.8274841308594,1.0
21,1715.283447265625,R_A5,31,18,STANDARD,20,0.0,2018-01-01,306.86859130859375,0,306.86859130859375,1.0
21,1716.6036376953125,R_A5,31,19,STANDARD,27,0.0,2018-01-01,306.83660888671875,0,306.83660888671875,1.0
21,1718.885986328125,R_A5,31,20,STANDARD,28,0.0,2018-01-01,307.05291748046875,0,307.05291748046875,1.0
21,1721.16845703125,R_A5,31,21,STANDARD,29,0.0,2018-01-01,307.57501220703125,0,307.57501220703125,1.0
21,1723.4508056640625,R_A5,31,22,STANDARD,30,0.0,2018-01-01,307.7913513183594,0,307.7913513183594,1.0
21,1725.7332763671875,R_A5,31,23,STANDARD,31,0.0,2018-01-01,308.0076599121094,0,308.0076599121094,1.0
42,1695.665771484375,R_A6,17,1,STANDARD,1,0.0,2018-01-01,305.1581115722656,0,305.1581115722656,1.0
42,1697.222900390625,R_A6,17,2,STANDARD,2,0.0,2018-01-01,305.3056640625,0,305.3056640625,1.0
42,1698.780029296875,R_A6,17,3,STANDARD,3,0.0,2018-01-01,305.4532165527344,0,305.4532165527344,1.0
42,1700.337158203125,R_A6,17,4,STANDARD,4,0.0,2018-01-01,305.6007995605469,0,305.6007995605469,1.0
42,1701.894287109375,R_A6,17,5,STANDARD,5,0.0,2018-01-01,305.74835205078125,0,305.74835205078125,1.0
42,1703.451416015625,R_A6,17,6,STANDARD,6,0.0,2018-01-01,305.89593505859375,0,305.89593505859375,1.0
42,1705.008544921875,R_A6,17,7,STANDARD,7,0.0,2018-01-01,305.74444580078125,0,305.74444580078125,1.0
42,1706.565673828125,R_A6,17,8,STANDARD,8,0.0,2018-01-01,305.8919982910156,0,305.8919982910156,1.0
42,1708.122802734375,R_A6,17,9,STANDARD,9,0.0,2018-01-01,306.338623046875,0,306.338623046875,1.0
42,1709.679931640625,R_A6,17,10,STANDARD,10,0.0,2018-01-01,306.180419921875,0,306.180419921875,1.0
42,1711.594970703125,R_A6,17,11,STANDARD,11,0.0,2018-01-01,306.3620300292969,0,306.3620300292969,1.0
42,1713.8677978515625,R_A6,17,12,STANDARD,12,0.0,2018-01-01,306.57745361328125,0,306.57745361328125,1.0
42,1716.1407470703125,R_A6,17,13,STANDARD,13,0.0,2018-01-01,306.8048095703125,0,306.8048095703125,1.0
42,1718.4136962890625,R_A6,17,14,STANDARD,14,0.0,2018-01-01,307.0202331542969,0,307.0202331542969,1.0
42,1720.6866455078125,R_A6,17,15,STANDARD,15,0.0,2018-01-01,307.23565673828125,0,307.23565673828125,1.0
42,1722.95947265625,R_A6,17,16,STANDARD,16,0.0,2018-01-01,307.5960693359375,0,307.5960693359375,1.0
42,1725.232421875,R_A6,17,17,STANDARD,17,0.0,2018-01-01,307.8114929199219,0,307.8114929199219,1.0
42,1726.9443359375,R_A6,17,18,STANDARD,18,0.0,2018-01-01,307.9737548828125,0,307.9737548828125,1.0
42,1728.385009765625,R_A6,17,19,STANDARD,27,0.0,2018-01-01,307.9532165527344,0,307.9532165527344,1.0
42,1730.115966796875,R_A6,17,20,STANDARD,28,0.0,2018-01-01,308.11724853515625,0,308.11724853515625,1.0
42,1731.8468017578125,R_A6,17,21,STANDARD,29,0.0,2018-01-01,308.58709716796875,0,308.58709716796875,1.0
42,1733.57763671875,R_A6,17,22,STANDARD,30,0.0,2018-01-01,308.75115966796875,0,308.75115966796875,1.0
42,1735.30859375,R_A6,17,23,STANDARD,31,0.0,2018-01-01,308.6094055175781,0,308.6094055175781,1.0
30,1642.58251953125,R_A2,22,1,STANDARD,1,0.0,2018-03-01,298.9765625,0,298.9765625,0.05513042211532593
30,1644.4505615234375,R_A2,22,2,STANDARD,2,0.0,2018-03-01,299.10174560546875,0,299.10174560546875,0.05721336975693703
30,1646.3184814453125,R_A2,22,3,STANDARD,3,0.0,2018-03-01,299.2269592285156,0,299.2269592285156,0.06045407056808472
30,1648.1865234375,R_A2,22,4,STANDARD,4,0.0,2018-03-01,299.35211181640625,0,299.35211181640625,0.06628003716468811
30,1650.054443359375,R_A2,22,5,STANDARD,5,0.0,2018-03-01,299.477294921875,0,299.477294921875,0.06978961825370789
30,1651.9224853515625,R_A2,22,6,STANDARD,6,0.0,2018-03-01,299.62371826171875,0,299.62371826171875,0.3115633726119995
30,1653.79052734375,R_A2,22,7,STANDARD,7,0.0,2018-03-01,299.7228088378906,0,299.7228088378906,0.8865830302238464
30,1655.658447265625,R_A2,22,8,STANDARD,8,0.0,2018-03-01,299.81842041015625,0,299.81842041015625,0.649395227432251
30,1657.5263671875,R_A2,22,9,STANDARD,9,0.0,2018-03-01,299.94384765625,0,299.94384765625,0.11490059643983841
30,1659.3944091796875,R_A2,22,10,STANDARD,10,0.0,2018-03-01,300.0812072753906,0,300.0812072753906,0.16761712729930878
30,1661.362060546875,R_A2,22,11,STANDARD,11,0.0,2018-03-01,300.5998840332031,0,300.5998840332031,0.07407037913799286
30,1663.429443359375,R_A2,22,12,STANDARD,12,0.0,2018-03-01,300.7384948730469,0,300.7384948730469,0.08112940192222595
30,1665.496826171875,R_A2,22,13,STANDARD,13,0.0,2018-03-01,301.0292053222656,0,301.0292053222656,0.457226037979126
30,1667.564208984375,R_A2,22,14,STANDARD,14,0.0,2018-03-01,301.2876892089844,0,301.2876892089844,0.49699094891548157
30,1669.631591796875,R_A2,22,15,STANDARD,15,0.0,2018-03-01,301.4261169433594,0,301.4261169433594,0.6725104451179504
30,1671.698974609375,R_A2,22,16,STANDARD,16,0.0,2018-03-01,301.5635681152344,0,301.5635681152344,0.9648030400276184
30,1673.766357421875,R_A2,22,17,STANDARD,17,0.0,2018-03-01,301.7018737792969,0,301.7018737792969,0.9450443387031555
30,1675.768310546875,R_A2,22,18,STANDARD,18,0.0,2018-03-01,301.8356628417969,0,301.8356628417969,0.9846871495246887
30,1676.869873046875,R_A2,22,19,STANDARD,19,0.0,2018-03-01,301.9093322753906,0,301.9093322753906,0.9779142737388611
30,1677.902099609375,R_A2,22,20,STANDARD,27,0.0,2018-03-01,301.657470703125,0,301.657470703125,0.6808274984359741
29,1675.4285888671875,R_A2,22,21,STANDARD,27,-1.7521794020043668e-13,2018-03-01,302.6736145019531,0,302.6736145019531,1.0
29,1677.2305908203125,R_A2,22,22,STANDARD,28,-1.5916474139111153e-13,2018-03-01,302.7140808105469,0,302.7140808105469,1.0
29,1679.032470703125,R_A2,22,23,STANDARD,29,-1.0119430114826841e-13,2018-03-01,302.319580078125,0,302.319580078125,1.0
29,1680.834228515625,R_A2,22,24,STANDARD,30,-6.660007212389019e-09,2018-03-01,302.1537170410156,0,302.1537170410156,0.9999999403953552
29,1682.63623046875,R_A2,22,25,STANDARD,31,-2.1893686863450057e-09,2018-03-01,302.2998046875,0,302.2998046875,1.0
20,1684.9603271484375,R_A5,31,1,STANDARD,1,-1.9640397752596073e-08,2018-04-28,279.8889465332031,0,279.8889465332031,0.9999995827674866
20,1687.0450439453125,R_A5,31,2,STANDARD,2,-1.8175533300635038e-10,2018-04-28,279.7802734375,0,279.7802734375,1.0
20,1689.129638671875,R_A5,31,3,STANDARD,3,-1.5494983074404445e-10,2018-04-28,279.9772033691406,0,279.9772033691406,1.0
20,1691.21435546875,R_A5,31,4,STANDARD,4,-1.607296101768796e-10,2018-04-28,280.1741638183594,0,280.1741638183594,1.0
20,1693.299072265625,R_A5,31,5,STANDARD,5,-1.2856105069403156e-10,2018-04-28,280.3712158203125,0,280.3712158203125,1.0
20,1695.3836669921875,R_A5,31,6,STANDARD,6,-5.21721173207812e-11,2018-04-28,280.5683288574219,0,280.5683288574219,1.0
21,1688.311279296875,R_A5,31,7,STANDARD,6,-4.2426795410221985e-09,2018-04-28,279.4239501953125,0,279.4239501953125,0.9999998807907104
21,1690.7584228515625,R_A5,31,8,STANDARD,7,-7.002543076645162e-12,2018-04-28,280.5090026855469,0,280.5090026855469,1.0
21,1700.347412109375,R_A5,31,9,STANDARD,11,-1.8078577523894523e-10,2018-04-28,279.5838623046875,0,279.5838623046875,1.0
21,1702.3953857421875,R_A5,31,10,STANDARD,12,-1.5220422144857082e-10,2018-04-28,279.8207702636719,0,279.8207702636719,1.0
21,1704.4434814453125,R_A5,31,11,STANDARD,13,-8.562294102898438e-12,2018-04-28,280.02813720703125,0,280.02813720703125,1.0
21,1706.491455078125,R_A5,31,12,STANDARD,14,-1.6913758588144034e-11,2018-04-28,280.2253112792969,0,280.2253112792969,1.0
21,1708.5394287109375,R_A5,31,13,STANDARD,15,-2.961531193890199e-12,2018-04-28,280.4188232421875,0,280.4188232421875,1.0
21,1710.58740234375,R_A5,31,14,STANDARD,16,-7.068755845419938e-13,2018-04-28,280.7332458496094,0,280.7332458496094,1.0
21,1712.593017578125,R_A5,31,15,STANDARD,17,-1.2310815344571124e-12,2018-04-28,280.840576171875,0,280.840576171875,1.0
21,1714.0848388671875,R_A5,31,16,STANDARD,18,-1.5470062297157083e-12,2018-04-28,280.90313720703125,0,280.90313720703125,1.0
21,1714.849853515625,R_A5,31,17,STANDARD,19,0.0,2018-04-28,280.9591979980469,0,280.9591979980469,1.0
21,1715.283447265625,R_A5,31,18,STANDARD,20,0.0,2018-04-28,280.995361328125,0,280.995361328125,1.0
21,1716.6036376953125,R_A5,31,19,STANDARD,27,-1.0380352827299433e-11,2018-04-28,280.81585693359375,0,280.81585693359375,1.0
21,1718.885986328125,R_A5,31,20,STANDARD,28,-1.079737514675383e-11,2018-04-28,280.9971618652344,0,280.9971618652344,1.0
21,1721.16845703125,R_A5,31,21,STANDARD,29,-3.3370674482624653e-18,2018-04-28,281.51824951171875,0,281.51824951171875,1.0
21,1723.4508056640625,R_A5,31,22,STANDARD,30,-2.2664087039462916e-18,2018-04-28,293.13690185546875,0,293.13690185546875,1.0
21,1725.7332763671875,R_A5,31,23,STANDARD,31,-1.2301439227049196e-18,2018-04-28,303.0970153808594,0,303.0970153808594,1.0
41,1608.2205810546875,R_A3,28,1,STANDARD,1,0.0,2018-07-03,280.21612548828125,0,280.21612548828125,0.3617387115955353
41,1610.1434326171875,R_A3,28,2,STANDARD,2,0.0,2018-07-03,280.3423767089844,0,280.3423767089844,0.1724187731742859
41,1612.0662841796875,R_A3,28,3,STANDARD,3,0.0,2018-07-03,280.4704284667969,0,280.4704284667969,0.11905084550380707
41,1603.861328125,R_A3,29,4,STANDARD,3,0.0,2018-07-03,279.9366455078125,0,279.9366455078125,0.16348010301589966
41,1605.9503173828125,R_A3,29,5,STANDARD,4,0.0,2018-07-03,280.077392578125,0,280.077392578125,0.23071765899658203
41,1608.039306640625,R_A3,29,6,STANDARD,5,0.0,2018-07-03,280.22015380859375,0,280.22015380859375,0.649913489818573
41,1610.1282958984375,R_A3,29,7,STANDARD,6,0.0,2018-07-03,280.36993408203125,0,280.36993408203125,0.27645134925842285
41,1612.21728515625,R_A3,29,8,STANDARD,7,0.0,2018-07-03,280.5118408203125,0,280.5118408203125,0.19347582757472992
41,1614.30615234375,R_A3,29,9,STANDARD,8,0.0,2018-07-03,280.6520080566406,0,280.6520080566406,0.19802026450634003
41,1616.3951416015625,R_A3,29,10,STANDARD,9,0.0,2018-07-03,280.8698425292969,0,280.8698425292969,0.7939968705177307
41,1618.484130859375,R_A3,29,11,STANDARD,10,0.0,2018-07-03,282.4652099609375,0,282.4652099609375,0.7972345352172852
41,1620.6650390625,R_A3,29,12,STANDARD,11,0.0,2018-07-03,287.93914794921875,0,287.93914794921875,0.0474192351102829
41,1622.9378662109375,R_A3,29,13,STANDARD,12,0.0,2018-07-03,288.091064453125,0,288.091064453125,0.053672607988119125
41,1625.210693359375,R_A3,29,14,STANDARD,13,0.0,2018-07-03,288.2435607910156,0,288.2435607910156,0.3645472228527069
41,1629.75634765625,R_A3,29,15,STANDARD,15,0.0,2018-07-03,290.8959045410156,0,290.8959045410156,0.63713139295578
41,1631.615478515625,R_A3,29,16,STANDARD,16,0.0,2018-07-03,291.0641784667969,0,291.0641784667969,0.7959786653518677
41,1634.080322265625,R_A3,29,17,STANDARD,27,0.0,2018-07-03,287.3114318847656,0,287.3114318847656,0.6500588655471802
41,1637.55859375,R_A3,29,18,STANDARD,28,0.0,2018-07-03,287.5220947265625,0,287.5220947265625,0.04760010540485382
41,1641.0369873046875,R_A3,29,19,STANDARD,29,0.0,2018-07-03,287.75457763671875,0,287.75457763671875,0.05210971087217331
41,1644.515380859375,R_A3,29,20,STANDARD,30,3.478842431139939e-12,2018-07-03,289.63677978515625,0,289.63677978515625,1.0
41,1647.99365234375,R_A3,29,21,STANDARD,31,0.0,2018-07-03,287.82550048828125,0,287.82550048828125,0.06112802401185036
52,1630.859130859375,R_A4,30,1,STANDARD,1,0.0,2018-09-12,277.6852111816406,0,277.6852111816406,0.04843427240848541
52,1628.9691162109375,R_A4,31,2,STANDARD,1,0.0,2018-09-12,277.6911315917969,0,277.6911315917969,0.04817335680127144
52,1631.0296630859375,R_A4,31,3,STANDARD,2,0.0,2018-09-12,277.8284912109375,0,277.8284912109375,0.05126545950770378
52,1633.090087890625,R_A4,31,4,STANDARD,3,0.0,2018-09-12,277.9658508300781,0,277.9658508300781,0.05557238310575485
52,1634.695556640625,R_A4,32,5,STANDARD,3,0.0,2018-09-12,278.1969299316406,0,278.1969299316406,0.0564553365111351
51,1634.2637939453125,R_A4,32,6,STANDARD,3,0.0,2018-09-12,277.8983459472656,0,277.8983459472656,0.054823555052280426
51,1636.160400390625,R_A4,32,7,STANDARD,4,0.0,2018-09-12,278.02435302734375,0,278.02435302734375,0.055937509983778
51,1637.4200439453125,R_A4,33,8,STANDARD,4,0.0,2018-09-12,278.08251953125,0,278.08251953125,0.056712739169597626
51,1639.3369140625,R_A4,33,9,STANDARD,5,0.0,2018-09-12,278.2106018066406,0,278.2106018066406,0.058952294290065765
50,1641.10986328125,R_A4,33,10,STANDARD,5,0.0,2018-09-12,277.64959716796875,0,277.64959716796875,0.6511023640632629
50,1641.313720703125,R_A4,34,11,STANDARD,5,0.0,2018-09-12,277.5936279296875,0,277.5936279296875,0.09956888854503632
50,1639.3966064453125,R_A4,34,12,STANDARD,4,0.0,2018-09-12,277.4639892578125,0,277.4639892578125,0.06130123883485794
50,1641.977294921875,R_A4,35,13,STANDARD,4,0.0,2018-09-12,277.9782409667969,0,277.9782409667969,0.07842908054590225
50,1640.07080078125,R_A4,35,14,STANDARD,3,0.0,2018-09-12,277.85186767578125,0,277.85186767578125,0.26664111018180847
49,1641.874755859375,R_A4,35,15,STANDARD,3,0.0,2018-09-12,277.1991882324219,0,277.1991882324219,0.1216987892985344
49,1640.742431640625,R_A4,36,16,STANDARD,30,0.0,2018-09-12,278.9164733886719,0,278.9164733886719,0.6543365120887756
48,1637.384765625,R_A4,36,17,STANDARD,30,0.0,2018-09-12,278.39678955078125,0,278.39678955078125,0.18668889999389648
48,1644.86279296875,R_A4,37,18,STANDARD,30,0.0,2018-09-12,279.52581787109375,0,279.52581787109375,0.7207211256027222
48,1650.483154296875,R_A4,37,19,STANDARD,31,0.0,2018-09-12,285.9644775390625,0,285.9644775390625,0.8519009947776794
48,1648.6947021484375,R_A4,38,20,STANDARD,30,0.0,2018-09-12,280.4432067871094,0,280.4432067871094,0.2789963185787201
47,1652.71142578125,R_A4,38,21,STANDARD,30,0.0,2018-09-12,280.3515930175781,0,280.3515930175781,0.20435522496700287
47,1658.215087890625,R_A4,38,22,STANDARD,31,0.0,2018-09-12,280.9111022949219,0,280.9111022949219,0.2857164144515991
42,1695.665771484375,R_A6,17,1,STANDARD,1,-6.523140968356378e-12,2018-11-07,277.5411376953125,0,277.5411376953125,1.0
42,1697.222900390625,R_A6,17,2,STANDARD,2,-5.179959326057082e-12,2018-11-07,277.68817138671875,0,277.68817138671875,1.0
42,1698.780029296875,R_A6,17,3,STANDARD,3,-2.658189423784818e-12,2018-11-07,277.9371643066406,0,277.9371643066406,1.0
42,1700.337158203125,R_A6,17,4,STANDARD,4,-2.305594300547331e-12,2018-11-07,278.3047180175781,0,278.3047180175781,1.0
42,1701.894287109375,R_A6,17,5,STANDARD,5,-3.0181278483365492e-12,2018-11-07,278.6549072265625,0,278.6549072265625,1.0
42,1703.451416015625,R_A6,17,6,STANDARD,6,-6.47392695007909e-11,2018-11-07,278.9136962890625,0,278.9136962890625,1.0
42,1705.008544921875,R_A6,17,7,STANDARD,7,-3.282115967895294e-10,2018-11-07,278.78399658203125,0,278.78399658203125,1.0
42,1706.565673828125,R_A6,17,8,STANDARD,8,-2.1593977994616154e-10,2018-11-07,278.95001220703125,0,278.95001220703125,1.0
42,1708.122802734375,R_A6,17,9,STANDARD,9,-1.2764854277758086e-11,2018-11-07,279.4555358886719,0,279.4555358886719,1.0
