DEPTH,SGAS,DATE,SWAT,WELLMODEL,CONJPOS,DRAWDOWN,PRESSURE,CONBPRES,CONKPOS,CONIPOS,CONIDX,WELL
1613.3720703125,0.0,2018-01-01,0.19456657767295837,STANDARD,41,0,298.8148498535156,298.8148498535156,3,28,3,R_A3
1615.4365234375,0.0,2018-01-01,0.3696915805339813,STANDARD,41,0,298.9532165527344,298.9532165527344,4,28,4,R_A3
1617.5008544921875,0.0,2018-01-01,0.834352970123291,STANDARD,41,0,299.0915832519531,299.0915832519531,5,28,5,R_A3
1619.565185546875,0.0,2018-01-01,0.6481541991233826,STANDARD,41,0,299.2299499511719,299.2299499511719,6,28,6,R_A3
1609.3663330078125,0.0,2018-01-01,0.6481541991233826,STANDARD,41,0,298.54638671875,298.54638671875,6,29,7,R_A3
1611.4163818359375,0.0,2018-01-01,0.1984773725271225,STANDARD,41,0,298.68377685546875,298.68377685546875,7,29,8,R_A3
1613.46630859375,0.0,2018-01-01,0.1977151483297348,STANDARD,41,0,298.8211669921875,298.8211669921875,8,29,9,R_A3
1615.516357421875,0.0,2018-01-01,0.800819993019104,STANDARD,41,0,298.95855712890625,298.95855712890625,9,29,10,R_A3
1617.5662841796875,0.0,2018-01-01,0.7992424964904785,STANDARD,41,0,299.095947265625,299.095947265625,10,29,11,R_A3
1619.750732421875,0.0,2018-01-01,0.05049673467874527,STANDARD,41,0,299.24237060546875,299.24237060546875,11,29,12,R_A3
1622.0697021484375,0.0,2018-01-01,0.05441533401608467,STANDARD,41,0,299.3978271484375,299.3978271484375,12,29,13,R_A3
1624.388671875,0.0,2018-01-01,0.3730502128601074,STANDARD,41,0,299.5532531738281,299.5532531738281,13,29,14,R_A3
1626.707763671875,0.0,2018-01-01,0.4005099833011627,STANDARD,41,0,299.7087097167969,299.7087097167969,14,29,15,R_A3
1629.026611328125,0.0,2018-01-01,0.4975426495075226,STANDARD,41,0,299.8641662597656,299.8641662597656,15,29,16,R_A3
1630.9468994140625,0.0,2018-01-01,0.8084018230438232,STANDARD,41,0,299.992919921875,299.992919921875,16,29,17,R_A3
1633.5262451171875,0.0,2018-01-01,1.0,STANDARD,41,0,300.16583251953125,300.16583251953125,27,29,18,R_A3
1637.1630859375,0.0,2018-01-01,0.04364456981420517,STANDARD,41,0,300.40966796875,300.40966796875,28,29,19,R_A3
1640.8001708984375,0.0,2018-01-01,0.05188838392496109,STANDARD,41,0,300.6535339355469,300.6535339355469,29,29,20,R_A3
1644.4371337890625,0.0,2018-01-01,1.0,STANDARD,41,0,300.89739990234375,300.89739990234375,30,29,21,R_A3
1648.0740966796875,0.0,2018-01-01,0.0641801506280899,STANDARD,41,0,301.14129638671875,301.14129638671875,31,29,22,R_A3
1631.1873779296875,0.0,2018-01-01,0.05036125332117081,STANDARD,52,0,300.009033203125,300.009033203125,1,30,1,R_A4
1627.4293212890625,0.0,2018-01-01,0.08347222208976746,STANDARD,52,0,299.7571105957031,299.7571105957031,1,31,2,R_A4
1629.4896240234375,0.0,2018-01-01,0.05255189538002014,STANDARD,52,0,299.89520263671875,299.89520263671875,2,31,3,R_A4
1631.5498046875,0.0,2018-01-01,0.05367308482527733,STANDARD,52,0,300.0333251953125,300.0333251953125,3,31,4,R_A4
1633.610107421875,0.0,2018-01-01,0.05652542784810066,STANDARD,52,0,300.17144775390625,300.17144775390625,4,31,5,R_A4
1632.3968505859375,0.0,2018-01-01,0.05670516937971115,STANDARD,52,0,300.0901184082031,300.0901184082031,4,32,6,R_A4
1635.880615234375,0.0,2018-01-01,0.06039223074913025,STANDARD,51,0,300.3236999511719,300.3236999511719,4,32,7,R_A4
1637.321044921875,0.0,2018-01-01,0.062218718230724335,STANDARD,51,0,300.4202575683594,300.4202575683594,4,33,8,R_A4
1635.474609375,0.0,2018-01-01,0.05870724841952324,STANDARD,51,0,300.29644775390625,300.29644775390625,3,33,9,R_A4
1642.1485595703125,0.0,2018-01-01,0.06312906742095947,STANDARD,50,0,300.74395751953125,300.74395751953125,4,33,10,R_A4
1641.132080078125,0.0,2018-01-01,0.06255592405796051,STANDARD,50,0,300.67578125,300.67578125,4,34,11,R_A4
1639.20703125,0.0,2018-01-01,0.1182539239525795,STANDARD,50,0,300.5467224121094,300.5467224121094,3,34,12,R_A4
1640.9061279296875,0.0,2018-01-01,0.10039374977350235,STANDARD,50,0,300.66064453125,300.66064453125,3,35,13,R_A4
1639.0426025390625,0.0,2018-01-01,0.18232817947864532,STANDARD,50,0,300.53570556640625,300.53570556640625,2,35,14,R_A4
1641.93212890625,0.0,2018-01-01,0.23937761783599854,STANDARD,49,0,300.72943115234375,300.72943115234375,2,35,15,R_A4
1642.357421875,0.0,2018-01-01,0.05827876925468445,STANDARD,49,0,300.7579650878906,300.7579650878906,30,36,16,R_A4
1639.6068115234375,0.0,2018-01-01,0.6481541991233826,STANDARD,48,0,300.5735168457031,300.5735168457031,30,36,17,R_A4
1646.7513427734375,0.0,2018-01-01,0.05980163440108299,STANDARD,48,0,301.0526123046875,301.0526123046875,30,37,18,R_A4
1653.461669921875,0.0,2018-01-01,0.10777666419744492,STANDARD,48,0,301.5025939941406,301.5025939941406,30,38,19,R_A4
1657.8184814453125,0.0,2018-01-01,0.07282351702451706,STANDARD,47,0,301.7947998046875,301.7947998046875,30,38,20,R_A4
1685.026611328125,0.0,2018-01-01,1.0,STANDARD,20,0,303.8440856933594,303.8440856933594,1,31,1,R_A5
1687.3070068359375,0.0,2018-01-01,1.0,STANDARD,20,0,304.0601806640625,304.0601806640625,2,31,2,R_A5
1689.5875244140625,0.0,2018-01-01,1.0,STANDARD,20,0,304.27630615234375,304.27630615234375,3,31,3,R_A5
1691.8680419921875,0.0,2018-01-01,1.0,STANDARD,20,0,304.4924011230469,304.4924011230469,4,31,4,R_A5
1694.1485595703125,0.0,2018-01-01,1.0,STANDARD,20,0,304.7085266113281,304.7085266113281,5,31,5,R_A5
1696.4290771484375,0.0,2018-01-01,1.0,STANDARD,20,0,304.9246520996094,304.9246520996094,6,31,6,R_A5
1698.70947265625,0.0,2018-01-01,1.0,STANDARD,20,0,305.446533203125,305.446533203125,7,31,7,R_A5
1707.6488037109375,0.0,2018-01-01,1.0,STANDARD,20,0,305.988037109375,305.988037109375,11,31,8,R_A5
1709.5638427734375,0.0,2018-01-01,1.0,STANDARD,20,0,306.1695251464844,306.1695251464844,12,31,9,R_A5
1701.7845458984375,0.0,2018-01-01,1.0,STANDARD,21,0,305.4322814941406,305.4322814941406,12,31,10,R_A5
1703.735107421875,0.0,2018-01-01,1.0,STANDARD,21,0,305.6291198730469,305.6291198730469,13,31,11,R_A5
1705.6856689453125,0.0,2018-01-01,1.0,STANDARD,21,0,305.81396484375,305.81396484375,14,31,12,R_A5
1707.63623046875,0.0,2018-01-01,1.0,STANDARD,21,0,305.9988098144531,305.9988098144531,15,31,13,R_A5
1709.5867919921875,0.0,2018-01-01,1.0,STANDARD,21,0,306.3287048339844,306.3287048339844,16,31,14,R_A5
1711.537353515625,0.0,2018-01-01,1.0,STANDARD,21,0,306.5135498046875,306.5135498046875,17,31,15,R_A5
1713.35400390625,0.0,2018-01-01,1.0,STANDARD,21,0,306.6856994628906,306.6856994628906,18,31,16,R_A5
1714.3951416015625,0.0,2018-01-01,1.0,STANDARD,21,0,306.7843933105469,306.7843933105469,19,31,17,R_A5
1715.7628173828125,0.0,2018-01-01,1.0,STANDARD,21,0,306.75689697265625,306.75689697265625,27,31,18,R_A5
1718.098388671875,0.0,2018-01-01,1.0,STANDARD,21,0,306.978271484375,306.978271484375,28,31,19,R_A5
1720.43408203125,0.0,2018-01-01,1.0,STANDARD,21,0,307.5054016113281,307.5054016113281,29,31,20,R_A5
1722.7696533203125,0.0,2018-01-01,1.0,STANDARD,21,0,307.7267761230469,307.7267761230469,30,31,21,R_A5
1725.105224609375,0.0,2018-01-01,1.0,STANDARD,21,0,307.9481506347656,307.9481506347656,31,31,22,R_A5
1695.20263671875,0.0,2018-01-01,1.0,STANDARD,42,0,305.11419677734375,305.11419677734375,1,17,1,R_A6
1696.7510986328125,0.0,2018-01-01,1.0,STANDARD,42,0,305.2609558105469,305.2609558105469,2,17,2,R_A6
1698.299560546875,0.0,2018-01-01,1.0,STANDARD,42,0,305.4076843261719,305.4076843261719,3,17,3,R_A6
1699.84814453125,0.0,2018-01-01,1.0,STANDARD,42,0,305.554443359375,305.554443359375,4,17,4,R_A6
1701.3966064453125,0.0,2018-01-01,1.0,STANDARD,42,0,305.7012023925781,305.7012023925781,5,17,5,R_A6
1702.9451904296875,0.0,2018-01-01,1.0,STANDARD,42,0,305.84796142578125,305.84796142578125,6,17,6,R_A6
1704.49365234375,0.0,2018-01-01,1.0,STANDARD,42,0,305.6956481933594,305.6956481933594,7,17,7,R_A6
1706.042236328125,0.0,2018-01-01,1.0,STANDARD,42,0,306.1414489746094,306.1414489746094,8,17,8,R_A6
1707.5906982421875,0.0,2018-01-01,1.0,STANDARD,42,0,306.2882080078125,306.2882080078125,9,17,9,R_A6
1709.1392822265625,0.0,2018-01-01,1.0,STANDARD,42,0,306.1291809082031,306.1291809082031,10,17,10,R_A6
1711.055419921875,0.0,2018-01-01,1.0,STANDARD,42,0,306.3109130859375,306.3109130859375,11,17,11,R_A6
1713.3392333984375,0.0,2018-01-01,1.0,STANDARD,42,0,306.52734375,306.52734375,12,17,12,R_A6
1715.623046875,0.0,2018-01-01,1.0,STANDARD,42,0,306.7557678222656,306.7557678222656,13,17,13,R_A6
1717.9068603515625,0.0,2018-01-01,1.0,STANDARD,42,0,306.9721984863281,306.9721984863281,14,17,14,R_A6
1720.190673828125,0.0,2018-01-01,1.0,STANDARD,42,0,307.18865966796875,307.18865966796875,15,17,15,R_A6
1722.474365234375,0.0,2018-01-01,1.0,STANDARD,42,0,307.55010986328125,307.55010986328125,16,17,16,R_A6
1724.7581787109375,0.0,2018-01-01,1.0,STANDARD,42,0,307.7665710449219,307.7665710449219,17,17,17,R_A6
1726.394287109375,0.0,2018-01-01,1.0,STANDARD,42,0,307.921630859375,307.921630859375,18,17,18,R_A6
1727.7508544921875,0.0,2018-01-01,1.0,STANDARD,42,0,307.8930969238281,307.8930969238281,27,17,19,R_A6
1729.4755859375,0.0,2018-01-01,1.0,STANDARD,42,0,308.3623352050781,308.3623352050781,28,17,20,R_A6
1731.2001953125,0.0,2018-01-01,1.0,STANDARD,42,0,308.22003173828125,308.22003173828125,29,17,21,R_A6
1732.9249267578125,0.0,2018-01-01,1.0,STANDARD,42,0,308.68927001953125,308.68927001953125,30,17,22,R_A6
1734.649658203125,0.0,2018-01-01,1.0,STANDARD,42,0,308.5469665527344,308.5469665527344,31,17,23,R_A6
1641.094970703125,0.0,2018-03-01,0.056835856288671494,STANDARD,30,0,298.4217529296875,298.4217529296875,1,22,1,R_A2
1642.8890380859375,0.0,2018-03-01,0.05988099426031113,STANDARD,30,0,298.5419921875,298.5419921875,2,22,2,R_A2
1644.68310546875,0.0,2018-03-01,0.0626666396856308,STANDARD,30,0,298.6622009277344,298.6622009277344,3,22,3,R_A2
1646.4771728515625,0.0,2018-03-01,0.06651825457811356,STANDARD,30,0,298.7824401855469,298.7824401855469,4,22,4,R_A2
1648.2713623046875,0.0,2018-03-01,0.07090557366609573,STANDARD,30,0,298.90264892578125,298.90264892578125,5,22,5,R_A2
1650.0654296875,0.0,2018-03-01,0.23945589363574982,STANDARD,30,0,299.02288818359375,299.02288818359375,6,22,6,R_A2
1651.859619140625,0.0,2018-03-01,0.8950659036636353,STANDARD,30,0,299.15203857421875,299.15203857421875,7,22,7,R_A2
1653.6536865234375,0.0,2018-03-01,0.8684250116348267,STANDARD,30,0,299.27947998046875,299.27947998046875,8,22,8,R_A2
1655.44775390625,0.0,2018-03-01,0.8944942951202393,STANDARD,30,0,299.40625,299.40625,9,22,9,R_A2
1657.2418212890625,0.0,2018-03-01,0.9061716794967651,STANDARD,30,0,299.71044921875,299.71044921875,10,22,10,R_A2
1659.1368408203125,0.0,2018-03-01,0.0778135359287262,STANDARD,30,0,299.8774719238281,299.8774719238281,11,22,11,R_A2
1661.132568359375,0.0,2018-03-01,0.08117938786745071,STANDARD,30,0,300.0112609863281,300.0112609863281,12,22,12,R_A2
1663.12841796875,0.0,2018-03-01,0.4636869728565216,STANDARD,30,0,300.1460876464844,300.1460876464844,13,22,13,R_A2
1665.1241455078125,0.0,2018-03-01,0.5082480311393738,STANDARD,30,0,300.2817687988281,300.2817687988281,14,22,14,R_A2
1667.1199951171875,0.0,2018-03-01,0.6799120903015137,STANDARD,30,0,300.41925048828125,300.41925048828125,15,22,15,R_A2
1669.11572265625,0.0,2018-03-01,0.9764847159385681,STANDARD,30,0,300.5534973144531,300.5534973144531,16,22,16,R_A2
1671.111572265625,0.0,2018-03-01,0.9520865678787231,STANDARD,30,0,300.68792724609375,300.68792724609375,17,22,17,R_A2
1672.9881591796875,0.0,2018-03-01,0.9803770780563354,STANDARD,30,0,300.81396484375,300.81396484375,18,22,18,R_A2
1674.229736328125,0.0,2018-03-01,0.9921000003814697,STANDARD,29,0,300.7850036621094,300.7850036621094,18,22,19,R_A2
1676.1676025390625,0.0,2018-03-01,0.44447651505470276,STANDARD,29,0,301.13482666015625,301.13482666015625,27,22,20,R_A2
1677.9368896484375,1.1161128445069668e-12,2018-03-01,1.0,STANDARD,29,0,302.3228454589844,302.3228454589844,28,22,21,R_A2
1679.7061767578125,5.492674508446446e-15,2018-03-01,1.0,STANDARD,29,0,303.1703796386719,303.1703796386719,29,22,22,R_A2
1681.4754638671875,-8.109304972181907e-16,2018-03-01,1.0,STANDARD,29,0,303.615478515625,303.615478515625,30,22,23,R_A2
1683.2447509765625,-2.5744600284838997e-16,2018-03-01,1.0,STANDARD,29,0,303.8779602050781,303.8779602050781,31,22,24,R_A2
1685.026611328125,-7.002045969949078e-14,2018-04-28,1.0,STANDARD,20,0,274.7578430175781,274.7578430175781,1,31,1,R_A5
1687.3070068359375,-5.73711949258468e-14,2018-04-28,1.0,STANDARD,20,0,274.9737548828125,274.9737548828125,2,31,2,R_A5
1689.5875244140625,-5.5212443368342703e-14,2018-04-28,1.0,STANDARD,20,0,275.1893615722656,275.1893615722656,3,31,3,R_A5
1691.8680419921875,-5.843374693620049e-14,2018-04-28,1.0,STANDARD,20,0,275.40478515625,275.40478515625,4,31,4,R_A5
1694.1485595703125,-5.541813684925394e-14,2018-04-28,1.0,STANDARD,20,0,275.6204528808594,275.6204528808594,5,31,5,R_A5
1696.4290771484375,-5.495767957473113e-14,2018-04-28,1.0,STANDARD,20,0,275.83624267578125,275.83624267578125,6,31,6,R_A5
1698.70947265625,-1.4936921193193023e-14,2018-04-28,1.0,STANDARD,20,0,276.37591552734375,276.37591552734375,7,31,7,R_A5
1707.6488037109375,-2.16026523926216e-12,2018-04-28,1.0,STANDARD,20,0,277.2867431640625,277.2867431640625,11,31,8,R_A5
1709.5638427734375,-4.290858900829475e-12,2018-04-28,1.0,STANDARD,20,0,277.8391418457031,277.8391418457031,12,31,9,R_A5
1701.7845458984375,-2.5875638437478088e-11,2018-04-28,1.0,STANDARD,21,0,276.1736755371094,276.1736755371094,12,31,10,R_A5
1703.735107421875,-1.5560163834499319e-12,2018-04-28,1.0,STANDARD,21,0,276.372314453125,276.372314453125,13,31,11,R_A5
1705.6856689453125,-2.135325336688476e-12,2018-04-28,1.0,STANDARD,21,0,276.5602111816406,276.5602111816406,14,31,12,R_A5
1707.63623046875,-3.961234281129461e-13,2018-04-28,1.0,STANDARD,21,0,276.75909423828125,276.75909423828125,15,31,13,R_A5
1709.5867919921875,-4.1407356059577904e-13,2018-04-28,1.0,STANDARD,21,0,277.16119384765625,277.16119384765625,16,31,14,R_A5
1711.537353515625,-8.169307515615981e-14,2018-04-28,1.0,STANDARD,21,0,277.5326232910156,277.5326232910156,17,31,15,R_A5
1713.35400390625,-8.590372337080598e-14,2018-04-28,1.0,STANDARD,21,0,277.923583984375,277.923583984375,18,31,16,R_A5
1714.3951416015625,0.0,2018-04-28,1.0,STANDARD,21,0,278.1412048339844,278.1412048339844,19,31,17,R_A5
1715.7628173828125,-8.662372034951016e-12,2018-04-28,1.0,STANDARD,21,0,278.17828369140625,278.17828369140625,27,31,18,R_A5
1718.098388671875,-1.0780099903018314e-11,2018-04-28,1.0,STANDARD,21,0,278.4381103515625,278.4381103515625,28,31,19,R_A5
1720.43408203125,-5.877323801251055e-12,2018-04-28,1.0,STANDARD,21,0,279.4833679199219,279.4833679199219,29,31,20,R_A5
1722.7696533203125,-1.6205325820772907e-16,2018-04-28,1.0,STANDARD,21,0,292.0325622558594,292.0325622558594,30,31,21,R_A5
1725.105224609375,-1.1726789617678248e-18,2018-04-28,1.0,STANDARD,21,0,302.4052734375,302.4052734375,31,31,22,R_A5
1609.243408203125,0.0,2018-07-03,0.6492838263511658,STANDARD,41,0,282.0299072265625,282.0299072265625,1,28,1,R_A3
1611.3077392578125,0.0,2018-07-03,0.1974717080593109,STANDARD,41,0,282.1752014160156,282.1752014160156,2,28,2,R_A3
1613.3720703125,0.0,2018-07-03,0.1975269317626953,STANDARD,41,0,282.31304931640625,282.31304931640625,3,28,3,R_A3
1615.4365234375,0.0,2018-07-03,0.38614025712013245,STANDARD,41,0,282.4731140136719,282.4731140136719,4,28,4,R_A3
1617.5008544921875,0.0,2018-07-03,0.7995280027389526,STANDARD,41,0,283.73712158203125,283.73712158203125,5,28,5,R_A3
1619.565185546875,0.0,2018-07-03,0.6492555737495422,STANDARD,41,0,283.9432373046875,283.9432373046875,6,28,6,R_A3
1609.3663330078125,0.0,2018-07-03,0.6491650342941284,STANDARD,41,0,282.9627685546875,282.9627685546875,6,29,7,R_A3
1611.4163818359375,0.0,2018-07-03,0.19953103363513947,STANDARD,41,0,283.1098327636719,283.1098327636719,7,29,8,R_A3
1613.46630859375,0.0,2018-07-03,0.19897517561912537,STANDARD,41,0,283.24688720703125,283.24688720703125,8,29,9,R_A3
1615.516357421875,0.0,2018-07-03,0.7987757325172424,STANDARD,41,0,283.4864807128906,283.4864807128906,9,29,10,R_A3
1617.5662841796875,0.0,2018-07-03,0.7983679175376892,STANDARD,41,0,284.3208312988281,284.3208312988281,10,29,11,R_A3
1619.750732421875,0.0,2018-07-03,0.05062535032629967,STANDARD,41,0,284.20587158203125,284.20587158203125,11,29,12,R_A3
1622.0697021484375,0.0,2018-07-03,0.05453408509492874,STANDARD,41,0,284.3607482910156,284.3607482910156,12,29,13,R_A3
1624.388671875,0.0,2018-07-03,0.37355610728263855,STANDARD,41,0,284.51605224609375,284.51605224609375,13,29,14,R_A3
1626.707763671875,0.0,2018-07-03,0.4010687470436096,STANDARD,41,0,285.3522033691406,285.3522033691406,14,29,15,R_A3
1629.026611328125,0.0,2018-07-03,0.49784159660339355,STANDARD,41,0,286.10369873046875,286.10369873046875,15,29,16,R_A3
1630.9468994140625,0.0,2018-07-03,0.8076118230819702,STANDARD,41,0,286.2472839355469,286.2472839355469,16,29,17,R_A3
1633.5262451171875,-2.0723298632674414e-08,2018-07-03,0.9999997019767761,STANDARD,41,0,288.23883056640625,288.23883056640625,27,29,18,R_A3
1637.1630859375,0.0,2018-07-03,0.04387380927801132,STANDARD,41,0,285.429931640625,285.429931640625,28,29,19,R_A3
1640.8001708984375,0.0,2018-07-03,0.05210702866315842,STANDARD,41,0,285.6728820800781,285.6728820800781,29,29,20,R_A3
1644.4371337890625,-4.8300816679613945e-09,2018-07-03,0.9999999403953552,STANDARD,41,0,288.7699279785156,288.7699279785156,30,29,21,R_A3
1648.0740966796875,0.0,2018-07-03,0.06447397172451019,STANDARD,41,0,286.1607360839844,286.1607360839844,31,29,22,R_A3
1631.1873779296875,0.0,2018-09-12,0.05051521211862564,STANDARD,52,0,276.5292053222656,276.5292053222656,1,30,1,R_A4
1627.4293212890625,0.0,2018-09-12,0.08369520306587219,STANDARD,52,0,276.3683776855469,276.3683776855469,1,31,2,R_A4
1629.4896240234375,0.0,2018-09-12,0.05267738178372383,STANDARD,52,0,276.5056457519531,276.5056457519531,2,31,3,R_A4
1631.5498046875,0.0,2018-09-12,0.05381377413868904,STANDARD,52,0,276.6429138183594,276.6429138183594,3,31,4,R_A4
1633.610107421875,0.0,2018-09-12,0.056665435433387756,STANDARD,52,0,276.7801818847656,276.7801818847656,4,31,5,R_A4
1632.3968505859375,0.0,2018-09-12,0.05682181939482689,STANDARD,52,0,276.771240234375,276.771240234375,4,32,6,R_A4
1635.880615234375,0.0,2018-09-12,0.06131422892212868,STANDARD,51,0,276.81158447265625,276.81158447265625,4,32,7,R_A4
1637.321044921875,0.0,2018-09-12,0.0634327307343483,STANDARD,51,0,276.9566345214844,276.9566345214844,4,33,8,R_A4
1635.474609375,0.0,2018-09-12,0.05913175269961357,STANDARD,51,0,276.8336181640625,276.8336181640625,3,33,9,R_A4
1642.1485595703125,0.0,2018-09-12,0.06414786726236343,STANDARD,50,0,277.0374450683594,277.0374450683594,4,33,10,R_A4
1641.132080078125,0.0,2018-09-12,0.06309042870998383,STANDARD,50,0,277.0766296386719,277.0766296386719,4,34,11,R_A4
1639.20703125,0.0,2018-09-12,0.11855264753103256,STANDARD,50,0,276.9485168457031,276.9485168457031,3,34,12,R_A4
1640.9061279296875,0.0,2018-09-12,0.10057470202445984,STANDARD,50,0,277.2164001464844,277.2164001464844,3,35,13,R_A4
1639.0426025390625,0.0,2018-09-12,0.1826680600643158,STANDARD,50,0,277.0926208496094,277.0926208496094,2,35,14,R_A4
1641.93212890625,0.0,2018-09-12,0.23954711854457855,STANDARD,49,0,277.1302795410156,277.1302795410156,2,35,15,R_A4
1642.357421875,0.0,2018-09-12,0.05849664285778999,STANDARD,49,0,278.818359375,278.818359375,30,36,16,R_A4
1639.6068115234375,0.0,2018-09-12,0.6498640179634094,STANDARD,48,0,278.5837097167969,278.5837097167969,30,36,17,R_A4
1646.7513427734375,0.0,2018-09-12,0.060763560235500336,STANDARD,48,0,279.1357727050781,279.1357727050781,30,37,18,R_A4
1653.461669921875,0.0,2018-09-12,0.15859565138816833,STANDARD,48,0,279.6767883300781,279.6767883300781,30,38,19,R_A4
1657.8184814453125,0.0,2018-09-12,0.10882596671581268,STANDARD,47,0,279.8957214355469,279.8957214355469,30,38,20,R_A4
1695.20263671875,4.338154148839172e-16,2018-11-07,1.0,STANDARD,42,0,275.5321350097656,275.5321350097656,1,17,1,R_A6
1696.7510986328125,2.407740651058204e-16,2018-11-07,1.0,STANDARD,42,0,275.6763610839844,275.6763610839844,2,17,2,R_A6
1698.299560546875,1.5676513887379187e-16,2018-11-07,1.0,STANDARD,42,0,275.8161315917969,275.8161315917969,3,17,3,R_A6
1699.84814453125,1.2047729450135198e-16,2018-11-07,1.0,STANDARD,42,0,275.9503173828125,275.9503173828125,4,17,4,R_A6
1701.3966064453125,1.2579412031126722e-16,2018-11-07,1.0,STANDARD,42,0,276.0819091796875,276.0819091796875,5,17,5,R_A6
1702.9451904296875,1.0238174583735414e-16,2018-11-07,1.0,STANDARD,42,0,276.2158508300781,276.2158508300781,6,17,6,R_A6
1704.49365234375,-6.971837662203908e-16,2018-11-07,1.0,STANDARD,42,0,276.0562744140625,276.0562744140625,7,17,7,R_A6
1706.042236328125,-1.1229781496707242e-16,2018-11-07,1.0,STANDARD,42,0,276.49505615234375,276.49505615234375,8,17,8,R_A6
1707.5906982421875,-3.0009157064380223e-16,2018-11-07,1.0,STANDARD,42,0,276.6266784667969,276.6266784667969,9,17,9,R_A6
1709.1392822265625,-1.154517426755694e-13,2018-11-07,1.0,STANDARD,42,0,276.4400634765625,276.4400634765625,10,17,10,R_A6
1711.055419921875,-2.194631873149791e-13,2018-11-07,1.0,STANDARD,42,0,276.613037109375,276.613037109375,11,17,11,R_A6
1713.3392333984375,-1.4779909067452746e-13,2018-11-07,1.0,STANDARD,42,0,276.8294677734375,276.8294677734375,12,17,12,R_A6
1715.623046875,-1.3716599132017858e-14,2018-11-07,1.0,STANDARD,42,0,277.0640563964844,277.0640563964844,13,17,13,R_A6
1717.9068603515625,-8.181415004564034e-15,2018-11-07,1.0,STANDARD,42,0,277.2802429199219,277.2802429199219,14,17,14,R_A6
1720.190673828125,-6.2111198074945445e-15,2018-11-07,1.0,STANDARD,42,0,277.4963684082031,277.4963684082031,15,17,15,R_A6
