CONIDX,CONIPOS,CONJPOS,SGAS,WELL,SWAT,DRAWDOWN,DATE,CONBPRES,WELLMODEL,DEPTH,PRESSURE,CONKPOS
4,17,42,2.007313803023547e-12,R_A6,1.0,0,2018-11-07,276.0821533203125,STANDARD,1698.7330322265625,276.0821533203125,4
5,17,42,3.14681982728493e-12,R_A6,1.0,0,2018-11-07,276.1871032714844,STANDARD,1700.26708984375,276.1871032714844,5
6,17,42,1.5860628088670836e-10,R_A6,1.0,0,2018-11-07,276.3089599609375,STANDARD,1701.801025390625,276.3089599609375,6
7,17,42,2.8268246077267634e-10,R_A6,1.0,0,2018-11-07,276.1520080566406,STANDARD,1703.3350830078125,276.1520080566406,7
8,17,42,2.2400692412105627e-10,R_A6,1.0,0,2018-11-07,276.29730224609375,STANDARD,1704.869140625,276.29730224609375,8
9,17,42,9.968546821337299e-11,R_A6,1.0,0,2018-11-07,276.7492370605469,STANDARD,1706.4031982421875,276.7492370605469,9
10,17,42,2.049697078732038e-09,R_A6,1.0,0,2018-11-07,276.6075744628906,STANDARD,1707.937255859375,276.6075744628906,10
11,17,42,5.618255638495384e-09,R_A6,1.0000001192092896,0,2018-11-07,281.2388000488281,STANDARD,1709.8399658203125,281.2388000488281,11
12,17,42,4.151324284329405e-10,R_A6,1.0,0,2018-11-07,281.4142150878906,STANDARD,1712.1114501953125,281.4142150878906,12
13,17,42,5.088704110867148e-11,R_A6,1.0,0,2018-11-07,281.6572570800781,STANDARD,1714.3829345703125,281.6572570800781,13
14,17,42,6.939780000658757e-11,R_A6,1.0,0,2018-11-07,281.87237548828125,STANDARD,1716.6544189453125,281.87237548828125,14
15,17,42,5.07542306793507e-11,R_A6,1.0,0,2018-11-07,282.0879821777344,STANDARD,1718.9259033203125,282.0879821777344,15
16,17,42,8.808605754528909e-12,R_A6,1.0,0,2018-11-07,282.44873046875,STANDARD,1721.1973876953125,282.44873046875,16
17,17,42,2.0172589293432353e-11,R_A6,1.0,0,2018-11-07,282.66424560546875,STANDARD,1723.4688720703125,282.66424560546875,17
18,17,42,1.9846917512222895e-11,R_A6,1.0,0,2018-11-07,282.8147888183594,STANDARD,1725.0577392578125,282.8147888183594,18
19,17,42,9.473574268809015e-13,R_A6,1.0,0,2018-11-07,282.68939208984375,STANDARD,1726.365234375,282.68939208984375,26
20,17,42,8.141698578344181e-13,R_A6,1.0,0,2018-11-07,282.85247802734375,STANDARD,1728.0738525390625,282.85247802734375,27
21,17,42,2.0211531678419222e-18,R_A6,1.0,0,2018-11-07,283.8672790527344,STANDARD,1729.782470703125,283.8672790527344,28
22,17,42,5.726545531310468e-20,R_A6,1.0,0,2018-11-07,284.2174377441406,STANDARD,1731.4910888671875,284.2174377441406,29
23,17,42,-6.368182162288594e-15,R_A6,1.0,0,2018-11-07,283.2608947753906,STANDARD,1733.19970703125,283.2608947753906,30
