SGAS,DRAWDOWN,DEPTH,WELL,CONIPOS,CONIDX,CONBPRES,CONJPOS,SWAT,DATE,CONKPOS,PRESSURE,WELLMODEL
3.023891210434499e-16,0,1712.287841796875,R_A6,17,12,280.6858215332031,42,1.0,2018-11-07,12,280.6858215332031,STANDARD
6.4984206413130474e-18,0,1714.5582275390625,R_A6,17,13,280.85809326171875,42,1.0,2018-11-07,13,280.85809326171875,STANDARD
1.423913338660212e-17,0,1716.82861328125,R_A6,17,14,281.0728759765625,42,1.0,2018-11-07,14,281.0728759765625,STANDARD
8.573430091272225e-18,0,1719.0989990234375,R_A6,17,15,281.2859191894531,42,1.0,2018-11-07,15,281.2859191894531,STANDARD
2.561880307087224e-18,0,1721.369384765625,R_A6,17,16,281.6399230957031,42,1.0,2018-11-07,16,281.6399230957031,STANDARD
3.078416342523259e-18,0,1723.6397705078125,R_A6,17,17,281.84869384765625,42,1.0,2018-11-07,17,281.84869384765625,STANDARD
3.061065815584653e-18,0,1725.2127685546875,R_A6,17,18,281.9947204589844,42,1.0,2018-11-07,18,281.9947204589844,STANDARD
6.52741522429844e-17,0,1726.50244140625,R_A6,17,19,281.9040222167969,42,1.0,2018-11-07,27,281.9040222167969,STANDARD
7.791848637166796e-18,0,1728.2064208984375,R_A6,17,20,282.2872314453125,42,1.0,2018-11-07,28,282.2872314453125,STANDARD
2.2661326389801747e-23,0,1729.9102783203125,R_A6,17,21,282.87957763671875,42,1.0,2018-11-07,29,282.87957763671875,STANDARD
1.1330034472759413e-23,0,1731.6142578125,R_A6,17,22,282.81341552734375,42,1.0,2018-11-07,30,282.81341552734375,STANDARD
-4.068253337138408e-18,0,1733.3182373046875,R_A6,17,23,281.7096862792969,42,1.0,2018-11-07,31,281.7096862792969,STANDARD
