PRESSURE,DATE,SGAS,WELL,CONKPOS,CONIDX,SWAT,DRAWDOWN,CONBPRES,CONIPOS,CONJPOS,DEPTH,WELLMODEL
299.0082092285156,2018-01-01,0.0,R_A3,8,9,0.2859850823879242,0,299.0082092285156,29,41,1614.59130859375,STANDARD
299.15277099609375,2018-01-01,0.0,R_A3,9,10,0.79343581199646,0,299.15277099609375,29,41,1616.7481689453125,STANDARD
299.29736328125,2018-01-01,0.0,R_A3,10,11,0.7952585816383362,0,299.29736328125,29,41,1618.9051513671875,STANDARD
299.445068359375,2018-01-01,0.0,R_A3,11,12,0.0467405803501606,0,299.445068359375,29,41,1621.1090087890625,STANDARD
299.595947265625,2018-01-01,0.0,R_A3,12,13,0.053162384778261185,0,299.595947265625,29,41,1623.35986328125,STANDARD
299.746826171875,2018-01-01,0.0,R_A3,13,14,0.36577272415161133,0,299.746826171875,29,41,1625.610595703125,STANDARD
299.8977355957031,2018-01-01,0.0,R_A3,14,15,0.2230851948261261,0,299.8977355957031,29,41,1627.861328125,STANDARD
300.0486145019531,2018-01-01,0.0,R_A3,15,16,0.4996098577976227,0,300.0486145019531,29,41,1630.112060546875,STANDARD
300.1852722167969,2018-01-01,0.0,R_A3,16,17,0.8016108870506287,0,300.1852722167969,29,41,1632.1505126953125,STANDARD
300.3697814941406,2018-01-01,0.0,R_A3,26,18,1.0,0,300.3697814941406,29,41,1634.9022216796875,STANDARD
300.6091003417969,2018-01-01,0.0,R_A3,27,19,0.043453801423311234,0,300.6091003417969,29,41,1638.471923828125,STANDARD
300.8484802246094,2018-01-01,0.0,R_A3,28,20,0.0503341406583786,0,300.8484802246094,29,41,1642.0416259765625,STANDARD
301.0878601074219,2018-01-01,0.0,R_A3,29,21,0.17358814179897308,0,301.0878601074219,29,41,1645.611328125,STANDARD
301.3272399902344,2018-01-01,0.0,R_A3,30,22,0.06308826804161072,0,301.3272399902344,29,41,1649.1810302734375,STANDARD
300.22430419921875,2018-01-01,0.0,R_A4,1,1,0.07952035218477249,0,300.22430419921875,30,52,1632.7325439453125,STANDARD
299.8562927246094,2018-01-01,0.0,R_A4,1,2,0.07649457454681396,0,299.8562927246094,31,52,1627.2431640625,STANDARD
299.9950866699219,2018-01-01,0.0,R_A4,2,3,0.1691487729549408,0,299.9950866699219,31,52,1629.3135986328125,STANDARD
300.1339111328125,2018-01-01,0.0,R_A4,3,4,0.09138919413089752,0,300.1339111328125,31,52,1631.3841552734375,STANDARD
300.272705078125,2018-01-01,0.0,R_A4,4,5,0.052442729473114014,0,300.272705078125,31,52,1633.45458984375,STANDARD
300.14825439453125,2018-01-01,0.0,R_A4,4,6,0.05248585715889931,0,300.14825439453125,32,52,1631.598388671875,STANDARD
300.2743835449219,2018-01-01,0.0,R_A4,5,7,0.09919533133506775,0,300.2743835449219,32,52,1633.479736328125,STANDARD
300.53021240234375,2018-01-01,0.0,R_A4,5,8,0.2872982919216156,0,300.53021240234375,32,51,1637.295166015625,STANDARD
300.4069519042969,2018-01-01,0.0,R_A4,4,9,0.05512481927871704,0,300.4069519042969,32,51,1635.456787109375,STANDARD
300.4631042480469,2018-01-01,0.0,R_A4,4,10,0.0569736622273922,0,300.4631042480469,33,51,1636.29443359375,STANDARD
300.8368225097656,2018-01-01,0.0,R_A4,4,11,0.06071532890200615,0,300.8368225097656,33,50,1641.86767578125,STANDARD
300.7165222167969,2018-01-01,0.0,R_A4,4,12,0.06128738820552826,0,300.7165222167969,34,50,1640.073486328125,STANDARD
300.73223876953125,2018-01-01,0.0,R_A4,4,13,0.06006040796637535,0,300.73223876953125,35,50,1640.3079833984375,STANDARD
300.61224365234375,2018-01-01,0.0,R_A4,3,14,0.2198885977268219,0,300.61224365234375,35,50,1638.5185546875,STANDARD
300.9900207519531,2018-01-01,0.0,R_A4,3,15,0.2310614287853241,0,300.9900207519531,35,49,1644.1524658203125,STANDARD
300.8716125488281,2018-01-01,0.0,R_A4,2,16,0.2267930656671524,0,300.8716125488281,35,49,1642.38671875,STANDARD
300.82830810546875,2018-01-01,0.0,R_A4,29,17,0.09725213795900345,0,300.82830810546875,36,49,1641.7406005859375,STANDARD
300.7399597167969,2018-01-01,0.0,R_A4,29,18,0.09371571987867355,0,300.7399597167969,36,48,1640.42333984375,STANDARD
301.1628723144531,2018-01-01,0.0,R_A4,29,19,0.722256600856781,0,301.1628723144531,37,48,1646.7301025390625,STANDARD
301.477294921875,2018-01-01,0.0,R_A4,29,20,0.7181189060211182,0,301.477294921875,38,48,1651.4183349609375,STANDARD
301.9638366699219,2018-01-01,0.0,R_A4,29,21,1.0,0,301.9638366699219,38,47,1658.672607421875,STANDARD
303.9024658203125,2018-01-01,0.0,R_A5,1,1,1.0,0,303.9024658203125,31,20,1685.642578125,STANDARD
304.1081237792969,2018-01-01,0.0,R_A5,2,2,1.0,0,304.1081237792969,31,20,1687.81298828125,STANDARD
304.3138122558594,2018-01-01,0.0,R_A5,3,3,1.0,0,304.3138122558594,31,20,1689.9833984375,STANDARD
304.5195007324219,2018-01-01,0.0,R_A5,4,4,1.0,0,304.5195007324219,31,20,1692.15380859375,STANDARD
304.7251892089844,2018-01-01,0.0,R_A5,5,5,1.0,0,304.7251892089844,31,20,1694.32421875,STANDARD
304.93084716796875,2018-01-01,0.0,R_A5,6,6,1.0,0,304.93084716796875,31,20,1696.4947509765625,STANDARD
305.44232177734375,2018-01-01,0.0,R_A5,7,7,1.0,0,305.44232177734375,31,20,1698.6651611328125,STANDARD
305.64801025390625,2018-01-01,0.0,R_A5,8,8,1.0,0,305.64801025390625,31,20,1700.8355712890625,STANDARD
305.14117431640625,2018-01-01,0.0,R_A5,9,9,1.0,0,305.14117431640625,31,21,1695.4873046875,STANDARD
305.2671813964844,2018-01-01,0.0,R_A5,11,10,1.0,0,305.2671813964844,31,21,1700.042236328125,STANDARD
305.45355224609375,2018-01-01,0.0,R_A5,12,11,1.0,0,305.45355224609375,31,21,1702.0087890625,STANDARD
305.6518859863281,2018-01-01,0.0,R_A5,13,12,1.0,0,305.6518859863281,31,21,1703.975341796875,STANDARD
305.8382568359375,2018-01-01,0.0,R_A5,14,13,1.0,0,305.8382568359375,31,21,1705.94189453125,STANDARD
306.02459716796875,2018-01-01,0.0,R_A5,15,14,1.0,0,306.02459716796875,31,21,1707.9083251953125,STANDARD
306.3559875488281,2018-01-01,0.0,R_A5,16,15,1.0,0,306.3559875488281,31,21,1709.8748779296875,STANDARD
306.5423583984375,2018-01-01,0.0,R_A5,17,16,1.0,0,306.5423583984375,31,21,1711.84130859375,STANDARD
306.6899108886719,2018-01-01,0.0,R_A5,18,17,1.0,0,306.6899108886719,31,21,1713.398193359375,STANDARD
306.76446533203125,2018-01-01,0.0,R_A5,19,18,1.0,0,306.76446533203125,31,21,1714.184814453125,STANDARD
306.7367248535156,2018-01-01,0.0,R_A5,26,19,1.0,0,306.7367248535156,31,21,1715.5499267578125,STANDARD
306.9551086425781,2018-01-01,0.0,R_A5,27,20,1.0,0,306.9551086425781,31,21,1717.85400390625,STANDARD
307.479248046875,2018-01-01,0.0,R_A5,28,21,1.0,0,307.479248046875,31,21,1720.157958984375,STANDARD
307.6976013183594,2018-01-01,0.0,R_A5,29,22,1.0,0,307.6976013183594,31,21,1722.4619140625,STANDARD
307.9159851074219,2018-01-01,0.0,R_A5,30,23,1.0,0,307.9159851074219,31,21,1724.765869140625,STANDARD
305.0533752441406,2018-01-01,0.0,R_A6,1,1,1.0,0,305.0533752441406,17,42,1694.560791015625,STANDARD
305.1993103027344,2018-01-01,0.0,R_A6,2,2,1.0,0,305.1993103027344,17,42,1696.100830078125,STANDARD
305.34527587890625,2018-01-01,0.0,R_A6,3,3,1.0,0,305.34527587890625,17,42,1697.6407470703125,STANDARD
305.4912109375,2018-01-01,0.0,R_A6,4,4,1.0,0,305.4912109375,17,42,1699.1807861328125,STANDARD
305.63714599609375,2018-01-01,0.0,R_A6,5,5,1.0,0,305.63714599609375,17,42,1700.7208251953125,STANDARD
305.7830810546875,2018-01-01,0.0,R_A6,6,6,1.0,0,305.7830810546875,17,42,1702.2607421875,STANDARD
305.6299743652344,2018-01-01,0.0,R_A6,7,7,1.0,0,305.6299743652344,17,42,1703.80078125,STANDARD
305.77593994140625,2018-01-01,0.0,R_A6,8,8,1.0,0,305.77593994140625,17,42,1705.3408203125,STANDARD
306.2209167480469,2018-01-01,0.0,R_A6,9,9,1.0,0,306.2209167480469,17,42,1706.880859375,STANDARD
306.06109619140625,2018-01-01,0.0,R_A6,10,10,1.0,0,306.06109619140625,17,42,1708.4208984375,STANDARD
306.241455078125,2018-01-01,0.0,R_A6,11,11,1.0,0,306.241455078125,17,42,1710.32275390625,STANDARD
306.45599365234375,2018-01-01,0.0,R_A6,12,12,1.0,0,306.45599365234375,17,42,1712.5865478515625,STANDARD
306.6825256347656,2018-01-01,0.0,R_A6,13,13,1.0,0,306.6825256347656,17,42,1714.850341796875,STANDARD
306.8970642089844,2018-01-01,0.0,R_A6,14,14,1.0,0,306.8970642089844,17,42,1717.1141357421875,STANDARD
307.11163330078125,2018-01-01,0.0,R_A6,15,15,1.0,0,307.11163330078125,17,42,1719.3779296875,STANDARD
307.47119140625,2018-01-01,0.0,R_A6,16,16,1.0,0,307.47119140625,17,42,1721.641845703125,STANDARD
307.6857604980469,2018-01-01,0.0,R_A6,17,17,1.0,0,307.6857604980469,17,42,1723.905517578125,STANDARD
307.8414001464844,2018-01-01,0.0,R_A6,18,18,1.0,0,307.8414001464844,17,42,1725.5479736328125,STANDARD
307.81396484375,2018-01-01,0.0,R_A6,26,19,1.0,0,307.81396484375,17,42,1726.915771484375,STANDARD
308.2822570800781,2018-01-01,0.0,R_A6,27,20,1.0,0,308.2822570800781,17,42,1728.630615234375,STANDARD
308.4447937011719,2018-01-01,0.0,R_A6,28,21,1.0,0,308.4447937011719,17,42,1730.3453369140625,STANDARD
308.6072998046875,2018-01-01,0.0,R_A6,29,22,1.0,0,308.6072998046875,17,42,1732.06005859375,STANDARD
308.46405029296875,2018-01-01,0.0,R_A6,30,23,1.0,0,308.46405029296875,17,42,1733.7747802734375,STANDARD
298.3250427246094,2018-03-01,0.0,R_A2,1,1,0.05370240658521652,0,298.3250427246094,22,30,1640.76318359375,STANDARD
298.44384765625,2018-03-01,0.0,R_A2,2,2,0.0549360029399395,0,298.44384765625,22,30,1642.5362548828125,STANDARD
298.56268310546875,2018-03-01,0.0,R_A2,3,3,0.057716626673936844,0,298.56268310546875,22,30,1644.309326171875,STANDARD
298.6815490722656,2018-03-01,0.0,R_A2,4,4,0.06296064704656601,0,298.6815490722656,22,30,1646.0823974609375,STANDARD
298.80035400390625,2018-03-01,0.0,R_A2,5,5,0.06502656638622284,0,298.80035400390625,22,30,1647.85546875,STANDARD
298.9106750488281,2018-03-01,0.0,R_A2,6,6,0.6483621597290039,0,298.9106750488281,22,30,1649.6285400390625,STANDARD
299.09649658203125,2018-03-01,0.0,R_A2,7,7,0.6636561751365662,0,299.09649658203125,22,30,1651.401611328125,STANDARD
299.3353271484375,2018-03-01,0.0,R_A2,8,8,0.64850252866745,0,299.3353271484375,22,30,1653.1748046875,STANDARD
299.62322998046875,2018-03-01,0.0,R_A2,9,9,0.6483694911003113,0,299.62322998046875,22,30,1654.94775390625,STANDARD
299.81903076171875,2018-03-01,0.0,R_A2,10,10,0.6619657874107361,0,299.81903076171875,22,30,1656.720947265625,STANDARD
300.2179260253906,2018-03-01,0.0,R_A2,11,11,0.06925961375236511,0,300.2179260253906,22,30,1658.6094970703125,STANDARD
300.3794250488281,2018-03-01,0.0,R_A2,12,12,0.06539575755596161,0,300.3794250488281,22,30,1660.6134033203125,STANDARD
300.5461120605469,2018-03-01,0.0,R_A2,13,13,0.4319520890712738,0,300.5461120605469,22,30,1662.6173095703125,STANDARD
300.6809997558594,2018-03-01,0.0,R_A2,14,14,0.4645884335041046,0,300.6809997558594,22,30,1664.6212158203125,STANDARD
300.8180847167969,2018-03-01,0.0,R_A2,15,15,0.9091778993606567,0,300.8180847167969,22,30,1666.6251220703125,STANDARD
300.9540710449219,2018-03-01,0.0,R_A2,16,16,0.9195008277893066,0,300.9540710449219,22,30,1668.6290283203125,STANDARD
301.08917236328125,2018-03-01,0.0,R_A2,17,17,0.8711259365081787,0,301.08917236328125,22,30,1670.633056640625,STANDARD
301.20098876953125,2018-03-01,0.0,R_A2,17,18,0.9042108058929443,0,301.20098876953125,22,29,1672.8243408203125,STANDARD
301.33160400390625,2018-03-01,0.0,R_A2,18,19,0.9669694304466248,0,301.33160400390625,22,29,1674.7760009765625,STANDARD
301.40447998046875,2018-03-01,0.0,R_A2,19,20,0.9815025329589844,0,301.40447998046875,22,29,1675.86279296875,STANDARD
303.09765625,2018-03-01,0.0,R_A2,26,21,0.7822661399841309,0,303.09765625,22,29,1676.9466552734375,STANDARD
302.8381652832031,2018-03-01,0.0,R_A2,27,22,0.8120771646499634,0,302.8381652832031,22,29,1678.737060546875,STANDARD
302.3450927734375,2018-03-01,0.0,R_A2,28,23,0.6507295966148376,0,302.3450927734375,22,29,1680.5274658203125,STANDARD
303.2573547363281,2018-03-01,-1.9469755668799493e-12,R_A2,29,24,1.0,0,303.2573547363281,22,29,1682.3177490234375,STANDARD
303.7555236816406,2018-03-01,-1.5509740844063535e-12,R_A2,30,25,1.0,0,303.7555236816406,22,29,1684.108154296875,STANDARD
283.1529541015625,2018-04-28,1.6238330124984657e-10,R_A5,1,1,1.0,0,283.1529541015625,31,20,1685.642578125,STANDARD
283.35833740234375,2018-04-28,1.6645282374661008e-10,R_A5,2,2,1.0,0,283.35833740234375,31,20,1687.81298828125,STANDARD
283.5637512207031,2018-04-28,1.7095429238889182e-10,R_A5,3,3,1.0,0,283.5637512207031,31,20,1689.9833984375,STANDARD
283.7691345214844,2018-04-28,1.5877654746532244e-10,R_A5,4,4,1.0,0,283.7691345214844,31,20,1692.15380859375,STANDARD
283.97454833984375,2018-04-28,1.3680281907291203e-10,R_A5,5,5,1.0,0,283.97454833984375,31,20,1694.32421875,STANDARD
284.1800231933594,2018-04-28,1.4630617550803748e-10,R_A5,6,6,1.0,0,284.1800231933594,31,20,1696.4947509765625,STANDARD
284.7062683105469,2018-04-28,9.212231671940074e-13,R_A5,7,7,1.0,0,284.7062683105469,31,20,1698.6651611328125,STANDARD
284.9339904785156,2018-04-28,2.2217964230561438e-13,R_A5,8,8,1.0,0,284.9339904785156,31,20,1700.8355712890625,STANDARD
284.26300048828125,2018-04-28,0.0,R_A5,9,9,1.0,0,284.26300048828125,31,21,1695.4873046875,STANDARD
276.148681640625,2018-04-28,-2.3812696259284394e-10,R_A5,11,10,1.0,0,276.148681640625,31,21,1700.042236328125,STANDARD
276.4432678222656,2018-04-28,-1.3344836347073397e-10,R_A5,12,11,1.0,0,276.4432678222656,31,21,1702.0087890625,STANDARD
276.64306640625,2018-04-28,-1.2619396846935693e-11,R_A5,13,12,1.0,0,276.64306640625,31,21,1703.975341796875,STANDARD
276.8308410644531,2018-04-28,-1.6316593909326826e-11,R_A5,14,13,1.0,0,276.8308410644531,31,21,1705.94189453125,STANDARD
277.0243225097656,2018-04-28,-2.8656100929669304e-12,R_A5,15,14,1.0,0,277.0243225097656,31,21,1707.9083251953125,STANDARD
277.3673400878906,2018-04-28,-8.088571587690219e-13,R_A5,16,15,1.0,0,277.3673400878906,31,21,1709.8748779296875,STANDARD
277.56475830078125,2018-04-28,-8.119372687208359e-13,R_A5,17,16,1.0,0,277.56475830078125,31,21,1711.84130859375,STANDARD
277.71685791015625,2018-04-28,-1.5865980404483615e-12,R_A5,18,17,1.0,0,277.71685791015625,31,21,1713.398193359375,STANDARD
277.7918701171875,2018-04-28,0.0,R_A5,19,18,1.0,0,277.7918701171875,31,21,1714.184814453125,STANDARD
284.0679931640625,2018-04-28,-9.854824475994534e-14,R_A5,26,19,1.0,0,284.0679931640625,31,21,1715.5499267578125,STANDARD
284.3857421875,2018-04-28,-4.762044640452094e-14,R_A5,27,20,1.0,0,284.3857421875,31,21,1717.85400390625,STANDARD
296.0958251953125,2018-04-28,-4.452183728689815e-21,R_A5,28,21,1.0,0,296.0958251953125,31,21,1720.157958984375,STANDARD
303.3719177246094,2018-04-28,-4.949429944552856e-22,R_A5,29,22,1.0,0,303.3719177246094,31,21,1722.4619140625,STANDARD
306.5763244628906,2018-04-28,-2.5443383211582964e-23,R_A5,30,23,1.0,0,306.5763244628906,31,21,1724.765869140625,STANDARD
277.9532165527344,2018-07-03,0.0,R_A3,1,1,0.6494644284248352,0,277.9532165527344,28,41,1608.779296875,STANDARD
278.074462890625,2018-07-03,0.0,R_A3,2,2,0.14865359663963318,0,278.074462890625,28,41,1610.7681884765625,STANDARD
277.46807861328125,2018-07-03,0.0,R_A3,2,3,0.18715961277484894,0,277.46807861328125,29,41,1601.649658203125,STANDARD
277.6116638183594,2018-07-03,0.0,R_A3,3,4,0.14394967257976532,0,277.6116638183594,29,41,1603.806640625,STANDARD
277.75543212890625,2018-07-03,0.0,R_A3,4,5,0.12513740360736847,0,277.75543212890625,29,41,1605.9635009765625,STANDARD
277.98760986328125,2018-07-03,0.0,R_A3,5,6,0.8077452182769775,0,277.98760986328125,29,41,1608.1204833984375,STANDARD
278.13336181640625,2018-07-03,0.0,R_A3,6,7,0.29480087757110596,0,278.13336181640625,29,41,1610.27734375,STANDARD
278.2776794433594,2018-07-03,0.0,R_A3,7,8,0.19547143578529358,0,278.2776794433594,29,41,1612.434326171875,STANDARD
278.4228210449219,2018-07-03,0.0,R_A3,8,9,0.28796374797821045,0,278.4228210449219,29,41,1614.59130859375,STANDARD
278.6791076660156,2018-07-03,0.0,R_A3,9,10,0.7919840216636658,0,278.6791076660156,29,41,1616.7481689453125,STANDARD
281.7801208496094,2018-07-03,0.0,R_A3,10,11,0.7935259342193604,0,281.7801208496094,29,41,1618.9051513671875,STANDARD
292.96746826171875,2018-07-03,0.0,R_A3,11,12,0.046786025166511536,0,292.96746826171875,29,41,1621.1090087890625,STANDARD
293.11810302734375,2018-07-03,0.0,R_A3,12,13,0.05320710316300392,0,293.11810302734375,29,41,1623.35986328125,STANDARD
293.26922607421875,2018-07-03,0.0,R_A3,13,14,0.36597099900245667,0,293.26922607421875,29,41,1625.610595703125,STANDARD
293.4198913574219,2018-07-03,0.0,R_A3,14,15,0.22356775403022766,0,293.4198913574219,29,41,1627.861328125,STANDARD
293.5824890136719,2018-07-03,0.0,R_A3,15,16,0.5001416206359863,0,293.5824890136719,29,41,1630.112060546875,STANDARD
293.7337341308594,2018-07-03,0.0,R_A3,16,17,0.8012362122535706,0,293.7337341308594,29,41,1632.1505126953125,STANDARD
289.2955017089844,2018-07-03,-5.25530658990192e-08,R_A3,26,18,0.9999992251396179,0,289.2955017089844,29,41,1634.9022216796875,STANDARD
286.75,2018-07-03,0.0,R_A3,27,19,0.04369198530912399,0,286.75,29,41,1638.471923828125,STANDARD
286.98834228515625,2018-07-03,0.0,R_A3,28,20,0.05049353465437889,0,286.98834228515625,29,41,1642.0416259765625,STANDARD
287.225830078125,2018-07-03,0.0,R_A3,29,21,0.17421500384807587,0,287.225830078125,29,41,1645.611328125,STANDARD
287.4617004394531,2018-07-03,0.0,R_A3,30,22,0.06360405683517456,0,287.4617004394531,29,41,1649.1810302734375,STANDARD
279.8497314453125,2018-09-12,0.0,R_A4,1,1,0.07963570207357407,0,279.8497314453125,30,52,1632.7325439453125,STANDARD
279.514404296875,2018-09-12,0.0,R_A4,1,2,0.07663477212190628,0,279.514404296875,31,52,1627.2431640625,STANDARD
279.6524353027344,2018-09-12,0.0,R_A4,2,3,0.16960053145885468,0,279.6524353027344,31,52,1629.3135986328125,STANDARD
279.7904052734375,2018-09-12,0.0,R_A4,3,4,0.0916590541601181,0,279.7904052734375,31,52,1631.3841552734375,STANDARD
279.92840576171875,2018-09-12,0.0,R_A4,4,5,0.052636485546827316,0,279.92840576171875,31,52,1633.45458984375,STANDARD
279.826904296875,2018-09-12,0.0,R_A4,4,6,0.05257924273610115,0,279.826904296875,32,52,1631.598388671875,STANDARD
279.952392578125,2018-09-12,0.0,R_A4,5,7,0.09934286773204803,0,279.952392578125,32,52,1633.479736328125,STANDARD
280.1648254394531,2018-09-12,0.0,R_A4,5,8,0.285273939371109,0,280.1648254394531,32,51,1637.295166015625,STANDARD
280.0342102050781,2018-09-12,0.0,R_A4,4,9,0.05528588220477104,0,280.0342102050781,32,51,1635.456787109375,STANDARD
280.0635070800781,2018-09-12,0.0,R_A4,4,10,0.0571342371404171,0,280.0635070800781,33,51,1636.29443359375,STANDARD
280.40673828125,2018-09-12,0.0,R_A4,4,11,0.06092610955238342,0,280.40673828125,33,50,1641.86767578125,STANDARD
280.2263488769531,2018-09-12,0.0,R_A4,4,12,0.061534978449344635,0,280.2263488769531,34,50,1640.073486328125,STANDARD
280.13641357421875,2018-09-12,0.0,R_A4,4,13,0.06012421101331711,0,280.13641357421875,35,50,1640.3079833984375,STANDARD
280.01666259765625,2018-09-12,0.0,R_A4,3,14,0.22026444971561432,0,280.01666259765625,35,50,1638.5185546875,STANDARD
280.32647705078125,2018-09-12,0.0,R_A4,3,15,0.2313656359910965,0,280.32647705078125,35,49,1644.1524658203125,STANDARD
280.2070617675781,2018-09-12,0.0,R_A4,2,16,0.2271624654531479,0,280.2070617675781,35,49,1642.38671875,STANDARD
274.80181884765625,2018-09-12,0.0,R_A4,29,17,0.10114879161119461,0,274.80181884765625,36,49,1641.7406005859375,STANDARD
274.423583984375,2018-09-12,0.0,R_A4,29,18,0.09385690838098526,0,274.423583984375,36,48,1640.42333984375,STANDARD
275.2174072265625,2018-09-12,0.0,R_A4,29,19,0.7197030782699585,0,275.2174072265625,37,48,1646.7301025390625,STANDARD
276.0768127441406,2018-09-12,0.0,R_A4,29,20,0.7181867957115173,0,276.0768127441406,38,48,1651.4183349609375,STANDARD
284.1137390136719,2018-09-12,-1.1523487242551256e-12,R_A4,29,21,1.0,0,284.1137390136719,38,47,1658.672607421875,STANDARD
277.67657470703125,2018-11-07,-1.6106771949173093e-12,R_A6,1,1,1.0,0,277.67657470703125,17,42,1694.560791015625,STANDARD
277.81939697265625,2018-11-07,-8.568486632026806e-13,R_A6,2,2,1.0,0,277.81939697265625,17,42,1696.100830078125,STANDARD
277.95892333984375,2018-11-07,-1.236924408384854e-12,R_A6,3,3,1.0,0,277.95892333984375,17,42,1697.6407470703125,STANDARD
278.09600830078125,2018-11-07,-4.574234394039145e-11,R_A6,4,4,1.0,0,278.09600830078125,17,42,1699.1807861328125,STANDARD
278.2404479980469,2018-11-07,-7.898440473712298e-13,R_A6,5,5,1.0,0,278.2404479980469,17,42,1700.7208251953125,STANDARD
278.3843078613281,2018-11-07,-4.524164376462636e-11,R_A6,6,6,1.0,0,278.3843078613281,17,42,1702.2607421875,STANDARD
278.2314453125,2018-11-07,-8.463589551421791e-11,R_A6,7,7,1.0,0,278.2314453125,17,42,1703.80078125,STANDARD
278.3773498535156,2018-11-07,-6.145459141571052e-11,R_A6,8,8,1.0,0,278.3773498535156,17,42,1705.3408203125,STANDARD
278.83050537109375,2018-11-07,-3.5295006934471518e-12,R_A6,9,9,1.0,0,278.83050537109375,17,42,1706.880859375,STANDARD
278.6871643066406,2018-11-07,-6.166163135645775e-10,R_A6,10,10,1.0,0,278.6871643066406,17,42,1708.4208984375,STANDARD
