CONIDX,CONIPOS,DRAWDOWN,PRESSURE,CONBPRES,DEPTH,CONJPOS,SGAS,WELL,SWAT,CONKPOS,WELLMODEL,DATE
6,32,0,300.118896484375,300.118896484375,1631.1109619140625,52,0.0,R_A4,0.05302939563989639,4,STANDARD,2018-01-01
7,32,0,300.24114990234375,300.24114990234375,1632.9342041015625,52,0.0,R_A4,0.05483492836356163,5,STANDARD,2018-01-01
8,32,0,300.4465637207031,300.4465637207031,1635.998291015625,51,0.0,R_A4,0.057105958461761475,5,STANDARD,2018-01-01
9,33,0,300.4804992675781,300.4804992675781,1636.5042724609375,51,0.0,R_A4,0.20098893344402313,5,STANDARD,2018-01-01
10,33,0,300.9212646484375,300.9212646484375,1643.07763671875,50,0.0,R_A4,0.2941819727420807,5,STANDARD,2018-01-01
11,34,0,300.8193054199219,300.8193054199219,1641.55712890625,50,0.0,R_A4,0.10965029150247574,5,STANDARD,2018-01-01
12,34,0,300.6975402832031,300.6975402832031,1639.7412109375,50,0.0,R_A4,0.06077466160058975,4,STANDARD,2018-01-01
13,35,0,300.7930603027344,300.7930603027344,1641.165771484375,50,0.0,R_A4,0.061224233359098434,4,STANDARD,2018-01-01
14,35,0,300.67236328125,300.67236328125,1639.3658447265625,50,0.0,R_A4,0.17845240235328674,3,STANDARD,2018-01-01
15,35,0,300.9195861816406,300.9195861816406,1643.052490234375,49,0.0,R_A4,0.23016640543937683,3,STANDARD,2018-01-01
16,35,0,300.792724609375,300.792724609375,1641.160888671875,49,0.0,R_A4,0.2305823564529419,2,STANDARD,2018-01-01
17,36,0,300.8693542480469,300.8693542480469,1642.3033447265625,49,0.0,R_A4,0.2626495361328125,28,STANDARD,2018-01-01
18,36,0,300.8691711425781,300.8691711425781,1642.301025390625,48,0.0,R_A4,0.1395985335111618,28,STANDARD,2018-01-01
19,37,0,301.3750305175781,301.3750305175781,1649.843994140625,48,0.0,R_A4,0.8341545462608337,28,STANDARD,2018-01-01
20,37,0,300.9949035644531,300.9949035644531,1644.17578125,48,0.0,R_A4,0.8539700508117676,27,STANDARD,2018-01-01
21,38,0,301.2773132324219,301.2773132324219,1648.3868408203125,48,0.0,R_A4,0.18747150897979736,27,STANDARD,2018-01-01
22,38,0,301.7995910644531,301.7995910644531,1656.17431640625,47,0.0,R_A4,0.6481541991233826,27,STANDARD,2018-01-01
1,31,0,303.73162841796875,303.73162841796875,1683.8399658203125,20,0.0,R_A5,1.0,1,STANDARD,2018-01-01
2,31,0,303.9248352050781,303.9248352050781,1685.878662109375,20,0.0,R_A5,1.0,2,STANDARD,2018-01-01
3,31,0,304.1180419921875,304.1180419921875,1687.9173583984375,20,0.0,R_A5,1.0,3,STANDARD,2018-01-01
4,31,0,304.31121826171875,304.31121826171875,1689.9560546875,20,0.0,R_A5,1.0,4,STANDARD,2018-01-01
5,31,0,304.5044250488281,304.5044250488281,1691.9947509765625,20,0.0,R_A5,1.0,5,STANDARD,2018-01-01
6,31,0,304.6976013183594,304.6976013183594,1694.033447265625,20,0.0,R_A5,1.0,6,STANDARD,2018-01-01
7,31,0,305.19659423828125,305.19659423828125,1696.072021484375,20,0.0,R_A5,1.0,7,STANDARD,2018-01-01
8,31,0,304.96533203125,304.96533203125,1693.6317138671875,21,0.0,R_A5,1.0,7,STANDARD,2018-01-01
9,31,0,305.18560791015625,305.18560791015625,1695.9560546875,21,0.0,R_A5,1.0,8,STANDARD,2018-01-01
10,31,0,305.4058837890625,305.4058837890625,1698.280517578125,21,0.0,R_A5,1.0,9,STANDARD,2018-01-01
11,31,0,305.5265808105469,305.5265808105469,1702.779541015625,21,0.0,R_A5,1.0,11,STANDARD,2018-01-01
12,31,0,305.71844482421875,305.71844482421875,1704.8040771484375,21,0.0,R_A5,1.0,12,STANDARD,2018-01-01
13,31,0,305.92230224609375,305.92230224609375,1706.82861328125,21,0.0,R_A5,1.0,13,STANDARD,2018-01-01
14,31,0,306.1141662597656,306.1141662597656,1708.853271484375,21,0.0,R_A5,1.0,14,STANDARD,2018-01-01
15,31,0,306.3060302734375,306.3060302734375,1710.8778076171875,21,0.0,R_A5,1.0,15,STANDARD,2018-01-01
16,31,0,306.6429138183594,306.6429138183594,1712.9024658203125,21,0.0,R_A5,1.0,16,STANDARD,2018-01-01
17,31,0,306.8187561035156,306.8187561035156,1714.7578125,21,0.0,R_A5,1.0,17,STANDARD,2018-01-01
18,31,0,306.9319763183594,306.9319763183594,1715.9522705078125,21,0.0,R_A5,1.0,18,STANDARD,2018-01-01
19,31,0,306.9732971191406,306.9732971191406,1716.388427734375,21,0.0,R_A5,1.0,19,STANDARD,2018-01-01
20,31,0,306.9244689941406,306.9244689941406,1717.5306396484375,21,0.0,R_A5,1.0,25,STANDARD,2018-01-01
21,31,0,307.1248779296875,307.1248779296875,1719.6451416015625,21,0.0,R_A5,1.0,26,STANDARD,2018-01-01
22,31,0,307.6310729980469,307.6310729980469,1721.759765625,21,0.0,R_A5,1.0,27,STANDARD,2018-01-01
23,31,0,307.83148193359375,307.83148193359375,1723.874267578125,21,0.0,R_A5,1.0,28,STANDARD,2018-01-01
24,31,0,308.0318908691406,308.0318908691406,1725.9888916015625,21,0.0,R_A5,1.0,29,STANDARD,2018-01-01
1,17,0,305.0967102050781,305.0967102050781,1695.01806640625,42,0.0,R_A6,1.0,1,STANDARD,2018-01-01
2,17,0,305.24310302734375,305.24310302734375,1696.5628662109375,42,0.0,R_A6,1.0,2,STANDARD,2018-01-01
3,17,0,305.3895263671875,305.3895263671875,1698.1077880859375,42,0.0,R_A6,1.0,3,STANDARD,2018-01-01
4,17,0,305.5359191894531,305.5359191894531,1699.652587890625,42,0.0,R_A6,1.0,4,STANDARD,2018-01-01
5,17,0,305.68231201171875,305.68231201171875,1701.197509765625,42,0.0,R_A6,1.0,5,STANDARD,2018-01-01
6,17,0,305.8287353515625,305.8287353515625,1702.7423095703125,42,0.0,R_A6,1.0,6,STANDARD,2018-01-01
7,17,0,305.67608642578125,305.67608642578125,1704.287109375,42,0.0,R_A6,1.0,7,STANDARD,2018-01-01
8,17,0,305.8224792480469,305.8224792480469,1705.8319091796875,42,0.0,R_A6,1.0,8,STANDARD,2018-01-01
9,17,0,306.2679443359375,306.2679443359375,1707.3768310546875,42,0.0,R_A6,1.0,9,STANDARD,2018-01-01
10,17,0,306.1085510253906,306.1085510253906,1708.921630859375,42,0.0,R_A6,1.0,10,STANDARD,2018-01-01
11,17,0,306.2888488769531,306.2888488769531,1710.8228759765625,42,0.0,R_A6,1.0,11,STANDARD,2018-01-01
12,17,0,306.5028076171875,306.5028076171875,1713.080322265625,42,0.0,R_A6,1.0,12,STANDARD,2018-01-01
13,17,0,306.72869873046875,306.72869873046875,1715.337646484375,42,0.0,R_A6,1.0,13,STANDARD,2018-01-01
14,17,0,306.9426574707031,306.9426574707031,1717.59521484375,42,0.0,R_A6,1.0,14,STANDARD,2018-01-01
15,17,0,307.1566162109375,307.1566162109375,1719.8526611328125,42,0.0,R_A6,1.0,15,STANDARD,2018-01-01
16,17,0,307.51556396484375,307.51556396484375,1722.110107421875,42,0.0,R_A6,1.0,16,STANDARD,2018-01-01
17,17,0,307.7295227050781,307.7295227050781,1724.3675537109375,42,0.0,R_A6,1.0,17,STANDARD,2018-01-01
18,17,0,307.8896179199219,307.8896179199219,1726.0565185546875,42,0.0,R_A6,1.0,18,STANDARD,2018-01-01
19,17,0,307.86712646484375,307.86712646484375,1727.476806640625,42,0.0,R_A6,1.0,25,STANDARD,2018-01-01
20,17,0,308.3359375,308.3359375,1729.19677734375,42,0.0,R_A6,1.0,26,STANDARD,2018-01-01
21,17,0,308.4989318847656,308.4989318847656,1730.916748046875,42,0.0,R_A6,1.0,27,STANDARD,2018-01-01
22,17,0,308.6619567871094,308.6619567871094,1732.63671875,42,0.0,R_A6,1.0,28,STANDARD,2018-01-01
23,17,0,308.5191955566406,308.5191955566406,1734.3565673828125,42,0.0,R_A6,1.0,29,STANDARD,2018-01-01
1,22,0,298.5170593261719,298.5170593261719,1639.8238525390625,30,0.0,R_A2,0.05361934006214142,1,STANDARD,2018-03-01
2,22,0,298.6343078613281,298.6343078613281,1641.572998046875,30,0.0,R_A2,0.055143386125564575,2,STANDARD,2018-03-01
3,22,0,298.7515563964844,298.7515563964844,1643.322265625,30,0.0,R_A2,0.0570695661008358,3,STANDARD,2018-03-01
4,22,0,298.8688049316406,298.8688049316406,1645.071533203125,30,0.0,R_A2,0.062917560338974,4,STANDARD,2018-03-01
5,22,0,298.986083984375,298.986083984375,1646.8206787109375,30,0.0,R_A2,0.06591055542230606,5,STANDARD,2018-03-01
6,22,0,299.14471435546875,299.14471435546875,1648.5699462890625,30,0.0,R_A2,0.30537664890289307,6,STANDARD,2018-03-01
7,22,0,299.26678466796875,299.26678466796875,1650.3192138671875,30,0.0,R_A2,0.8737680912017822,7,STANDARD,2018-03-01
8,22,0,299.38922119140625,299.38922119140625,1652.068359375,30,0.0,R_A2,0.8469979166984558,8,STANDARD,2018-03-01
9,22,0,299.73968505859375,299.73968505859375,1653.817626953125,30,0.0,R_A2,0.8835452795028687,9,STANDARD,2018-03-01
10,22,0,300.0227966308594,300.0227966308594,1655.56689453125,30,0.0,R_A2,0.8865273594856262,10,STANDARD,2018-03-01
11,22,0,299.7687072753906,299.7687072753906,1657.4569091796875,30,0.0,R_A2,0.06707245111465454,11,STANDARD,2018-03-01
12,22,0,299.8933410644531,299.8933410644531,1659.4876708984375,30,0.0,R_A2,0.06656782329082489,12,STANDARD,2018-03-01
13,22,0,300.056884765625,300.056884765625,1661.5185546875,30,0.0,R_A2,0.4280330538749695,13,STANDARD,2018-03-01
14,22,0,300.1939697265625,300.1939697265625,1663.54931640625,30,0.0,R_A2,0.4608580470085144,14,STANDARD,2018-03-01
15,22,0,300.3370056152344,300.3370056152344,1665.580078125,30,0.0,R_A2,0.8945115804672241,15,STANDARD,2018-03-01
16,22,0,300.4774169921875,300.4774169921875,1667.6109619140625,30,0.0,R_A2,0.9120044708251953,16,STANDARD,2018-03-01
17,22,0,300.6152648925781,300.6152648925781,1669.6417236328125,30,0.0,R_A2,0.8615152835845947,17,STANDARD,2018-03-01
18,22,0,300.7322998046875,300.7322998046875,1671.3829345703125,30,0.0,R_A2,0.9363160729408264,18,STANDARD,2018-03-01
19,22,0,301.1358337402344,301.1358337402344,1677.5517578125,29,0.0,R_A2,0.9922432899475098,18,STANDARD,2018-03-01
20,22,0,301.9649963378906,301.9649963378906,1679.095703125,29,0.0,R_A2,0.8075637221336365,25,STANDARD,2018-03-01
21,22,0,303.0937194824219,303.0937194824219,1680.7879638671875,29,-8.773527457111522e-15,R_A2,1.0,26,STANDARD,2018-03-01
22,22,0,303.2682800292969,303.2682800292969,1682.4803466796875,29,-1.148407757778358e-12,R_A2,1.0,27,STANDARD,2018-03-01
23,22,0,302.7492370605469,302.7492370605469,1684.1727294921875,29,-3.2712271780255264e-10,R_A2,1.0,28,STANDARD,2018-03-01
24,22,0,303.37353515625,303.37353515625,1685.8651123046875,29,-2.665844162173109e-13,R_A2,1.0,29,STANDARD,2018-03-01
1,31,0,280.4996643066406,280.4996643066406,1683.8399658203125,20,-1.408205912989402e-10,R_A5,1.0,1,STANDARD,2018-04-28
2,31,0,280.6907653808594,280.6907653808594,1685.878662109375,20,-1.322761622457591e-10,R_A5,1.0,2,STANDARD,2018-04-28
3,31,0,280.8828430175781,280.8828430175781,1687.9173583984375,20,-1.362215062972183e-10,R_A5,1.0,3,STANDARD,2018-04-28
4,31,0,281.07574462890625,281.07574462890625,1689.9560546875,20,-1.1647488529220595e-10,R_A5,1.0,4,STANDARD,2018-04-28
5,31,0,281.27001953125,281.27001953125,1691.9947509765625,20,-1.276981992370807e-10,R_A5,1.0,5,STANDARD,2018-04-28
6,31,0,281.4645080566406,281.4645080566406,1694.033447265625,20,-1.0826978202871373e-10,R_A5,1.0,6,STANDARD,2018-04-28
7,31,0,282.0231018066406,282.0231018066406,1696.072021484375,20,-1.3326888420941985e-12,R_A5,1.0,7,STANDARD,2018-04-28
8,31,0,280.9383544921875,280.9383544921875,1693.6317138671875,21,-2.024569314279523e-12,R_A5,1.0,7,STANDARD,2018-04-28
9,31,0,281.1929016113281,281.1929016113281,1695.9560546875,21,-2.1173733339568956e-12,R_A5,1.0,8,STANDARD,2018-04-28
10,31,0,281.4971923828125,281.4971923828125,1698.280517578125,21,-6.075574613718937e-13,R_A5,1.0,9,STANDARD,2018-04-28
11,31,0,280.6629943847656,280.6629943847656,1702.779541015625,21,-3.998439773722495e-11,R_A5,1.0,11,STANDARD,2018-04-28
12,31,0,280.82586669921875,280.82586669921875,1704.8040771484375,21,-2.8239013558084558e-11,R_A5,1.0,12,STANDARD,2018-04-28
13,31,0,281.0303039550781,281.0303039550781,1706.82861328125,21,-1.588971684264584e-12,R_A5,1.0,13,STANDARD,2018-04-28
14,31,0,281.2281799316406,281.2281799316406,1708.853271484375,21,-9.642831238360072e-13,R_A5,1.0,14,STANDARD,2018-04-28
15,31,0,281.4244079589844,281.4244079589844,1710.8778076171875,21,-1.0696088112438495e-12,R_A5,1.0,15,STANDARD,2018-04-28
16,31,0,281.77117919921875,281.77117919921875,1712.9024658203125,21,-1.1518223712054382e-13,R_A5,1.0,16,STANDARD,2018-04-28
17,31,0,281.9578552246094,281.9578552246094,1714.7578125,21,-1.5145502040014858e-13,R_A5,1.0,17,STANDARD,2018-04-28
18,31,0,282.07684326171875,282.07684326171875,1715.9522705078125,21,-1.14820798656818e-19,R_A5,1.0,18,STANDARD,2018-04-28
19,31,0,282.12109375,282.12109375,1716.388427734375,21,0.0,R_A5,1.0,19,STANDARD,2018-04-28
20,31,0,284.6640930175781,284.6640930175781,1717.5306396484375,21,-1.934142949966411e-12,R_A5,1.0,25,STANDARD,2018-04-28
21,31,0,284.9201354980469,284.9201354980469,1719.6451416015625,21,-1.2229732200899623e-12,R_A5,1.0,26,STANDARD,2018-04-28
22,31,0,293.6368103027344,293.6368103027344,1721.759765625,21,-1.4729672376156534e-18,R_A5,1.0,27,STANDARD,2018-04-28
23,31,0,293.3951416015625,293.3951416015625,1723.874267578125,21,-3.552668931638084e-17,R_A5,1.0,28,STANDARD,2018-04-28
24,31,0,302.9970703125,302.9970703125,1725.9888916015625,21,-2.3712774099257357e-21,R_A5,1.0,29,STANDARD,2018-04-28
1,28,0,278.235595703125,278.235595703125,1609.5234375,41,0.0,R_A3,0.23017941415309906,1,STANDARD,2018-07-03
2,28,0,278.3682861328125,278.3682861328125,1611.516357421875,41,0.0,R_A3,0.1185801774263382,2,STANDARD,2018-07-03
3,29,0,277.64776611328125,277.64776611328125,1600.8092041015625,41,0.0,R_A3,0.1185881495475769,2,STANDARD,2018-07-03
4,29,0,277.79083251953125,277.79083251953125,1602.954833984375,41,0.0,R_A3,0.11862574517726898,3,STANDARD,2018-07-03
5,29,0,277.93414306640625,277.93414306640625,1605.100341796875,41,0.0,R_A3,0.13910789787769318,4,STANDARD,2018-07-03
6,29,0,278.07904052734375,278.07904052734375,1607.245849609375,41,0.0,R_A3,0.3137590289115906,5,STANDARD,2018-07-03
7,29,0,278.24822998046875,278.24822998046875,1609.391357421875,41,0.0,R_A3,0.6495246887207031,6,STANDARD,2018-07-03
8,29,0,278.4205322265625,278.4205322265625,1611.5369873046875,41,0.0,R_A3,0.19557009637355804,7,STANDARD,2018-07-03
9,29,0,278.56378173828125,278.56378173828125,1613.6826171875,41,0.0,R_A3,0.19792293012142181,8,STANDARD,2018-07-03
10,29,0,278.82989501953125,278.82989501953125,1615.828125,41,0.0,R_A3,0.7890397310256958,9,STANDARD,2018-07-03
11,29,0,282.97314453125,282.97314453125,1617.9736328125,41,0.0,R_A3,0.7901011109352112,10,STANDARD,2018-07-03
12,29,0,297.32568359375,297.32568359375,1620.1954345703125,41,0.0,R_A3,0.04930232837796211,11,STANDARD,2018-07-03
13,29,0,297.4796142578125,297.4796142578125,1622.4932861328125,41,0.0,R_A3,0.05284575745463371,12,STANDARD,2018-07-03
14,29,0,297.6337585449219,297.6337585449219,1624.7911376953125,41,0.0,R_A3,0.3661826550960541,13,STANDARD,2018-07-03
15,29,0,297.5019226074219,297.5019226074219,1629.386962890625,41,0.0,R_A3,0.6017020344734192,15,STANDARD,2018-07-03
16,29,0,297.6320495605469,297.6320495605469,1631.3489990234375,41,0.0,R_A3,0.799353837966919,16,STANDARD,2018-07-03
17,29,0,283.88623046875,283.88623046875,1634.16259765625,41,0.0,R_A3,0.307192325592041,25,STANDARD,2018-07-03
18,29,0,284.10650634765625,284.10650634765625,1637.8094482421875,41,0.0,R_A3,0.04653482511639595,26,STANDARD,2018-07-03
19,29,0,284.3499755859375,284.3499755859375,1641.456298828125,41,0.0,R_A3,0.051726698875427246,27,STANDARD,2018-07-03
20,29,0,284.5933532714844,284.5933532714844,1645.1031494140625,41,0.0,R_A3,0.22773009538650513,28,STANDARD,2018-07-03
21,29,0,284.8343811035156,284.8343811035156,1648.75,41,0.0,R_A3,0.05888897180557251,29,STANDARD,2018-07-03
1,30,0,278.73162841796875,278.73162841796875,1630.4661865234375,52,0.0,R_A4,0.048846304416656494,1,STANDARD,2018-09-12
2,31,0,278.59613037109375,278.59613037109375,1626.8233642578125,52,0.0,R_A4,0.046260807663202286,1,STANDARD,2018-09-12
3,31,0,278.7274475097656,278.7274475097656,1628.7933349609375,52,0.0,R_A4,0.08089004456996918,2,STANDARD,2018-09-12
4,31,0,278.8587646484375,278.8587646484375,1630.76318359375,52,0.0,R_A4,0.12489259988069534,3,STANDARD,2018-09-12
5,31,0,278.9899597167969,278.9899597167969,1632.733154296875,52,0.0,R_A4,0.05311625823378563,4,STANDARD,2018-09-12
6,32,0,278.97406005859375,278.97406005859375,1631.1109619140625,52,0.0,R_A4,0.05306040495634079,4,STANDARD,2018-09-12
7,32,0,279.0957336425781,279.0957336425781,1632.9342041015625,52,0.0,R_A4,0.05485343560576439,5,STANDARD,2018-09-12
8,32,0,279.2191162109375,279.2191162109375,1635.998291015625,51,0.0,R_A4,0.05780293047428131,5,STANDARD,2018-09-12
9,33,0,279.3697204589844,279.3697204589844,1636.5042724609375,51,0.0,R_A4,0.2021118849515915,5,STANDARD,2018-09-12
10,33,0,279.7489929199219,279.7489929199219,1643.07763671875,50,0.0,R_A4,0.29351091384887695,5,STANDARD,2018-09-12
11,34,0,279.679931640625,279.679931640625,1641.55712890625,50,0.0,R_A4,0.11008498072624207,5,STANDARD,2018-09-12
12,34,0,279.5586242675781,279.5586242675781,1639.7412109375,50,0.0,R_A4,0.06112297996878624,4,STANDARD,2018-09-12
13,35,0,279.70245361328125,279.70245361328125,1641.165771484375,50,0.0,R_A4,0.061586782336235046,4,STANDARD,2018-09-12
14,35,0,279.58294677734375,279.58294677734375,1639.3658447265625,50,0.0,R_A4,0.17890970408916473,3,STANDARD,2018-09-12
15,35,0,279.7598571777344,279.7598571777344,1643.052490234375,49,0.0,R_A4,0.23014383018016815,3,STANDARD,2018-09-12
16,35,0,279.6327819824219,279.6327819824219,1641.160888671875,49,0.0,R_A4,0.23060649633407593,2,STANDARD,2018-09-12
17,36,0,277.1257629394531,277.1257629394531,1642.3033447265625,49,0.0,R_A4,0.23362182080745697,28,STANDARD,2018-09-12
18,36,0,276.4708251953125,276.4708251953125,1642.301025390625,48,0.0,R_A4,0.14457400143146515,28,STANDARD,2018-09-12
19,37,0,280.2626647949219,280.2626647949219,1649.843994140625,48,0.0,R_A4,0.8330725431442261,28,STANDARD,2018-09-12
20,37,0,279.5189208984375,279.5189208984375,1644.17578125,48,0.0,R_A4,0.8529963493347168,27,STANDARD,2018-09-12
21,38,0,278.985595703125,278.985595703125,1648.3868408203125,48,0.0,R_A4,0.17378360033035278,27,STANDARD,2018-09-12
22,38,0,278.66632080078125,278.66632080078125,1656.17431640625,47,0.0,R_A4,0.6666758060455322,27,STANDARD,2018-09-12
1,17,0,276.61138916015625,276.61138916015625,1695.01806640625,42,6.450396027182044e-15,R_A6,1.0,1,STANDARD,2018-11-07
2,17,0,276.7557678222656,276.7557678222656,1696.5628662109375,42,5.0183635865548235e-15,R_A6,1.0,2,STANDARD,2018-11-07
3,17,0,276.897216796875,276.897216796875,1698.1077880859375,42,9.285800278116714e-15,R_A6,1.0,3,STANDARD,2018-11-07
4,17,0,277.0354309082031,277.0354309082031,1699.652587890625,42,1.6823986932865305e-14,R_A6,1.0,4,STANDARD,2018-11-07
5,17,0,277.1725769042969,277.1725769042969,1701.197509765625,42,3.6256008639117335e-14,R_A6,1.0,5,STANDARD,2018-11-07
6,17,0,277.3128662109375,277.3128662109375,1702.7423095703125,42,2.414664605418504e-12,R_A6,1.0,6,STANDARD,2018-11-07
7,17,0,277.15887451171875,277.15887451171875,1704.287109375,42,4.178821351452644e-12,R_A6,1.0,7,STANDARD,2018-11-07
8,17,0,277.3052062988281,277.3052062988281,1705.8319091796875,42,3.902224030016832e-12,R_A6,1.0,8,STANDARD,2018-11-07
9,17,0,277.7651062011719,277.7651062011719,1707.3768310546875,42,1.363483327979087e-12,R_A6,1.0,9,STANDARD,2018-11-07
