CONJPOS,CONIDX,WELL,PRESSURE,DATE,SGAS,CONKPOS,CONBPRES,WELLMODEL,SWAT,DRAWDOWN,CONIPOS,DEPTH
41,12,R_A3,299.308349609375,2018-01-01,0.0,11,299.308349609375,STANDARD,0.04966948926448822,0,29,1620.73486328125
41,13,R_A3,299.4620361328125,2018-01-01,0.0,12,299.4620361328125,STANDARD,0.05400639772415161,0,29,1623.0277099609375
41,14,R_A3,299.6157531738281,2018-01-01,0.0,13,299.6157531738281,STANDARD,0.3780291974544525,0,29,1625.3206787109375
41,15,R_A3,299.92315673828125,2018-01-01,0.0,15,299.92315673828125,STANDARD,0.512944221496582,0,29,1629.9066162109375
41,16,R_A3,300.0570373535156,2018-01-01,0.0,16,300.0570373535156,STANDARD,0.8145076632499695,0,29,1631.903564453125
41,17,R_A3,300.24810791015625,2018-01-01,0.0,26,300.24810791015625,STANDARD,0.7577977180480957,0,29,1634.75341796875
41,18,R_A3,300.4889831542969,2018-01-01,0.0,27,300.4889831542969,STANDARD,0.046831369400024414,0,29,1638.34619140625
41,19,R_A3,300.7298889160156,2018-01-01,0.0,28,300.7298889160156,STANDARD,0.05278744921088219,0,29,1641.9388427734375
41,20,R_A3,300.9707946777344,2018-01-01,0.0,29,300.9707946777344,STANDARD,0.8103479743003845,0,29,1645.5316162109375
41,21,R_A3,301.21173095703125,2018-01-01,0.0,30,301.21173095703125,STANDARD,0.09880653023719788,0,29,1649.1243896484375
52,1,R_A4,300.0119934082031,2018-01-01,0.0,1,300.0119934082031,STANDARD,0.051559604704380035,0,30,1631.2314453125
52,2,R_A4,299.64093017578125,2018-01-01,0.0,1,299.64093017578125,STANDARD,0.047761909663677216,0,31,1625.6962890625
52,3,R_A4,299.7819519042969,2018-01-01,0.0,2,299.7819519042969,STANDARD,0.05125192552804947,0,31,1627.80029296875
52,4,R_A4,299.9230041503906,2018-01-01,0.0,3,299.9230041503906,STANDARD,0.05286937952041626,0,31,1629.904296875
52,5,R_A4,300.0640869140625,2018-01-01,0.0,4,300.0640869140625,STANDARD,0.05255269631743431,0,31,1632.0084228515625
52,6,R_A4,300.20513916015625,2018-01-01,0.0,5,300.20513916015625,STANDARD,0.05522206798195839,0,31,1634.1124267578125
52,7,R_A4,299.8846740722656,2018-01-01,0.0,5,299.8846740722656,STANDARD,0.0541633665561676,0,32,1629.3323974609375
52,8,R_A4,300.0151672363281,2018-01-01,0.0,6,300.0151672363281,STANDARD,0.056083884090185165,0,32,1631.2789306640625
51,9,R_A4,300.3474426269531,2018-01-01,0.0,6,300.3474426269531,STANDARD,0.05992604047060013,0,32,1636.2349853515625
51,10,R_A4,300.2215881347656,2018-01-01,0.0,5,300.2215881347656,STANDARD,0.05656015872955322,0,32,1634.357666015625
51,11,R_A4,300.2227783203125,2018-01-01,0.0,6,300.2227783203125,STANDARD,0.09487351775169373,0,33,1634.37548828125
51,12,R_A4,300.3482971191406,2018-01-01,0.0,7,300.3482971191406,STANDARD,0.05741836130619049,0,33,1636.24755859375
50,13,R_A4,300.78009033203125,2018-01-01,0.0,7,300.78009033203125,STANDARD,0.06334821879863739,0,33,1642.687744140625
50,14,R_A4,300.5830383300781,2018-01-01,0.0,7,300.5830383300781,STANDARD,0.08086086809635162,0,34,1639.7486572265625
50,15,R_A4,300.5455017089844,2018-01-01,0.0,7,300.5455017089844,STANDARD,0.1891183704137802,0,35,1639.18896484375
50,16,R_A4,300.42529296875,2018-01-01,0.0,6,300.42529296875,STANDARD,0.23167473077774048,0,35,1637.3961181640625
49,17,R_A4,300.2628479003906,2018-01-01,0.0,30,300.2628479003906,STANDARD,0.05168431997299194,0,35,1634.973388671875
49,18,R_A4,300.7757568359375,2018-01-01,0.0,30,300.7757568359375,STANDARD,0.20615272223949432,0,36,1642.6229248046875
48,19,R_A4,300.7368469238281,2018-01-01,0.0,30,300.7368469238281,STANDARD,0.05255630239844322,0,36,1642.042724609375
48,20,R_A4,301.431884765625,2018-01-01,0.0,30,301.431884765625,STANDARD,0.12803268432617188,0,37,1652.4072265625
48,21,R_A4,301.0575866699219,2018-01-01,0.0,29,301.0575866699219,STANDARD,1.0,0,37,1646.825927734375
48,22,R_A4,301.7218322753906,2018-01-01,0.0,29,301.7218322753906,STANDARD,1.0,0,38,1656.7305908203125
48,23,R_A4,301.3349304199219,2018-01-01,0.0,28,301.3349304199219,STANDARD,0.25540903210639954,0,38,1650.961181640625
47,24,R_A4,302.10089111328125,2018-01-01,0.0,28,302.10089111328125,STANDARD,0.1232646182179451,0,38,1662.3819580078125
47,25,R_A4,301.71527099609375,2018-01-01,0.0,27,301.71527099609375,STANDARD,0.06741025298833847,0,38,1656.6324462890625
20,1,R_A5,304.0935974121094,2018-01-01,0.0,1,304.0935974121094,STANDARD,1.0,0,31,1687.659423828125
20,2,R_A5,304.32080078125,2018-01-01,0.0,2,304.32080078125,STANDARD,1.0,0,31,1690.05712890625
20,3,R_A5,304.5480041503906,2018-01-01,0.0,3,304.5480041503906,STANDARD,1.0,0,31,1692.454833984375
20,4,R_A5,304.7752380371094,2018-01-01,0.0,4,304.7752380371094,STANDARD,1.0,0,31,1694.8525390625
20,5,R_A5,305.0024719238281,2018-01-01,0.0,5,305.0024719238281,STANDARD,1.0,0,31,1697.250244140625
20,6,R_A5,305.22967529296875,2018-01-01,0.0,6,305.22967529296875,STANDARD,1.0,0,31,1699.64794921875
20,7,R_A5,305.7626953125,2018-01-01,0.0,7,305.7626953125,STANDARD,1.0,0,31,1702.045654296875
21,8,R_A5,304.8651428222656,2018-01-01,0.0,9,304.8651428222656,STANDARD,1.0,0,31,1692.574462890625
21,9,R_A5,305.0086975097656,2018-01-01,0.0,11,305.0086975097656,STANDARD,1.0,0,31,1697.31494140625
21,10,R_A5,305.1924743652344,2018-01-01,0.0,12,305.1924743652344,STANDARD,1.0,0,31,1699.254150390625
21,11,R_A5,305.3762512207031,2018-01-01,0.0,13,305.3762512207031,STANDARD,1.0,0,31,1701.193359375
21,12,R_A5,305.5719909667969,2018-01-01,0.0,14,305.5719909667969,STANDARD,1.0,0,31,1703.132568359375
21,13,R_A5,305.7557678222656,2018-01-01,0.0,15,305.7557678222656,STANDARD,1.0,0,31,1705.07177734375
21,14,R_A5,306.0845642089844,2018-01-01,0.0,16,306.0845642089844,STANDARD,1.0,0,31,1707.010986328125
21,15,R_A5,306.2683410644531,2018-01-01,0.0,17,306.2683410644531,STANDARD,1.0,0,31,1708.9500732421875
21,16,R_A5,306.445068359375,2018-01-01,0.0,18,306.445068359375,STANDARD,1.0,0,31,1710.814697265625
21,17,R_A5,306.5776672363281,2018-01-01,0.0,19,306.5776672363281,STANDARD,1.0,0,31,1712.2138671875
21,18,R_A5,306.6125793457031,2018-01-01,0.0,26,306.6125793457031,STANDARD,1.0,0,31,1714.23974609375
21,19,R_A5,306.8453369140625,2018-01-01,0.0,27,306.8453369140625,STANDARD,1.0,0,31,1716.69580078125
21,20,R_A5,307.3839111328125,2018-01-01,0.0,28,307.3839111328125,STANDARD,1.0,0,31,1719.15185546875
21,21,R_A5,307.6166687011719,2018-01-01,0.0,29,307.6166687011719,STANDARD,1.0,0,31,1721.60791015625
21,22,R_A5,307.8494567871094,2018-01-01,0.0,30,307.8494567871094,STANDARD,1.0,0,31,1724.06396484375
42,1,R_A6,305.2167663574219,2018-01-01,0.0,1,305.2167663574219,STANDARD,1.0,0,17,1696.284912109375
42,2,R_A6,305.3655700683594,2018-01-01,0.0,2,305.3655700683594,STANDARD,1.0,0,17,1697.8551025390625
42,3,R_A6,305.5143737792969,2018-01-01,0.0,3,305.5143737792969,STANDARD,1.0,0,17,1699.4254150390625
42,4,R_A6,305.6632080078125,2018-01-01,0.0,4,305.6632080078125,STANDARD,1.0,0,17,1700.99560546875
42,5,R_A6,305.81201171875,2018-01-01,0.0,5,305.81201171875,STANDARD,1.0,0,17,1702.56591796875
42,6,R_A6,305.9608154296875,2018-01-01,0.0,6,305.9608154296875,STANDARD,1.0,0,17,1704.1361083984375
42,7,R_A6,305.8105773925781,2018-01-01,0.0,7,305.8105773925781,STANDARD,1.0,0,17,1705.7064208984375
42,8,R_A6,305.9593811035156,2018-01-01,0.0,8,305.9593811035156,STANDARD,1.0,0,17,1707.276611328125
42,9,R_A6,306.4072570800781,2018-01-01,0.0,9,306.4072570800781,STANDARD,1.0,0,17,1708.8468017578125
42,10,R_A6,306.2502746582031,2018-01-01,0.0,10,306.2502746582031,STANDARD,1.0,0,17,1710.4171142578125
42,11,R_A6,306.433837890625,2018-01-01,0.0,11,306.433837890625,STANDARD,1.0,0,17,1712.352783203125
42,12,R_A6,306.65191650390625,2018-01-01,0.0,12,306.65191650390625,STANDARD,1.0,0,17,1714.65380859375
42,13,R_A6,306.8819580078125,2018-01-01,0.0,13,306.8819580078125,STANDARD,1.0,0,17,1716.954833984375
42,14,R_A6,307.10003662109375,2018-01-01,0.0,14,307.10003662109375,STANDARD,1.0,0,17,1719.255859375
42,15,R_A6,307.318115234375,2018-01-01,0.0,15,307.318115234375,STANDARD,1.0,0,17,1721.556884765625
42,16,R_A6,307.68121337890625,2018-01-01,0.0,16,307.68121337890625,STANDARD,1.0,0,17,1723.85791015625
42,17,R_A6,307.8993225097656,2018-01-01,0.0,17,307.8993225097656,STANDARD,1.0,0,17,1726.158935546875
42,18,R_A6,308.06146240234375,2018-01-01,0.0,18,308.06146240234375,STANDARD,1.0,0,17,1727.86962890625
42,19,R_A6,308.04052734375,2018-01-01,0.0,26,308.04052734375,STANDARD,1.0,0,17,1729.3062744140625
42,20,R_A6,308.2066650390625,2018-01-01,0.0,27,308.2066650390625,STANDARD,1.0,0,17,1731.05908203125
42,21,R_A6,308.6785888671875,2018-01-01,0.0,28,308.6785888671875,STANDARD,1.0,0,17,1732.8121337890625
42,22,R_A6,308.8447265625,2018-01-01,0.0,29,308.8447265625,STANDARD,1.0,0,17,1734.5650634765625
42,23,R_A6,308.705078125,2018-01-01,0.0,30,308.705078125,STANDARD,1.0,0,17,1736.31787109375
30,1,R_A2,299.1224060058594,2018-03-01,0.0,1,299.1224060058594,STANDARD,0.05741710588335991,0,22,1643.2398681640625
30,2,R_A2,299.2413330078125,2018-03-01,0.0,2,299.2413330078125,STANDARD,0.0596267431974411,0,22,1645.01416015625
30,3,R_A2,299.3602600097656,2018-03-01,0.0,3,299.3602600097656,STANDARD,0.06235572323203087,0,22,1646.788330078125
30,4,R_A2,299.4792175292969,2018-03-01,0.0,4,299.4792175292969,STANDARD,0.06989584863185883,0,22,1648.5625
30,5,R_A2,299.59820556640625,2018-03-01,0.0,5,299.59820556640625,STANDARD,0.07395797967910767,0,22,1650.336669921875
30,6,R_A2,299.7172546386719,2018-03-01,0.0,6,299.7172546386719,STANDARD,0.18329468369483948,0,22,1652.11083984375
30,7,R_A2,299.83624267578125,2018-03-01,0.0,7,299.83624267578125,STANDARD,0.6483126282691956,0,22,1653.885009765625
30,8,R_A2,299.96514892578125,2018-03-01,0.0,8,299.96514892578125,STANDARD,0.6482816934585571,0,22,1655.6591796875
30,9,R_A2,300.0901794433594,2018-03-01,0.0,9,300.0901794433594,STANDARD,0.648391842842102,0,22,1657.433349609375
30,10,R_A2,300.5257873535156,2018-03-01,0.0,10,300.5257873535156,STANDARD,0.9248213171958923,0,22,1659.2076416015625
30,11,R_A2,300.86639404296875,2018-03-01,0.0,11,300.86639404296875,STANDARD,0.08235620707273483,0,22,1661.0751953125
30,12,R_A2,301.22930908203125,2018-03-01,0.0,12,301.22930908203125,STANDARD,0.08639959990978241,0,22,1663.0361328125
30,13,R_A2,301.3026123046875,2018-03-01,0.0,13,301.3026123046875,STANDARD,0.47303536534309387,0,22,1664.9970703125
30,14,R_A2,301.3829345703125,2018-03-01,0.0,14,301.3829345703125,STANDARD,0.5406141877174377,0,22,1666.9580078125
30,15,R_A2,301.5122375488281,2018-03-01,0.0,15,301.5122375488281,STANDARD,0.7190045714378357,0,22,1668.9189453125
29,16,R_A2,301.1229248046875,2018-03-01,0.0,15,301.1229248046875,STANDARD,0.6744548678398132,0,22,1665.4862060546875
29,17,R_A2,301.2597351074219,2018-03-01,0.0,16,301.2597351074219,STANDARD,0.949874997138977,0,22,1667.4906005859375
29,18,R_A2,301.3977355957031,2018-03-01,0.0,17,301.3977355957031,STANDARD,0.9489672183990479,0,22,1669.4951171875
29,19,R_A2,301.53472900390625,2018-03-01,0.0,18,301.53472900390625,STANDARD,0.954647958278656,0,22,1671.4996337890625
29,20,R_A2,301.6512145996094,2018-03-01,0.0,19,301.6512145996094,STANDARD,0.9895331263542175,0,22,1673.0555419921875
29,21,R_A2,301.76373291015625,2018-03-01,0.0,26,301.76373291015625,STANDARD,0.27179238200187683,0,22,1674.5478515625
29,22,R_A2,301.8914794921875,2018-03-01,0.0,27,301.8914794921875,STANDARD,0.8616477251052856,0,22,1676.425048828125
29,23,R_A2,302.4630432128906,2018-03-01,-1.3651889948368412e-12,28,302.4630432128906,STANDARD,1.0,0,22,1678.3021240234375
29,24,R_A2,303.2475891113281,2018-03-01,-6.328201016038109e-17,29,303.2475891113281,STANDARD,1.0,0,22,1680.17919921875
29,25,R_A2,303.6648864746094,2018-03-01,1.0386593657171364e-18,30,303.6648864746094,STANDARD,1.0,0,22,1682.056396484375
20,1,R_A5,271.21240234375,2018-04-28,-1.8118824699254472e-18,1,271.21240234375,STANDARD,1.0,0,31,1687.659423828125
20,2,R_A5,271.4400329589844,2018-04-28,-2.9846775554435653e-16,2,271.4400329589844,STANDARD,1.0,0,31,1690.05712890625
20,3,R_A5,271.6673583984375,2018-04-28,-4.082329552340284e-16,3,271.6673583984375,STANDARD,1.0,0,31,1692.454833984375
20,4,R_A5,271.89459228515625,2018-04-28,-4.2757696428783007e-16,4,271.89459228515625,STANDARD,1.0,0,31,1694.8525390625
20,5,R_A5,272.1216735839844,2018-04-28,-4.3101470044382085e-16,5,272.1216735839844,STANDARD,1.0,0,31,1697.250244140625
20,6,R_A5,272.3486633300781,2018-04-28,-3.5329209540428913e-16,6,272.3486633300781,STANDARD,1.0,0,31,1699.64794921875
20,7,R_A5,272.9023132324219,2018-04-28,-1.284409659225389e-16,7,272.9023132324219,STANDARD,1.0,0,31,1702.045654296875
21,8,R_A5,274.4436950683594,2018-04-28,-3.3188827120583797e-13,9,274.4436950683594,STANDARD,1.0,0,31,1692.574462890625
21,9,R_A5,273.9240417480469,2018-04-28,-4.268525255479716e-10,11,273.9240417480469,STANDARD,1.0,0,31,1697.31494140625
21,10,R_A5,274.107666015625,2018-04-28,-2.578310065448619e-10,12,274.107666015625,STANDARD,1.0,0,31,1699.254150390625
21,11,R_A5,274.29144287109375,2018-04-28,-2.1718984943852604e-10,13,274.29144287109375,STANDARD,1.0,0,31,1701.193359375
21,12,R_A5,274.487060546875,2018-04-28,-2.7299294769189686e-11,14,274.487060546875,STANDARD,1.0,0,31,1703.132568359375
21,13,R_A5,274.6707458496094,2018-04-28,-8.627550063255995e-12,15,274.6707458496094,STANDARD,1.0,0,31,1705.07177734375
21,14,R_A5,275.2806701660156,2018-04-28,-1.3064403074983244e-12,16,275.2806701660156,STANDARD,1.0,0,31,1707.010986328125
21,15,R_A5,275.7239685058594,2018-04-28,-1.0294651416054013e-12,17,275.7239685058594,STANDARD,1.0,0,31,1708.9500732421875
21,16,R_A5,275.90081787109375,2018-04-28,-1.263534958086121e-12,18,275.90081787109375,STANDARD,1.0,0,31,1710.814697265625
21,17,R_A5,276.0332946777344,2018-04-28,-1.5037119769842344e-12,19,276.0332946777344,STANDARD,1.0,0,31,1712.2138671875
21,18,R_A5,276.2714538574219,2018-04-28,-2.276392407907224e-10,26,276.2714538574219,STANDARD,1.0,0,31,1714.23974609375
21,19,R_A5,276.4906921386719,2018-04-28,-2.94737068085027e-10,27,276.4906921386719,STANDARD,1.0,0,31,1716.69580078125
21,20,R_A5,291.44158935546875,2018-04-28,-2.5808169114913697e-17,28,291.44158935546875,STANDARD,1.0,0,31,1719.15185546875
21,21,R_A5,302.3363952636719,2018-04-28,-5.542598554256998e-18,29,302.3363952636719,STANDARD,1.0,0,31,1721.60791015625
21,22,R_A5,306.29522705078125,2018-04-28,-1.825657922256599e-19,30,306.29522705078125,STANDARD,1.0,0,31,1724.06396484375
41,1,R_A3,289.12957763671875,2018-07-03,0.0,1,289.12957763671875,STANDARD,0.30567657947540283,0,28,1607.5479736328125
41,2,R_A3,289.26220703125,2018-07-03,0.0,2,289.26220703125,STANDARD,0.2001187950372696,0,28,1609.5286865234375
41,3,R_A3,288.6437072753906,2018-07-03,0.0,2,288.6437072753906,STANDARD,0.18643711507320404,0,29,1601.2490234375
41,4,R_A3,288.7881774902344,2018-07-03,0.0,3,288.7881774902344,STANDARD,0.1828090250492096,0,29,1603.406494140625
41,5,R_A3,288.950439453125,2018-07-03,0.0,4,288.950439453125,STANDARD,0.6541014909744263,0,29,1605.5640869140625
41,6,R_A3,289.34222412109375,2018-07-03,0.0,5,289.34222412109375,STANDARD,0.8087847828865051,0,29,1607.7216796875
41,7,R_A3,289.4876708984375,2018-07-03,0.0,6,289.4876708984375,STANDARD,0.6487369537353516,0,29,1609.8792724609375
41,8,R_A3,289.6325988769531,2018-07-03,0.0,7,289.6325988769531,STANDARD,0.19459538161754608,0,29,1612.036865234375
41,9,R_A3,289.77685546875,2018-07-03,0.0,8,289.77685546875,STANDARD,0.19831062853336334,0,29,1614.1943359375
41,10,R_A3,289.9608459472656,2018-07-03,0.0,9,289.9608459472656,STANDARD,0.7985498309135437,0,29,1616.3519287109375
41,11,R_A3,289.4885559082031,2018-07-03,0.0,10,289.4885559082031,STANDARD,0.8046432137489319,0,29,1618.509521484375
41,12,R_A3,287.7951965332031,2018-07-03,0.0,11,287.7951965332031,STANDARD,0.04987696185708046,0,29,1620.73486328125
41,13,R_A3,287.9484558105469,2018-07-03,0.0,12,287.9484558105469,STANDARD,0.05411949381232262,0,29,1623.0277099609375
41,14,R_A3,288.1023254394531,2018-07-03,0.0,13,288.1023254394531,STANDARD,0.37842097878456116,0,29,1625.3206787109375
41,15,R_A3,290.84808349609375,2018-07-03,0.0,15,290.84808349609375,STANDARD,0.512943685054779,0,29,1629.9066162109375
41,16,R_A3,290.9941101074219,2018-07-03,0.0,16,290.9941101074219,STANDARD,0.8139951229095459,0,29,1631.903564453125
41,17,R_A3,288.0663757324219,2018-07-03,0.0,26,288.0663757324219,STANDARD,0.7557129859924316,0,29,1634.75341796875
41,18,R_A3,288.19769287109375,2018-07-03,0.0,27,288.19769287109375,STANDARD,0.04696238040924072,0,29,1638.34619140625
41,19,R_A3,288.4378967285156,2018-07-03,0.0,28,288.4378967285156,STANDARD,0.05299404263496399,0,29,1641.9388427734375
41,20,R_A3,295.9151306152344,2018-07-03,0.0,29,295.9151306152344,STANDARD,0.8100573420524597,0,29,1645.5316162109375
41,21,R_A3,288.84326171875,2018-07-03,0.0,30,288.84326171875,STANDARD,0.10178615897893906,0,29,1649.1243896484375
52,1,R_A4,280.739990234375,2018-09-12,0.0,1,280.739990234375,STANDARD,0.05165179818868637,0,30,1631.2314453125
52,2,R_A4,280.3956298828125,2018-09-12,0.0,1,280.3956298828125,STANDARD,0.04785270243883133,0,31,1625.6962890625
52,3,R_A4,280.5360107421875,2018-09-12,0.0,2,280.5360107421875,STANDARD,0.0513431541621685,0,31,1627.80029296875
52,4,R_A4,280.67633056640625,2018-09-12,0.0,3,280.67633056640625,STANDARD,0.05296476185321808,0,31,1629.904296875
52,5,R_A4,280.8166809082031,2018-09-12,0.0,4,280.8166809082031,STANDARD,0.052659835666418076,0,31,1632.0084228515625
52,6,R_A4,280.95703125,2018-09-12,0.0,5,280.95703125,STANDARD,0.05532786250114441,0,31,1634.1124267578125
52,7,R_A4,280.6921691894531,2018-09-12,0.0,5,280.6921691894531,STANDARD,0.05426280200481415,0,32,1629.3323974609375
52,8,R_A4,280.8216857910156,2018-09-12,0.0,6,280.8216857910156,STANDARD,0.05617979168891907,0,32,1631.2789306640625
51,9,R_A4,281.1263427734375,2018-09-12,0.0,6,281.1263427734375,STANDARD,0.06002653390169144,0,32,1636.2349853515625
51,10,R_A4,281.0010986328125,2018-09-12,0.0,5,281.0010986328125,STANDARD,0.05667721480131149,0,32,1634.357666015625
51,11,R_A4,281.0808410644531,2018-09-12,0.0,6,281.0808410644531,STANDARD,0.09508740156888962,0,33,1634.37548828125
51,12,R_A4,281.2056579589844,2018-09-12,0.0,7,281.2056579589844,STANDARD,0.05752679333090782,0,33,1636.24755859375
50,13,R_A4,281.5469055175781,2018-09-12,0.0,7,281.5469055175781,STANDARD,0.06345680356025696,0,33,1642.687744140625
50,14,R_A4,281.4598083496094,2018-09-12,0.0,7,281.4598083496094,STANDARD,0.08108153939247131,0,34,1639.7486572265625
50,15,R_A4,281.5740966796875,2018-09-12,0.0,7,281.5740966796875,STANDARD,0.18944859504699707,0,35,1639.18896484375
50,16,R_A4,281.45416259765625,2018-09-12,0.0,6,281.45416259765625,STANDARD,0.23187410831451416,0,35,1637.3961181640625
49,17,R_A4,280.4817810058594,2018-09-12,0.0,30,280.4817810058594,STANDARD,0.05567926913499832,0,35,1634.973388671875
49,18,R_A4,281.12408447265625,2018-09-12,0.0,30,281.12408447265625,STANDARD,0.19920068979263306,0,36,1642.6229248046875
48,19,R_A4,280.9605712890625,2018-09-12,0.0,30,280.9605712890625,STANDARD,0.06017288938164711,0,36,1642.042724609375
48,20,R_A4,281.8829040527344,2018-09-12,0.0,30,281.8829040527344,STANDARD,0.16001154482364655,0,37,1652.4072265625
48,21,R_A4,280.7845458984375,2018-09-12,0.0,29,280.7845458984375,STANDARD,0.9999635219573975,0,37,1646.825927734375
48,22,R_A4,281.45074462890625,2018-09-12,0.0,29,281.45074462890625,STANDARD,0.9999864101409912,0,38,1656.7305908203125
48,23,R_A4,282.39447021484375,2018-09-12,0.0,28,282.39447021484375,STANDARD,0.459215372800827,0,38,1650.961181640625
47,24,R_A4,283.0648193359375,2018-09-12,0.0,28,283.0648193359375,STANDARD,0.5665181279182434,0,38,1662.3819580078125
47,25,R_A4,282.64080810546875,2018-09-12,0.0,27,282.64080810546875,STANDARD,0.19207708537578583,0,38,1656.6324462890625
42,1,R_A6,276.7605895996094,2018-11-07,-6.988612027405625e-14,1,276.7605895996094,STANDARD,1.0,0,17,1696.284912109375
42,2,R_A6,276.9095764160156,2018-11-07,-9.197051554035197e-15,2,276.9095764160156,STANDARD,1.0,0,17,1697.8551025390625
42,3,R_A6,277.056884765625,2018-11-07,-1.486089659804516e-14,3,277.056884765625,STANDARD,1.0,0,17,1699.4254150390625
42,4,R_A6,277.20184326171875,2018-11-07,-1.2375321613007726e-14,4,277.20184326171875,STANDARD,1.0,0,17,1700.99560546875
42,5,R_A6,277.34490966796875,2018-11-07,-1.4998117629566252e-14,5,277.34490966796875,STANDARD,1.0,0,17,1702.56591796875
42,6,R_A6,277.4892883300781,2018-11-07,-8.576572069728117e-13,6,277.4892883300781,STANDARD,1.0,0,17,1704.1361083984375
