REAL,ZONE,REGION,BULK_OIL,PORE_OIL,HCPV_OIL,STOIIP_OIL,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
35,LowerReek,1,132877126.92,28081882.95,23055008.96,14500005.37,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
35,LowerReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
22,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,MidReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
22,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1002,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,UpperReek,1,281010673.49,49265968.2,38214565.81,24034317.72,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,MidReek,1,217141274.51,41936685.94,33485012.04,21059755.67,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,MidReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,LowerReek,1,127906626.86,26745136.34,21507710.26,13526861.57,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
21,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1001,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,UpperReek,1,281010673.49,44959125.89,33344123.22,20971146.33,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,MidReek,1,217141274.51,41208358.33,32166203.88,20230316.57,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,MidReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,LowerReek,1,127906626.86,26686687.17,21562168.75,13561112.2,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
20,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1000,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,UpperReek,1,298484642.31,47507324.11,35214803.61,22147674.84,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,UpperReek,2,0.0,0.0,0.0,0.0,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,MidReek,1,228590822.64,43197363.5,34142219.99,21473093.97,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,MidReek,2,0.0,0.0,0.0,0.0,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,LowerReek,1,136423880.56,28307273.75,23177578.04,14577092.86,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
5,LowerReek,2,0.0,0.0,0.0,0.0,fwl,deep,1000,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
37,UpperReek,1,282166798.86,40101335.31,28642265.56,18014003.2,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
37,UpperReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
37,MidReek,1,234405520.51,39343771.42,29453895.64,18524462.36,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
37,MidReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
37,LowerReek,1,128106058.07,23798554.76,18475784.68,11619990.17,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
37,LowerReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
16,UpperReek,1,281010673.49,49265968.2,38214565.81,24034317.72,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
16,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
16,MidReek,1,217141274.51,41936685.94,33485012.04,21059755.67,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
16,MidReek,2,0.0,0.0,0.0,0.0,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
16,LowerReek,1,127906626.86,26745136.34,21507710.26,13526861.57,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
16,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,open,1001,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,MidReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
24,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,closed,1004,1705,1e-06,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
39,UpperReek,1,262071750.9,36421254.42,24206082.81,15223951.21,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
39,UpperReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
39,MidReek,1,234128992.48,34053939.65,22050453.22,13868209.34,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
39,MidReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
39,LowerReek,1,117896125.02,19029417.88,14100030.72,8867943.71,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
39,LowerReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
34,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
34,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
34,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
34,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
34,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
34,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
7,UpperReek,1,298484642.31,43676871.04,32019006.19,20137739.41,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,UpperReek,2,0.0,0.0,0.0,0.0,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,MidReek,1,228590822.64,37881430.6,29257715.08,18401078.36,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,MidReek,2,0.0,0.0,0.0,0.0,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,LowerReek,1,136423880.56,26077364.94,20982988.85,13196848.1,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
7,LowerReek,2,0.0,0.0,0.0,0.0,fwl,deep,1002,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,UpperReek,1,241341940.98,34908565.42,24165678.77,15198539.86,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,UpperReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,MidReek,1,175870731.95,29690031.86,21893169.03,13769288.46,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,MidReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,LowerReek,1,97811697.25,18717126.1,14485813.28,9110574.24,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
12,LowerReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1002,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
29,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
29,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
38,UpperReek,1,282039014.6,45882230.56,34838408.56,21910948.41,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
38,UpperReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
38,MidReek,1,223207669.68,37911556.02,27494257.63,17291985.64,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
38,MidReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
38,LowerReek,1,135383952.0,24681381.22,18846620.6,11853220.3,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
38,LowerReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
10,UpperReek,1,241341940.98,39103495.61,28395025.29,17858506.18,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
10,UpperReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
10,MidReek,1,175870731.95,33587100.78,25220888.21,15862193.59,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
10,MidReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
10,LowerReek,1,97811697.25,20634636.81,16476945.56,10362858.68,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
10,LowerReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1000,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,UpperReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,MidReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
4,LowerReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1004,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,UpperReek,1,281010673.49,44959125.89,33344123.22,20971146.33,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,UpperReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,MidReek,1,217141274.51,41208358.33,32166203.88,20230316.57,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,MidReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,LowerReek,1,127906626.86,26686687.17,21562168.75,13561112.2,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
0,LowerReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1000,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
28,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
28,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
28,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
28,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
28,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
28,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
14,UpperReek,1,241341940.98,33418874.81,20858793.85,13118738.05,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
14,UpperReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
14,MidReek,1,175870731.95,26510094.23,16969626.92,10672721.17,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
14,MidReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
14,LowerReek,1,97811697.25,15112486.15,10296610.53,6475855.57,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
14,LowerReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1004,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
32,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
32,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,pes,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,-1.0,0.7,0
3,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,UpperReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,MidReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
3,LowerReek,2,0.0,0.0,0.0,0.0,rms_seed,p10_p90,1003,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
36,UpperReek,1,281107532.93,48938811.56,37609202.53,23653586.1,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,UpperReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,MidReek,1,218449821.22,42109403.62,33742624.66,21221776.16,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,MidReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,LowerReek,1,136545104.92,28240261.14,22638231.35,14237881.11,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
36,LowerReek,2,0.0,0.0,0.0,0.0,cohiba,simulation,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,1
26,UpperReek,1,281010673.49,49265968.2,38214565.81,24034317.72,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,MidReek,1,217141274.51,41936685.94,33485012.04,21059755.67,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,LowerReek,1,127906626.86,26745136.34,21507710.26,13526861.57,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
26,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1001,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
6,UpperReek,1,298484642.31,52175980.47,40411774.24,25416209.79,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,UpperReek,2,0.0,0.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,MidReek,1,228590822.64,44105739.19,35561336.88,22365620.34,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,MidReek,2,0.0,0.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,LowerReek,1,136423880.56,28433620.95,23246346.66,14620343.57,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
6,LowerReek,2,0.0,0.0,0.0,0.0,fwl,deep,1001,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,UpperReek,1,241341940.98,40346331.16,29179155.74,18351669.98,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,UpperReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,MidReek,1,175870731.95,29547819.71,20174847.76,12688583.28,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,MidReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,LowerReek,1,97811697.25,18032789.54,13763590.32,8656345.97,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
13,LowerReek,2,0.0,0.0,0.0,0.0,fwl,shallow,1003,1690,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,UpperReek,1,298484642.31,48494977.37,36355857.08,22865318.54,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,UpperReek,2,0.0,0.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,MidReek,1,228590822.64,37585854.67,27090539.13,17038074.66,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,MidReek,2,0.0,0.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,LowerReek,1,136423880.56,24012805.01,18292903.03,11504970.27,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
8,LowerReek,2,0.0,0.0,0.0,0.0,fwl,deep,1003,1710,0.12,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,UpperReek,2,0.0,0.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,MidReek,2,0.0,0.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
18,LowerReek,2,0.0,0.0,0.0,0.0,multflt1,open,1003,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
27,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,UpperReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,MidReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
27,LowerReek,2,0.0,0.0,0.0,0.0,relp_wo,opt,1002,1705,0.12,0.01,0.04,0.12,0.06,0.5,1.0,0.7,0
