WELLMODEL,CONJPOS,PRESSURE,SWAT,WELL,CONIDX,CONKPOS,DATE,CONBPRES,DEPTH,DRAWDOWN,CONIPOS,SGAS
STANDARD,42,274.4582214355469,1.0,R_A6,2,2,2018-11-07,274.4582214355469,1695.36376953125,0,17,4.890774742659365e-13
STANDARD,42,274.7345886230469,1.0,R_A6,3,3,2018-11-07,274.7345886230469,1696.8865966796875,0,17,3.813956529069573e-13
STANDARD,42,275.0440979003906,1.0,R_A6,4,4,2018-11-07,275.0440979003906,1698.4095458984375,0,17,2.987178646801647e-13
STANDARD,42,275.3350524902344,1.0,R_A6,5,5,2018-11-07,275.3350524902344,1699.932373046875,0,17,3.7924074687903375e-13
STANDARD,42,275.23828125,1.0,R_A6,6,6,2018-11-07,275.23828125,1701.4552001953125,0,17,1.6933395657892092e-11
STANDARD,42,275.38336181640625,1.0,R_A6,7,7,2018-11-07,275.38336181640625,1702.9781494140625,0,17,2.6658718635386158e-11
STANDARD,42,275.5589904785156,1.0,R_A6,8,8,2018-11-07,275.5589904785156,1704.5009765625,0,17,2.2591399237437138e-11
STANDARD,42,276.11181640625,1.0,R_A6,9,9,2018-11-07,276.11181640625,1706.0238037109375,0,17,9.924551415060878e-13
STANDARD,42,276.101806640625,1.0,R_A6,10,10,2018-11-07,276.101806640625,1707.5467529296875,0,17,1.1301770630467445e-10
STANDARD,42,278.9221496582031,1.0,R_A6,11,11,2018-11-07,278.9221496582031,1709.473388671875,0,17,2.0824802385993602e-13
STANDARD,42,279.126220703125,1.0,R_A6,12,12,2018-11-07,279.126220703125,1711.8038330078125,0,17,-2.480135762966641e-15
STANDARD,42,279.381591796875,1.0,R_A6,13,13,2018-11-07,279.381591796875,1714.1343994140625,0,17,-2.0026929367525457e-15
STANDARD,42,279.60235595703125,1.0,R_A6,14,14,2018-11-07,279.60235595703125,1716.46484375,0,17,-1.650152636028504e-15
STANDARD,42,279.8240966796875,1.0,R_A6,15,15,2018-11-07,279.8240966796875,1718.7952880859375,0,17,-9.313577241314261e-16
STANDARD,42,280.1923522949219,1.0,R_A6,16,16,2018-11-07,280.1923522949219,1721.1258544921875,0,17,-4.314191586761348e-16
STANDARD,42,280.4150695800781,1.0,R_A6,17,17,2018-11-07,280.4150695800781,1723.4539794921875,0,17,-4.2773565061654225e-16
STANDARD,42,280.54498291015625,1.0,R_A6,18,18,2018-11-07,280.54498291015625,1724.817626953125,0,17,-2.337702143627706e-16
STANDARD,42,281.8060607910156,1.0,R_A6,19,27,2018-11-07,281.8060607910156,1725.865966796875,0,17,-3.530653213909031e-14
STANDARD,42,282.28564453125,1.0,R_A6,20,28,2018-11-07,282.28564453125,1727.561279296875,0,17,-1.4164156941786927e-14
STANDARD,42,282.9648132324219,1.0,R_A6,21,29,2018-11-07,282.9648132324219,1729.2564697265625,0,17,1.5794459448364747e-21
STANDARD,42,282.8134765625,1.0,R_A6,22,30,2018-11-07,282.8134765625,1730.95166015625,0,17,-1.0041788863357276e-21
STANDARD,42,281.8238220214844,1.0,R_A6,23,31,2018-11-07,281.8238220214844,1732.64697265625,0,17,-2.03918252055022e-17
