WELL,CONJPOS,DRAWDOWN,CONKPOS,SGAS,DEPTH,SWAT,WELLMODEL,PRESSURE,CONIPOS,DATE,CONBPRES,CONIDX
R_A6,42,0,8,-5.442836868599192e-14,1706.5186767578125,1.0,STANDARD,277.92303466796875,17,2018-11-07,277.92303466796875,8
R_A6,42,0,9,-8.892384983742729e-14,1708.07568359375,1.0,STANDARD,278.3692626953125,17,2018-11-07,278.3692626953125,9
R_A6,42,0,10,-3.956811007316263e-13,1709.6326904296875,1.0,STANDARD,278.2243347167969,17,2018-11-07,278.2243347167969,10
R_A6,42,0,11,5.172547977503987e-14,1711.547119140625,1.0,STANDARD,278.65167236328125,17,2018-11-07,278.65167236328125,11
R_A6,42,0,12,2.328836789752299e-14,1713.8187255859375,1.0,STANDARD,278.9628601074219,17,2018-11-07,278.9628601074219,12
R_A6,42,0,13,3.226205559281781e-15,1716.0904541015625,1.0,STANDARD,279.2836608886719,17,2018-11-07,279.2836608886719,13
R_A6,42,0,14,2.068785647077378e-15,1718.362060546875,1.0,STANDARD,279.4991760253906,17,2018-11-07,279.4991760253906,14
R_A6,42,0,15,1.6335390376801765e-15,1720.6337890625,1.0,STANDARD,279.71942138671875,17,2018-11-07,279.71942138671875,15
R_A6,42,0,16,3.523897141478877e-16,1722.905517578125,1.0,STANDARD,280.0965270996094,17,2018-11-07,280.0965270996094,16
R_A6,42,0,17,9.281760566233021e-16,1725.1771240234375,1.0,STANDARD,280.3287353515625,17,2018-11-07,280.3287353515625,17
R_A6,42,0,18,6.376389382151896e-16,1726.90234375,1.0,STANDARD,280.4988708496094,17,2018-11-07,280.4988708496094,18
R_A6,42,0,26,5.520884517238277e-14,1728.3590087890625,1.0,STANDARD,280.7571105957031,17,2018-11-07,280.7571105957031,19
R_A6,42,0,27,6.811359879984116e-14,1730.09375,1.0,STANDARD,280.9372253417969,17,2018-11-07,280.9372253417969,20
R_A6,42,0,28,3.7009170007025124e-14,1731.8287353515625,1.0,STANDARD,281.509033203125,17,2018-11-07,281.509033203125,21
R_A6,42,0,29,1.5105151628179374e-20,1733.5635986328125,1.0,STANDARD,281.94091796875,17,2018-11-07,281.94091796875,22
R_A6,42,0,30,-3.986421229332541e-15,1735.29833984375,1.0,STANDARD,281.2229919433594,17,2018-11-07,281.2229919433594,23
