WELL,PRESSURE,DEPTH,SWAT,WELLMODEL,CONBPRES,CONIPOS,DRAWDOWN,CONJPOS,DATE,CONIDX,CONKPOS,SGAS
R_A3,299.028076171875,1616.17822265625,0.8050016164779663,STANDARD,299.028076171875,29,0,41,2018-01-01,10,9,0.0
R_A3,299.1663513183594,1618.2412109375,0.7976648807525635,STANDARD,299.1663513183594,29,0,41,2018-01-01,11,10,0.0
R_A3,299.3148498535156,1620.456787109375,0.04872923344373703,STANDARD,299.3148498535156,29,0,41,2018-01-01,12,11,0.0
R_A3,299.4736022949219,1622.8248291015625,0.055779024958610535,STANDARD,299.4736022949219,29,0,41,2018-01-01,13,12,0.0
R_A3,299.63232421875,1625.1929931640625,0.3729756772518158,STANDARD,299.63232421875,29,0,41,2018-01-01,14,13,0.0
R_A3,299.79107666015625,1627.5611572265625,0.16415046155452728,STANDARD,299.79107666015625,29,0,41,2018-01-01,15,14,0.0
R_A3,299.947265625,1629.8909912109375,0.4685547947883606,STANDARD,299.947265625,29,0,41,2018-01-01,16,15,0.0
R_A3,300.0576171875,1631.536865234375,0.8033283948898315,STANDARD,300.0576171875,29,0,41,2018-01-01,17,16,0.0
R_A3,300.2079162597656,1633.7784423828125,1.0,STANDARD,300.2079162597656,29,0,41,2018-01-01,18,25,0.0
R_A3,300.44140625,1637.2611083984375,0.04426131397485733,STANDARD,300.44140625,29,0,41,2018-01-01,19,26,0.0
R_A3,300.6749267578125,1640.743896484375,0.050065770745277405,STANDARD,300.6749267578125,29,0,41,2018-01-01,20,27,0.0
R_A3,300.908447265625,1644.2265625,0.18851447105407715,STANDARD,300.908447265625,29,0,41,2018-01-01,21,28,0.0
R_A3,301.1419982910156,1647.709228515625,0.059852391481399536,STANDARD,301.1419982910156,29,0,41,2018-01-01,22,29,0.0
R_A4,300.0277404785156,1631.0911865234375,0.23739494383335114,STANDARD,300.0277404785156,30,0,52,2018-01-01,1,1,0.0
R_A4,299.7801818847656,1627.398681640625,0.6481541991233826,STANDARD,299.7801818847656,31,0,52,2018-01-01,2,1,0.0
R_A4,299.9207458496094,1629.4951171875,0.2257293313741684,STANDARD,299.9207458496094,31,0,52,2018-01-01,3,2,0.0
R_A4,300.061279296875,1631.5916748046875,0.05424095690250397,STANDARD,300.061279296875,31,0,52,2018-01-01,4,3,0.0
R_A4,300.20184326171875,1633.6881103515625,0.09231224656105042,STANDARD,300.20184326171875,31,0,52,2018-01-01,5,4,0.0
R_A4,300.1796569824219,1633.357177734375,0.05545755475759506,STANDARD,300.1796569824219,32,0,52,2018-01-01,6,4,0.0
R_A4,300.3009948730469,1635.1671142578125,0.07798372209072113,STANDARD,300.3009948730469,32,0,51,2018-01-01,7,4,0.0
R_A4,300.5416564941406,1638.7564697265625,0.6481541991233826,STANDARD,300.5416564941406,33,0,51,2018-01-01,8,4,0.0
R_A4,300.415771484375,1636.878662109375,0.15897059440612793,STANDARD,300.415771484375,33,0,51,2018-01-01,9,3,0.0
R_A4,300.53515625,1638.6593017578125,0.06333882361650467,STANDARD,300.53515625,33,0,50,2018-01-01,10,3,0.0
R_A4,300.6015930175781,1639.650146484375,0.07792457193136215,STANDARD,300.6015930175781,34,0,50,2018-01-01,11,3,0.0
R_A4,300.9162902832031,1644.343505859375,0.14470139145851135,STANDARD,300.9162902832031,35,0,50,2018-01-01,12,3,0.0
R_A4,300.787353515625,1642.4207763671875,0.6481541991233826,STANDARD,300.787353515625,35,0,50,2018-01-01,13,2,0.0
R_A4,300.658447265625,1640.4981689453125,0.28084951639175415,STANDARD,300.658447265625,35,0,50,2018-01-01,14,1,0.0
R_A4,300.7857971191406,1642.3973388671875,0.23712018132209778,STANDARD,300.7857971191406,35,0,49,2018-01-01,15,1,0.0
R_A4,301.0318603515625,1646.06689453125,0.059518929570913315,STANDARD,301.0318603515625,36,0,49,2018-01-01,16,28,0.0
R_A4,300.5087585449219,1638.265625,0.052214089781045914,STANDARD,300.5087585449219,36,0,48,2018-01-01,17,28,0.0
R_A4,301.19927978515625,1648.5633544921875,0.13340221345424652,STANDARD,301.19927978515625,37,0,48,2018-01-01,18,28,0.0
R_A4,300.8050231933594,1642.6839599609375,0.09525672346353531,STANDARD,300.8050231933594,37,0,48,2018-01-01,19,27,0.0
R_A4,301.3266296386719,1650.462646484375,0.10579859465360641,STANDARD,301.3266296386719,38,0,48,2018-01-01,20,27,0.0
R_A4,301.72314453125,1656.37451171875,0.12484995275735855,STANDARD,301.72314453125,38,0,48,2018-01-01,21,28,0.0
R_A4,301.8311462402344,1657.9849853515625,0.22860892117023468,STANDARD,301.8311462402344,38,0,47,2018-01-01,22,28,0.0
R_A5,303.7451171875,1683.9822998046875,1.0,STANDARD,303.7451171875,31,0,20,2018-01-01,1,1,0.0
R_A5,303.964599609375,1686.29833984375,1.0,STANDARD,303.964599609375,31,0,20,2018-01-01,2,2,0.0
R_A5,304.18408203125,1688.6142578125,1.0,STANDARD,304.18408203125,31,0,20,2018-01-01,3,3,0.0
R_A5,304.4035339355469,1690.9302978515625,1.0,STANDARD,304.4035339355469,31,0,20,2018-01-01,4,4,0.0
R_A5,304.6230163574219,1693.2462158203125,1.0,STANDARD,304.6230163574219,31,0,20,2018-01-01,5,5,0.0
R_A5,304.8424987792969,1695.562255859375,1.0,STANDARD,304.8424987792969,31,0,20,2018-01-01,6,6,0.0
R_A5,305.3677673339844,1697.878173828125,1.0,STANDARD,305.3677673339844,31,0,20,2018-01-01,7,7,0.0
R_A5,305.92108154296875,1706.9420166015625,1.0,STANDARD,305.92108154296875,31,0,20,2018-01-01,8,11,0.0
R_A5,305.4943542480469,1702.4393310546875,1.0,STANDARD,305.4943542480469,31,0,21,2018-01-01,9,11,0.0
R_A5,305.68499755859375,1704.450927734375,1.0,STANDARD,305.68499755859375,31,0,21,2018-01-01,10,12,0.0
R_A5,305.8876037597656,1706.462646484375,1.0,STANDARD,305.8876037597656,31,0,21,2018-01-01,11,13,0.0
R_A5,306.0782470703125,1708.474365234375,1.0,STANDARD,306.0782470703125,31,0,21,2018-01-01,12,14,0.0
R_A5,306.2689208984375,1710.486083984375,1.0,STANDARD,306.2689208984375,31,0,21,2018-01-01,13,15,0.0
R_A5,306.6045837402344,1712.497802734375,1.0,STANDARD,306.6045837402344,31,0,21,2018-01-01,14,16,0.0
R_A5,306.786865234375,1714.42138671875,1.0,STANDARD,306.786865234375,31,0,21,2018-01-01,15,17,0.0
R_A5,306.91925048828125,1715.818115234375,1.0,STANDARD,306.91925048828125,31,0,21,2018-01-01,16,18,0.0
R_A5,306.9188232421875,1717.4713134765625,1.0,STANDARD,306.9188232421875,31,0,21,2018-01-01,17,25,0.0
R_A5,307.1274108886719,1719.6722412109375,1.0,STANDARD,307.1274108886719,31,0,21,2018-01-01,18,26,0.0
R_A5,307.6418151855469,1721.873046875,1.0,STANDARD,307.6418151855469,31,0,21,2018-01-01,19,27,0.0
R_A5,307.85040283203125,1724.073974609375,1.0,STANDARD,307.85040283203125,31,0,21,2018-01-01,20,28,0.0
R_A5,308.0589904785156,1726.27490234375,1.0,STANDARD,308.0589904785156,31,0,21,2018-01-01,21,29,0.0
R_A6,305.09539794921875,1695.004150390625,1.0,STANDARD,305.09539794921875,17,0,42,2018-01-01,1,1,0.0
R_A6,305.2419128417969,1696.5501708984375,1.0,STANDARD,305.2419128417969,17,0,42,2018-01-01,2,2,0.0
R_A6,305.388427734375,1698.09619140625,1.0,STANDARD,305.388427734375,17,0,42,2018-01-01,3,3,0.0
R_A6,305.5349426269531,1699.6422119140625,1.0,STANDARD,305.5349426269531,17,0,42,2018-01-01,4,4,0.0
R_A6,305.68145751953125,1701.188232421875,1.0,STANDARD,305.68145751953125,17,0,42,2018-01-01,5,5,0.0
R_A6,305.8279724121094,1702.734375,1.0,STANDARD,305.8279724121094,17,0,42,2018-01-01,6,6,0.0
R_A6,305.6754455566406,1704.2803955078125,1.0,STANDARD,305.6754455566406,17,0,42,2018-01-01,7,7,0.0
R_A6,305.82196044921875,1705.826416015625,1.0,STANDARD,305.82196044921875,17,0,42,2018-01-01,8,8,0.0
R_A6,306.26751708984375,1707.3724365234375,1.0,STANDARD,306.26751708984375,17,0,42,2018-01-01,9,9,0.0
R_A6,306.1082458496094,1708.91845703125,1.0,STANDARD,306.1082458496094,17,0,42,2018-01-01,10,10,0.0
R_A6,306.2924499511719,1710.86083984375,1.0,STANDARD,306.2924499511719,17,0,42,2018-01-01,11,11,0.0
R_A6,306.5141296386719,1713.19970703125,1.0,STANDARD,306.5141296386719,17,0,42,2018-01-01,12,12,0.0
R_A6,306.74774169921875,1715.53857421875,1.0,STANDARD,306.74774169921875,17,0,42,2018-01-01,13,13,0.0
R_A6,306.96942138671875,1717.87744140625,1.0,STANDARD,306.96942138671875,17,0,42,2018-01-01,14,14,0.0
R_A6,307.1910705566406,1720.21630859375,1.0,STANDARD,307.1910705566406,17,0,42,2018-01-01,15,15,0.0
R_A6,307.5577392578125,1722.5550537109375,1.0,STANDARD,307.5577392578125,17,0,42,2018-01-01,16,16,0.0
R_A6,307.7794189453125,1724.8939208984375,1.0,STANDARD,307.7794189453125,17,0,42,2018-01-01,17,17,0.0
R_A6,307.9168395996094,1726.343994140625,1.0,STANDARD,307.9168395996094,17,0,42,2018-01-01,18,18,0.0
R_A6,307.8680419921875,1727.486572265625,1.0,STANDARD,307.8680419921875,17,0,42,2018-01-01,19,25,0.0
R_A6,308.33721923828125,1729.2105712890625,1.0,STANDARD,308.33721923828125,17,0,42,2018-01-01,20,26,0.0
R_A6,308.5006408691406,1730.9345703125,1.0,STANDARD,308.5006408691406,17,0,42,2018-01-01,21,27,0.0
R_A6,308.6640319824219,1732.6585693359375,1.0,STANDARD,308.6640319824219,17,0,42,2018-01-01,22,28,0.0
R_A6,308.5216369628906,1734.382568359375,1.0,STANDARD,308.5216369628906,17,0,42,2018-01-01,23,29,0.0
R_A2,298.48748779296875,1641.2327880859375,0.056354641914367676,STANDARD,298.48748779296875,22,0,30,2018-03-01,1,1,0.0
R_A2,298.61016845703125,1643.0635986328125,0.05848689004778862,STANDARD,298.61016845703125,22,0,30,2018-03-01,2,2,0.0
R_A2,298.73284912109375,1644.8944091796875,0.061150871217250824,STANDARD,298.73284912109375,22,0,30,2018-03-01,3,3,0.0
R_A2,298.8554992675781,1646.7252197265625,0.20683304965496063,STANDARD,298.8554992675781,22,0,30,2018-03-01,4,4,0.0
R_A2,298.97802734375,1648.5560302734375,0.21190711855888367,STANDARD,298.97802734375,22,0,30,2018-03-01,5,5,0.0
R_A2,299.0595397949219,1650.386962890625,0.6493508815765381,STANDARD,299.0595397949219,22,0,30,2018-03-01,6,6,0.0
R_A2,299.2048034667969,1652.2177734375,0.8923823833465576,STANDARD,299.2048034667969,22,0,30,2018-03-01,7,7,0.0
R_A2,299.3345031738281,1654.048583984375,0.8598389625549316,STANDARD,299.3345031738281,22,0,30,2018-03-01,8,8,0.0
R_A2,299.6075744628906,1655.87939453125,0.9041598439216614,STANDARD,299.6075744628906,22,0,30,2018-03-01,9,9,0.0
R_A2,299.8384704589844,1657.710205078125,0.9052981734275818,STANDARD,299.8384704589844,22,0,30,2018-03-01,10,10,0.0
R_A2,299.858642578125,1659.6864013671875,0.07628421485424042,STANDARD,299.858642578125,22,0,30,2018-03-01,11,11,0.0
R_A2,299.9810485839844,1661.8079833984375,0.08030916005373001,STANDARD,299.9810485839844,22,0,30,2018-03-01,12,12,0.0
R_A2,300.1820373535156,1663.929443359375,0.4592915177345276,STANDARD,300.1820373535156,22,0,30,2018-03-01,13,13,0.0
R_A2,300.3274230957031,1666.051025390625,0.5080479383468628,STANDARD,300.3274230957031,22,0,30,2018-03-01,14,14,0.0
R_A2,300.47442626953125,1668.172607421875,0.9642574191093445,STANDARD,300.47442626953125,22,0,30,2018-03-01,15,15,0.0
R_A2,300.6210632324219,1670.294189453125,0.9691457748413086,STANDARD,300.6210632324219,22,0,30,2018-03-01,16,16,0.0
R_A2,300.7651672363281,1672.415771484375,0.9495248198509216,STANDARD,300.7651672363281,22,0,30,2018-03-01,17,17,0.0
R_A2,300.88922119140625,1674.2598876953125,0.9867519736289978,STANDARD,300.88922119140625,22,0,30,2018-03-01,18,18,0.0
R_A2,301.65496826171875,1675.989501953125,0.5561994314193726,STANDARD,301.65496826171875,22,0,30,2018-03-01,19,25,0.0
R_A2,302.27191162109375,1677.7935791015625,1.0,STANDARD,302.27191162109375,22,0,30,2018-03-01,20,26,-1.421551136353283e-13
R_A2,303.0267028808594,1679.5977783203125,1.0,STANDARD,303.0267028808594,22,0,30,2018-03-01,21,27,-2.0495634540668856e-13
R_A2,303.3254699707031,1678.0679931640625,1.0,STANDARD,303.3254699707031,22,0,29,2018-03-01,22,27,-7.608668795685213e-16
R_A2,303.58721923828125,1679.9573974609375,1.0,STANDARD,303.58721923828125,22,0,29,2018-03-01,23,28,-2.4567309191450245e-16
R_A2,303.7972412109375,1681.846923828125,1.0,STANDARD,303.7972412109375,22,0,29,2018-03-01,24,29,-1.3491493138263213e-16
R_A5,280.14117431640625,1683.9822998046875,1.0,STANDARD,280.14117431640625,31,0,20,2018-04-28,1,1,-7.733270518599873e-16
R_A5,280.3614807128906,1686.29833984375,1.0,STANDARD,280.3614807128906,31,0,20,2018-04-28,2,2,-2.2913660003415475e-15
R_A5,280.5810852050781,1688.6142578125,1.0,STANDARD,280.5810852050781,31,0,20,2018-04-28,3,3,-2.5868011397067172e-15
R_A5,280.800537109375,1690.9302978515625,1.0,STANDARD,280.800537109375,31,0,20,2018-04-28,4,4,-2.133434589743615e-15
R_A5,281.01995849609375,1693.2462158203125,1.0,STANDARD,281.01995849609375,31,0,20,2018-04-28,5,5,-2.2658074164328594e-15
R_A5,281.23931884765625,1695.562255859375,1.0,STANDARD,281.23931884765625,31,0,20,2018-04-28,6,6,-2.153438755100683e-15
R_A5,281.779052734375,1697.878173828125,1.0,STANDARD,281.779052734375,31,0,20,2018-04-28,7,7,-6.145816955393027e-16
R_A5,280.117919921875,1706.9420166015625,1.0,STANDARD,280.117919921875,31,0,20,2018-04-28,8,11,-9.405310731624983e-12
R_A5,278.73199462890625,1702.4393310546875,1.0,STANDARD,278.73199462890625,31,0,21,2018-04-28,9,11,-8.446631415137684e-12
R_A5,278.922607421875,1704.450927734375,1.0,STANDARD,278.922607421875,31,0,21,2018-04-28,10,12,-7.40844885438463e-12
R_A5,279.12506103515625,1706.462646484375,1.0,STANDARD,279.12506103515625,31,0,21,2018-04-28,11,13,-5.238073429864043e-13
R_A5,279.3158264160156,1708.474365234375,1.0,STANDARD,279.3158264160156,31,0,21,2018-04-28,12,14,-5.93453183730247e-13
R_A5,279.5072326660156,1710.486083984375,1.0,STANDARD,279.5072326660156,31,0,21,2018-04-28,13,15,-1.9900597283354499e-13
R_A5,279.8511962890625,1712.497802734375,1.0,STANDARD,279.8511962890625,31,0,21,2018-04-28,14,16,-1.8477511458826062e-13
R_A5,280.04345703125,1714.42138671875,1.0,STANDARD,280.04345703125,31,0,21,2018-04-28,15,17,-6.231993545345593e-13
R_A5,280.17840576171875,1715.818115234375,1.0,STANDARD,280.17840576171875,31,0,21,2018-04-28,16,18,-1.0801206934071828e-12
R_A5,286.3542175292969,1717.4713134765625,1.0,STANDARD,286.3542175292969,31,0,21,2018-04-28,17,25,3.230696543621292e-10
R_A5,286.5830078125,1719.6722412109375,1.0,STANDARD,286.5830078125,31,0,21,2018-04-28,18,26,4.0488407071492816e-10
R_A5,286.8102722167969,1721.873046875,1.0,STANDARD,286.8102722167969,31,0,21,2018-04-28,19,27,5.18707687913178e-10
R_A5,286.9813537597656,1724.073974609375,1.0,STANDARD,286.9813537597656,31,0,21,2018-04-28,20,28,1.6543894075862764e-12
R_A5,289.57562255859375,1726.27490234375,1.0,STANDARD,289.57562255859375,31,0,21,2018-04-28,21,29,-1.9154748859100124e-13
R_A3,280.2666320800781,1610.438232421875,0.6494916677474976,STANDARD,280.2666320800781,28,0,41,2018-07-03,1,1,0.0
R_A3,280.4006652832031,1612.462646484375,0.15345852077007294,STANDARD,280.4006652832031,28,0,41,2018-07-03,2,2,0.0
R_A3,280.5356750488281,1614.4871826171875,0.11991944909095764,STANDARD,280.5356750488281,28,0,41,2018-07-03,3,3,0.0
R_A3,280.67071533203125,1616.51171875,0.11911679059267044,STANDARD,280.67071533203125,28,0,41,2018-07-03,4,4,0.0
R_A3,279.92694091796875,1605.8636474609375,0.31521645188331604,STANDARD,279.92694091796875,29,0,41,2018-07-03,5,4,0.0
R_A3,280.4266357421875,1607.926513671875,0.800065279006958,STANDARD,280.4266357421875,29,0,41,2018-07-03,6,5,0.0
R_A3,280.5800476074219,1609.989501953125,0.6495034694671631,STANDARD,280.5800476074219,29,0,41,2018-07-03,7,6,0.0
R_A3,280.7640686035156,1612.0523681640625,0.1983075886964798,STANDARD,280.7640686035156,29,0,41,2018-07-03,8,7,0.0
R_A3,280.9020690917969,1614.1153564453125,0.20267269015312195,STANDARD,280.9020690917969,29,0,41,2018-07-03,9,8,0.0
R_A3,281.11614990234375,1616.17822265625,0.8040112853050232,STANDARD,281.11614990234375,29,0,41,2018-07-03,10,9,0.0
R_A3,282.322509765625,1618.2412109375,0.7965681552886963,STANDARD,282.322509765625,29,0,41,2018-07-03,11,10,0.0
R_A3,285.5050354003906,1620.456787109375,0.048837702721357346,STANDARD,285.5050354003906,29,0,41,2018-07-03,12,11,0.0
R_A3,285.6632385253906,1622.8248291015625,0.05587125942111015,STANDARD,285.6632385253906,29,0,41,2018-07-03,13,12,0.0
R_A3,285.8223876953125,1625.1929931640625,0.3733806908130646,STANDARD,285.8223876953125,29,0,41,2018-07-03,14,13,0.0
R_A3,285.97308349609375,1627.5611572265625,0.16503509879112244,STANDARD,285.97308349609375,29,0,41,2018-07-03,15,14,0.0
R_A3,286.1895446777344,1629.8909912109375,0.46844926476478577,STANDARD,286.1895446777344,29,0,41,2018-07-03,16,15,0.0
R_A3,286.3079528808594,1631.536865234375,0.8025482296943665,STANDARD,286.3079528808594,29,0,41,2018-07-03,17,16,0.0
R_A3,287.4617004394531,1633.7784423828125,1.0,STANDARD,287.4617004394531,29,0,41,2018-07-03,18,25,1.3600600680396813e-11
R_A3,282.9827575683594,1637.2611083984375,0.0461888462305069,STANDARD,282.9827575683594,29,0,41,2018-07-03,19,26,0.0
R_A3,283.2151184082031,1640.743896484375,0.05190058797597885,STANDARD,283.2151184082031,29,0,41,2018-07-03,20,27,0.0
R_A3,283.4948425292969,1644.2265625,0.18533234298229218,STANDARD,283.4948425292969,29,0,41,2018-07-03,21,28,0.0
R_A3,283.7095031738281,1647.709228515625,0.060022614896297455,STANDARD,283.7095031738281,29,0,41,2018-07-03,22,29,0.0
R_A4,275.4649963378906,1631.0911865234375,0.23777122795581818,STANDARD,275.4649963378906,30,0,52,2018-09-12,1,1,0.0
R_A4,275.7462158203125,1627.398681640625,0.6501641273498535,STANDARD,275.7462158203125,31,0,52,2018-09-12,2,1,0.0
R_A4,275.9814758300781,1629.4951171875,0.22399753332138062,STANDARD,275.9814758300781,31,0,52,2018-09-12,3,2,0.0
R_A4,276.1211853027344,1631.5916748046875,0.05408806353807449,STANDARD,276.1211853027344,31,0,52,2018-09-12,4,3,0.0
R_A4,276.2609558105469,1633.6881103515625,0.09203367680311203,STANDARD,276.2609558105469,31,0,52,2018-09-12,5,4,0.0
R_A4,276.59002685546875,1633.357177734375,0.055639542639255524,STANDARD,276.59002685546875,32,0,52,2018-09-12,6,4,0.0
R_A4,276.616943359375,1635.1671142578125,0.07818140834569931,STANDARD,276.616943359375,32,0,51,2018-09-12,7,4,0.0
R_A4,277.0932312011719,1638.7564697265625,0.656367301940918,STANDARD,277.0932312011719,33,0,51,2018-09-12,8,4,0.0
R_A4,276.968505859375,1636.878662109375,0.1587824523448944,STANDARD,276.968505859375,33,0,51,2018-09-12,9,3,0.0
R_A4,276.91571044921875,1638.6593017578125,0.06481000781059265,STANDARD,276.91571044921875,33,0,50,2018-09-12,10,3,0.0
R_A4,277.3067321777344,1639.650146484375,0.0789935514330864,STANDARD,277.3067321777344,34,0,50,2018-09-12,11,3,0.0
R_A4,278.0239562988281,1644.343505859375,0.145059272646904,STANDARD,278.0239562988281,35,0,50,2018-09-12,12,3,0.0
R_A4,277.8956298828125,1642.4207763671875,0.6503716707229614,STANDARD,277.8956298828125,35,0,50,2018-09-12,13,2,0.0
R_A4,277.7674255371094,1640.4981689453125,0.2811231017112732,STANDARD,277.7674255371094,35,0,50,2018-09-12,14,1,0.0
R_A4,277.6165466308594,1642.3973388671875,0.2372068464756012,STANDARD,277.6165466308594,35,0,49,2018-09-12,15,1,0.0
R_A4,278.3702392578125,1646.06689453125,0.06273495405912399,STANDARD,278.3702392578125,36,0,49,2018-09-12,16,28,0.0
R_A4,277.6363830566406,1638.265625,0.05629526078701019,STANDARD,277.6363830566406,36,0,48,2018-09-12,17,28,0.0
R_A4,278.6354064941406,1648.5633544921875,0.13110198080539703,STANDARD,278.6354064941406,37,0,48,2018-09-12,18,28,0.0
R_A4,278.2449035644531,1642.6839599609375,0.09413747489452362,STANDARD,278.2449035644531,37,0,48,2018-09-12,19,27,0.0
R_A4,279.0122985839844,1650.462646484375,0.11469559371471405,STANDARD,279.0122985839844,38,0,48,2018-09-12,20,27,0.0
R_A4,279.40777587890625,1656.37451171875,0.1364409625530243,STANDARD,279.40777587890625,38,0,48,2018-09-12,21,28,0.0
R_A4,279.38360595703125,1657.9849853515625,0.22068871557712555,STANDARD,279.38360595703125,38,0,47,2018-09-12,22,28,0.0
R_A6,274.8995056152344,1695.004150390625,1.0,STANDARD,274.8995056152344,17,0,42,2018-11-07,1,1,-3.007863801237319e-14
R_A6,275.0431823730469,1696.5501708984375,1.0,STANDARD,275.0431823730469,17,0,42,2018-11-07,2,2,-1.1068005236272715e-12
R_A6,275.15887451171875,1698.09619140625,1.0,STANDARD,275.15887451171875,17,0,42,2018-11-07,3,3,-1.5027020087792463e-14
R_A6,275.26165771484375,1699.6422119140625,1.0,STANDARD,275.26165771484375,17,0,42,2018-11-07,4,4,-2.4067768652070824e-14
R_A6,275.35797119140625,1701.188232421875,1.0,STANDARD,275.35797119140625,17,0,42,2018-11-07,5,5,-2.7176167810257293e-14
R_A6,275.47393798828125,1702.734375,1.0,STANDARD,275.47393798828125,17,0,42,2018-11-07,6,6,-1.3672471358208704e-12
R_A6,275.31341552734375,1704.2803955078125,1.0,STANDARD,275.31341552734375,17,0,42,2018-11-07,7,7,-2.4981306086246935e-12
R_A6,275.45965576171875,1705.826416015625,1.0,STANDARD,275.45965576171875,17,0,42,2018-11-07,8,8,-2.5053667907642962e-12
R_A6,275.8961181640625,1707.3724365234375,1.0,STANDARD,275.8961181640625,17,0,42,2018-11-07,9,9,-2.17176415197827e-13
R_A6,275.7015686035156,1708.91845703125,1.0,STANDARD,275.7015686035156,17,0,42,2018-11-07,10,10,-1.3906656208539925e-11
R_A6,277.5702819824219,1710.86083984375,1.0,STANDARD,277.5702819824219,17,0,42,2018-11-07,11,11,-1.163046709721366e-13
R_A6,277.82275390625,1713.19970703125,1.0,STANDARD,277.82275390625,17,0,42,2018-11-07,12,12,-5.6377879388601684e-14
R_A6,278.0883483886719,1715.53857421875,1.0,STANDARD,278.0883483886719,17,0,42,2018-11-07,13,13,-4.76708363945531e-15
