CONJPOS,CONIDX,WELLMODEL,SWAT,CONKPOS,DEPTH,DRAWDOWN,CONBPRES,WELL,DATE,SGAS,CONIPOS,PRESSURE
42,12,STANDARD,1.0,12,1712.2218017578125,0,282.212158203125,R_A6,2018-11-07,-3.791079863230129e-12,17,282.212158203125
42,13,STANDARD,1.0,13,1714.5008544921875,0,282.4649963378906,R_A6,2018-11-07,-3.156094960030109e-12,17,282.4649963378906
42,14,STANDARD,1.0,14,1716.7799072265625,0,282.68084716796875,R_A6,2018-11-07,-2.803955201705066e-12,17,282.68084716796875
42,15,STANDARD,1.0,15,1719.058837890625,0,282.89715576171875,R_A6,2018-11-07,-1.9335084748550724e-12,17,282.89715576171875
42,16,STANDARD,1.0,16,1721.337890625,0,283.2588806152344,R_A6,2018-11-07,-4.468835512142638e-13,17,283.2588806152344
42,17,STANDARD,1.0,17,1723.616943359375,0,283.47540283203125,R_A6,2018-11-07,-8.261708374715515e-13,17,283.47540283203125
42,18,STANDARD,1.0,18,1725.1748046875,0,283.62298583984375,R_A6,2018-11-07,-9.031412228320546e-13,17,283.62298583984375
42,19,STANDARD,1.0,26,1726.4464111328125,0,283.9869689941406,R_A6,2018-11-07,-8.218042132218661e-13,17,283.9869689941406
42,20,STANDARD,1.0,27,1728.1534423828125,0,284.46343994140625,R_A6,2018-11-07,-5.258429325652458e-13,17,284.46343994140625
42,21,STANDARD,1.0,28,1729.8603515625,0,285.26446533203125,R_A6,2018-11-07,-1.14258871602256e-19,17,285.26446533203125
42,22,STANDARD,1.0,29,1731.5673828125,0,285.5777893066406,R_A6,2018-11-07,1.778609569225202e-20,17,285.5777893066406
42,23,STANDARD,1.0,30,1733.2742919921875,0,284.65948486328125,R_A6,2018-11-07,-4.0616903557947476e-14,17,284.65948486328125
