DEPTH,CONJPOS,SGAS,WELL,CONBPRES,SWAT,DRAWDOWN,DATE,CONIDX,CONIPOS,WELLMODEL,CONKPOS,PRESSURE
1712.7808837890625,42,-2.0140042411576076e-11,R_A6,281.4259338378906,1.0,0,2018-11-07,12,17,STANDARD,12,281.4259338378906
1715.08447265625,42,-3.3099491029975336e-12,R_A6,281.6603698730469,1.0,0,2018-11-07,13,17,STANDARD,13,281.6603698730469
1717.387939453125,42,-3.270586492604144e-12,R_A6,281.87847900390625,1.0,0,2018-11-07,14,17,STANDARD,14,281.87847900390625
1719.691650390625,42,-1.99582798204867e-12,R_A6,282.0967712402344,1.0,0,2018-11-07,15,17,STANDARD,15,282.0967712402344
1721.9952392578125,42,-6.007298066108835e-13,R_A6,282.460205078125,1.0,0,2018-11-07,16,17,STANDARD,16,282.460205078125
1724.298828125,42,-9.74673141675153e-13,R_A6,282.678466796875,1.0,0,2018-11-07,17,17,STANDARD,17,282.678466796875
1725.856689453125,42,-8.579798113292347e-13,R_A6,282.8259582519531,1.0,0,2018-11-07,18,17,STANDARD,18,282.8259582519531
1727.125,42,2.1705361574926585e-13,R_A6,281.6629943847656,1.0,0,2018-11-07,19,17,STANDARD,26,281.6629943847656
1728.849365234375,42,2.0048548867064586e-13,R_A6,282.1245422363281,1.0,0,2018-11-07,20,17,STANDARD,27,282.1245422363281
1730.5736083984375,42,3.3025769614819847e-16,R_A6,282.42083740234375,1.0,0,2018-11-07,21,17,STANDARD,28,282.42083740234375
1732.2978515625,42,2.4750873651107902e-21,R_A6,283.445556640625,1.0,0,2018-11-07,22,17,STANDARD,29,283.445556640625
1734.0220947265625,42,6.040185594123311e-16,R_A6,282.40338134765625,1.0,0,2018-11-07,23,17,STANDARD,30,282.40338134765625
