CONJPOS,DRAWDOWN,SGAS,WELLMODEL,CONIPOS,PRESSURE,CONIDX,SWAT,DATE,CONKPOS,WELL,DEPTH,CONBPRES
30,0,0.0,STANDARD,22,302.673095703125,15,0.934383749961853,2018-01-01,16,R_A2,1669.12255859375,302.673095703125
30,0,0.0,STANDARD,22,302.8105163574219,16,0.87534099817276,2018-01-01,17,R_A2,1671.1707763671875,302.8105163574219
30,0,0.0,STANDARD,22,302.937255859375,17,0.9316471815109253,2018-01-01,18,R_A2,1673.059814453125,302.937255859375
30,0,0.0,STANDARD,22,303.01019287109375,18,0.947983980178833,2018-01-01,19,R_A2,1674.1470947265625,303.01019287109375
30,0,0.0,STANDARD,22,303.0845947265625,19,0.6481541991233826,2018-01-01,25,R_A2,1675.256103515625,303.0845947265625
29,0,0.0,STANDARD,22,303.1938781738281,20,0.3888080418109894,2018-01-01,25,R_A2,1676.8848876953125,303.1938781738281
29,0,0.0,STANDARD,22,303.3172302246094,21,1.0,2018-01-01,26,R_A2,1678.723388671875,303.3172302246094
29,0,0.0,STANDARD,22,303.4405822753906,22,0.8552055358886719,2018-01-01,27,R_A2,1680.561767578125,303.4405822753906
29,0,0.0,STANDARD,22,303.9010009765625,23,1.0,2018-01-01,28,R_A2,1682.4002685546875,303.9010009765625
29,0,0.0,STANDARD,22,304.0752258300781,24,1.0,2018-01-01,29,R_A2,1684.23876953125,304.0752258300781
41,0,0.0,STANDARD,28,298.5813293457031,1,0.6481541991233826,2018-01-01,1,R_A3,1608.098388671875,298.5813293457031
41,0,0.0,STANDARD,28,298.7162780761719,2,0.15047018229961395,2018-01-01,2,R_A3,1610.11181640625,298.7162780761719
41,0,0.0,STANDARD,28,298.8512268066406,3,0.11823459714651108,2018-01-01,3,R_A3,1612.1253662109375,298.8512268066406
41,0,0.0,STANDARD,28,298.9861755371094,4,0.07938291132450104,2018-01-01,4,R_A3,1614.1387939453125,298.9861755371094
41,0,0.0,STANDARD,29,298.50469970703125,5,0.16590368747711182,2018-01-01,4,R_A3,1606.9547119140625,298.50469970703125
41,0,0.0,STANDARD,29,298.6418151855469,6,0.8120230436325073,2018-01-01,5,R_A3,1609.000732421875,298.6418151855469
41,0,0.0,STANDARD,29,298.7789306640625,7,0.6481541991233826,2018-01-01,6,R_A3,1611.046630859375,298.7789306640625
41,0,0.0,STANDARD,29,298.9160461425781,8,0.19369080662727356,2018-01-01,7,R_A3,1613.0926513671875,298.9160461425781
41,0,0.0,STANDARD,29,299.0531921386719,9,0.19734440743923187,2018-01-01,8,R_A3,1615.138671875,299.0531921386719
41,0,0.0,STANDARD,29,299.1903076171875,10,0.7921613454818726,2018-01-01,9,R_A3,1617.1846923828125,299.1903076171875
41,0,0.0,STANDARD,29,299.32745361328125,11,0.7971720099449158,2018-01-01,10,R_A3,1619.2305908203125,299.32745361328125
41,0,0.0,STANDARD,29,299.47186279296875,12,0.048850689083337784,2018-01-01,11,R_A3,1621.384765625,299.47186279296875
41,0,0.0,STANDARD,29,299.62347412109375,13,0.052889980375766754,2018-01-01,12,R_A3,1623.6468505859375,299.62347412109375
41,0,0.0,STANDARD,29,299.775146484375,14,0.3746231198310852,2018-01-01,13,R_A3,1625.908935546875,299.775146484375
41,0,0.0,STANDARD,29,300.07843017578125,15,0.5024951696395874,2018-01-01,15,R_A3,1630.4332275390625,300.07843017578125
41,0,0.0,STANDARD,29,300.20440673828125,16,0.797882616519928,2018-01-01,16,R_A3,1632.3121337890625,300.20440673828125
41,0,0.0,STANDARD,29,300.3716735839844,17,0.6481541991233826,2018-01-01,25,R_A3,1634.8067626953125,300.3716735839844
41,0,0.0,STANDARD,29,300.60589599609375,18,0.04618198052048683,2018-01-01,26,R_A3,1638.300048828125,300.60589599609375
41,0,0.0,STANDARD,29,300.8401184082031,19,0.05142805352807045,2018-01-01,27,R_A3,1641.79345703125,300.8401184082031
41,0,0.0,STANDARD,29,301.0743713378906,20,0.6481541991233826,2018-01-01,28,R_A3,1645.286865234375,301.0743713378906
41,0,0.0,STANDARD,29,301.30865478515625,21,0.06054740771651268,2018-01-01,29,R_A3,1648.7802734375,301.30865478515625
52,0,0.0,STANDARD,30,300.15570068359375,1,0.0488019734621048,2018-01-01,1,R_A4,1631.5855712890625,300.15570068359375
52,0,0.0,STANDARD,31,299.7788391113281,2,0.046214327216148376,2018-01-01,1,R_A4,1625.96435546875,299.7788391113281
52,0,0.0,STANDARD,31,299.9159851074219,3,0.04882923141121864,2018-01-01,2,R_A4,1628.010009765625,299.9159851074219
52,0,0.0,STANDARD,31,300.0531311035156,4,0.05007733032107353,2018-01-01,3,R_A4,1630.0556640625,300.0531311035156
52,0,0.0,STANDARD,31,300.1902770996094,5,0.05053002014756203,2018-01-01,4,R_A4,1632.1014404296875,300.1902770996094
52,0,0.0,STANDARD,31,300.3274230957031,6,0.052148185670375824,2018-01-01,5,R_A4,1634.1470947265625,300.3274230957031
52,0,0.0,STANDARD,32,300.1932678222656,7,0.053732458502054214,2018-01-01,5,R_A4,1632.14599609375,300.1932678222656
51,0,0.0,STANDARD,32,300.4498596191406,8,0.05667423829436302,2018-01-01,5,R_A4,1635.972900390625,300.4498596191406
51,0,0.0,STANDARD,33,300.5709533691406,9,0.057340726256370544,2018-01-01,5,R_A4,1637.77880859375,300.5709533691406
51,0,0.0,STANDARD,33,300.44854736328125,10,0.05301418527960777,2018-01-01,4,R_A4,1635.9537353515625,300.44854736328125
50,0,0.0,STANDARD,33,300.7956237792969,11,0.09059661626815796,2018-01-01,4,R_A4,1641.1297607421875,300.7956237792969
50,0,0.0,STANDARD,34,300.68487548828125,12,0.13679896295070648,2018-01-01,4,R_A4,1639.47802734375,300.68487548828125
50,0,0.0,STANDARD,35,300.6726379394531,13,0.13710550963878632,2018-01-01,4,R_A4,1639.2955322265625,300.6726379394531
49,0,0.0,STANDARD,35,300.99359130859375,14,0.2377932071685791,2018-01-01,4,R_A4,1644.08203125,300.99359130859375
49,0,0.0,STANDARD,35,300.8736877441406,15,0.22994555532932281,2018-01-01,3,R_A4,1642.293701171875,300.8736877441406
49,0,0.0,STANDARD,36,300.7842712402344,16,0.6481541991233826,2018-01-01,28,R_A4,1640.96044921875,300.7842712402344
48,0,0.0,STANDARD,36,300.73492431640625,17,0.08866173774003983,2018-01-01,28,R_A4,1640.224609375,300.73492431640625
48,0,0.0,STANDARD,37,301.1551513671875,18,0.8297030925750732,2018-01-01,28,R_A4,1646.4910888671875,301.1551513671875
48,0,0.0,STANDARD,38,301.51922607421875,19,0.6481541991233826,2018-01-01,28,R_A4,1651.9200439453125,301.51922607421875
47,0,0.0,STANDARD,38,302.0003662109375,20,0.6481541991233826,2018-01-01,28,R_A4,1659.0936279296875,302.0003662109375
20,0,0.0,STANDARD,31,303.8857421875,1,1.0,2018-01-01,1,R_A5,1685.4661865234375,303.8857421875
20,0,0.0,STANDARD,31,304.08758544921875,2,1.0,2018-01-01,2,R_A5,1687.59619140625,304.08758544921875
20,0,0.0,STANDARD,31,304.2894287109375,3,1.0,2018-01-01,3,R_A5,1689.72607421875,304.2894287109375
20,0,0.0,STANDARD,31,304.49127197265625,4,1.0,2018-01-01,4,R_A5,1691.85595703125,304.49127197265625
20,0,0.0,STANDARD,31,304.693115234375,5,1.0,2018-01-01,5,R_A5,1693.98583984375,304.693115234375
20,0,0.0,STANDARD,31,304.89495849609375,6,1.0,2018-01-01,6,R_A5,1696.11572265625,304.89495849609375
20,0,0.0,STANDARD,31,305.402587890625,7,1.0,2018-01-01,7,R_A5,1698.24560546875,305.402587890625
20,0,0.0,STANDARD,31,305.60443115234375,8,1.0,2018-01-01,8,R_A5,1700.37548828125,305.60443115234375
21,0,0.0,STANDARD,31,304.914306640625,9,1.0,2018-01-01,8,R_A5,1693.0931396484375,304.914306640625
21,0,0.0,STANDARD,31,305.14263916015625,10,1.0,2018-01-01,9,R_A5,1695.502685546875,305.14263916015625
21,0,0.0,STANDARD,31,305.0719299316406,11,1.0,2018-01-01,10,R_A5,1697.912109375,305.0719299316406
21,0,0.0,STANDARD,31,305.27545166015625,12,1.0,2018-01-01,11,R_A5,1700.129638671875,305.27545166015625
21,0,0.0,STANDARD,31,305.4674072265625,13,1.0,2018-01-01,12,R_A5,1702.1551513671875,305.4674072265625
21,0,0.0,STANDARD,31,305.67132568359375,14,1.0,2018-01-01,13,R_A5,1704.1806640625,305.67132568359375
21,0,0.0,STANDARD,31,305.8633117675781,15,1.0,2018-01-01,14,R_A5,1706.206298828125,305.8633117675781
21,0,0.0,STANDARD,31,306.0552673339844,16,1.0,2018-01-01,15,R_A5,1708.2318115234375,306.0552673339844
21,0,0.0,STANDARD,31,306.3922424316406,17,1.0,2018-01-01,16,R_A5,1710.25732421875,306.3922424316406
21,0,0.0,STANDARD,31,306.5841979980469,18,1.0,2018-01-01,17,R_A5,1712.2828369140625,306.5841979980469
21,0,0.0,STANDARD,31,306.7217712402344,19,1.0,2018-01-01,18,R_A5,1713.734619140625,306.7217712402344
21,0,0.0,STANDARD,31,306.7873229980469,20,1.0,2018-01-01,19,R_A5,1714.4261474609375,306.7873229980469
21,0,0.0,STANDARD,31,306.8204040527344,21,1.0,2018-01-01,20,R_A5,1714.7750244140625,306.8204040527344
21,0,0.0,STANDARD,31,306.78009033203125,22,1.0,2018-01-01,25,R_A5,1716.007568359375,306.78009033203125
21,0,0.0,STANDARD,31,306.9954833984375,23,1.0,2018-01-01,26,R_A5,1718.2799072265625,306.9954833984375
21,0,0.0,STANDARD,31,307.5166320800781,24,1.0,2018-01-01,27,R_A5,1720.55224609375,307.5166320800781
21,0,0.0,STANDARD,31,307.73199462890625,25,1.0,2018-01-01,28,R_A5,1722.8245849609375,307.73199462890625
21,0,0.0,STANDARD,31,307.9473571777344,26,1.0,2018-01-01,29,R_A5,1725.0970458984375,307.9473571777344
42,0,0.0,STANDARD,17,305.04632568359375,1,1.0,2018-01-01,1,R_A6,1694.486328125,305.04632568359375
42,0,0.0,STANDARD,17,305.1924743652344,2,1.0,2018-01-01,2,R_A6,1696.0286865234375,305.1924743652344
42,0,0.0,STANDARD,17,305.3386535644531,3,1.0,2018-01-01,3,R_A6,1697.571044921875,305.3386535644531
42,0,0.0,STANDARD,17,305.48480224609375,4,1.0,2018-01-01,4,R_A6,1699.11328125,305.48480224609375
42,0,0.0,STANDARD,17,305.6309814453125,5,1.0,2018-01-01,5,R_A6,1700.6556396484375,305.6309814453125
42,0,0.0,STANDARD,17,305.7771301269531,6,1.0,2018-01-01,6,R_A6,1702.197998046875,305.7771301269531
42,0,0.0,STANDARD,17,305.624267578125,7,1.0,2018-01-01,7,R_A6,1703.7403564453125,305.624267578125
42,0,0.0,STANDARD,17,305.7704162597656,8,1.0,2018-01-01,8,R_A6,1705.28271484375,305.7704162597656
42,0,0.0,STANDARD,17,306.21563720703125,9,1.0,2018-01-01,9,R_A6,1706.824951171875,306.21563720703125
42,0,0.0,STANDARD,17,306.0560302734375,10,1.0,2018-01-01,10,R_A6,1708.3673095703125,306.0560302734375
42,0,0.0,STANDARD,17,306.2354431152344,11,1.0,2018-01-01,11,R_A6,1710.259033203125,306.2354431152344
42,0,0.0,STANDARD,17,306.4478454589844,12,1.0,2018-01-01,12,R_A6,1712.50048828125,306.4478454589844
42,0,0.0,STANDARD,17,306.6722412109375,13,1.0,2018-01-01,13,R_A6,1714.7418212890625,306.6722412109375
42,0,0.0,STANDARD,17,306.8846740722656,14,1.0,2018-01-01,14,R_A6,1716.983154296875,306.8846740722656
42,0,0.0,STANDARD,17,307.0970764160156,15,1.0,2018-01-01,15,R_A6,1719.224609375,307.0970764160156
42,0,0.0,STANDARD,17,307.45452880859375,16,1.0,2018-01-01,16,R_A6,1721.4659423828125,307.45452880859375
42,0,0.0,STANDARD,17,307.6669616699219,17,1.0,2018-01-01,17,R_A6,1723.707275390625,307.6669616699219
42,0,0.0,STANDARD,17,307.8309020996094,18,1.0,2018-01-01,18,R_A6,1725.437255859375,307.8309020996094
42,0,0.0,STANDARD,17,307.8131103515625,19,1.0,2018-01-01,25,R_A6,1726.906982421875,307.8131103515625
42,0,0.0,STANDARD,17,308.2820129394531,20,1.0,2018-01-01,26,R_A6,1728.6278076171875,308.2820129394531
42,0,0.0,STANDARD,17,308.4450988769531,21,1.0,2018-01-01,27,R_A6,1730.3486328125,308.4450988769531
42,0,0.0,STANDARD,17,308.60821533203125,22,1.0,2018-01-01,28,R_A6,1732.0694580078125,308.60821533203125
42,0,0.0,STANDARD,17,308.46551513671875,23,1.0,2018-01-01,29,R_A6,1733.790283203125,308.46551513671875
30,0,0.0,STANDARD,22,298.5399475097656,1,0.05404737964272499,2018-03-01,1,R_A2,1640.907958984375,298.5399475097656
30,0,0.0,STANDARD,22,298.6595764160156,2,0.05538497120141983,2018-03-01,2,R_A2,1642.692138671875,298.6595764160156
30,0,0.0,STANDARD,22,298.77923583984375,3,0.05773741006851196,2018-03-01,3,R_A2,1644.476318359375,298.77923583984375
30,0,0.0,STANDARD,22,298.89886474609375,4,0.06368502974510193,2018-03-01,4,R_A2,1646.260498046875,298.89886474609375
30,0,0.0,STANDARD,22,299.0185241699219,5,0.06616196781396866,2018-03-01,5,R_A2,1648.044677734375,299.0185241699219
30,0,0.0,STANDARD,22,299.1928405761719,6,0.30084705352783203,2018-03-01,6,R_A2,1649.828857421875,299.1928405761719
30,0,0.0,STANDARD,22,299.32647705078125,7,0.876528799533844,2018-03-01,7,R_A2,1651.6129150390625,299.32647705078125
30,0,0.0,STANDARD,22,299.4579772949219,8,0.8607077598571777,2018-03-01,8,R_A2,1653.3970947265625,299.4579772949219
30,0,0.0,STANDARD,22,299.7701721191406,9,0.6482834815979004,2018-03-01,9,R_A2,1655.1812744140625,299.7701721191406
30,0,0.0,STANDARD,22,299.9162902832031,10,0.27689477801322937,2018-03-01,10,R_A2,1656.9654541015625,299.9162902832031
30,0,0.0,STANDARD,22,299.80438232421875,11,0.0699472650885582,2018-03-01,11,R_A2,1658.8817138671875,299.80438232421875
30,0,0.0,STANDARD,22,300.5533447265625,12,0.432003378868103,2018-03-01,13,R_A2,1662.97802734375,300.5533447265625
30,0,0.0,STANDARD,22,300.69085693359375,13,0.4685773551464081,2018-03-01,14,R_A2,1665.0262451171875,300.69085693359375
30,0,0.0,STANDARD,22,300.8291015625,14,0.9064604043960571,2018-03-01,15,R_A2,1667.074462890625,300.8291015625
30,0,0.0,STANDARD,22,300.9666748046875,15,0.934349536895752,2018-03-01,16,R_A2,1669.12255859375,300.9666748046875
30,0,0.0,STANDARD,22,301.1041259765625,16,0.8752760291099548,2018-03-01,17,R_A2,1671.1707763671875,301.1041259765625
30,0,0.0,STANDARD,22,301.23077392578125,17,0.9316115379333496,2018-03-01,18,R_A2,1673.059814453125,301.23077392578125
30,0,0.0,STANDARD,22,301.3040466308594,18,0.9477434754371643,2018-03-01,19,R_A2,1674.1470947265625,301.3040466308594
30,0,0.0,STANDARD,22,301.85308837890625,19,0.6482350826263428,2018-03-01,25,R_A2,1675.256103515625,301.85308837890625
29,0,0.0,STANDARD,22,301.927001953125,20,0.3876003623008728,2018-03-01,25,R_A2,1676.8848876953125,301.927001953125
29,0,-2.6024069509598957e-13,STANDARD,22,302.3948974609375,21,1.0,2018-03-01,26,R_A2,1678.723388671875,302.3948974609375
29,0,0.0,STANDARD,22,302.9526672363281,22,0.8551839590072632,2018-03-01,27,R_A2,1680.561767578125,302.9526672363281
29,0,-1.9642731885483045e-09,STANDARD,22,302.6736755371094,23,1.0,2018-03-01,28,R_A2,1682.4002685546875,302.6736755371094
29,0,-7.08688432382587e-08,STANDARD,22,302.81549072265625,24,0.9999992847442627,2018-03-01,29,R_A2,1684.23876953125,302.81549072265625
20,0,-9.485053853452996e-10,STANDARD,31,282.794677734375,1,1.0,2018-04-28,1,R_A5,1685.4661865234375,282.794677734375
20,0,-1.0626106661248969e-09,STANDARD,31,282.99652099609375,2,1.0,2018-04-28,2,R_A5,1687.59619140625,282.99652099609375
20,0,-1.1850707082317058e-09,STANDARD,31,283.1984558105469,3,1.0,2018-04-28,3,R_A5,1689.72607421875,283.1984558105469
20,0,-1.1508111130709153e-09,STANDARD,31,283.400390625,4,1.0,2018-04-28,4,R_A5,1691.85595703125,283.400390625
20,0,-9.323942729011492e-10,STANDARD,31,283.6025390625,5,1.0,2018-04-28,5,R_A5,1693.98583984375,283.6025390625
20,0,-9.772350706427346e-10,STANDARD,31,283.8046875,6,1.0,2018-04-28,6,R_A5,1696.11572265625,283.8046875
20,0,-6.014585097330327e-12,STANDARD,31,284.3518371582031,7,1.0,2018-04-28,7,R_A5,1698.24560546875,284.3518371582031
20,0,-4.263629380107936e-12,STANDARD,31,284.61865234375,8,1.0,2018-04-28,8,R_A5,1700.37548828125,284.61865234375
21,0,-1.4151204652534943e-09,STANDARD,31,283.4924011230469,9,1.0,2018-04-28,8,R_A5,1693.0931396484375,283.4924011230469
21,0,-9.404547141045327e-10,STANDARD,31,283.54962158203125,10,1.0,2018-04-28,9,R_A5,1695.502685546875,283.54962158203125
21,0,3.908032653043847e-08,STANDARD,31,283.201416015625,11,0.9999986290931702,2018-04-28,10,R_A5,1697.912109375,283.201416015625
21,0,-2.482136052250894e-09,STANDARD,31,281.4210510253906,12,0.9999999403953552,2018-04-28,11,R_A5,1700.129638671875,281.4210510253906
21,0,-3.2884248657438775e-09,STANDARD,31,281.5198974609375,13,0.9999999403953552,2018-04-28,12,R_A5,1702.1551513671875,281.5198974609375
21,0,-1.5046069945512386e-10,STANDARD,31,281.72393798828125,14,1.0,2018-04-28,13,R_A5,1704.1806640625,281.72393798828125
21,0,-2.365525830771986e-10,STANDARD,31,281.9164733886719,15,1.0,2018-04-28,14,R_A5,1706.206298828125,281.9164733886719
21,0,-3.4168220336416866e-11,STANDARD,31,282.11273193359375,16,1.0,2018-04-28,15,R_A5,1708.2318115234375,282.11273193359375
21,0,-9.791692630323201e-12,STANDARD,31,282.45733642578125,17,1.0,2018-04-28,16,R_A5,1710.25732421875,282.45733642578125
21,0,-9.956534728627897e-12,STANDARD,31,282.6554870605469,18,1.0,2018-04-28,17,R_A5,1712.2828369140625,282.6554870605469
21,0,-9.531800695961046e-12,STANDARD,31,282.7943420410156,19,1.0,2018-04-28,18,R_A5,1713.734619140625,282.7943420410156
21,0,0.0,STANDARD,31,282.86004638671875,20,1.0,2018-04-28,19,R_A5,1714.4261474609375,282.86004638671875
21,0,0.0,STANDARD,31,282.89324951171875,21,1.0,2018-04-28,20,R_A5,1714.7750244140625,282.89324951171875
21,0,-2.639298501971865e-10,STANDARD,31,285.1800231933594,22,1.0,2018-04-28,25,R_A5,1716.007568359375,285.1800231933594
21,0,-3.5147584842576407e-10,STANDARD,31,285.4261779785156,23,1.0,2018-04-28,26,R_A5,1718.2799072265625,285.4261779785156
21,0,-3.6931109647597875e-17,STANDARD,31,296.7703857421875,24,1.0,2018-04-28,27,R_A5,1720.55224609375,296.7703857421875
21,0,-2.279214287009225e-18,STANDARD,31,304.0504455566406,25,1.0,2018-04-28,28,R_A5,1722.8245849609375,304.0504455566406
21,0,-1.876609792297422e-20,STANDARD,31,306.89093017578125,26,1.0,2018-04-28,29,R_A5,1725.0970458984375,306.89093017578125
41,0,0.0,STANDARD,28,276.93994140625,1,0.6500791907310486,2018-07-03,1,R_A3,1608.098388671875,276.93994140625
41,0,0.0,STANDARD,28,277.0703430175781,2,0.15082216262817383,2018-07-03,2,R_A3,1610.11181640625,277.0703430175781
41,0,0.0,STANDARD,28,277.2044982910156,3,0.1185920462012291,2018-07-03,3,R_A3,1612.1253662109375,277.2044982910156
41,0,0.0,STANDARD,28,277.3387145996094,4,0.0796002671122551,2018-07-03,4,R_A3,1614.1387939453125,277.3387145996094
41,0,0.0,STANDARD,29,276.8469543457031,5,0.1668311506509781,2018-07-03,4,R_A3,1606.9547119140625,276.8469543457031
41,0,0.0,STANDARD,29,277.0609436035156,6,0.8104514479637146,2018-07-03,5,R_A3,1609.000732421875,277.0609436035156
41,0,0.0,STANDARD,29,277.1344299316406,7,0.6498481631278992,2018-07-03,6,R_A3,1611.046630859375,277.1344299316406
41,0,0.0,STANDARD,29,277.2785339355469,8,0.1950165182352066,2018-07-03,7,R_A3,1613.0926513671875,277.2785339355469
41,0,0.0,STANDARD,29,277.4150695800781,9,0.19916027784347534,2018-07-03,8,R_A3,1615.138671875,277.4150695800781
41,0,0.0,STANDARD,29,277.67034912109375,10,0.7905767560005188,2018-07-03,9,R_A3,1617.1846923828125,277.67034912109375
41,0,0.0,STANDARD,29,279.8890075683594,11,0.7956465482711792,2018-07-03,10,R_A3,1619.2305908203125,279.8890075683594
41,0,0.0,STANDARD,29,293.58551025390625,12,0.04889046400785446,2018-07-03,11,R_A3,1621.384765625,293.58551025390625
41,0,0.0,STANDARD,29,293.7369384765625,13,0.05293557792901993,2018-07-03,12,R_A3,1623.6468505859375,293.7369384765625
41,0,0.0,STANDARD,29,293.8887939453125,14,0.3748072385787964,2018-07-03,13,R_A3,1625.908935546875,293.8887939453125
41,0,0.0,STANDARD,29,294.8846435546875,15,0.5024308562278748,2018-07-03,15,R_A3,1630.4332275390625,294.8846435546875
41,0,0.0,STANDARD,29,295.0146789550781,16,0.7975744009017944,2018-07-03,16,R_A3,1632.3121337890625,295.0146789550781
41,0,0.0,STANDARD,29,285.31646728515625,17,0.6491082906723022,2018-07-03,25,R_A3,1634.8067626953125,285.31646728515625
41,0,0.0,STANDARD,29,285.2478942871094,18,0.04631364718079567,2018-07-03,26,R_A3,1638.300048828125,285.2478942871094
41,0,0.0,STANDARD,29,285.4812927246094,19,0.05159228295087814,2018-07-03,27,R_A3,1641.79345703125,285.4812927246094
41,0,0.0,STANDARD,29,285.72210693359375,20,0.6495640277862549,2018-07-03,28,R_A3,1645.286865234375,285.72210693359375
41,0,0.0,STANDARD,29,285.9327087402344,21,0.060938503593206406,2018-07-03,29,R_A3,1648.7802734375,285.9327087402344
52,0,0.0,STANDARD,30,276.8067321777344,1,0.0489325076341629,2018-09-12,1,R_A4,1631.5855712890625,276.8067321777344
52,0,0.0,STANDARD,31,276.4755554199219,2,0.04637022688984871,2018-09-12,1,R_A4,1625.96435546875,276.4755554199219
52,0,0.0,STANDARD,31,276.61181640625,3,0.0489969365298748,2018-09-12,2,R_A4,1628.010009765625,276.61181640625
52,0,0.0,STANDARD,31,276.748046875,4,0.05027465894818306,2018-09-12,3,R_A4,1630.0556640625,276.748046875
52,0,0.0,STANDARD,31,276.8843078613281,5,0.05077240243554115,2018-09-12,4,R_A4,1632.1014404296875,276.8843078613281
52,0,0.0,STANDARD,31,277.0205993652344,6,0.05242972820997238,2018-09-12,5,R_A4,1634.1470947265625,277.0205993652344
52,0,0.0,STANDARD,32,276.9239807128906,7,0.053857963532209396,2018-09-12,5,R_A4,1632.14599609375,276.9239807128906
51,0,0.0,STANDARD,32,277.12493896484375,8,0.056774016469717026,2018-09-12,5,R_A4,1635.972900390625,277.12493896484375
51,0,0.0,STANDARD,33,277.26995849609375,9,0.057488128542900085,2018-09-12,5,R_A4,1637.77880859375,277.26995849609375
51,0,0.0,STANDARD,33,277.1483154296875,10,0.05318896472454071,2018-09-12,4,R_A4,1635.9537353515625,277.1483154296875
50,0,0.0,STANDARD,33,277.43548583984375,11,0.09078951179981232,2018-09-12,4,R_A4,1641.1297607421875,277.43548583984375
50,0,0.0,STANDARD,34,277.343994140625,12,0.13703496754169464,2018-09-12,4,R_A4,1639.47802734375,277.343994140625
50,0,0.0,STANDARD,35,277.3063659667969,13,0.13733403384685516,2018-09-12,4,R_A4,1639.2955322265625,277.3063659667969
49,0,0.0,STANDARD,35,277.5444641113281,14,0.23803652822971344,2018-09-12,4,R_A4,1644.08203125,277.5444641113281
49,0,0.0,STANDARD,35,277.42340087890625,15,0.23029427230358124,2018-09-12,3,R_A4,1642.293701171875,277.42340087890625
49,0,0.0,STANDARD,36,274.044189453125,16,0.6510839462280273,2018-09-12,28,R_A4,1640.96044921875,274.044189453125
48,0,0.0,STANDARD,36,273.61553955078125,17,0.08849406242370605,2018-09-12,28,R_A4,1640.224609375,273.61553955078125
48,0,0.0,STANDARD,37,277.16632080078125,18,0.8284307718276978,2018-09-12,28,R_A4,1646.4910888671875,277.16632080078125
48,0,0.0,STANDARD,38,275.24981689453125,19,0.6504168510437012,2018-09-12,28,R_A4,1651.9200439453125,275.24981689453125
47,0,0.0,STANDARD,38,275.33599853515625,20,0.6640741229057312,2018-09-12,28,R_A4,1659.0936279296875,275.33599853515625
42,0,-1.0292853375171163e-11,STANDARD,17,276.086181640625,1,1.0,2018-11-07,1,R_A6,1694.486328125,276.086181640625
42,0,-5.4906947044575105e-12,STANDARD,17,276.2267150878906,2,1.0,2018-11-07,2,R_A6,1696.0286865234375,276.2267150878906
42,0,-4.5790133837431135e-12,STANDARD,17,276.3620300292969,3,1.0,2018-11-07,3,R_A6,1697.571044921875,276.3620300292969
42,0,-7.223458810268202e-12,STANDARD,17,276.4907531738281,4,1.0,2018-11-07,4,R_A6,1699.11328125,276.4907531738281
42,0,-4.388384187287153e-12,STANDARD,17,276.61700439453125,5,1.0,2018-11-07,5,R_A6,1700.6556396484375,276.61700439453125
42,0,-2.955489186717841e-10,STANDARD,17,276.75,6,1.0,2018-11-07,6,R_A6,1702.197998046875,276.75
42,0,-4.631783012687407e-10,STANDARD,17,276.58355712890625,7,1.0,2018-11-07,7,R_A6,1703.7403564453125,276.58355712890625
42,0,-4.057776337162977e-10,STANDARD,17,276.70965576171875,8,1.0,2018-11-07,8,R_A6,1705.28271484375,276.70965576171875
42,0,-2.1847225417648275e-11,STANDARD,17,277.0867614746094,9,1.0,2018-11-07,9,R_A6,1706.824951171875,277.0867614746094
