DEPTH,CONIPOS,SWAT,CONBPRES,WELL,PRESSURE,CONKPOS,DRAWDOWN,CONJPOS,CONIDX,WELLMODEL,DATE,SGAS
1675.853759765625,22,0.978914201259613,303.1310729980469,R_A2,303.1310729980469,18,0,29,19,STANDARD,2018-01-01,0.0
1677.4783935546875,22,0.6481541991233826,303.24005126953125,R_A2,303.24005126953125,24,0,29,20,STANDARD,2018-01-01,0.0
1679.2325439453125,22,1.0,303.3577575683594,R_A2,303.3577575683594,25,0,29,21,STANDARD,2018-01-01,0.0
1680.98681640625,22,1.0,303.4754638671875,R_A2,303.4754638671875,26,0,29,22,STANDARD,2018-01-01,0.0
1682.7410888671875,22,1.0,303.93328857421875,R_A2,303.93328857421875,27,0,29,23,STANDARD,2018-01-01,0.0
1684.4952392578125,22,1.0,304.0995178222656,R_A2,304.0995178222656,28,0,29,24,STANDARD,2018-01-01,0.0
1608.4893798828125,28,0.6481541991233826,298.6138916015625,R_A3,298.6138916015625,1,0,41,1,STANDARD,2018-01-01,0.0
1610.479736328125,28,0.1492430865764618,298.7472839355469,R_A3,298.7472839355469,2,0,41,2,STANDARD,2018-01-01,0.0
1612.469970703125,28,0.11114384233951569,298.88067626953125,R_A3,298.88067626953125,3,0,41,3,STANDARD,2018-01-01,0.0
1607.1019287109375,29,0.12855097651481628,298.5209045410156,R_A3,298.5209045410156,4,0,41,4,STANDARD,2018-01-01,0.0
1609.1263427734375,29,0.6481541991233826,298.6565856933594,R_A3,298.6565856933594,5,0,41,5,STANDARD,2018-01-01,0.0
1611.1507568359375,29,0.6481541991233826,298.7922668457031,R_A3,298.7922668457031,6,0,41,6,STANDARD,2018-01-01,0.0
1613.1751708984375,29,0.19197207689285278,298.9279479980469,R_A3,298.9279479980469,7,0,41,7,STANDARD,2018-01-01,0.0
1615.1995849609375,29,0.19567584991455078,299.0636291503906,R_A3,299.0636291503906,8,0,41,8,STANDARD,2018-01-01,0.0
1617.2239990234375,29,0.7957689762115479,299.1993103027344,R_A3,299.1993103027344,9,0,41,9,STANDARD,2018-01-01,0.0
1619.2484130859375,29,0.7903860211372375,299.33502197265625,R_A3,299.33502197265625,10,0,41,10,STANDARD,2018-01-01,0.0
1621.3902587890625,29,0.04847041517496109,299.47857666015625,R_A3,299.47857666015625,11,0,41,11,STANDARD,2018-01-01,0.0
1623.649658203125,29,0.053276270627975464,299.6300354003906,R_A3,299.6300354003906,12,0,41,12,STANDARD,2018-01-01,0.0
1625.908935546875,29,0.37357813119888306,299.781494140625,R_A3,299.781494140625,13,0,41,13,STANDARD,2018-01-01,0.0
1628.168212890625,29,0.24281622469425201,299.9329528808594,R_A3,299.9329528808594,14,0,41,14,STANDARD,2018-01-01,0.0
1630.427490234375,29,0.49894049763679504,300.08441162109375,R_A3,300.08441162109375,15,0,41,15,STANDARD,2018-01-01,0.0
1632.2418212890625,29,0.7939918041229248,300.2060546875,R_A3,300.2060546875,16,0,41,16,STANDARD,2018-01-01,0.0
1634.66748046875,29,0.3654542863368988,300.3686828613281,R_A3,300.3686828613281,24,0,41,17,STANDARD,2018-01-01,0.0
1638.1495361328125,29,0.044421181082725525,300.6021423339844,R_A3,300.6021423339844,25,0,41,18,STANDARD,2018-01-01,0.0
1641.631591796875,29,0.047310926020145416,300.83563232421875,R_A3,300.83563232421875,26,0,41,19,STANDARD,2018-01-01,0.0
1645.113525390625,29,0.786466121673584,301.0691223144531,R_A3,301.0691223144531,27,0,41,20,STANDARD,2018-01-01,0.0
1648.5955810546875,29,0.059611424803733826,301.3026428222656,R_A3,301.3026428222656,28,0,41,21,STANDARD,2018-01-01,0.0
1631.9266357421875,30,0.04976943880319595,300.1849060058594,R_A4,300.1849060058594,1,0,52,1,STANDARD,2018-01-01,0.0
1626.4476318359375,31,0.0462200865149498,299.8175964355469,R_A4,299.8175964355469,1,0,52,2,STANDARD,2018-01-01,0.0
1628.5301513671875,31,0.04903939738869667,299.95721435546875,R_A4,299.95721435546875,2,0,52,3,STANDARD,2018-01-01,0.0
1630.61279296875,31,0.05181928351521492,300.0968322753906,R_A4,300.0968322753906,3,0,52,4,STANDARD,2018-01-01,0.0
1632.6953125,31,0.05270076543092728,300.2364501953125,R_A4,300.2364501953125,4,0,52,5,STANDARD,2018-01-01,0.0
1634.7779541015625,31,0.2886054813861847,300.3760986328125,R_A4,300.3760986328125,5,0,52,6,STANDARD,2018-01-01,0.0
1633.177734375,32,0.21125642955303192,300.268798828125,R_A4,300.268798828125,5,0,52,7,STANDARD,2018-01-01,0.0
1636.265869140625,32,0.20805823802947998,300.4758605957031,R_A4,300.4758605957031,5,0,51,8,STANDARD,2018-01-01,0.0
1634.4139404296875,32,0.05401695519685745,300.3516845703125,R_A4,300.3516845703125,4,0,51,9,STANDARD,2018-01-01,0.0
1635.378173828125,33,0.054215800017118454,300.41632080078125,R_A4,300.41632080078125,4,0,51,10,STANDARD,2018-01-01,0.0
1637.25244140625,33,0.09776628762483597,300.5419921875,R_A4,300.5419921875,5,0,51,11,STANDARD,2018-01-01,0.0
1641.85546875,33,0.06011822074651718,300.85064697265625,R_A4,300.85064697265625,5,0,50,12,STANDARD,2018-01-01,0.0
1640.6973876953125,34,0.058571066707372665,300.7729797363281,R_A4,300.7729797363281,5,0,50,13,STANDARD,2018-01-01,0.0
1638.819091796875,34,0.0761491134762764,300.64703369140625,R_A4,300.64703369140625,4,0,50,14,STANDARD,2018-01-01,0.0
1639.224609375,35,0.09605097770690918,300.6742248535156,R_A4,300.6742248535156,4,0,50,15,STANDARD,2018-01-01,0.0
1637.4404296875,35,0.18377241492271423,300.5545959472656,R_A4,300.5545959472656,3,0,50,16,STANDARD,2018-01-01,0.0
1642.5341796875,35,0.23040564358234406,300.8961486816406,R_A4,300.8961486816406,3,0,49,17,STANDARD,2018-01-01,0.0
1643.5076904296875,36,0.32575517892837524,300.96142578125,R_A4,300.96142578125,27,0,49,18,STANDARD,2018-01-01,0.0
1643.822021484375,36,0.23144611716270447,300.9825134277344,R_A4,300.9825134277344,27,0,48,19,STANDARD,2018-01-01,0.0
1650.274658203125,37,0.6481541991233826,301.4152526855469,R_A4,301.4152526855469,27,0,48,20,STANDARD,2018-01-01,0.0
1644.63916015625,37,0.859804093837738,301.03729248046875,R_A4,301.03729248046875,26,0,48,21,STANDARD,2018-01-01,0.0
1648.6468505859375,38,0.6481541991233826,301.3060607910156,R_A4,301.3060607910156,26,0,48,22,STANDARD,2018-01-01,0.0
1654.38671875,38,0.6481541991233826,301.6910095214844,R_A4,301.6910095214844,27,0,48,23,STANDARD,2018-01-01,0.0
1661.41015625,38,0.8227903842926025,302.162109375,R_A4,302.162109375,27,0,47,24,STANDARD,2018-01-01,0.0
1685.2705078125,31,1.0,303.8672180175781,R_A5,303.8672180175781,1,0,20,1,STANDARD,2018-01-01,0.0
1687.3348388671875,31,1.0,304.0628356933594,R_A5,304.0628356933594,2,0,20,2,STANDARD,2018-01-01,0.0
1689.399169921875,31,1.0,304.2584533691406,R_A5,304.2584533691406,3,0,20,3,STANDARD,2018-01-01,0.0
1691.46337890625,31,1.0,304.4540710449219,R_A5,304.4540710449219,4,0,20,4,STANDARD,2018-01-01,0.0
1693.5277099609375,31,1.0,304.6496887207031,R_A5,304.6496887207031,5,0,20,5,STANDARD,2018-01-01,0.0
1695.592041015625,31,1.0,304.8453063964844,R_A5,304.8453063964844,6,0,20,6,STANDARD,2018-01-01,0.0
1697.6563720703125,31,1.0,305.34674072265625,R_A5,305.34674072265625,7,0,20,7,STANDARD,2018-01-01,0.0
1699.7205810546875,31,1.0,305.5423583984375,R_A5,305.5423583984375,8,0,20,8,STANDARD,2018-01-01,0.0
1696.7545166015625,31,1.0,305.2612609863281,R_A5,305.2612609863281,9,0,21,9,STANDARD,2018-01-01,0.0
1701.1590576171875,31,1.0,305.3730163574219,R_A5,305.3730163574219,11,0,21,10,STANDARD,2018-01-01,0.0
1703.2005615234375,31,1.0,305.5664978027344,R_A5,305.5664978027344,12,0,21,11,STANDARD,2018-01-01,0.0
1705.2421875,31,1.0,305.7719421386719,R_A5,305.7719421386719,13,0,21,12,STANDARD,2018-01-01,0.0
1707.2838134765625,31,1.0,305.9654235839844,R_A5,305.9654235839844,14,0,21,13,STANDARD,2018-01-01,0.0
1709.3253173828125,31,1.0,306.1589050292969,R_A5,306.1589050292969,15,0,21,14,STANDARD,2018-01-01,0.0
1711.366943359375,31,1.0,306.4974060058594,R_A5,306.4974060058594,16,0,21,15,STANDARD,2018-01-01,0.0
1713.3792724609375,31,1.0,306.6881103515625,R_A5,306.6881103515625,17,0,21,16,STANDARD,2018-01-01,0.0
1714.6722412109375,31,1.0,306.8106384277344,R_A5,306.8106384277344,18,0,21,17,STANDARD,2018-01-01,0.0
1716.24365234375,31,1.0,306.802490234375,R_A5,306.802490234375,24,0,21,18,STANDARD,2018-01-01,0.0
1718.439697265625,31,1.0,307.0106201171875,R_A5,307.0106201171875,25,0,21,19,STANDARD,2018-01-01,0.0
1720.6356201171875,31,1.0,307.5245361328125,R_A5,307.5245361328125,26,0,21,20,STANDARD,2018-01-01,0.0
1722.8316650390625,31,1.0,307.732666015625,R_A5,307.732666015625,27,0,21,21,STANDARD,2018-01-01,0.0
1725.027587890625,31,1.0,307.9407958984375,R_A5,307.9407958984375,28,0,21,22,STANDARD,2018-01-01,0.0
1694.1937255859375,17,1.0,305.0185852050781,R_A6,305.0185852050781,1,0,42,1,STANDARD,2018-01-01,0.0
1695.7244873046875,17,1.0,305.1636657714844,R_A6,305.1636657714844,2,0,42,2,STANDARD,2018-01-01,0.0
1697.25537109375,17,1.0,305.3087463378906,R_A6,305.3087463378906,3,0,42,3,STANDARD,2018-01-01,0.0
1698.7861328125,17,1.0,305.45379638671875,R_A6,305.45379638671875,4,0,42,4,STANDARD,2018-01-01,0.0
1700.3170166015625,17,1.0,305.598876953125,R_A6,305.598876953125,5,0,42,5,STANDARD,2018-01-01,0.0
1701.8477783203125,17,1.0,305.74395751953125,R_A6,305.74395751953125,6,0,42,6,STANDARD,2018-01-01,0.0
1703.378662109375,17,1.0,305.5899658203125,R_A6,305.5899658203125,7,0,42,7,STANDARD,2018-01-01,0.0
1704.909423828125,17,1.0,305.73504638671875,R_A6,305.73504638671875,8,0,42,8,STANDARD,2018-01-01,0.0
1706.4403076171875,17,1.0,306.1791687011719,R_A6,306.1791687011719,9,0,42,9,STANDARD,2018-01-01,0.0
1707.97119140625,17,1.0,306.0184631347656,R_A6,306.0184631347656,10,0,42,10,STANDARD,2018-01-01,0.0
1709.872802734375,17,1.0,306.1988220214844,R_A6,306.1988220214844,11,0,42,11,STANDARD,2018-01-01,0.0
1712.1453857421875,17,1.0,306.4141845703125,R_A6,306.4141845703125,12,0,42,12,STANDARD,2018-01-01,0.0
1714.4178466796875,17,1.0,306.64154052734375,R_A6,306.64154052734375,13,0,42,13,STANDARD,2018-01-01,0.0
1716.6904296875,17,1.0,306.8569030761719,R_A6,306.8569030761719,14,0,42,14,STANDARD,2018-01-01,0.0
1718.962890625,17,1.0,307.0722961425781,R_A6,307.0722961425781,15,0,42,15,STANDARD,2018-01-01,0.0
1721.2354736328125,17,1.0,307.43267822265625,R_A6,307.43267822265625,16,0,42,16,STANDARD,2018-01-01,0.0
1723.5079345703125,17,1.0,307.6480712890625,R_A6,307.6480712890625,17,0,42,17,STANDARD,2018-01-01,0.0
1725.07763671875,17,1.0,307.7968444824219,R_A6,307.7968444824219,18,0,42,18,STANDARD,2018-01-01,0.0
1726.363037109375,17,1.0,307.7615661621094,R_A6,307.7615661621094,24,0,42,19,STANDARD,2018-01-01,0.0
1728.067138671875,17,1.0,308.2288513183594,R_A6,308.2288513183594,25,0,42,20,STANDARD,2018-01-01,0.0
1729.771240234375,17,1.0,308.390380859375,R_A6,308.390380859375,26,0,42,21,STANDARD,2018-01-01,0.0
1731.475341796875,17,1.0,308.5518798828125,R_A6,308.5518798828125,27,0,42,22,STANDARD,2018-01-01,0.0
1733.179443359375,17,1.0,308.4076232910156,R_A6,308.4076232910156,28,0,42,23,STANDARD,2018-01-01,0.0
1640.231689453125,22,0.05399468168616295,298.4049072265625,R_A2,298.4049072265625,1,0,30,1,STANDARD,2018-03-01,0.0
1641.97705078125,22,0.054681796580553055,298.5218811035156,R_A2,298.5218811035156,2,0,30,2,STANDARD,2018-03-01,0.0
1643.7225341796875,22,0.0581798329949379,298.6388854980469,R_A2,298.6388854980469,3,0,30,3,STANDARD,2018-03-01,0.0
1645.468017578125,22,0.06254643946886063,298.7558898925781,R_A2,298.7558898925781,4,0,30,4,STANDARD,2018-03-01,0.0
1647.2135009765625,22,0.06442628800868988,298.8728942871094,R_A2,298.8728942871094,5,0,30,5,STANDARD,2018-03-01,0.0
1648.958984375,22,0.6657398343086243,299.0477600097656,R_A2,299.0477600097656,6,0,30,6,STANDARD,2018-03-01,0.0
1650.7044677734375,22,0.8655118942260742,299.46453857421875,R_A2,299.46453857421875,7,0,30,7,STANDARD,2018-03-01,0.0
1652.449951171875,22,0.6483266353607178,299.6625061035156,R_A2,299.6625061035156,8,0,30,8,STANDARD,2018-03-01,0.0
1654.1953125,22,0.64840167760849,299.8492736816406,R_A2,299.8492736816406,9,0,30,9,STANDARD,2018-03-01,0.0
1655.9407958984375,22,0.8849086761474609,300.1072692871094,R_A2,300.1072692871094,10,0,30,10,STANDARD,2018-03-01,0.0
1657.8336181640625,22,0.06628890335559845,300.1480712890625,R_A2,300.1480712890625,11,0,30,11,STANDARD,2018-03-01,0.0
1659.8736572265625,22,0.06956347078084946,300.3089599609375,R_A2,300.3089599609375,12,0,30,12,STANDARD,2018-03-01,0.0
1661.913818359375,22,0.4188217222690582,300.470947265625,R_A2,300.470947265625,13,0,30,13,STANDARD,2018-03-01,0.0
1663.9539794921875,22,0.47394073009490967,300.6087341308594,R_A2,300.6087341308594,14,0,30,14,STANDARD,2018-03-01,0.0
1665.994140625,22,0.8997132182121277,300.7513732910156,R_A2,300.7513732910156,15,0,30,15,STANDARD,2018-03-01,0.0
1668.0341796875,22,0.9075153470039368,300.89215087890625,R_A2,300.89215087890625,16,0,30,16,STANDARD,2018-03-01,0.0
1670.0743408203125,22,0.8754052519798279,301.03082275390625,R_A2,301.03082275390625,17,0,30,17,STANDARD,2018-03-01,0.0
1674.058349609375,22,0.9371957182884216,301.4985656738281,R_A2,301.4985656738281,17,0,29,18,STANDARD,2018-03-01,0.0
1675.853759765625,22,0.9789044857025146,301.6190185546875,R_A2,301.6190185546875,18,0,29,19,STANDARD,2018-03-01,0.0
1677.4783935546875,22,0.6489472985267639,301.9010314941406,R_A2,301.9010314941406,24,0,29,20,STANDARD,2018-03-01,0.0
1679.2325439453125,22,1.0,303.23773193359375,R_A2,303.23773193359375,25,0,29,21,STANDARD,2018-03-01,1.6091007971192976e-18
1680.98681640625,22,1.0,303.2705383300781,R_A2,303.2705383300781,26,0,29,22,STANDARD,2018-03-01,1.0289711161901856e-18
1682.7410888671875,22,1.0,303.4420471191406,R_A2,303.4420471191406,27,0,29,23,STANDARD,2018-03-01,-3.2352625252447464e-17
1684.4952392578125,22,1.0,302.97235107421875,R_A2,302.97235107421875,28,0,29,24,STANDARD,2018-03-01,-1.8683071362641515e-15
1685.2705078125,31,1.0,281.7791748046875,R_A5,281.7791748046875,1,0,20,1,STANDARD,2018-04-28,-6.715432099291263e-10
1687.3348388671875,31,1.0,281.9747314453125,R_A5,281.9747314453125,2,0,20,2,STANDARD,2018-04-28,-6.253882967044433e-10
1689.399169921875,31,1.0,282.1705017089844,R_A5,282.1705017089844,3,0,20,3,STANDARD,2018-04-28,-6.936885510455681e-10
1691.46337890625,31,1.0,282.3663024902344,R_A5,282.3663024902344,4,0,20,4,STANDARD,2018-04-28,-6.542486552518767e-10
1693.5277099609375,31,1.0,282.5620422363281,R_A5,282.5620422363281,5,0,20,5,STANDARD,2018-04-28,-6.532967500305631e-10
1695.592041015625,31,1.0,282.757568359375,R_A5,282.757568359375,6,0,20,6,STANDARD,2018-04-28,-5.861749974300778e-10
1697.6563720703125,31,1.0,283.2933654785156,R_A5,283.2933654785156,7,0,20,7,STANDARD,2018-04-28,-2.7478891558019303e-12
1699.7205810546875,31,1.0,283.526123046875,R_A5,283.526123046875,8,0,20,8,STANDARD,2018-04-28,-3.967831271878275e-12
1696.7545166015625,31,1.0,282.8357849121094,R_A5,282.8357849121094,9,0,21,9,STANDARD,2018-04-28,-1.2468681469257614e-11
1701.1590576171875,31,1.0,278.1473693847656,R_A5,278.1473693847656,11,0,21,10,STANDARD,2018-04-28,-1.251497794285683e-10
1703.2005615234375,31,1.0,278.3260192871094,R_A5,278.3260192871094,12,0,21,11,STANDARD,2018-04-28,-8.144930563336317e-11
1705.2421875,31,1.0,278.5320129394531,R_A5,278.5320129394531,13,0,21,12,STANDARD,2018-04-28,-6.808409738767729e-12
1707.2838134765625,31,1.0,278.7265625,R_A5,278.7265625,14,0,21,13,STANDARD,2018-04-28,-6.062789593280771e-12
1709.3253173828125,31,1.0,278.9205017089844,R_A5,278.9205017089844,15,0,21,14,STANDARD,2018-04-28,-2.1921292905902057e-12
1711.366943359375,31,1.0,279.2623291015625,R_A5,279.2623291015625,16,0,21,15,STANDARD,2018-04-28,-3.7690347804569813e-13
1713.3792724609375,31,1.0,279.4549255371094,R_A5,279.4549255371094,17,0,21,16,STANDARD,2018-04-28,-5.686983544674062e-13
1714.6722412109375,31,1.0,279.57647705078125,R_A5,279.57647705078125,18,0,21,17,STANDARD,2018-04-28,0.0
1716.24365234375,31,1.0,281.595458984375,R_A5,281.595458984375,24,0,21,18,STANDARD,2018-04-28,-6.691902484619663e-14
1718.439697265625,31,1.0,281.85235595703125,R_A5,281.85235595703125,25,0,21,19,STANDARD,2018-04-28,-5.213512862525457e-14
1720.6356201171875,31,1.0,293.5863342285156,R_A5,293.5863342285156,26,0,21,20,STANDARD,2018-04-28,-6.01925235757095e-21
1722.8316650390625,31,1.0,302.5656433105469,R_A5,302.5656433105469,27,0,21,21,STANDARD,2018-04-28,-4.099695988046177e-22
1725.027587890625,31,1.0,306.4114074707031,R_A5,306.4114074707031,28,0,21,22,STANDARD,2018-04-28,-2.6218981392834948e-24
1608.4893798828125,28,0.6492305397987366,281.6240234375,R_A3,281.6240234375,1,0,41,1,STANDARD,2018-07-03,0.0
1610.479736328125,28,0.14948056638240814,281.7536926269531,R_A3,281.7536926269531,2,0,41,2,STANDARD,2018-07-03,0.0
1612.469970703125,28,0.11133641749620438,281.88653564453125,R_A3,281.88653564453125,3,0,41,3,STANDARD,2018-07-03,0.0
1607.1019287109375,29,0.12870898842811584,281.49041748046875,R_A3,281.49041748046875,4,0,41,4,STANDARD,2018-07-03,0.0
1609.1263427734375,29,0.6492530107498169,281.6290588378906,R_A3,281.6290588378906,5,0,41,5,STANDARD,2018-07-03,0.0
1611.1507568359375,29,0.6501567363739014,281.7894592285156,R_A3,281.7894592285156,6,0,41,6,STANDARD,2018-07-03,0.0
1613.1751708984375,29,0.19323334097862244,281.9576721191406,R_A3,281.9576721191406,7,0,41,7,STANDARD,2018-07-03,0.0
1615.1995849609375,29,0.19742664694786072,282.093017578125,R_A3,282.093017578125,8,0,41,8,STANDARD,2018-07-03,0.0
1617.2239990234375,29,0.7946224808692932,282.3539733886719,R_A3,282.3539733886719,9,0,41,9,STANDARD,2018-07-03,0.0
1619.2484130859375,29,0.7880567312240601,286.3401794433594,R_A3,286.3401794433594,10,0,41,10,STANDARD,2018-07-03,0.0
1621.3902587890625,29,0.04851897805929184,292.3870849609375,R_A3,292.3870849609375,11,0,41,11,STANDARD,2018-07-03,0.0
1623.649658203125,29,0.05333053693175316,292.53826904296875,R_A3,292.53826904296875,12,0,41,12,STANDARD,2018-07-03,0.0
1625.908935546875,29,0.3737999200820923,292.6900939941406,R_A3,292.6900939941406,13,0,41,13,STANDARD,2018-07-03,0.0
1628.168212890625,29,0.243416428565979,292.88427734375,R_A3,292.88427734375,14,0,41,14,STANDARD,2018-07-03,0.0
1630.427490234375,29,0.4989857077598572,293.29034423828125,R_A3,293.29034423828125,15,0,41,15,STANDARD,2018-07-03,0.0
1632.2418212890625,29,0.7935951352119446,293.4190673828125,R_A3,293.4190673828125,16,0,41,16,STANDARD,2018-07-03,0.0
1634.66748046875,29,0.3637195825576782,286.670654296875,R_A3,286.670654296875,24,0,41,17,STANDARD,2018-07-03,0.0
1638.1495361328125,29,0.04449668526649475,286.8758850097656,R_A3,286.8758850097656,25,0,41,18,STANDARD,2018-07-03,0.0
1641.631591796875,29,0.04742395877838135,287.1085510253906,R_A3,287.1085510253906,26,0,41,19,STANDARD,2018-07-03,0.0
1645.113525390625,29,0.7859715819358826,292.5930480957031,R_A3,292.5930480957031,27,0,41,20,STANDARD,2018-07-03,0.0
1648.5955810546875,29,0.06014953553676605,287.4490661621094,R_A3,287.4490661621094,28,0,41,21,STANDARD,2018-07-03,0.0
1631.9266357421875,30,0.04987052455544472,281.27099609375,R_A4,281.27099609375,1,0,52,1,STANDARD,2018-09-12,0.0
1626.4476318359375,31,0.04635953903198242,280.9365234375,R_A4,280.9365234375,1,0,52,2,STANDARD,2018-09-12,0.0
1628.5301513671875,31,0.04918007552623749,281.075439453125,R_A4,281.075439453125,2,0,52,3,STANDARD,2018-09-12,0.0
1630.61279296875,31,0.051958173513412476,281.2143859863281,R_A4,281.2143859863281,3,0,52,4,STANDARD,2018-09-12,0.0
1632.6953125,31,0.05284848064184189,281.35333251953125,R_A4,281.35333251953125,4,0,52,5,STANDARD,2018-09-12,0.0
1634.7779541015625,31,0.2882741689682007,281.49853515625,R_A4,281.49853515625,5,0,52,6,STANDARD,2018-09-12,0.0
1633.177734375,32,0.2119845300912857,281.4065856933594,R_A4,281.4065856933594,5,0,52,7,STANDARD,2018-09-12,0.0
1636.265869140625,32,0.20822863280773163,281.5877685546875,R_A4,281.5877685546875,5,0,51,8,STANDARD,2018-09-12,0.0
1634.4139404296875,32,0.05407975614070892,281.4642333984375,R_A4,281.4642333984375,4,0,51,9,STANDARD,2018-09-12,0.0
1635.378173828125,33,0.054314274340867996,281.5460205078125,R_A4,281.5460205078125,4,0,51,10,STANDARD,2018-09-12,0.0
1637.25244140625,33,0.0979553833603859,281.6710510253906,R_A4,281.6710510253906,5,0,51,11,STANDARD,2018-09-12,0.0
1641.85546875,33,0.060241423547267914,281.9639892578125,R_A4,281.9639892578125,5,0,50,12,STANDARD,2018-09-12,0.0
1640.6973876953125,34,0.05868367850780487,281.8966064453125,R_A4,281.8966064453125,5,0,50,13,STANDARD,2018-09-12,0.0
1638.819091796875,34,0.07632479816675186,281.7712707519531,R_A4,281.7712707519531,4,0,50,14,STANDARD,2018-09-12,0.0
1639.224609375,35,0.0962274894118309,281.7882080078125,R_A4,281.7882080078125,4,0,50,15,STANDARD,2018-09-12,0.0
1637.4404296875,35,0.184055894613266,281.6692199707031,R_A4,281.6692199707031,3,0,50,16,STANDARD,2018-09-12,0.0
1642.5341796875,35,0.23082385957241058,281.9896240234375,R_A4,281.9896240234375,3,0,49,17,STANDARD,2018-09-12,0.0
1643.5076904296875,36,0.3038082718849182,278.1249084472656,R_A4,278.1249084472656,27,0,49,18,STANDARD,2018-09-12,0.0
1643.822021484375,36,0.23734477162361145,277.41375732421875,R_A4,277.41375732421875,27,0,48,19,STANDARD,2018-09-12,0.0
1650.274658203125,37,0.6573659777641296,278.4057312011719,R_A4,278.4057312011719,27,0,48,20,STANDARD,2018-09-12,0.0
1644.63916015625,37,0.8589764833450317,281.91705322265625,R_A4,281.91705322265625,26,0,48,21,STANDARD,2018-09-12,0.0
1648.6468505859375,38,0.6510711908340454,279.00347900390625,R_A4,279.00347900390625,26,0,48,22,STANDARD,2018-09-12,0.0
1654.38671875,38,0.6506075263023376,279.3744812011719,R_A4,279.3744812011719,27,0,48,23,STANDARD,2018-09-12,0.0
1661.41015625,38,0.8216431736946106,281.1488037109375,R_A4,281.1488037109375,27,0,47,24,STANDARD,2018-09-12,0.0
1694.1937255859375,17,1.0,278.39404296875,R_A6,278.39404296875,1,0,42,1,STANDARD,2018-11-07,3.2413679487870717e-13
1695.7244873046875,17,1.0,278.5468444824219,R_A6,278.5468444824219,2,0,42,2,STANDARD,2018-11-07,1.2956974902722518e-13
1697.25537109375,17,1.0,278.70184326171875,R_A6,278.70184326171875,3,0,42,3,STANDARD,2018-11-07,9.023014404868288e-14
1698.7861328125,17,1.0,278.8582458496094,R_A6,278.8582458496094,4,0,42,4,STANDARD,2018-11-07,6.939805988984832e-14
1700.3170166015625,17,1.0,279.01287841796875,R_A6,279.01287841796875,5,0,42,5,STANDARD,2018-11-07,8.987012116478191e-14
1701.8477783203125,17,1.0,279.1619567871094,R_A6,279.1619567871094,6,0,42,6,STANDARD,2018-11-07,4.990814619215689e-12
1703.378662109375,17,1.0,279.0080261230469,R_A6,279.0080261230469,7,0,42,7,STANDARD,2018-11-07,8.92823662224096e-12
1704.909423828125,17,1.0,279.153076171875,R_A6,279.153076171875,8,0,42,8,STANDARD,2018-11-07,7.446257152543545e-12
1706.4403076171875,17,1.0,279.6134948730469,R_A6,279.6134948730469,9,0,42,9,STANDARD,2018-11-07,5.132899313919914e-13
