WELL,CONIDX,DATE,DRAWDOWN,CONBPRES,WELLMODEL,CONJPOS,DEPTH,CONKPOS,SWAT,SGAS,PRESSURE,CONIPOS
R_A6,13,2018-11-07,0,286.54632568359375,STANDARD,42,1716.951416015625,13,1.0,-1.0948662114123177e-15,286.54632568359375,17
R_A6,14,2018-11-07,0,286.7693786621094,STANDARD,42,1719.3023681640625,14,1.0,-7.296520743358651e-16,286.7693786621094,17
R_A6,15,2018-11-07,0,286.99310302734375,STANDARD,42,1721.6533203125,15,1.0,-4.812221813456255e-16,286.99310302734375,17
R_A6,16,2018-11-07,0,287.3618469238281,STANDARD,42,1724.00439453125,16,1.0,-1.741321597938122e-16,287.3618469238281,17
R_A6,17,2018-11-07,0,287.5852966308594,STANDARD,42,1726.3553466796875,17,1.0,-2.8087382243870064e-16,287.5852966308594,17
R_A6,18,2018-11-07,0,287.7281799316406,STANDARD,42,1727.86181640625,18,1.0,-3.475233245774545e-16,287.7281799316406,17
R_A6,19,2018-11-07,0,287.69549560546875,STANDARD,42,1729.060791015625,29,1.0,-8.932948375147201e-15,287.69549560546875,17
R_A6,20,2018-11-07,0,288.17938232421875,STANDARD,42,1730.7967529296875,30,1.0,-4.854745620265499e-15,288.17938232421875,17
R_A6,21,2018-11-07,0,288.9271240234375,STANDARD,42,1732.53271484375,31,1.0,-2.6758615885081344e-20,288.9271240234375,17
R_A6,22,2018-11-07,0,289.181884765625,STANDARD,42,1734.268798828125,32,1.0,-2.868818672389104e-21,289.181884765625,17
R_A6,23,2018-11-07,0,288.3088684082031,STANDARD,42,1736.0047607421875,33,1.0,-2.451158236445479e-16,288.3088684082031,17
