SWAT,DEPTH,WELL,CONKPOS,DRAWDOWN,CONIDX,PRESSURE,WELLMODEL,CONIPOS,CONBPRES,DATE,CONJPOS,SGAS
1.0,1717.9068603515625,R_A6,14,0,14,275.8948974609375,STANDARD,17,275.8948974609375,2018-11-07,42,-1.4005602961972763e-15
1.0,1720.190673828125,R_A6,15,0,15,276.1244201660156,STANDARD,17,276.1244201660156,2018-11-07,42,-9.826189934289539e-16
1.0,1722.474365234375,R_A6,16,0,16,276.5342712402344,STANDARD,17,276.5342712402344,2018-11-07,42,-1.641532778770991e-16
1.0,1724.7581787109375,R_A6,17,0,17,276.7995300292969,STANDARD,17,276.7995300292969,2018-11-07,42,-1.9378112717840503e-16
1.0,1726.394287109375,R_A6,18,0,18,276.9721984863281,STANDARD,17,276.9721984863281,2018-11-07,42,-1.6115589297456214e-16
1.0,1727.7508544921875,R_A6,27,0,19,277.00341796875,STANDARD,17,277.00341796875,2018-11-07,42,-7.875120267540354e-15
1.0,1729.4755859375,R_A6,28,0,20,277.6314697265625,STANDARD,17,277.6314697265625,2018-11-07,42,-9.567451015056504e-16
1.0,1731.2001953125,R_A6,29,0,21,277.8731384277344,STANDARD,17,277.8731384277344,2018-11-07,42,6.037885899671516e-16
1.0,1732.9249267578125,R_A6,30,0,22,278.29559326171875,STANDARD,17,278.29559326171875,2018-11-07,42,-2.1591819192979605e-21
1.0,1734.649658203125,R_A6,31,0,23,277.5622863769531,STANDARD,17,277.5622863769531,2018-11-07,42,-5.058950864288408e-16
