CONIPOS,DEPTH,CONKPOS,SWAT,SGAS,WELLMODEL,CONIDX,DATE,WELL,CONBPRES,DRAWDOWN,PRESSURE,CONJPOS
17,1702.63037109375,7,1.0,-3.0057321215304356e-11,STANDARD,7,2018-11-07,R_A6,277.48138427734375,0,277.48138427734375,42
17,1704.1553955078125,8,1.0,-2.6769942165771887e-11,STANDARD,8,2018-11-07,R_A6,277.6261291503906,0,277.6261291503906,42
17,1705.680419921875,9,1.0,-1.6539453183764263e-12,STANDARD,9,2018-11-07,R_A6,278.07086181640625,0,278.07086181640625,42
17,1707.2054443359375,10,1.0,-2.6583404921787235e-10,STANDARD,10,2018-11-07,R_A6,277.97821044921875,0,277.97821044921875,42
17,1709.047607421875,11,1.0,5.382864154412914e-10,STANDARD,11,2018-11-07,R_A6,280.2867736816406,0,280.2867736816406,42
17,1711.2069091796875,12,1.0,2.1962902330141532e-10,STANDARD,12,2018-11-07,R_A6,280.4912414550781,0,280.4912414550781,42
17,1713.3662109375,13,1.0,-1.4257152858472566e-13,STANDARD,13,2018-11-07,R_A6,280.7077331542969,0,280.7077331542969,42
17,1715.5255126953125,14,1.0,-1.545458379326181e-11,STANDARD,14,2018-11-07,R_A6,280.912353515625,0,280.912353515625,42
17,1717.684814453125,15,1.0,-1.4293001678045147e-11,STANDARD,15,2018-11-07,R_A6,281.1169128417969,0,281.1169128417969,42
17,1719.8441162109375,16,1.0,-2.0935401849608848e-12,STANDARD,16,2018-11-07,R_A6,281.4670715332031,0,281.4670715332031,42
17,1722.00341796875,17,1.0,-7.962433663799562e-12,STANDARD,17,2018-11-07,R_A6,281.67242431640625,0,281.67242431640625,42
17,1723.888427734375,18,1.0,-4.072913013797308e-12,STANDARD,18,2018-11-07,R_A6,281.85125732421875,0,281.85125732421875,42
17,1725.545166015625,25,1.0,-6.052567301517708e-13,STANDARD,19,2018-11-07,R_A6,281.8558044433594,0,281.8558044433594,42
17,1727.247802734375,26,1.0,-3.0308431274699704e-15,STANDARD,20,2018-11-07,R_A6,282.7515869140625,0,282.7515869140625,42
17,1728.950439453125,27,1.0,-9.31618265344865e-19,STANDARD,21,2018-11-07,R_A6,283.8133239746094,0,283.8133239746094,42
17,1730.653076171875,28,1.0,-2.0698428023049893e-19,STANDARD,22,2018-11-07,R_A6,283.6827087402344,0,283.6827087402344,42
17,1732.355712890625,29,1.0,-1.4301125388083147e-13,STANDARD,23,2018-11-07,R_A6,282.5530700683594,0,282.5530700683594,42
