CONJPOS,DRAWDOWN,WELLMODEL,DEPTH,SGAS,CONIPOS,SWAT,CONIDX,PRESSURE,CONBPRES,DATE,WELL,CONKPOS
42,0,STANDARD,1708.8057861328125,2.0281871668248463e-11,17,1.0,10,278.3340759277344,278.3340759277344,2018-11-07,R_A6,10
42,0,STANDARD,1710.7191162109375,3.6902025879470557e-09,17,1.0000001192092896,11,281.09832763671875,281.09832763671875,2018-11-07,R_A6,11
42,0,STANDARD,1713.005126953125,1.7473998914496747e-09,17,1.0,12,281.3291320800781,281.3291320800781,2018-11-07,R_A6,12
42,0,STANDARD,1715.2911376953125,1.407834543387665e-10,17,1.0,13,281.5632629394531,281.5632629394531,2018-11-07,R_A6,13
42,0,STANDARD,1717.5771484375,1.0332004002355788e-10,17,1.0,14,281.77972412109375,281.77972412109375,2018-11-07,R_A6,14
42,0,STANDARD,1719.8631591796875,7.186479189513761e-11,17,1.0,15,281.9967346191406,281.9967346191406,2018-11-07,R_A6,15
42,0,STANDARD,1722.149169921875,1.9007795337699918e-11,17,1.0,16,282.35919189453125,282.35919189453125,2018-11-07,R_A6,16
42,0,STANDARD,1724.4351806640625,3.125603248443909e-11,17,1.0,17,282.5765075683594,282.5765075683594,2018-11-07,R_A6,17
42,0,STANDARD,1726.0191650390625,3.78556110069983e-11,17,1.0,18,282.726806640625,282.726806640625,2018-11-07,R_A6,18
42,0,STANDARD,1727.3177490234375,-8.070992333665539e-13,17,1.0,19,283.107666015625,283.107666015625,2018-11-07,R_A6,25
42,0,STANDARD,1729.0330810546875,-4.481861049280243e-14,17,1.0,20,283.6094970703125,283.6094970703125,2018-11-07,R_A6,26
42,0,STANDARD,1730.748291015625,-1.047929165251712e-18,17,1.0,21,284.0077209472656,284.0077209472656,2018-11-07,R_A6,27
42,0,STANDARD,1732.463623046875,-6.963729071220944e-19,17,1.0,22,283.8255920410156,283.8255920410156,2018-11-07,R_A6,28
42,0,STANDARD,1734.178955078125,-3.3858525927627295e-14,17,1.0,23,283.656005859375,283.656005859375,2018-11-07,R_A6,29
