DRAWDOWN,CONIPOS,DATE,PRESSURE,CONKPOS,SGAS,DEPTH,SWAT,WELLMODEL,WELL,CONIDX,CONBPRES,CONJPOS
0,17,2018-11-07,283.0400085449219,12,3.674312590296047e-11,1712.236328125,1.0,STANDARD,R_A6,12,283.0400085449219,42
0,17,2018-11-07,283.2828674316406,13,7.604626997559372e-12,1714.50146484375,1.0,STANDARD,R_A6,13,283.2828674316406,42
0,17,2018-11-07,283.4974365234375,14,9.970015264759713e-12,1716.7664794921875,1.0,STANDARD,R_A6,14,283.4974365234375,42
0,17,2018-11-07,283.7122802734375,15,7.686971718878777e-12,1719.0316162109375,1.0,STANDARD,R_A6,15,283.7122802734375,42
0,17,2018-11-07,284.0724792480469,16,1.5212859184182692e-12,1721.2967529296875,1.0,STANDARD,R_A6,16,284.0724792480469,42
0,17,2018-11-07,284.28741455078125,17,3.0298894903441065e-12,1723.561767578125,1.0,STANDARD,R_A6,17,284.28741455078125,42
0,17,2018-11-07,284.44000244140625,18,3.046537197862187e-12,1725.1729736328125,1.0,STANDARD,R_A6,18,284.44000244140625,42
0,17,2018-11-07,283.6070251464844,25,5.249623435607531e-13,1726.506591796875,1.0,STANDARD,R_A6,19,283.6070251464844,42
0,17,2018-11-07,283.77423095703125,26,3.1672901064025427e-13,1728.2166748046875,1.0,STANDARD,R_A6,20,283.77423095703125,42
0,17,2018-11-07,284.2396545410156,27,2.7247908536274417e-15,1729.9267578125,1.0,STANDARD,R_A6,21,284.2396545410156,42
0,17,2018-11-07,284.8185729980469,28,4.1222522562125406e-19,1731.6368408203125,1.0,STANDARD,R_A6,22,284.8185729980469,42
0,17,2018-11-07,284.21026611328125,29,2.561419797442242e-15,1733.346923828125,1.0,STANDARD,R_A6,23,284.21026611328125,42
