CONJPOS,SWAT,DEPTH,CONKPOS,CONIPOS,SGAS,CONBPRES,DATE,WELL,DRAWDOWN,CONIDX,PRESSURE,WELLMODEL
41,0.4975426495075226,1629.026611328125,15,29,0.0,299.8641662597656,2018-01-01,R_A3,0,16,299.8641662597656,STANDARD
41,0.8084018230438232,1630.9468994140625,16,29,0.0,299.992919921875,2018-01-01,R_A3,0,17,299.992919921875,STANDARD
41,1.0,1633.5262451171875,27,29,0.0,300.16583251953125,2018-01-01,R_A3,0,18,300.16583251953125,STANDARD
41,0.04364456981420517,1637.1630859375,28,29,0.0,300.40966796875,2018-01-01,R_A3,0,19,300.40966796875,STANDARD
41,0.05188838392496109,1640.8001708984375,29,29,0.0,300.6535339355469,2018-01-01,R_A3,0,20,300.6535339355469,STANDARD
41,1.0,1644.4371337890625,30,29,0.0,300.89739990234375,2018-01-01,R_A3,0,21,300.89739990234375,STANDARD
41,0.0641801506280899,1648.0740966796875,31,29,0.0,301.14129638671875,2018-01-01,R_A3,0,22,301.14129638671875,STANDARD
52,0.05036125332117081,1631.1873779296875,1,30,0.0,300.009033203125,2018-01-01,R_A4,0,1,300.009033203125,STANDARD
52,0.08347222208976746,1627.4293212890625,1,31,0.0,299.7571105957031,2018-01-01,R_A4,0,2,299.7571105957031,STANDARD
52,0.05255189538002014,1629.4896240234375,2,31,0.0,299.89520263671875,2018-01-01,R_A4,0,3,299.89520263671875,STANDARD
52,0.05367308482527733,1631.5498046875,3,31,0.0,300.0333251953125,2018-01-01,R_A4,0,4,300.0333251953125,STANDARD
52,0.05652542784810066,1633.610107421875,4,31,0.0,300.17144775390625,2018-01-01,R_A4,0,5,300.17144775390625,STANDARD
52,0.05670516937971115,1632.3968505859375,4,32,0.0,300.0901184082031,2018-01-01,R_A4,0,6,300.0901184082031,STANDARD
51,0.06039223074913025,1635.880615234375,4,32,0.0,300.3236999511719,2018-01-01,R_A4,0,7,300.3236999511719,STANDARD
51,0.062218718230724335,1637.321044921875,4,33,0.0,300.4202575683594,2018-01-01,R_A4,0,8,300.4202575683594,STANDARD
51,0.05870724841952324,1635.474609375,3,33,0.0,300.29644775390625,2018-01-01,R_A4,0,9,300.29644775390625,STANDARD
50,0.06312906742095947,1642.1485595703125,4,33,0.0,300.74395751953125,2018-01-01,R_A4,0,10,300.74395751953125,STANDARD
50,0.06255592405796051,1641.132080078125,4,34,0.0,300.67578125,2018-01-01,R_A4,0,11,300.67578125,STANDARD
50,0.1182539239525795,1639.20703125,3,34,0.0,300.5467224121094,2018-01-01,R_A4,0,12,300.5467224121094,STANDARD
50,0.10039374977350235,1640.9061279296875,3,35,0.0,300.66064453125,2018-01-01,R_A4,0,13,300.66064453125,STANDARD
50,0.18232817947864532,1639.0426025390625,2,35,0.0,300.53570556640625,2018-01-01,R_A4,0,14,300.53570556640625,STANDARD
49,0.23937761783599854,1641.93212890625,2,35,0.0,300.72943115234375,2018-01-01,R_A4,0,15,300.72943115234375,STANDARD
49,0.05827876925468445,1642.357421875,30,36,0.0,300.7579650878906,2018-01-01,R_A4,0,16,300.7579650878906,STANDARD
48,0.6481541991233826,1639.6068115234375,30,36,0.0,300.5735168457031,2018-01-01,R_A4,0,17,300.5735168457031,STANDARD
48,0.05980163440108299,1646.7513427734375,30,37,0.0,301.0526123046875,2018-01-01,R_A4,0,18,301.0526123046875,STANDARD
48,0.10777666419744492,1653.461669921875,30,38,0.0,301.5025939941406,2018-01-01,R_A4,0,19,301.5025939941406,STANDARD
47,0.07282351702451706,1657.8184814453125,30,38,0.0,301.7947998046875,2018-01-01,R_A4,0,20,301.7947998046875,STANDARD
20,1.0,1685.026611328125,1,31,0.0,303.8440856933594,2018-01-01,R_A5,0,1,303.8440856933594,STANDARD
20,1.0,1687.3070068359375,2,31,0.0,304.0601806640625,2018-01-01,R_A5,0,2,304.0601806640625,STANDARD
20,1.0,1689.5875244140625,3,31,0.0,304.27630615234375,2018-01-01,R_A5,0,3,304.27630615234375,STANDARD
20,1.0,1691.8680419921875,4,31,0.0,304.4924011230469,2018-01-01,R_A5,0,4,304.4924011230469,STANDARD
20,1.0,1694.1485595703125,5,31,0.0,304.7085266113281,2018-01-01,R_A5,0,5,304.7085266113281,STANDARD
20,1.0,1696.4290771484375,6,31,0.0,304.9246520996094,2018-01-01,R_A5,0,6,304.9246520996094,STANDARD
20,1.0,1698.70947265625,7,31,0.0,305.446533203125,2018-01-01,R_A5,0,7,305.446533203125,STANDARD
20,1.0,1707.6488037109375,11,31,0.0,305.988037109375,2018-01-01,R_A5,0,8,305.988037109375,STANDARD
20,1.0,1709.5638427734375,12,31,0.0,306.1695251464844,2018-01-01,R_A5,0,9,306.1695251464844,STANDARD
21,1.0,1701.7845458984375,12,31,0.0,305.4322814941406,2018-01-01,R_A5,0,10,305.4322814941406,STANDARD
21,1.0,1703.735107421875,13,31,0.0,305.6291198730469,2018-01-01,R_A5,0,11,305.6291198730469,STANDARD
21,1.0,1705.6856689453125,14,31,0.0,305.81396484375,2018-01-01,R_A5,0,12,305.81396484375,STANDARD
21,1.0,1707.63623046875,15,31,0.0,305.9988098144531,2018-01-01,R_A5,0,13,305.9988098144531,STANDARD
21,1.0,1709.5867919921875,16,31,0.0,306.3287048339844,2018-01-01,R_A5,0,14,306.3287048339844,STANDARD
21,1.0,1711.537353515625,17,31,0.0,306.5135498046875,2018-01-01,R_A5,0,15,306.5135498046875,STANDARD
21,1.0,1713.35400390625,18,31,0.0,306.6856994628906,2018-01-01,R_A5,0,16,306.6856994628906,STANDARD
21,1.0,1714.3951416015625,19,31,0.0,306.7843933105469,2018-01-01,R_A5,0,17,306.7843933105469,STANDARD
21,1.0,1715.7628173828125,27,31,0.0,306.75689697265625,2018-01-01,R_A5,0,18,306.75689697265625,STANDARD
21,1.0,1718.098388671875,28,31,0.0,306.978271484375,2018-01-01,R_A5,0,19,306.978271484375,STANDARD
21,1.0,1720.43408203125,29,31,0.0,307.5054016113281,2018-01-01,R_A5,0,20,307.5054016113281,STANDARD
21,1.0,1722.7696533203125,30,31,0.0,307.7267761230469,2018-01-01,R_A5,0,21,307.7267761230469,STANDARD
21,1.0,1725.105224609375,31,31,0.0,307.9481506347656,2018-01-01,R_A5,0,22,307.9481506347656,STANDARD
42,1.0,1695.20263671875,1,17,0.0,305.11419677734375,2018-01-01,R_A6,0,1,305.11419677734375,STANDARD
42,1.0,1696.7510986328125,2,17,0.0,305.2609558105469,2018-01-01,R_A6,0,2,305.2609558105469,STANDARD
42,1.0,1698.299560546875,3,17,0.0,305.4076843261719,2018-01-01,R_A6,0,3,305.4076843261719,STANDARD
42,1.0,1699.84814453125,4,17,0.0,305.554443359375,2018-01-01,R_A6,0,4,305.554443359375,STANDARD
42,1.0,1701.3966064453125,5,17,0.0,305.7012023925781,2018-01-01,R_A6,0,5,305.7012023925781,STANDARD
42,1.0,1702.9451904296875,6,17,0.0,305.84796142578125,2018-01-01,R_A6,0,6,305.84796142578125,STANDARD
42,1.0,1704.49365234375,7,17,0.0,305.6956481933594,2018-01-01,R_A6,0,7,305.6956481933594,STANDARD
42,1.0,1706.042236328125,8,17,0.0,306.1414489746094,2018-01-01,R_A6,0,8,306.1414489746094,STANDARD
42,1.0,1707.5906982421875,9,17,0.0,306.2882080078125,2018-01-01,R_A6,0,9,306.2882080078125,STANDARD
42,1.0,1709.1392822265625,10,17,0.0,306.1291809082031,2018-01-01,R_A6,0,10,306.1291809082031,STANDARD
42,1.0,1711.055419921875,11,17,0.0,306.3109130859375,2018-01-01,R_A6,0,11,306.3109130859375,STANDARD
42,1.0,1713.3392333984375,12,17,0.0,306.52734375,2018-01-01,R_A6,0,12,306.52734375,STANDARD
42,1.0,1715.623046875,13,17,0.0,306.7557678222656,2018-01-01,R_A6,0,13,306.7557678222656,STANDARD
42,1.0,1717.9068603515625,14,17,0.0,306.9721984863281,2018-01-01,R_A6,0,14,306.9721984863281,STANDARD
42,1.0,1720.190673828125,15,17,0.0,307.18865966796875,2018-01-01,R_A6,0,15,307.18865966796875,STANDARD
42,1.0,1722.474365234375,16,17,0.0,307.55010986328125,2018-01-01,R_A6,0,16,307.55010986328125,STANDARD
42,1.0,1724.7581787109375,17,17,0.0,307.7665710449219,2018-01-01,R_A6,0,17,307.7665710449219,STANDARD
42,1.0,1726.394287109375,18,17,0.0,307.921630859375,2018-01-01,R_A6,0,18,307.921630859375,STANDARD
42,1.0,1727.7508544921875,27,17,0.0,307.8930969238281,2018-01-01,R_A6,0,19,307.8930969238281,STANDARD
42,1.0,1729.4755859375,28,17,0.0,308.3623352050781,2018-01-01,R_A6,0,20,308.3623352050781,STANDARD
42,1.0,1731.2001953125,29,17,0.0,308.22003173828125,2018-01-01,R_A6,0,21,308.22003173828125,STANDARD
42,1.0,1732.9249267578125,30,17,0.0,308.68927001953125,2018-01-01,R_A6,0,22,308.68927001953125,STANDARD
42,1.0,1734.649658203125,31,17,0.0,308.5469665527344,2018-01-01,R_A6,0,23,308.5469665527344,STANDARD
30,0.056837476789951324,1641.094970703125,1,22,0.0,298.235107421875,2018-03-01,R_A2,0,1,298.235107421875,STANDARD
30,0.05988194793462753,1642.8890380859375,2,22,0.0,298.3553161621094,2018-03-01,R_A2,0,2,298.3553161621094,STANDARD
30,0.06266563385725021,1644.68310546875,3,22,0.0,298.4755554199219,2018-03-01,R_A2,0,3,298.4755554199219,STANDARD
30,0.06651849299669266,1646.4771728515625,4,22,0.0,298.59576416015625,2018-03-01,R_A2,0,4,298.59576416015625,STANDARD
30,0.07091508060693741,1648.2713623046875,5,22,0.0,298.7159729003906,2018-03-01,R_A2,0,5,298.7159729003906,STANDARD
30,0.2394913285970688,1650.0654296875,6,22,0.0,298.8361511230469,2018-03-01,R_A2,0,6,298.8361511230469,STANDARD
30,0.8950597643852234,1651.859619140625,7,22,0.0,298.9657287597656,2018-03-01,R_A2,0,7,298.9657287597656,STANDARD
30,0.8684173226356506,1653.6536865234375,8,22,0.0,299.09320068359375,2018-03-01,R_A2,0,8,299.09320068359375,STANDARD
30,0.8944880962371826,1655.44775390625,9,22,0.0,299.2196044921875,2018-03-01,R_A2,0,9,299.2196044921875,STANDARD
30,0.9061949849128723,1657.2418212890625,10,22,0.0,299.4895935058594,2018-03-01,R_A2,0,10,299.4895935058594,STANDARD
30,0.07780967652797699,1659.1368408203125,11,22,0.0,299.9786071777344,2018-03-01,R_A2,0,11,299.9786071777344,STANDARD
30,0.08119644224643707,1661.132568359375,12,22,0.0,300.11236572265625,2018-03-01,R_A2,0,12,300.11236572265625,STANDARD
30,0.46365886926651,1663.12841796875,13,22,0.0,300.2473449707031,2018-03-01,R_A2,0,13,300.2473449707031,STANDARD
30,0.5082063674926758,1665.1241455078125,14,22,0.0,300.38323974609375,2018-03-01,R_A2,0,14,300.38323974609375,STANDARD
30,0.6799200773239136,1667.1199951171875,15,22,0.0,300.5203857421875,2018-03-01,R_A2,0,15,300.5203857421875,STANDARD
30,0.9764853715896606,1669.11572265625,16,22,0.0,300.654541015625,2018-03-01,R_A2,0,16,300.654541015625,STANDARD
30,0.9520878195762634,1671.111572265625,17,22,0.0,300.7888488769531,2018-03-01,R_A2,0,17,300.7888488769531,STANDARD
30,0.9803774952888489,1672.9881591796875,18,22,0.0,300.91485595703125,2018-03-01,R_A2,0,18,300.91485595703125,STANDARD
29,0.9921000003814697,1674.229736328125,18,22,0.0,300.8750305175781,2018-03-01,R_A2,0,19,300.8750305175781,STANDARD
29,0.4430813193321228,1676.1676025390625,27,22,0.0,301.9749755859375,2018-03-01,R_A2,0,20,301.9749755859375,STANDARD
29,1.0,1677.9368896484375,28,22,-3.1237506071396526e-12,302.8614807128906,2018-03-01,R_A2,0,21,302.8614807128906,STANDARD
29,1.0,1679.7061767578125,29,22,-1.7505524211192808e-13,303.4034118652344,2018-03-01,R_A2,0,22,303.4034118652344,STANDARD
29,1.0,1681.4754638671875,30,22,-1.4316862582616774e-14,303.7163391113281,2018-03-01,R_A2,0,23,303.7163391113281,STANDARD
29,1.0,1683.2447509765625,31,22,-2.4062905835920637e-15,303.9320373535156,2018-03-01,R_A2,0,24,303.9320373535156,STANDARD
20,1.0,1685.026611328125,1,31,-2.3079596298881434e-14,267.2172546386719,2018-04-28,R_A5,0,1,267.2172546386719,STANDARD
20,1.0,1687.3070068359375,2,31,-1.9400346062156508e-14,267.4331970214844,2018-04-28,R_A5,0,2,267.4331970214844,STANDARD
20,1.0,1689.5875244140625,3,31,-1.9193190602378313e-14,267.6488342285156,2018-04-28,R_A5,0,3,267.6488342285156,STANDARD
20,1.0,1691.8680419921875,4,31,-2.0831835131148065e-14,267.8642883300781,2018-04-28,R_A5,0,4,267.8642883300781,STANDARD
20,1.0,1694.1485595703125,5,31,-2.0167830757202368e-14,268.0799560546875,2018-04-28,R_A5,0,5,268.0799560546875,STANDARD
20,1.0,1696.4290771484375,6,31,-2.043934208624705e-14,268.29571533203125,2018-04-28,R_A5,0,6,268.29571533203125,STANDARD
20,1.0,1698.70947265625,7,31,-5.706081918408325e-15,268.8377380371094,2018-04-28,R_A5,0,7,268.8377380371094,STANDARD
20,1.0,1707.6488037109375,11,31,-6.618282853178281e-13,270.3641662597656,2018-04-28,R_A5,0,8,270.3641662597656,STANDARD
20,1.0,1709.5638427734375,12,31,-1.240655256480594e-12,270.88385009765625,2018-04-28,R_A5,0,9,270.88385009765625,STANDARD
21,1.0,1701.7845458984375,12,31,-1.0844887488037358e-11,269.2560729980469,2018-04-28,R_A5,0,10,269.2560729980469,STANDARD
21,1.0,1703.735107421875,13,31,-6.619286824390003e-13,269.4532775878906,2018-04-28,R_A5,0,11,269.4532775878906,STANDARD
21,1.0,1705.6856689453125,14,31,-9.255315697870303e-13,269.6387023925781,2018-04-28,R_A5,0,12,269.6387023925781,STANDARD
21,1.0,1707.63623046875,15,31,-1.8193945156876057e-13,269.82537841796875,2018-04-28,R_A5,0,13,269.82537841796875,STANDARD
21,1.0,1709.5867919921875,16,31,-2.2918968697709097e-13,270.1613464355469,2018-04-28,R_A5,0,14,270.1613464355469,STANDARD
21,1.0,1711.537353515625,17,31,-6.294242877553577e-14,270.3520202636719,2018-04-28,R_A5,0,15,270.3520202636719,STANDARD
21,1.0,1713.35400390625,18,31,-1.1619677930344713e-13,270.5274963378906,2018-04-28,R_A5,0,16,270.5274963378906,STANDARD
21,1.0,1714.3951416015625,19,31,0.0,270.62628173828125,2018-04-28,R_A5,0,17,270.62628173828125,STANDARD
21,1.0,1715.7628173828125,27,31,-4.3084056287889805e-12,281.59423828125,2018-04-28,R_A5,0,18,281.59423828125,STANDARD
21,1.0,1718.098388671875,28,31,-5.2698301451770124e-12,281.8430480957031,2018-04-28,R_A5,0,19,281.8430480957031,STANDARD
21,1.0,1720.43408203125,29,31,-2.72241517523808e-12,283.0249938964844,2018-04-28,R_A5,0,20,283.0249938964844,STANDARD
21,1.0,1722.7696533203125,30,31,-1.3591191387357124e-19,293.8630065917969,2018-04-28,R_A5,0,21,293.8630065917969,STANDARD
21,1.0,1725.105224609375,31,31,7.363300895624929e-22,302.9291076660156,2018-04-28,R_A5,0,22,302.9291076660156,STANDARD
41,0.6494180560112,1609.243408203125,1,28,0.0,279.7531433105469,2018-07-03,R_A3,0,1,279.7531433105469,STANDARD
41,0.19599518179893494,1611.3077392578125,2,28,0.0,279.8973388671875,2018-07-03,R_A3,0,2,279.8973388671875,STANDARD
41,0.1954023540019989,1613.3720703125,3,28,0.0,280.0351257324219,2018-07-03,R_A3,0,3,280.0351257324219,STANDARD
41,0.3722505569458008,1615.4365234375,4,28,0.0,280.17608642578125,2018-07-03,R_A3,0,4,280.17608642578125,STANDARD
41,0.8311998248100281,1617.5008544921875,5,28,0.0,280.3205261230469,2018-07-03,R_A3,0,5,280.3205261230469,STANDARD
41,0.6495699286460876,1619.565185546875,6,28,0.0,280.3640441894531,2018-07-03,R_A3,0,6,280.3640441894531,STANDARD
41,0.6499404907226562,1609.3663330078125,6,29,0.0,279.5960388183594,2018-07-03,R_A3,0,7,279.5960388183594,STANDARD
41,0.19951879978179932,1611.4163818359375,7,29,0.0,279.7274475097656,2018-07-03,R_A3,0,8,279.7274475097656,STANDARD
41,0.199181467294693,1613.46630859375,8,29,0.0,279.8641662597656,2018-07-03,R_A3,0,9,279.8641662597656,STANDARD
41,0.7991899847984314,1615.516357421875,9,29,0.0,280.0909729003906,2018-07-03,R_A3,0,10,280.0909729003906,STANDARD
41,0.7981488108634949,1617.5662841796875,10,29,0.0,280.799560546875,2018-07-03,R_A3,0,11,280.799560546875,STANDARD
41,0.05049992352724075,1619.750732421875,11,29,0.0,298.7236328125,2018-07-03,R_A3,0,12,298.7236328125,STANDARD
41,0.054419249296188354,1622.0697021484375,12,29,0.0,298.8790588378906,2018-07-03,R_A3,0,13,298.8790588378906,STANDARD
41,0.37306737899780273,1624.388671875,13,29,0.0,299.0345153808594,2018-07-03,R_A3,0,14,299.0345153808594,STANDARD
41,0.4005274176597595,1626.707763671875,14,29,0.0,299.2428283691406,2018-07-03,R_A3,0,15,299.2428283691406,STANDARD
41,0.4975487291812897,1629.026611328125,15,29,0.0,299.4308166503906,2018-07-03,R_A3,0,16,299.4308166503906,STANDARD
41,0.8083768486976624,1630.9468994140625,16,29,0.0,299.55999755859375,2018-07-03,R_A3,0,17,299.55999755859375,STANDARD
41,0.9999998211860657,1633.5262451171875,27,29,-1.2857344522387848e-08,292.5860900878906,2018-07-03,R_A3,0,18,292.5860900878906,STANDARD
41,0.043888021260499954,1637.1630859375,28,29,0.0,289.1934509277344,2018-07-03,R_A3,0,19,289.1934509277344,STANDARD
41,0.05219569429755211,1640.8001708984375,29,29,0.0,289.4365539550781,2018-07-03,R_A3,0,20,289.4365539550781,STANDARD
41,0.9999999403953552,1644.4371337890625,30,29,-3.879307985954483e-09,291.9775390625,2018-07-03,R_A3,0,21,291.9775390625,STANDARD
41,0.06439884752035141,1648.0740966796875,31,29,0.0,289.9337158203125,2018-07-03,R_A3,0,22,289.9337158203125,STANDARD
52,0.05048172175884247,1631.1873779296875,1,30,0.0,279.0615234375,2018-09-12,R_A4,0,1,279.0615234375,STANDARD
52,0.08364975452423096,1627.4293212890625,1,31,0.0,278.90966796875,2018-09-12,R_A4,0,2,278.90966796875,STANDARD
52,0.05265333130955696,1629.4896240234375,2,31,0.0,279.0469970703125,2018-09-12,R_A4,0,3,279.0469970703125,STANDARD
52,0.05378621071577072,1631.5498046875,3,31,0.0,279.1843566894531,2018-09-12,R_A4,0,4,279.1843566894531,STANDARD
52,0.05663822591304779,1633.610107421875,4,31,0.0,279.3217468261719,2018-09-12,R_A4,0,5,279.3217468261719,STANDARD
52,0.056809358298778534,1632.3968505859375,4,32,0.0,279.3180236816406,2018-09-12,R_A4,0,6,279.3180236816406,STANDARD
51,0.0611126609146595,1635.880615234375,4,32,0.0,279.35784912109375,2018-09-12,R_A4,0,7,279.35784912109375,STANDARD
51,0.06310901790857315,1637.321044921875,4,33,0.0,279.50579833984375,2018-09-12,R_A4,0,8,279.50579833984375,STANDARD
51,0.05901031941175461,1635.474609375,3,33,0.0,279.3826904296875,2018-09-12,R_A4,0,9,279.3826904296875,STANDARD
50,0.06393367797136307,1642.1485595703125,4,33,0.0,279.595458984375,2018-09-12,R_A4,0,10,279.595458984375,STANDARD
50,0.06306220591068268,1641.132080078125,4,34,0.0,279.6237487792969,2018-09-12,R_A4,0,11,279.6237487792969,STANDARD
50,0.11850550025701523,1639.20703125,3,34,0.0,279.4956359863281,2018-09-12,R_A4,0,12,279.4956359863281,STANDARD
50,0.10055553168058395,1640.9061279296875,3,35,0.0,279.7413635253906,2018-09-12,R_A4,0,13,279.7413635253906,STANDARD
50,0.1826586127281189,1639.0426025390625,2,35,0.0,279.61737060546875,2018-09-12,R_A4,0,14,279.61737060546875,STANDARD
49,0.23949812352657318,1641.93212890625,2,35,0.0,279.6607360839844,2018-09-12,R_A4,0,15,279.6607360839844,STANDARD
49,0.05851956456899643,1642.357421875,30,36,0.0,279.55462646484375,2018-09-12,R_A4,0,16,279.55462646484375,STANDARD
48,0.6496788263320923,1639.6068115234375,30,36,0.0,279.2120056152344,2018-09-12,R_A4,0,17,279.2120056152344,STANDARD
48,0.061265259981155396,1646.7513427734375,30,37,0.0,279.83758544921875,2018-09-12,R_A4,0,18,279.83758544921875,STANDARD
48,0.1638408750295639,1653.461669921875,30,38,0.0,280.4669189453125,2018-09-12,R_A4,0,19,280.4669189453125,STANDARD
47,0.1121857687830925,1657.8184814453125,30,38,0.0,280.58453369140625,2018-09-12,R_A4,0,20,280.58453369140625,STANDARD
42,1.0,1695.20263671875,1,17,-5.719490714661157e-17,265.3356018066406,2018-11-07,R_A6,0,1,265.3356018066406,STANDARD
42,1.0,1696.7510986328125,2,17,-2.808797318169967e-17,265.4790344238281,2018-11-07,R_A6,0,2,265.4790344238281,STANDARD
42,1.0,1698.299560546875,3,17,2.8452878945843765e-17,265.61846923828125,2018-11-07,R_A6,0,3,265.61846923828125,STANDARD
42,1.0,1699.84814453125,4,17,1.1857565838547116e-18,265.75286865234375,2018-11-07,R_A6,0,4,265.75286865234375,STANDARD
42,1.0,1701.3966064453125,5,17,3.7597813912593165e-17,265.8851318359375,2018-11-07,R_A6,0,5,265.8851318359375,STANDARD
42,1.0,1702.9451904296875,6,17,1.3609822317505658e-16,266.019775390625,2018-11-07,R_A6,0,6,266.019775390625,STANDARD
42,1.0,1704.49365234375,7,17,7.10671145954904e-15,265.8626403808594,2018-11-07,R_A6,0,7,265.8626403808594,STANDARD
42,1.0,1706.042236328125,8,17,5.072323926338777e-16,266.29388427734375,2018-11-07,R_A6,0,8,266.29388427734375,STANDARD
42,1.0,1707.5906982421875,9,17,7.14832703528059e-16,266.3918762207031,2018-11-07,R_A6,0,9,266.3918762207031,STANDARD
42,1.0,1709.1392822265625,10,17,1.9383041179044103e-13,266.142578125,2018-11-07,R_A6,0,10,266.142578125,STANDARD
42,1.0,1711.055419921875,11,17,0.0,286.4964294433594,2018-11-07,R_A6,0,11,286.4964294433594,STANDARD
42,1.0,1713.3392333984375,12,17,0.0,286.71038818359375,2018-11-07,R_A6,0,12,286.71038818359375,STANDARD
42,1.0,1715.623046875,13,17,0.0,286.9479064941406,2018-11-07,R_A6,0,13,286.9479064941406,STANDARD
42,1.0,1717.9068603515625,14,17,0.0,287.1642150878906,2018-11-07,R_A6,0,14,287.1642150878906,STANDARD
42,1.0,1720.190673828125,15,17,0.0,287.3807373046875,2018-11-07,R_A6,0,15,287.3807373046875,STANDARD
