DATE,SGAS,SWAT,DRAWDOWN,WELL,PRESSURE,WELLMODEL,DEPTH,CONJPOS,CONBPRES,CONIDX,CONKPOS,CONIPOS
2018-11-07,-9.095018141391797e-12,1.0,0,R_A6,277.9856262207031,STANDARD,1705.142822265625,42,277.9856262207031,8,8,17
2018-11-07,-8.38501631409555e-13,1.0,0,R_A6,278.4561767578125,STANDARD,1706.675048828125,42,278.4561767578125,9,9,17
2018-11-07,-7.247553251987782e-11,1.0,0,R_A6,278.3385314941406,STANDARD,1708.20703125,42,278.3385314941406,10,10,17
2018-11-07,-5.303457117911137e-10,1.0,0,R_A6,280.08721923828125,STANDARD,1710.1026611328125,42,280.08721923828125,11,11,17
2018-11-07,-2.308612606638505e-10,1.0,0,R_A6,280.32904052734375,STANDARD,1712.3616943359375,42,280.32904052734375,12,12,17
2018-11-07,-1.2801685059238288e-11,1.0,0,R_A6,280.5770568847656,STANDARD,1714.6207275390625,42,280.5770568847656,13,13,17
2018-11-07,-1.0264701415241273e-11,1.0,0,R_A6,280.7909851074219,STANDARD,1716.8797607421875,42,280.7909851074219,14,14,17
2018-11-07,-8.122715174085915e-12,1.0,0,R_A6,281.0053405761719,STANDARD,1719.1387939453125,42,281.0053405761719,15,15,17
2018-11-07,-2.0127330791624987e-12,1.0,0,R_A6,281.3648376464844,STANDARD,1721.39794921875,42,281.3648376464844,16,16,17
2018-11-07,-3.913540064931498e-12,1.0,0,R_A6,281.5791320800781,STANDARD,1723.6568603515625,42,281.5791320800781,17,17,17
2018-11-07,-3.9325569710368935e-12,1.0,0,R_A6,281.7317810058594,STANDARD,1725.2685546875,42,281.7317810058594,18,18,17
2018-11-07,2.0099731341122196e-13,1.0,0,R_A6,281.6430358886719,STANDARD,1726.60302734375,42,281.6430358886719,19,26,17
2018-11-07,7.889304173055306e-14,1.0,0,R_A6,282.1836242675781,STANDARD,1728.307373046875,42,282.1836242675781,20,27,17
2018-11-07,8.608345850217183e-20,1.0,0,R_A6,282.9477844238281,STANDARD,1730.0118408203125,42,282.9477844238281,21,28,17
2018-11-07,-1.1344186353409152e-21,1.0,0,R_A6,283.3085021972656,STANDARD,1731.7161865234375,42,283.3085021972656,22,29,17
2018-11-07,-3.201752512187937e-16,1.0,0,R_A6,282.48638916015625,STANDARD,1733.420654296875,42,282.48638916015625,23,30,17
