DATE,CONJPOS,CONIDX,CONBPRES,WELL,DEPTH,SGAS,DRAWDOWN,PRESSURE,CONIPOS,WELLMODEL,CONKPOS,SWAT
2018-03-01,30,11,299.8525390625,R_A2,1659.1368408203125,0.0,0,299.8525390625,22,STANDARD,11,0.07601587474346161
2018-03-01,30,12,299.9710388183594,R_A2,1661.132568359375,0.0,0,299.9710388183594,22,STANDARD,12,0.08052124828100204
2018-03-01,30,13,300.2636413574219,R_A2,1663.12841796875,0.0,0,300.2636413574219,22,STANDARD,13,0.45499518513679504
2018-03-01,30,14,300.49639892578125,R_A2,1665.1241455078125,0.0,0,300.49639892578125,22,STANDARD,14,0.5152979493141174
2018-03-01,30,15,300.6291198730469,R_A2,1667.1199951171875,0.0,0,300.6291198730469,22,STANDARD,15,0.7126959562301636
2018-03-01,30,16,300.756103515625,R_A2,1669.11572265625,0.0,0,300.756103515625,22,STANDARD,16,0.9804904460906982
2018-03-01,30,17,300.8880615234375,R_A2,1671.111572265625,0.0,0,300.8880615234375,22,STANDARD,17,0.9451449513435364
2018-03-01,30,18,301.0136413574219,R_A2,1672.9881591796875,0.0,0,301.0136413574219,22,STANDARD,18,0.9814754724502563
2018-03-01,29,19,300.914794921875,R_A2,1674.229736328125,0.0,0,300.914794921875,22,STANDARD,18,0.9939940571784973
2018-03-01,29,20,302.6315002441406,R_A2,1676.1676025390625,-5.428035798615838e-09,0,302.6315002441406,22,STANDARD,27,0.9999999403953552
2018-03-01,29,21,302.8111267089844,R_A2,1677.9368896484375,4.351756836227586e-17,0,302.8111267089844,22,STANDARD,28,1.0
2018-03-01,29,22,302.2294006347656,R_A2,1679.7061767578125,4.833875681357219e-16,0,302.2294006347656,22,STANDARD,29,1.0
2018-03-01,29,23,301.47222900390625,R_A2,1681.4754638671875,8.749395652429826e-11,0,301.47222900390625,22,STANDARD,30,1.0
2018-03-01,29,24,302.2015380859375,R_A2,1683.2447509765625,8.828949987520673e-17,0,302.2015380859375,22,STANDARD,31,1.0
2018-04-28,20,1,271.6024475097656,R_A5,1685.026611328125,-5.756725594808186e-15,0,271.6024475097656,31,STANDARD,1,1.0
2018-04-28,20,2,271.8182067871094,R_A5,1687.3070068359375,-5.846872346769146e-15,0,271.8182067871094,31,STANDARD,2,1.0
2018-04-28,20,3,272.0339660644531,R_A5,1689.5875244140625,-5.0241475510351494e-15,0,272.0339660644531,31,STANDARD,3,1.0
2018-04-28,20,4,272.249755859375,R_A5,1691.8680419921875,-5.2053537329577355e-15,0,272.249755859375,31,STANDARD,4,1.0
2018-04-28,20,5,272.4655456542969,R_A5,1694.1485595703125,-5.1114906239406975e-15,0,272.4655456542969,31,STANDARD,5,1.0
2018-04-28,20,6,272.68133544921875,R_A5,1696.4290771484375,-3.72079254410654e-15,0,272.68133544921875,31,STANDARD,6,1.0
2018-04-28,20,7,273.2165222167969,R_A5,1698.70947265625,-1.5057989518168211e-15,0,273.2165222167969,31,STANDARD,7,1.0
2018-04-28,20,8,275.5749816894531,R_A5,1707.6488037109375,-7.499740845712255e-13,0,275.5749816894531,31,STANDARD,11,1.0
2018-04-28,20,9,275.7602233886719,R_A5,1709.5638427734375,-6.693728687653944e-13,0,275.7602233886719,31,STANDARD,12,1.0
2018-04-28,21,10,274.4329528808594,R_A5,1701.7845458984375,-1.7606579388873556e-11,0,274.4329528808594,31,STANDARD,12,1.0
2018-04-28,21,11,274.6319274902344,R_A5,1703.735107421875,-3.5853843765448756e-12,0,274.6319274902344,31,STANDARD,13,1.0
2018-04-28,21,12,274.8204345703125,R_A5,1705.6856689453125,-4.3118442843992355e-12,0,274.8204345703125,31,STANDARD,14,1.0
2018-04-28,21,13,275.0128479003906,R_A5,1707.63623046875,-1.7747335719076052e-12,0,275.0128479003906,31,STANDARD,15,1.0
2018-04-28,21,14,275.38330078125,R_A5,1709.5867919921875,-2.0347163624118147e-12,0,275.38330078125,31,STANDARD,16,1.0
2018-04-28,21,15,275.66973876953125,R_A5,1711.537353515625,-1.908113695259922e-13,0,275.66973876953125,31,STANDARD,17,1.0
2018-04-28,21,16,275.94635009765625,R_A5,1713.35400390625,-2.1536953806727127e-13,0,275.94635009765625,31,STANDARD,18,1.0
2018-04-28,21,17,276.0865783691406,R_A5,1714.3951416015625,0.0,0,276.0865783691406,31,STANDARD,19,1.0
2018-04-28,21,18,276.0847473144531,R_A5,1715.7628173828125,-1.192687875545273e-11,0,276.0847473144531,31,STANDARD,27,1.0
2018-04-28,21,19,276.3205261230469,R_A5,1718.098388671875,-8.939072572433648e-12,0,276.3205261230469,31,STANDARD,28,1.0
2018-04-28,21,20,291.4942626953125,R_A5,1720.43408203125,-1.1689291194065747e-19,0,291.4942626953125,31,STANDARD,29,1.0
2018-04-28,21,21,302.74102783203125,R_A5,1722.7696533203125,-7.886576946518269e-22,0,302.74102783203125,31,STANDARD,30,1.0
2018-04-28,21,22,306.0251159667969,R_A5,1725.105224609375,-2.4980498565061e-22,0,306.0251159667969,31,STANDARD,31,1.0
2018-07-03,41,1,279.7674255371094,R_A3,1609.243408203125,0.0,0,279.7674255371094,28,STANDARD,1,0.6493434906005859
2018-07-03,41,2,279.9097595214844,R_A3,1611.3077392578125,0.0,0,279.9097595214844,28,STANDARD,2,0.11853426694869995
2018-07-03,41,3,280.04754638671875,R_A3,1613.3720703125,0.0,0,280.04754638671875,28,STANDARD,3,0.175984188914299
2018-07-03,41,4,280.1853942871094,R_A3,1615.4365234375,0.0,0,280.1853942871094,28,STANDARD,4,0.18973523378372192
2018-07-03,41,5,280.3231506347656,R_A3,1617.5008544921875,0.0,0,280.3231506347656,28,STANDARD,5,0.6495739221572876
2018-07-03,41,6,280.46099853515625,R_A3,1619.565185546875,0.0,0,280.46099853515625,28,STANDARD,6,0.260036826133728
2018-07-03,41,7,279.6764831542969,R_A3,1609.3663330078125,0.0,0,279.6764831542969,29,STANDARD,6,0.23112426698207855
2018-07-03,41,8,279.8133239746094,R_A3,1611.4163818359375,0.0,0,279.8133239746094,29,STANDARD,7,0.1981964111328125
2018-07-03,41,9,279.9503479003906,R_A3,1613.46630859375,0.0,0,279.9503479003906,29,STANDARD,8,0.24485480785369873
2018-07-03,41,10,280.1708068847656,R_A3,1615.516357421875,0.0,0,280.1708068847656,29,STANDARD,9,0.7973004579544067
2018-07-03,41,11,282.5293884277344,R_A3,1617.5662841796875,0.0,0,282.5293884277344,29,STANDARD,10,0.7964786887168884
2018-07-03,41,12,283.0368957519531,R_A3,1619.750732421875,0.0,0,283.0368957519531,29,STANDARD,11,0.04882236570119858
2018-07-03,41,13,283.19171142578125,R_A3,1622.0697021484375,0.0,0,283.19171142578125,29,STANDARD,12,0.054105885326862335
2018-07-03,41,14,283.346923828125,R_A3,1624.388671875,0.0,0,283.346923828125,29,STANDARD,13,0.37023666501045227
2018-07-03,41,15,283.8191223144531,R_A3,1626.707763671875,0.0,0,283.8191223144531,29,STANDARD,14,0.3862536549568176
2018-07-03,41,16,284.36553955078125,R_A3,1629.026611328125,0.0,0,284.36553955078125,29,STANDARD,15,0.5034348368644714
2018-07-03,41,17,284.5081787109375,R_A3,1630.9468994140625,0.0,0,284.5081787109375,29,STANDARD,16,0.8144901990890503
2018-07-03,41,18,286.0440368652344,R_A3,1633.5262451171875,6.532625568961281e-12,0,286.0440368652344,29,STANDARD,27,1.0
2018-07-03,41,19,284.22479248046875,R_A3,1637.1630859375,0.0,0,284.22479248046875,29,STANDARD,28,0.050510041415691376
2018-07-03,41,20,284.4676818847656,R_A3,1640.8001708984375,0.0,0,284.4676818847656,29,STANDARD,29,0.08616925776004791
2018-07-03,41,21,284.6731262207031,R_A3,1644.4371337890625,0.0,0,284.6731262207031,29,STANDARD,30,0.6903107762336731
2018-07-03,41,22,284.8906555175781,R_A3,1648.0740966796875,0.0,0,284.8906555175781,29,STANDARD,31,0.09484975785017014
2018-09-12,52,1,277.113037109375,R_A4,1631.1873779296875,0.0,0,277.113037109375,30,STANDARD,1,0.04999830201268196
2018-09-12,52,2,277.03936767578125,R_A4,1627.4293212890625,0.0,0,277.03936767578125,31,STANDARD,1,0.06251057237386703
2018-09-12,52,3,277.1766662597656,R_A4,1629.4896240234375,0.0,0,277.1766662597656,31,STANDARD,2,0.06666551530361176
2018-09-12,52,4,277.3138732910156,R_A4,1631.5498046875,0.0,0,277.3138732910156,31,STANDARD,3,0.053975723683834076
2018-09-12,52,5,277.4511413574219,R_A4,1633.610107421875,0.0,0,277.4511413574219,31,STANDARD,4,0.05764308199286461
2018-09-12,52,6,277.5382385253906,R_A4,1632.3968505859375,0.0,0,277.5382385253906,32,STANDARD,4,0.05662037804722786
2018-09-12,51,7,277.4975891113281,R_A4,1635.880615234375,0.0,0,277.4975891113281,32,STANDARD,4,0.05987060070037842
2018-09-12,51,8,277.7704772949219,R_A4,1637.321044921875,0.0,0,277.7704772949219,33,STANDARD,4,0.06087832152843475
2018-09-12,51,9,277.64727783203125,R_A4,1635.474609375,0.0,0,277.64727783203125,33,STANDARD,3,0.05889163538813591
2018-09-12,50,10,277.84246826171875,R_A4,1642.1485595703125,0.0,0,277.84246826171875,33,STANDARD,4,0.06427839398384094
2018-09-12,50,11,278.01806640625,R_A4,1641.132080078125,0.0,0,278.01806640625,34,STANDARD,4,0.06133487448096275
2018-09-12,50,12,277.8900146484375,R_A4,1639.20703125,0.0,0,277.8900146484375,34,STANDARD,3,0.10130525380373001
2018-09-12,50,13,278.2165222167969,R_A4,1640.9061279296875,0.0,0,278.2165222167969,35,STANDARD,3,0.09818270057439804
2018-09-12,50,14,278.0927429199219,R_A4,1639.0426025390625,0.0,0,278.0927429199219,35,STANDARD,2,0.20093686878681183
2018-09-12,49,15,278.1376037597656,R_A4,1641.93212890625,0.0,0,278.1376037597656,35,STANDARD,2,0.23828905820846558
2018-09-12,49,16,279.8453369140625,R_A4,1642.357421875,0.0,0,279.8453369140625,36,STANDARD,30,0.05493836849927902
2018-09-12,48,17,279.6016540527344,R_A4,1639.6068115234375,0.0,0,279.6016540527344,36,STANDARD,30,0.10002835839986801
2018-09-12,48,18,280.182373046875,R_A4,1646.7513427734375,0.0,0,280.182373046875,37,STANDARD,30,0.1890949010848999
2018-09-12,48,19,280.7304992675781,R_A4,1653.461669921875,0.0,0,280.7304992675781,38,STANDARD,30,0.3300785422325134
2018-09-12,47,20,280.96826171875,R_A4,1657.8184814453125,0.0,0,280.96826171875,38,STANDARD,30,0.18112345039844513
2018-11-07,42,1,276.18255615234375,R_A6,1695.20263671875,-1.177462352862775e-16,0,276.18255615234375,17,STANDARD,1,1.0
2018-11-07,42,2,276.3278503417969,R_A6,1696.7510986328125,-8.178915066229552e-17,0,276.3278503417969,17,STANDARD,2,1.0
2018-11-07,42,3,276.470458984375,R_A6,1698.299560546875,-6.883089652806441e-17,0,276.470458984375,17,STANDARD,3,1.0
2018-11-07,42,4,276.60980224609375,R_A6,1699.84814453125,-6.123825200755447e-17,0,276.60980224609375,17,STANDARD,4,1.0
2018-11-07,42,5,276.7472839355469,R_A6,1701.3966064453125,-6.511675631602781e-17,0,276.7472839355469,17,STANDARD,5,1.0
2018-11-07,42,6,276.5878601074219,R_A6,1702.9451904296875,-3.842599270053497e-15,0,276.5878601074219,17,STANDARD,6,1.0
2018-11-07,42,7,276.7341613769531,R_A6,1704.49365234375,-7.303520411876523e-15,0,276.7341613769531,17,STANDARD,7,1.0
2018-11-07,42,8,276.88250732421875,R_A6,1706.042236328125,-4.9522115839236835e-15,0,276.88250732421875,17,STANDARD,8,1.0
2018-11-07,42,9,277.3357238769531,R_A6,1707.5906982421875,-4.811442543144781e-16,0,277.3357238769531,17,STANDARD,9,1.0
2018-11-07,42,10,277.19305419921875,R_A6,1709.1392822265625,-5.050116818868314e-14,0,277.19305419921875,17,STANDARD,10,1.0
2018-11-07,42,11,277.3943176269531,R_A6,1711.055419921875,-3.2619899484461964e-14,0,277.3943176269531,17,STANDARD,11,1.0
2018-11-07,42,12,277.610595703125,R_A6,1713.3392333984375,-1.0761285932454553e-14,0,277.610595703125,17,STANDARD,12,1.0
2018-11-07,42,13,277.8391418457031,R_A6,1715.623046875,-6.64759027362141e-16,0,277.8391418457031,17,STANDARD,13,1.0
2018-11-07,42,14,278.0559997558594,R_A6,1717.9068603515625,-4.811809943685652e-16,0,278.0559997558594,17,STANDARD,14,1.0
2018-11-07,42,15,278.2789001464844,R_A6,1720.190673828125,-3.3913947187487025e-16,0,278.2789001464844,17,STANDARD,15,1.0
