WELLMODEL,PRESSURE,DATE,CONKPOS,DRAWDOWN,CONIPOS,DEPTH,WELL,SGAS,CONJPOS,CONIDX,SWAT,CONBPRES
STANDARD,279.0549621582031,2018-11-07,12,0,17,1713.314453125,R_A6,-6.920659358089498e-12,42,12,1.0,279.0549621582031
STANDARD,279.307373046875,2018-11-07,13,0,17,1715.6402587890625,R_A6,-3.850791755778682e-13,42,13,1.0,279.307373046875
STANDARD,279.527587890625,2018-11-07,14,0,17,1717.966064453125,R_A6,-3.629171887054722e-13,42,14,1.0,279.527587890625
STANDARD,279.7484436035156,2018-11-07,15,0,17,1720.2919921875,R_A6,-2.0601146385589714e-13,42,15,1.0,279.7484436035156
STANDARD,280.11529541015625,2018-11-07,16,0,17,1722.6177978515625,R_A6,-5.921373553161371e-14,42,16,1.0,280.11529541015625
STANDARD,280.33740234375,2018-11-07,17,0,17,1724.943603515625,R_A6,-1.1375951992475403e-13,42,17,1.0,280.33740234375
STANDARD,280.4794006347656,2018-11-07,18,0,17,1726.43505859375,R_A6,-1.1235528837600511e-13,42,18,1.0,280.4794006347656
STANDARD,281.0436096191406,2018-11-07,26,0,17,1727.62451171875,R_A6,-3.8580051052981585e-15,42,19,1.0,281.0436096191406
STANDARD,281.5997619628906,2018-11-07,27,0,17,1729.3463134765625,R_A6,-1.0424145431865424e-15,42,20,1.0,281.5997619628906
STANDARD,282.4766540527344,2018-11-07,28,0,17,1731.0682373046875,R_A6,1.290624908555592e-22,42,21,1.0,282.4766540527344
STANDARD,282.7257995605469,2018-11-07,29,0,17,1732.7901611328125,R_A6,-5.864745379098541e-22,42,22,1.0,282.7257995605469
STANDARD,281.6553039550781,2018-11-07,30,0,17,1734.511962890625,R_A6,-8.223388134078445e-16,42,23,1.0,281.6553039550781
