CONIPOS,SGAS,DRAWDOWN,DATE,CONKPOS,CONJPOS,WELL,CONIDX,CONBPRES,PRESSURE,DEPTH,WELLMODEL,SWAT
29,0.0,0,2018-01-01,16,41,R_A3,17,300.1557922363281,300.1557922363281,1632.16845703125,STANDARD,0.7825222015380859
29,0.0,0,2018-01-01,26,41,R_A3,18,300.294921875,300.294921875,1634.243408203125,STANDARD,0.7132539749145508
29,0.0,0,2018-01-01,27,41,R_A3,19,300.5288391113281,300.5288391113281,1637.732421875,STANDARD,0.044134803116321564
29,0.0,0,2018-01-01,28,41,R_A3,20,300.7628173828125,300.7628173828125,1641.2215576171875,STANDARD,0.050751253962516785
29,0.0,0,2018-01-01,29,41,R_A3,21,300.99676513671875,300.99676513671875,1644.710693359375,STANDARD,0.8041336536407471
29,0.0,0,2018-01-01,30,41,R_A3,22,301.2307434082031,301.2307434082031,1648.1998291015625,STANDARD,0.6481541991233826
30,0.0,0,2018-01-01,1,52,R_A4,1,299.8626403808594,299.8626403808594,1627.79541015625,STANDARD,0.04803432151675224
31,0.0,0,2018-01-01,1,52,R_A4,2,299.6014709472656,299.6014709472656,1623.8997802734375,STANDARD,0.0474245585501194
31,0.0,0,2018-01-01,2,52,R_A4,3,299.7381896972656,299.7381896972656,1625.9390869140625,STANDARD,0.04907839000225067
31,0.0,0,2018-01-01,3,52,R_A4,4,299.8749084472656,299.8749084472656,1627.9783935546875,STANDARD,0.04912944138050079
31,0.0,0,2018-01-01,4,52,R_A4,5,300.0116271972656,300.0116271972656,1630.0177001953125,STANDARD,0.049916885793209076
31,0.0,0,2018-01-01,5,52,R_A4,6,300.1483154296875,300.1483154296875,1632.0570068359375,STANDARD,0.05306379497051239
31,0.0,0,2018-01-01,6,52,R_A4,7,300.2850646972656,300.2850646972656,1634.0963134765625,STANDARD,0.053670477122068405
32,0.0,0,2018-01-01,6,52,R_A4,8,300.2132263183594,300.2132263183594,1633.02490234375,STANDARD,0.053814783692359924
32,0.0,0,2018-01-01,7,52,R_A4,9,300.3367614746094,300.3367614746094,1634.8673095703125,STANDARD,0.05544664338231087
32,0.0,0,2018-01-01,7,51,R_A4,10,300.3875732421875,300.3875732421875,1635.6253662109375,STANDARD,0.05696873739361763
32,0.0,0,2018-01-01,6,51,R_A4,11,300.26690673828125,300.26690673828125,1633.8255615234375,STANDARD,0.05605803430080414
33,0.0,0,2018-01-01,6,51,R_A4,12,300.4781799316406,300.4781799316406,1636.9766845703125,STANDARD,0.05828433856368065
33,0.0,0,2018-01-01,6,50,R_A4,13,300.72857666015625,300.72857666015625,1640.7113037109375,STANDARD,0.06198246031999588
34,0.0,0,2018-01-01,6,50,R_A4,14,300.78179931640625,300.78179931640625,1641.5048828125,STANDARD,0.06179742515087128
34,0.0,0,2018-01-01,5,50,R_A4,15,300.6576232910156,300.6576232910156,1639.65283203125,STANDARD,0.0630931556224823
34,0.0,0,2018-01-01,4,50,R_A4,16,300.533447265625,300.533447265625,1637.80078125,STANDARD,0.13926167786121368
35,0.0,0,2018-01-01,4,50,R_A4,17,300.7703857421875,300.7703857421875,1641.33447265625,STANDARD,0.14654187858104706
35,0.0,0,2018-01-01,3,50,R_A4,18,300.6507568359375,300.6507568359375,1639.5504150390625,STANDARD,0.22212550044059753
35,0.0,0,2018-01-01,3,49,R_A4,19,300.85113525390625,300.85113525390625,1642.5386962890625,STANDARD,0.23357069492340088
35,0.0,0,2018-01-01,2,49,R_A4,20,300.7283020019531,300.7283020019531,1640.70703125,STANDARD,0.2272442877292633
36,0.0,0,2018-01-01,29,49,R_A4,21,301.0757141113281,301.0757141113281,1645.88818359375,STANDARD,0.6481541991233826
36,0.0,0,2018-01-01,29,48,R_A4,22,301.0848693847656,301.0848693847656,1646.024658203125,STANDARD,0.6481541991233826
37,0.0,0,2018-01-01,29,48,R_A4,23,301.5645751953125,301.5645751953125,1653.177734375,STANDARD,0.6481541991233826
37,0.0,0,2018-01-01,28,48,R_A4,24,301.1889953613281,301.1889953613281,1647.577392578125,STANDARD,1.0
38,0.0,0,2018-01-01,28,48,R_A4,25,301.4471740722656,301.4471740722656,1651.4268798828125,STANDARD,0.3686937391757965
38,0.0,0,2018-01-01,28,47,R_A4,26,301.6921691894531,301.6921691894531,1655.079833984375,STANDARD,0.3064020872116089
31,0.0,0,2018-01-01,1,20,R_A5,1,303.8969421386719,303.8969421386719,1685.58447265625,STANDARD,1.0
31,0.0,0,2018-01-01,2,20,R_A5,2,304.1082458496094,304.1082458496094,1687.8143310546875,STANDARD,1.0
31,0.0,0,2018-01-01,3,20,R_A5,3,304.319580078125,304.319580078125,1690.044189453125,STANDARD,1.0
31,0.0,0,2018-01-01,4,20,R_A5,4,304.5308837890625,304.5308837890625,1692.2740478515625,STANDARD,1.0
31,0.0,0,2018-01-01,5,20,R_A5,5,304.7421875,304.7421875,1694.50390625,STANDARD,1.0
31,0.0,0,2018-01-01,6,20,R_A5,6,304.9535217285156,304.9535217285156,1696.7337646484375,STANDARD,1.0
31,0.0,0,2018-01-01,7,20,R_A5,7,305.4706115722656,305.4706115722656,1698.963623046875,STANDARD,1.0
31,0.0,0,2018-01-01,8,20,R_A5,8,305.68194580078125,305.68194580078125,1701.1934814453125,STANDARD,1.0
31,0.0,0,2018-01-01,9,21,R_A5,9,304.73345947265625,304.73345947265625,1694.340576171875,STANDARD,1.0
31,0.0,0,2018-01-01,10,21,R_A5,10,305.258056640625,305.258056640625,1696.720703125,STANDARD,1.0
31,0.0,0,2018-01-01,11,21,R_A5,11,305.16357421875,305.16357421875,1698.948974609375,STANDARD,1.0
31,0.0,0,2018-01-01,12,21,R_A5,12,305.3603820800781,305.3603820800781,1701.025634765625,STANDARD,1.0
31,0.0,0,2018-01-01,13,21,R_A5,13,305.56915283203125,305.56915283203125,1703.102294921875,STANDARD,1.0
31,0.0,0,2018-01-01,14,21,R_A5,14,305.7659606933594,305.7659606933594,1705.178955078125,STANDARD,1.0
31,0.0,0,2018-01-01,15,21,R_A5,15,305.9627380371094,305.9627380371094,1707.255615234375,STANDARD,1.0
31,0.0,0,2018-01-01,16,21,R_A5,16,306.3045654296875,306.3045654296875,1709.332275390625,STANDARD,1.0
31,0.0,0,2018-01-01,17,21,R_A5,17,306.5013732910156,306.5013732910156,1711.408935546875,STANDARD,1.0
31,0.0,0,2018-01-01,18,21,R_A5,18,306.6683044433594,306.6683044433594,1713.1700439453125,STANDARD,1.0
31,0.0,0,2018-01-01,19,21,R_A5,19,306.7612609863281,306.7612609863281,1714.1510009765625,STANDARD,1.0
31,0.0,0,2018-01-01,26,21,R_A5,20,306.7565612792969,306.7565612792969,1715.759033203125,STANDARD,1.0
31,0.0,0,2018-01-01,27,21,R_A5,21,306.98345947265625,306.98345947265625,1718.1533203125,STANDARD,1.0
31,0.0,0,2018-01-01,28,21,R_A5,22,307.51617431640625,307.51617431640625,1720.5474853515625,STANDARD,1.0
31,0.0,0,2018-01-01,29,21,R_A5,23,307.7430725097656,307.7430725097656,1722.941650390625,STANDARD,1.0
31,0.0,0,2018-01-01,30,21,R_A5,24,307.9700012207031,307.9700012207031,1725.3359375,STANDARD,1.0
17,0.0,0,2018-01-01,1,42,R_A6,1,305.06512451171875,305.06512451171875,1694.6845703125,STANDARD,1.0
17,0.0,0,2018-01-01,2,42,R_A6,2,305.2111511230469,305.2111511230469,1696.2254638671875,STANDARD,1.0
17,0.0,0,2018-01-01,3,42,R_A6,3,305.3571472167969,305.3571472167969,1697.766357421875,STANDARD,1.0
17,0.0,0,2018-01-01,4,42,R_A6,4,305.503173828125,305.503173828125,1699.3072509765625,STANDARD,1.0
17,0.0,0,2018-01-01,5,42,R_A6,5,305.6492004394531,305.6492004394531,1700.84814453125,STANDARD,1.0
17,0.0,0,2018-01-01,6,42,R_A6,6,305.79522705078125,305.79522705078125,1702.3890380859375,STANDARD,1.0
17,0.0,0,2018-01-01,7,42,R_A6,7,305.6422119140625,305.6422119140625,1703.929931640625,STANDARD,1.0
17,0.0,0,2018-01-01,8,42,R_A6,8,305.7882385253906,305.7882385253906,1705.470703125,STANDARD,1.0
17,0.0,0,2018-01-01,9,42,R_A6,9,306.23333740234375,306.23333740234375,1707.01171875,STANDARD,1.0
17,0.0,0,2018-01-01,10,42,R_A6,10,306.0735778808594,306.0735778808594,1708.552490234375,STANDARD,1.0
17,0.0,0,2018-01-01,11,42,R_A6,11,306.2557678222656,306.2557678222656,1710.4736328125,STANDARD,1.0
17,0.0,0,2018-01-01,12,42,R_A6,12,306.473876953125,306.473876953125,1712.77490234375,STANDARD,1.0
17,0.0,0,2018-01-01,13,42,R_A6,13,306.70391845703125,306.70391845703125,1715.0762939453125,STANDARD,1.0
17,0.0,0,2018-01-01,14,42,R_A6,14,306.9220275878906,306.9220275878906,1717.3775634765625,STANDARD,1.0
17,0.0,0,2018-01-01,15,42,R_A6,15,307.14013671875,307.14013671875,1719.678955078125,STANDARD,1.0
17,0.0,0,2018-01-01,16,42,R_A6,16,307.5032653808594,307.5032653808594,1721.980224609375,STANDARD,1.0
17,0.0,0,2018-01-01,17,42,R_A6,17,307.72137451171875,307.72137451171875,1724.281494140625,STANDARD,1.0
17,0.0,0,2018-01-01,18,42,R_A6,18,307.8681945800781,307.8681945800781,1725.8304443359375,STANDARD,1.0
17,0.0,0,2018-01-01,26,42,R_A6,19,307.830322265625,307.830322265625,1727.088623046875,STANDARD,1.0
17,0.0,0,2018-01-01,27,42,R_A6,20,308.2991027832031,308.2991027832031,1728.808349609375,STANDARD,1.0
17,0.0,0,2018-01-01,28,42,R_A6,21,308.46209716796875,308.46209716796875,1730.528076171875,STANDARD,1.0
17,0.0,0,2018-01-01,29,42,R_A6,22,308.6250915527344,308.6250915527344,1732.2476806640625,STANDARD,1.0
17,0.0,0,2018-01-01,30,42,R_A6,23,308.4822998046875,308.4822998046875,1733.9674072265625,STANDARD,1.0
22,0.0,0,2018-03-01,1,30,R_A2,1,297.49102783203125,297.49102783203125,1637.1024169921875,STANDARD,0.0532364584505558
22,0.0,0,2018-03-01,2,30,R_A2,2,297.6067199707031,297.6067199707031,1638.83056640625,STANDARD,0.05350928381085396
22,0.0,0,2018-03-01,3,30,R_A2,3,297.72247314453125,297.72247314453125,1640.55859375,STANDARD,0.05681886151432991
22,0.0,0,2018-03-01,4,30,R_A2,4,297.83819580078125,297.83819580078125,1642.2867431640625,STANDARD,0.06052664667367935
22,0.0,0,2018-03-01,5,30,R_A2,5,297.9539489746094,297.9539489746094,1644.0147705078125,STANDARD,0.0635610967874527
22,0.0,0,2018-03-01,6,30,R_A2,6,298.0763244628906,298.0763244628906,1645.742919921875,STANDARD,0.2935324013233185
22,0.0,0,2018-03-01,7,30,R_A2,7,298.21051025390625,298.21051025390625,1647.470947265625,STANDARD,0.8623635172843933
22,0.0,0,2018-03-01,8,30,R_A2,8,298.3377380371094,298.3377380371094,1649.198974609375,STANDARD,0.8535931706428528
22,0.0,0,2018-03-01,9,30,R_A2,9,298.4606628417969,298.4606628417969,1650.9271240234375,STANDARD,0.8555019497871399
22,0.0,0,2018-03-01,10,30,R_A2,10,298.9689636230469,298.9689636230469,1652.6552734375,STANDARD,0.8664854168891907
22,0.0,0,2018-03-01,11,30,R_A2,11,299.2757873535156,299.2757873535156,1654.5224609375,STANDARD,0.06541430950164795
22,0.0,0,2018-03-01,12,30,R_A2,12,299.4127197265625,299.4127197265625,1656.5286865234375,STANDARD,0.16334262490272522
22,0.0,0,2018-03-01,13,30,R_A2,13,299.54974365234375,299.54974365234375,1658.534912109375,STANDARD,0.4207650423049927
22,0.0,0,2018-03-01,14,30,R_A2,14,299.68597412109375,299.68597412109375,1660.541015625,STANDARD,0.4553278088569641
22,0.0,0,2018-03-01,15,30,R_A2,15,299.8268127441406,299.8268127441406,1662.5472412109375,STANDARD,0.9115700125694275
22,0.0,0,2018-03-01,16,30,R_A2,16,299.9646911621094,299.9646911621094,1664.553466796875,STANDARD,0.8880804181098938
22,0.0,0,2018-03-01,16,29,R_A2,17,300.7069396972656,300.7069396972656,1672.585693359375,STANDARD,0.9504213333129883
22,0.0,0,2018-03-01,17,29,R_A2,18,300.85113525390625,300.85113525390625,1674.74609375,STANDARD,0.9561272859573364
22,0.0,0,2018-03-01,18,29,R_A2,19,300.9527893066406,300.9527893066406,1676.2628173828125,STANDARD,0.980877697467804
22,0.0,0,2018-03-01,26,29,R_A2,20,301.912353515625,301.912353515625,1677.552734375,STANDARD,0.7897030115127563
22,0.0,0,2018-03-01,27,29,R_A2,21,301.5155334472656,301.5155334472656,1679.2589111328125,STANDARD,0.8722102046012878
22,0.0,0,2018-03-01,28,29,R_A2,22,301.963623046875,301.963623046875,1680.965087890625,STANDARD,1.0000001192092896
22,-2.4713971781597024e-14,0,2018-03-01,29,29,R_A2,23,302.57952880859375,302.57952880859375,1682.6712646484375,STANDARD,1.0
22,-2.2945079170000326e-09,0,2018-03-01,30,29,R_A2,24,302.78070068359375,302.78070068359375,1684.3775634765625,STANDARD,1.0
31,-1.4631506726689447e-12,0,2018-04-28,1,20,R_A5,1,277.8288269042969,277.8288269042969,1685.58447265625,STANDARD,1.0
31,-1.1630725679431797e-12,0,2018-04-28,2,20,R_A5,2,278.0400085449219,278.0400085449219,1687.8143310546875,STANDARD,1.0
31,-1.819936128882871e-12,0,2018-04-28,3,20,R_A5,3,278.25140380859375,278.25140380859375,1690.044189453125,STANDARD,1.0
31,-2.2364063725910377e-12,0,2018-04-28,4,20,R_A5,4,278.46270751953125,278.46270751953125,1692.2740478515625,STANDARD,1.0
31,-2.1931115777584775e-12,0,2018-04-28,5,20,R_A5,5,278.6739501953125,278.6739501953125,1694.50390625,STANDARD,1.0
31,-1.553149210804794e-12,0,2018-04-28,6,20,R_A5,6,278.8849792480469,278.8849792480469,1696.7337646484375,STANDARD,1.0
31,-4.570202858733899e-14,0,2018-04-28,7,20,R_A5,7,279.442626953125,279.442626953125,1698.963623046875,STANDARD,1.0
31,-3.761553040077838e-14,0,2018-04-28,8,20,R_A5,8,279.7156982421875,279.7156982421875,1701.1934814453125,STANDARD,1.0
31,2.901761296525418e-12,0,2018-04-28,9,21,R_A5,9,278.78192138671875,278.78192138671875,1694.340576171875,STANDARD,1.0
31,-2.510888198747896e-11,0,2018-04-28,10,21,R_A5,10,278.10687255859375,278.10687255859375,1696.720703125,STANDARD,1.0
31,-4.0178260718448655e-09,0,2018-04-28,11,21,R_A5,11,277.9648742675781,277.9648742675781,1698.948974609375,STANDARD,0.9999998807907104
31,-4.386563556835199e-09,0,2018-04-28,12,21,R_A5,12,278.159912109375,278.159912109375,1701.025634765625,STANDARD,0.9999998807907104
31,-1.6353597642737583e-10,0,2018-04-28,13,21,R_A5,13,278.36846923828125,278.36846923828125,1703.102294921875,STANDARD,1.0
31,-2.0792975674588376e-10,0,2018-04-28,14,21,R_A5,14,278.5653076171875,278.5653076171875,1705.178955078125,STANDARD,1.0
31,-4.6585946905652875e-11,0,2018-04-28,15,21,R_A5,15,278.7686767578125,278.7686767578125,1707.255615234375,STANDARD,1.0
31,-8.301948538347315e-12,0,2018-04-28,16,21,R_A5,16,279.1228332519531,279.1228332519531,1709.332275390625,STANDARD,1.0
31,-7.337643513627423e-12,0,2018-04-28,17,21,R_A5,17,279.3296203613281,279.3296203613281,1711.408935546875,STANDARD,1.0
31,-2.5967982104913023e-12,0,2018-04-28,18,21,R_A5,18,279.5052490234375,279.5052490234375,1713.1700439453125,STANDARD,1.0
31,0.0,0,2018-04-28,19,21,R_A5,19,279.5989074707031,279.5989074707031,1714.1510009765625,STANDARD,1.0
31,-9.751802663993114e-12,0,2018-04-28,26,21,R_A5,20,283.9696350097656,283.9696350097656,1715.759033203125,STANDARD,1.0
31,-1.427431783884714e-11,0,2018-04-28,27,21,R_A5,21,284.2467956542969,284.2467956542969,1718.1533203125,STANDARD,1.0
31,-3.770631023045807e-17,0,2018-04-28,28,21,R_A5,22,296.6930236816406,296.6930236816406,1720.5474853515625,STANDARD,1.0
31,1.8178331245340925e-17,0,2018-04-28,29,21,R_A5,23,304.50164794921875,304.50164794921875,1722.941650390625,STANDARD,1.0
31,-2.6630180262228575e-19,0,2018-04-28,30,21,R_A5,24,306.9866943359375,306.9866943359375,1725.3359375,STANDARD,1.0
28,0.0,0,2018-07-03,1,41,R_A3,1,279.3062438964844,279.3062438964844,1608.799072265625,STANDARD,0.6499483585357666
28,0.0,0,2018-07-03,2,41,R_A3,2,279.44354248046875,279.44354248046875,1610.818115234375,STANDARD,0.11855745315551758
28,0.0,0,2018-07-03,3,41,R_A3,3,279.5782165527344,279.5782165527344,1612.8372802734375,STANDARD,0.11856143176555634
28,0.0,0,2018-07-03,4,41,R_A3,4,279.7175598144531,279.7175598144531,1614.8564453125,STANDARD,0.6544662714004517
28,0.0,0,2018-07-03,5,41,R_A3,5,280.1034851074219,280.1034851074219,1616.8756103515625,STANDARD,0.8134915828704834
29,0.0,0,2018-07-03,5,41,R_A3,6,279.5301208496094,279.5301208496094,1608.8656005859375,STANDARD,0.8051999807357788
29,0.0,0,2018-07-03,6,41,R_A3,7,279.681396484375,279.681396484375,1610.8548583984375,STANDARD,0.6505664587020874
29,0.0,0,2018-07-03,7,41,R_A3,8,279.8418884277344,279.8418884277344,1612.8441162109375,STANDARD,0.19750870764255524
29,0.0,0,2018-07-03,8,41,R_A3,9,279.9746398925781,279.9746398925781,1614.8333740234375,STANDARD,0.20082536339759827
29,0.0,0,2018-07-03,9,41,R_A3,10,280.22918701171875,280.22918701171875,1616.8226318359375,STANDARD,0.7984048128128052
29,0.0,0,2018-07-03,10,41,R_A3,11,285.5594177246094,285.5594177246094,1618.81201171875,STANDARD,0.7920427322387695
29,0.0,0,2018-07-03,11,41,R_A3,12,287.2035827636719,287.2035827636719,1621.013671875,STANDARD,0.04860691353678703
29,0.0,0,2018-07-03,12,41,R_A3,13,287.36492919921875,287.36492919921875,1623.427734375,STANDARD,0.055369358509778976
29,0.0,0,2018-07-03,13,41,R_A3,14,287.5284729003906,287.5284729003906,1625.841796875,STANDARD,0.37798577547073364
29,0.0,0,2018-07-03,14,41,R_A3,15,287.794677734375,287.794677734375,1628.255859375,STANDARD,0.3523024022579193
29,0.0,0,2018-07-03,15,41,R_A3,16,288.1048889160156,288.1048889160156,1630.650390625,STANDARD,0.7958954572677612
29,0.0,0,2018-07-03,16,41,R_A3,17,288.20855712890625,288.20855712890625,1632.16845703125,STANDARD,0.7817690968513489
29,0.0,0,2018-07-03,26,41,R_A3,18,288.1661682128906,288.1661682128906,1634.243408203125,STANDARD,0.7139031291007996
29,0.0,0,2018-07-03,27,41,R_A3,19,285.6109619140625,285.6109619140625,1637.732421875,STANDARD,0.0443815141916275
29,0.0,0,2018-07-03,28,41,R_A3,20,285.84417724609375,285.84417724609375,1641.2215576171875,STANDARD,0.05101262778043747
29,0.0,0,2018-07-03,29,41,R_A3,21,290.8803405761719,290.8803405761719,1644.710693359375,STANDARD,0.8035510182380676
29,0.0,0,2018-07-03,30,41,R_A3,22,285.91461181640625,285.91461181640625,1648.1998291015625,STANDARD,0.6492873430252075
30,0.0,0,2018-09-12,1,52,R_A4,1,277.6724853515625,277.6724853515625,1627.79541015625,STANDARD,0.048120465129613876
31,0.0,0,2018-09-12,1,52,R_A4,2,277.4630126953125,277.4630126953125,1623.8997802734375,STANDARD,0.04751382768154144
31,0.0,0,2018-09-12,2,52,R_A4,3,277.5989074707031,277.5989074707031,1625.9390869140625,STANDARD,0.04917467385530472
31,0.0,0,2018-09-12,3,52,R_A4,4,277.7347412109375,277.7347412109375,1627.9783935546875,STANDARD,0.049238644540309906
31,0.0,0,2018-09-12,4,52,R_A4,5,277.8705749511719,277.8705749511719,1630.0177001953125,STANDARD,0.050036605447530746
31,0.0,0,2018-09-12,5,52,R_A4,6,278.00634765625,278.00634765625,1632.0570068359375,STANDARD,0.05318235233426094
31,0.0,0,2018-09-12,6,52,R_A4,7,278.1420593261719,278.1420593261719,1634.0963134765625,STANDARD,0.053802359849214554
32,0.0,0,2018-09-12,6,52,R_A4,8,278.1251525878906,278.1251525878906,1633.02490234375,STANDARD,0.054020803421735764
32,0.0,0,2018-09-12,7,52,R_A4,9,278.24798583984375,278.24798583984375,1634.8673095703125,STANDARD,0.055655304342508316
32,0.0,0,2018-09-12,7,51,R_A4,10,278.2799377441406,278.2799377441406,1635.6253662109375,STANDARD,0.057082049548625946
32,0.0,0,2018-09-12,6,51,R_A4,11,278.1599426269531,278.1599426269531,1633.8255615234375,STANDARD,0.056163281202316284
33,0.0,0,2018-09-12,6,51,R_A4,12,278.39453125,278.39453125,1636.9766845703125,STANDARD,0.05840987339615822
33,0.0,0,2018-09-12,6,50,R_A4,13,278.6158752441406,278.6158752441406,1640.7113037109375,STANDARD,0.06220679357647896
34,0.0,0,2018-09-12,6,50,R_A4,14,278.6566162109375,278.6566162109375,1641.5048828125,STANDARD,0.061582352966070175
34,0.0,0,2018-09-12,5,50,R_A4,15,278.5331726074219,278.5331726074219,1639.65283203125,STANDARD,0.06293182820081711
34,0.0,0,2018-09-12,4,50,R_A4,16,278.4100036621094,278.4100036621094,1637.80078125,STANDARD,0.13975192606449127
35,0.0,0,2018-09-12,4,50,R_A4,17,278.5998229980469,278.5998229980469,1641.33447265625,STANDARD,0.146451935172081
35,0.0,0,2018-09-12,3,50,R_A4,18,278.48248291015625,278.48248291015625,1639.5504150390625,STANDARD,0.2220587134361267
35,0.0,0,2018-09-12,3,49,R_A4,19,278.57867431640625,278.57867431640625,1642.5386962890625,STANDARD,0.23233677446842194
35,0.0,0,2018-09-12,2,49,R_A4,20,278.45245361328125,278.45245361328125,1640.70703125,STANDARD,0.2255869358778
36,0.0,0,2018-09-12,29,49,R_A4,21,276.2167053222656,276.2167053222656,1645.88818359375,STANDARD,0.6570650935173035
36,0.0,0,2018-09-12,29,48,R_A4,22,275.2889404296875,275.2889404296875,1646.024658203125,STANDARD,0.6519272923469543
37,0.0,0,2018-09-12,29,48,R_A4,23,277.0758361816406,277.0758361816406,1653.177734375,STANDARD,0.6511433720588684
37,9.113279575423405e-12,0,2018-09-12,28,48,R_A4,24,279.369384765625,279.369384765625,1647.577392578125,STANDARD,1.0
38,0.0,0,2018-09-12,28,48,R_A4,25,277.91741943359375,277.91741943359375,1651.4268798828125,STANDARD,0.30494388937950134
38,0.0,0,2018-09-12,28,47,R_A4,26,277.8896179199219,277.8896179199219,1655.079833984375,STANDARD,0.2518364489078522
