WELLMODEL,DATE,CONIDX,CONBPRES,CONIPOS,WELL,SGAS,DEPTH,CONKPOS,PRESSURE,CONJPOS,SWAT,DRAWDOWN
STANDARD,2018-01-01,17,302.7685241699219,22,R_A2,0.0,1670.924072265625,17,302.7685241699219,30,0.888343095779419,0
STANDARD,2018-01-01,18,302.8847351074219,22,R_A2,0.0,1672.656494140625,18,302.8847351074219,30,0.9411147236824036,0
STANDARD,2018-01-01,19,303.1841735839844,22,R_A2,0.0,1677.11962890625,18,303.1841735839844,29,0.9952424764633179,0
STANDARD,2018-01-01,20,303.3052062988281,22,R_A2,0.0,1678.9234619140625,27,303.3052062988281,29,1.0,0
STANDARD,2018-01-01,21,303.733642578125,22,R_A2,0.0,1680.63427734375,28,303.733642578125,29,1.0,0
STANDARD,2018-01-01,22,303.8957824707031,22,R_A2,0.0,1682.3450927734375,29,303.8957824707031,29,1.0,0
STANDARD,2018-01-01,23,304.0578918457031,22,R_A2,0.0,1684.0560302734375,30,304.0578918457031,29,1.0,0
STANDARD,2018-01-01,24,304.22003173828125,22,R_A2,0.0,1685.766845703125,31,304.22003173828125,29,1.0,0
STANDARD,2018-01-01,1,298.6048583984375,28,R_A3,0.0,1608.8284912109375,1,298.6048583984375,41,0.6481541991233826,0
STANDARD,2018-01-01,2,298.73748779296875,28,R_A3,0.0,1610.8074951171875,2,298.73748779296875,41,0.19589363038539886,0
STANDARD,2018-01-01,3,298.8701171875,28,R_A3,0.0,1612.786376953125,3,298.8701171875,41,0.15135645866394043,0
STANDARD,2018-01-01,4,298.2870178222656,29,R_A3,0.0,1604.0858154296875,3,298.2870178222656,41,0.164925679564476,0
STANDARD,2018-01-01,5,298.4266357421875,29,R_A3,0.0,1606.1690673828125,4,298.4266357421875,41,0.18212370574474335,0
STANDARD,2018-01-01,6,298.56622314453125,29,R_A3,0.0,1608.2523193359375,5,298.56622314453125,41,0.8108740448951721,0
STANDARD,2018-01-01,7,298.7058410644531,29,R_A3,0.0,1610.3355712890625,6,298.7058410644531,41,0.6481541991233826,0
STANDARD,2018-01-01,8,298.845458984375,29,R_A3,0.0,1612.4188232421875,7,298.845458984375,41,0.1953635960817337,0
STANDARD,2018-01-01,9,298.985107421875,29,R_A3,0.0,1614.501953125,8,298.985107421875,41,0.19627155363559723,0
STANDARD,2018-01-01,10,299.1247253417969,29,R_A3,0.0,1616.585205078125,9,299.1247253417969,41,0.7973373532295227,0
STANDARD,2018-01-01,11,299.2643737792969,29,R_A3,0.0,1618.6685791015625,10,299.2643737792969,41,0.801733136177063,0
STANDARD,2018-01-01,12,299.4110107421875,29,R_A3,0.0,1620.8564453125,11,299.4110107421875,41,0.04795468598604202,0
STANDARD,2018-01-01,13,299.564697265625,29,R_A3,0.0,1623.149169921875,12,299.564697265625,41,0.053686078637838364,0
STANDARD,2018-01-01,14,299.7183837890625,29,R_A3,0.0,1625.44189453125,13,299.7183837890625,41,0.3673732876777649,0
STANDARD,2018-01-01,15,300.0257873535156,29,R_A3,0.0,1630.0272216796875,15,300.0257873535156,41,0.5016797184944153,0
STANDARD,2018-01-01,16,300.15155029296875,29,R_A3,0.0,1631.903076171875,16,300.15155029296875,41,0.8061991333961487,0
STANDARD,2018-01-01,17,300.3172302246094,29,R_A3,0.0,1634.3743896484375,27,300.3172302246094,41,0.12335226684808731,0
STANDARD,2018-01-01,18,300.55084228515625,29,R_A3,0.0,1637.8582763671875,28,300.55084228515625,41,0.04596220329403877,0
STANDARD,2018-01-01,19,300.784423828125,29,R_A3,0.0,1641.342041015625,29,300.784423828125,41,0.08114427328109741,0
STANDARD,2018-01-01,20,301.0180358886719,29,R_A3,0.0,1644.825927734375,30,301.0180358886719,41,0.6481541991233826,0
STANDARD,2018-01-01,21,301.2516784667969,29,R_A3,0.0,1648.309814453125,31,301.2516784667969,41,0.059283435344696045,0
STANDARD,2018-01-01,1,300.0017395019531,30,R_A4,0.0,1629.66845703125,1,300.0017395019531,52,0.04994634911417961,0
STANDARD,2018-01-01,2,299.74334716796875,31,R_A4,0.0,1625.81396484375,1,299.74334716796875,52,0.04884978383779526,0
STANDARD,2018-01-01,3,299.8768005371094,31,R_A4,0.0,1627.8050537109375,2,299.8768005371094,52,0.04906054958701134,0
STANDARD,2018-01-01,4,300.0102844238281,31,R_A4,0.0,1629.7960205078125,3,300.0102844238281,52,0.050128113478422165,0
STANDARD,2018-01-01,5,300.1437683105469,31,R_A4,0.0,1631.787109375,4,300.1437683105469,52,0.05298686400055885,0
STANDARD,2018-01-01,6,300.2772521972656,31,R_A4,0.0,1633.778076171875,5,300.2772521972656,52,0.054201606661081314,0
STANDARD,2018-01-01,7,300.2452697753906,32,R_A4,0.0,1633.301025390625,5,300.2452697753906,52,0.05611930415034294,0
STANDARD,2018-01-01,8,300.3935241699219,32,R_A4,0.0,1635.5123291015625,5,300.3935241699219,51,0.05502132698893547,0
STANDARD,2018-01-01,9,300.2752990722656,32,R_A4,0.0,1633.748779296875,4,300.2752990722656,51,0.05356823652982712,0
STANDARD,2018-01-01,10,300.4739074707031,33,R_A4,0.0,1636.711181640625,4,300.4739074707031,51,0.058186765760183334,0
STANDARD,2018-01-01,11,300.8396301269531,33,R_A4,0.0,1642.1654052734375,4,300.8396301269531,50,0.06061530485749245,0
STANDARD,2018-01-01,12,300.7585144042969,34,R_A4,0.0,1640.9554443359375,4,300.7585144042969,50,0.06228403374552727,0
STANDARD,2018-01-01,13,300.63470458984375,34,R_A4,0.0,1639.109130859375,3,300.63470458984375,50,0.13743197917938232,0
STANDARD,2018-01-01,14,300.70550537109375,35,R_A4,0.0,1640.165283203125,3,300.70550537109375,50,0.140221506357193,0
STANDARD,2018-01-01,15,300.5137023925781,35,R_A4,0.0,1637.3046875,30,300.5137023925781,49,0.05061732605099678,0
STANDARD,2018-01-01,16,300.9173889160156,36,R_A4,0.0,1643.3251953125,30,300.9173889160156,49,0.26845410466194153,0
STANDARD,2018-01-01,17,300.77783203125,36,R_A4,0.0,1641.2435302734375,30,300.77783203125,48,0.052786268293857574,0
STANDARD,2018-01-01,18,301.28192138671875,37,R_A4,0.0,1648.760986328125,30,301.28192138671875,48,0.27337658405303955,0
STANDARD,2018-01-01,19,301.66107177734375,38,R_A4,0.0,1654.414306640625,30,301.66107177734375,48,0.18627308309078217,0
STANDARD,2018-01-01,20,301.95208740234375,38,R_A4,0.0,1658.75341796875,30,301.95208740234375,47,0.6990573406219482,0
STANDARD,2018-01-01,1,303.85491943359375,31,R_A5,0.0,1685.1407470703125,1,303.85491943359375,20,1.0,0
STANDARD,2018-01-01,2,304.06427001953125,31,R_A5,0.0,1687.3499755859375,2,304.06427001953125,20,1.0,0
STANDARD,2018-01-01,3,304.27362060546875,31,R_A5,0.0,1689.559326171875,3,304.27362060546875,20,1.0,0
STANDARD,2018-01-01,4,304.4830017089844,31,R_A5,0.0,1691.7685546875,4,304.4830017089844,20,1.0,0
STANDARD,2018-01-01,5,304.6923522949219,31,R_A5,0.0,1693.9779052734375,5,304.6923522949219,20,1.0,0
STANDARD,2018-01-01,6,304.9017028808594,31,R_A5,0.0,1696.1871337890625,6,304.9017028808594,20,1.0,0
STANDARD,2018-01-01,7,305.4168701171875,31,R_A5,0.0,1698.396484375,7,305.4168701171875,20,1.0,0
STANDARD,2018-01-01,8,304.5875244140625,31,R_A5,0.0,1692.87158203125,8,304.5875244140625,21,1.0,0
STANDARD,2018-01-01,9,305.25469970703125,31,R_A5,0.0,1699.91064453125,11,305.25469970703125,21,1.0,0
STANDARD,2018-01-01,10,305.43963623046875,31,R_A5,0.0,1701.8621826171875,12,305.43963623046875,21,1.0,0
STANDARD,2018-01-01,11,305.63653564453125,31,R_A5,0.0,1703.8135986328125,13,305.63653564453125,21,1.0,0
STANDARD,2018-01-01,12,305.8215026855469,31,R_A5,0.0,1705.76513671875,14,305.8215026855469,21,1.0,0
STANDARD,2018-01-01,13,306.0064392089844,31,R_A5,0.0,1707.716552734375,15,306.0064392089844,21,1.0,0
STANDARD,2018-01-01,14,306.3363952636719,31,R_A5,0.0,1709.6680908203125,16,306.3363952636719,21,1.0,0
STANDARD,2018-01-01,15,306.5213317871094,31,R_A5,0.0,1711.61962890625,17,306.5213317871094,21,1.0,0
STANDARD,2018-01-01,16,306.6886291503906,31,R_A5,0.0,1713.384765625,18,306.6886291503906,21,1.0,0
STANDARD,2018-01-01,17,306.7866516113281,31,R_A5,0.0,1714.4190673828125,19,306.7866516113281,21,1.0,0
STANDARD,2018-01-01,18,306.826904296875,31,R_A5,0.0,1714.8436279296875,20,306.826904296875,21,1.0,0
STANDARD,2018-01-01,19,306.7969055175781,31,R_A5,0.0,1716.1846923828125,27,306.7969055175781,21,1.0,0
STANDARD,2018-01-01,20,307.01702880859375,31,R_A5,0.0,1718.5074462890625,28,307.01702880859375,21,1.0,0
STANDARD,2018-01-01,21,307.54296875,31,R_A5,0.0,1720.830322265625,29,307.54296875,21,1.0,0
STANDARD,2018-01-01,22,307.76312255859375,31,R_A5,0.0,1723.153076171875,30,307.76312255859375,21,1.0,0
STANDARD,2018-01-01,23,307.9832763671875,31,R_A5,0.0,1725.475830078125,31,307.9832763671875,21,1.0,0
STANDARD,2018-01-01,1,305.089111328125,17,R_A6,0.0,1694.9378662109375,1,305.089111328125,42,1.0,0
STANDARD,2018-01-01,2,305.23577880859375,17,R_A6,0.0,1696.485595703125,2,305.23577880859375,42,1.0,0
STANDARD,2018-01-01,3,305.3824768066406,17,R_A6,0.0,1698.033447265625,3,305.3824768066406,42,1.0,0
STANDARD,2018-01-01,4,305.5291748046875,17,R_A6,0.0,1699.5814208984375,4,305.5291748046875,42,1.0,0
STANDARD,2018-01-01,5,305.67584228515625,17,R_A6,0.0,1701.1292724609375,5,305.67584228515625,42,1.0,0
STANDARD,2018-01-01,6,305.8225402832031,17,R_A6,0.0,1702.6771240234375,6,305.8225402832031,42,1.0,0
STANDARD,2018-01-01,7,305.6701965332031,17,R_A6,0.0,1704.2249755859375,7,305.6701965332031,42,1.0,0
STANDARD,2018-01-01,8,305.8168640136719,17,R_A6,0.0,1705.7728271484375,8,305.8168640136719,42,1.0,0
STANDARD,2018-01-01,9,306.2626037597656,17,R_A6,0.0,1707.3206787109375,9,306.2626037597656,42,1.0,0
STANDARD,2018-01-01,10,306.103515625,17,R_A6,0.0,1708.8685302734375,10,306.103515625,42,1.0,0
STANDARD,2018-01-01,11,306.28350830078125,17,R_A6,0.0,1710.766357421875,11,306.28350830078125,42,1.0,0
STANDARD,2018-01-01,12,306.4965515136719,17,R_A6,0.0,1713.01416015625,12,306.4965515136719,42,1.0,0
STANDARD,2018-01-01,13,306.7215270996094,17,R_A6,0.0,1715.261962890625,13,306.7215270996094,42,1.0,0
STANDARD,2018-01-01,14,306.9345703125,17,R_A6,0.0,1717.509765625,14,306.9345703125,42,1.0,0
STANDARD,2018-01-01,15,307.1476135253906,17,R_A6,0.0,1719.757568359375,15,307.1476135253906,42,1.0,0
STANDARD,2018-01-01,16,307.5056457519531,17,R_A6,0.0,1722.00537109375,16,307.5056457519531,42,1.0,0
STANDARD,2018-01-01,17,307.71868896484375,17,R_A6,0.0,1724.253173828125,17,307.71868896484375,42,1.0,0
STANDARD,2018-01-01,18,307.8834228515625,17,R_A6,0.0,1725.9913330078125,18,307.8834228515625,42,1.0,0
STANDARD,2018-01-01,19,307.8663024902344,17,R_A6,0.0,1727.468017578125,27,307.8663024902344,42,1.0,0
STANDARD,2018-01-01,20,308.3355712890625,17,R_A6,0.0,1729.1929931640625,28,308.3355712890625,42,1.0,0
STANDARD,2018-01-01,21,308.4990539550781,17,R_A6,0.0,1730.917724609375,29,308.4990539550781,42,1.0,0
STANDARD,2018-01-01,22,308.6625061035156,17,R_A6,0.0,1732.642578125,30,308.6625061035156,42,1.0,0
STANDARD,2018-01-01,23,308.5202331542969,17,R_A6,0.0,1734.367431640625,31,308.5202331542969,42,1.0,0
STANDARD,2018-03-01,1,298.4231872558594,22,R_A2,0.0,1641.625732421875,1,298.4231872558594,30,0.05413969233632088,0
STANDARD,2018-03-01,2,298.5393371582031,22,R_A2,0.0,1643.3590087890625,2,298.5393371582031,30,0.05485887452960014,0
STANDARD,2018-03-01,3,298.65545654296875,22,R_A2,0.0,1645.0921630859375,3,298.65545654296875,30,0.0600670725107193,0
STANDARD,2018-03-01,4,298.7716369628906,22,R_A2,0.0,1646.825439453125,4,298.7716369628906,30,0.06488943845033646,0
STANDARD,2018-03-01,5,298.8877868652344,22,R_A2,0.0,1648.5587158203125,5,298.8877868652344,30,0.06838095933198929,0
STANDARD,2018-03-01,6,299.030517578125,22,R_A2,0.0,1650.2919921875,6,299.030517578125,30,0.30607280135154724,0
STANDARD,2018-03-01,7,299.16082763671875,22,R_A2,0.0,1652.0252685546875,7,299.16082763671875,30,0.8798812627792358,0
STANDARD,2018-03-01,8,299.2908630371094,22,R_A2,0.0,1653.758544921875,8,299.2908630371094,30,0.8564090728759766,0
STANDARD,2018-03-01,9,299.6241455078125,22,R_A2,0.0,1655.4918212890625,9,299.6241455078125,30,0.6482877731323242,0
STANDARD,2018-03-01,10,299.90655517578125,22,R_A2,0.0,1657.22509765625,10,299.90655517578125,30,0.6482772827148438,0
STANDARD,2018-03-01,11,300.2204284667969,22,R_A2,0.0,1659.078857421875,11,300.2204284667969,30,0.07025957107543945,0
STANDARD,2018-03-01,12,300.35345458984375,22,R_A2,0.0,1661.052978515625,12,300.35345458984375,30,0.16339294612407684,0
STANDARD,2018-03-01,13,300.486572265625,22,R_A2,0.0,1663.0272216796875,13,300.486572265625,30,0.43335971236228943,0
STANDARD,2018-03-01,14,300.6196594238281,22,R_A2,0.0,1665.00146484375,14,300.6196594238281,30,0.474661648273468,0
STANDARD,2018-03-01,15,300.75537109375,22,R_A2,0.0,1666.9757080078125,15,300.75537109375,30,0.6429865956306458,0
STANDARD,2018-03-01,16,300.88812255859375,22,R_A2,0.0,1668.9498291015625,16,300.88812255859375,30,0.9263993501663208,0
STANDARD,2018-03-01,17,301.02099609375,22,R_A2,0.0,1670.924072265625,17,301.02099609375,30,0.8882833123207092,0
STANDARD,2018-03-01,18,301.13726806640625,22,R_A2,0.0,1672.656494140625,18,301.13726806640625,30,0.9410831928253174,0
STANDARD,2018-03-01,19,301.3514404296875,22,R_A2,0.0,1677.11962890625,18,301.3514404296875,29,0.9952396750450134,0
STANDARD,2018-03-01,20,302.17578125,22,R_A2,-1.7299683765267577e-19,1678.9234619140625,27,302.17578125,29,1.0,0
STANDARD,2018-03-01,21,302.2082824707031,22,R_A2,-2.8003637155166216e-16,1680.63427734375,28,302.2082824707031,29,1.0,0
STANDARD,2018-03-01,22,303.2188415527344,22,R_A2,-1.5597896656728677e-19,1682.3450927734375,29,303.2188415527344,29,1.0,0
STANDARD,2018-03-01,23,303.7500305175781,22,R_A2,-1.4259343295972564e-20,1684.0560302734375,30,303.7500305175781,29,1.0,0
STANDARD,2018-03-01,24,304.061767578125,22,R_A2,-4.692157286029062e-22,1685.766845703125,31,304.061767578125,29,1.0,0
STANDARD,2018-04-28,1,278.6319580078125,31,R_A5,-1.8297040965675748e-11,1685.1407470703125,1,278.6319580078125,20,1.0,0
STANDARD,2018-04-28,2,278.8408508300781,31,R_A5,-1.6509673836373473e-11,1687.3499755859375,2,278.8408508300781,20,1.0,0
STANDARD,2018-04-28,3,279.0495910644531,31,R_A5,-9.627990245342222e-12,1689.559326171875,3,279.0495910644531,20,1.0,0
STANDARD,2018-04-28,4,279.2588195800781,31,R_A5,-1.014433415741367e-11,1691.7685546875,4,279.2588195800781,20,1.0,0
STANDARD,2018-04-28,5,279.4684753417969,31,R_A5,-1.760428781916179e-11,1693.9779052734375,5,279.4684753417969,20,1.0,0
STANDARD,2018-04-28,6,279.67791748046875,31,R_A5,-1.7429217791242735e-11,1696.1871337890625,6,279.67791748046875,20,1.0,0
STANDARD,2018-04-28,7,280.217041015625,31,R_A5,-3.540840648572248e-14,1698.396484375,7,280.217041015625,20,1.0,0
STANDARD,2018-04-28,8,279.939208984375,31,R_A5,7.548761095377277e-12,1692.87158203125,8,279.939208984375,21,1.0,0
STANDARD,2018-04-28,9,278.57501220703125,31,R_A5,-2.878277061135748e-10,1699.91064453125,11,278.57501220703125,21,1.0,0
STANDARD,2018-04-28,10,278.7601623535156,31,R_A5,-2.363293172269465e-10,1701.8621826171875,12,278.7601623535156,21,1.0,0
STANDARD,2018-04-28,11,278.95904541015625,31,R_A5,-8.217133570798119e-12,1703.8135986328125,13,278.95904541015625,21,1.0,0
STANDARD,2018-04-28,12,279.1464538574219,31,R_A5,-1.711581223973191e-11,1705.76513671875,14,279.1464538574219,21,1.0,0
STANDARD,2018-04-28,13,279.3354797363281,31,R_A5,-3.653808158810001e-12,1707.716552734375,15,279.3354797363281,21,1.0,0
STANDARD,2018-04-28,14,279.6907043457031,31,R_A5,-2.5178251410878927e-12,1709.6680908203125,16,279.6907043457031,21,1.0,0
STANDARD,2018-04-28,15,279.9542541503906,31,R_A5,-5.124202386193322e-13,1711.61962890625,17,279.9542541503906,21,1.0,0
STANDARD,2018-04-28,16,280.2139892578125,31,R_A5,-6.321766027328479e-13,1713.384765625,18,280.2139892578125,21,1.0,0
STANDARD,2018-04-28,17,280.3541259765625,31,R_A5,0.0,1714.4190673828125,19,280.3541259765625,21,1.0,0
STANDARD,2018-04-28,18,280.4064636230469,31,R_A5,0.0,1714.8436279296875,20,280.4064636230469,21,1.0,0
STANDARD,2018-04-28,19,289.0759582519531,31,R_A5,-1.1348278070835889e-14,1716.1846923828125,27,289.0759582519531,21,1.0,0
STANDARD,2018-04-28,20,289.29638671875,31,R_A5,-4.2931907283231575e-15,1718.5074462890625,28,289.29638671875,21,1.0,0
STANDARD,2018-04-28,21,299.1483459472656,31,R_A5,1.8440898004380107e-20,1720.830322265625,29,299.1483459472656,21,1.0,0
STANDARD,2018-04-28,22,305.2650146484375,31,R_A5,1.0598251598335667e-22,1723.153076171875,30,305.2650146484375,21,1.0,0
STANDARD,2018-04-28,23,307.0854797363281,31,R_A5,-2.2455707132450336e-25,1725.475830078125,31,307.0854797363281,21,1.0,0
STANDARD,2018-07-03,1,278.6842041015625,28,R_A3,0.0,1608.8284912109375,1,278.6842041015625,41,0.6495633125305176,0
STANDARD,2018-07-03,2,278.8184509277344,28,R_A3,0.0,1610.8074951171875,2,278.8184509277344,41,0.1963208168745041,0
STANDARD,2018-07-03,3,278.950439453125,28,R_A3,0.0,1612.786376953125,3,278.950439453125,41,0.15172481536865234,0
STANDARD,2018-07-03,4,278.3815002441406,29,R_A3,0.0,1604.0858154296875,3,278.3815002441406,41,0.16608336567878723,0
STANDARD,2018-07-03,5,278.5203552246094,29,R_A3,0.0,1606.1690673828125,4,278.5203552246094,41,0.18385347723960876,0
STANDARD,2018-07-03,6,278.7905578613281,29,R_A3,0.0,1608.2523193359375,5,278.7905578613281,41,0.8074734210968018,0
STANDARD,2018-07-03,7,278.8838806152344,29,R_A3,0.0,1610.3355712890625,6,278.8838806152344,41,0.6496548056602478,0
STANDARD,2018-07-03,8,279.0615539550781,29,R_A3,0.0,1612.4188232421875,7,279.0615539550781,41,0.19873082637786865,0
STANDARD,2018-07-03,9,279.20098876953125,29,R_A3,0.0,1614.501953125,8,279.20098876953125,41,0.2039836347103119,0
STANDARD,2018-07-03,10,279.8708801269531,29,R_A3,0.0,1616.585205078125,9,279.8708801269531,41,0.7922360897064209,0
STANDARD,2018-07-03,11,288.13311767578125,29,R_A3,0.0,1618.6685791015625,10,288.13311767578125,41,0.7431021928787231,0
STANDARD,2018-07-03,12,295.6331481933594,29,R_A3,0.0,1620.8564453125,11,295.6331481933594,41,0.047977134585380554,0
STANDARD,2018-07-03,13,295.78668212890625,29,R_A3,0.0,1623.149169921875,12,295.78668212890625,41,0.05371210724115372,0
STANDARD,2018-07-03,14,295.94049072265625,29,R_A3,0.0,1625.44189453125,13,295.94049072265625,41,0.3674960136413574,0
STANDARD,2018-07-03,15,294.0734558105469,29,R_A3,0.0,1630.0272216796875,15,294.0734558105469,41,0.5014349222183228,0
STANDARD,2018-07-03,16,294.1896667480469,29,R_A3,0.0,1631.903076171875,16,294.1896667480469,41,0.8042662143707275,0
STANDARD,2018-07-03,17,285.261962890625,29,R_A3,0.0,1634.3743896484375,27,285.261962890625,41,0.12731009721755981,0
STANDARD,2018-07-03,18,285.5237731933594,29,R_A3,0.0,1637.8582763671875,28,285.5237731933594,41,0.046363938599824905,0
STANDARD,2018-07-03,19,285.75750732421875,29,R_A3,0.0,1641.342041015625,29,285.75750732421875,41,0.08155528455972672,0
STANDARD,2018-07-03,20,286.1350402832031,29,R_A3,0.0,1644.825927734375,30,286.1350402832031,41,0.6491152048110962,0
STANDARD,2018-07-03,21,286.3516845703125,29,R_A3,0.0,1648.309814453125,31,286.3516845703125,41,0.059376008808612823,0
STANDARD,2018-09-12,1,280.24603271484375,30,R_A4,0.0,1629.66845703125,1,280.24603271484375,52,0.05005236342549324,0
STANDARD,2018-09-12,2,280.01336669921875,31,R_A4,0.0,1625.81396484375,1,280.01336669921875,52,0.04894247651100159,0
STANDARD,2018-09-12,3,280.1461486816406,31,R_A4,0.0,1627.8050537109375,2,280.1461486816406,52,0.049166180193424225,0
STANDARD,2018-09-12,4,280.2789611816406,31,R_A4,0.0,1629.7960205078125,3,280.2789611816406,52,0.050248339772224426,0
STANDARD,2018-09-12,5,280.4117736816406,31,R_A4,0.0,1631.787109375,4,280.4117736816406,52,0.05311828851699829,0
STANDARD,2018-09-12,6,280.54461669921875,31,R_A4,0.0,1633.778076171875,5,280.54461669921875,52,0.05435954034328461,0
STANDARD,2018-09-12,7,280.529541015625,32,R_A4,0.0,1633.301025390625,5,280.529541015625,52,0.056263718754053116,0
STANDARD,2018-09-12,8,280.6279602050781,32,R_A4,0.0,1635.5123291015625,5,280.6279602050781,51,0.055121131241321564,0
STANDARD,2018-09-12,9,280.5103454589844,32,R_A4,0.0,1633.748779296875,4,280.5103454589844,51,0.05366827920079231,0
STANDARD,2018-09-12,10,280.70672607421875,33,R_A4,0.0,1636.711181640625,4,280.70672607421875,51,0.058283910155296326,0
STANDARD,2018-09-12,11,281.0101318359375,33,R_A4,0.0,1642.1654052734375,4,281.0101318359375,50,0.06117996200919151,0
STANDARD,2018-09-12,12,280.9052429199219,34,R_A4,0.0,1640.9554443359375,4,280.9052429199219,50,0.06244220957159996,0
STANDARD,2018-09-12,13,280.7821960449219,34,R_A4,0.0,1639.109130859375,3,280.7821960449219,50,0.13785754144191742,0
STANDARD,2018-09-12,14,280.771728515625,35,R_A4,0.0,1640.165283203125,3,280.771728515625,50,0.1400260329246521,0
STANDARD,2018-09-12,15,278.3125,35,R_A4,0.0,1637.3046875,30,278.3125,49,0.05567808076739311,0
STANDARD,2018-09-12,16,279.1772155761719,36,R_A4,0.0,1643.3251953125,30,279.1772155761719,49,0.25486335158348083,0
STANDARD,2018-09-12,17,278.5450134277344,36,R_A4,0.0,1641.2435302734375,30,278.5450134277344,48,0.061281319707632065,0
STANDARD,2018-09-12,18,279.9443054199219,37,R_A4,0.0,1648.760986328125,30,279.9443054199219,48,0.2543431520462036,0
STANDARD,2018-09-12,19,280.9563903808594,38,R_A4,0.0,1654.414306640625,30,280.9563903808594,48,0.18384911119937897,0
STANDARD,2018-09-12,20,281.0339050292969,38,R_A4,0.0,1658.75341796875,30,281.0339050292969,47,0.699638307094574,0
STANDARD,2018-11-07,1,274.146728515625,17,R_A6,3.6997789272345816e-14,1694.9378662109375,1,274.146728515625,42,1.0,0
STANDARD,2018-11-07,2,274.2948913574219,17,R_A6,2.0866573646380858e-14,1696.485595703125,2,274.2948913574219,42,1.0,0
STANDARD,2018-11-07,3,274.44403076171875,17,R_A6,2.0264443335166193e-14,1698.033447265625,3,274.44403076171875,42,1.0,0
STANDARD,2018-11-07,4,274.59375,17,R_A6,2.2273732540995482e-14,1699.5814208984375,4,274.59375,42,1.0,0
STANDARD,2018-11-07,5,274.7429504394531,17,R_A6,3.663410381798092e-14,1701.1292724609375,5,274.7429504394531,42,1.0,0
STANDARD,2018-11-07,6,274.8909606933594,17,R_A6,2.2872849447796995e-12,1702.6771240234375,6,274.8909606933594,42,1.0,0
STANDARD,2018-11-07,7,274.7607727050781,17,R_A6,4.323091364055731e-12,1704.2249755859375,7,274.7607727050781,42,1.0,0
STANDARD,2018-11-07,8,274.9581604003906,17,R_A6,3.905993150449261e-12,1705.7728271484375,8,274.9581604003906,42,1.0,0
STANDARD,2018-11-07,9,275.6191711425781,17,R_A6,1.627873996625645e-13,1707.3206787109375,9,275.6191711425781,42,1.0,0
STANDARD,2018-11-07,10,275.9024353027344,17,R_A6,1.0056626538468283e-11,1708.8685302734375,10,275.9024353027344,42,1.0,0
STANDARD,2018-11-07,11,278.75225830078125,17,R_A6,1.0026981415306446e-12,1710.766357421875,11,278.75225830078125,42,1.0,0
STANDARD,2018-11-07,12,278.965087890625,17,R_A6,5.164853462448493e-13,1713.01416015625,12,278.965087890625,42,1.0,0
STANDARD,2018-11-07,13,279.1899719238281,17,R_A6,4.058810104960904e-14,1715.261962890625,13,279.1899719238281,42,1.0,0
STANDARD,2018-11-07,14,279.4029846191406,17,R_A6,3.1155433728767903e-14,1717.509765625,14,279.4029846191406,42,1.0,0
STANDARD,2018-11-07,15,279.61737060546875,17,R_A6,1.8391526433844847e-14,1719.757568359375,15,279.61737060546875,42,1.0,0
