SGAS,PRESSURE,WELL,DEPTH,CONIPOS,CONIDX,DRAWDOWN,CONKPOS,SWAT,WELLMODEL,DATE,CONJPOS,CONBPRES
-1.486924819382729e-11,278.1809387207031,R_A6,1717.5274658203125,17,14,0,14,1.0,STANDARD,2018-11-07,42,278.1809387207031
-1.0032258010439499e-11,278.3929138183594,R_A6,1719.7440185546875,17,15,0,15,1.0,STANDARD,2018-11-07,42,278.3929138183594
-2.3368488134140053e-12,278.7538757324219,R_A6,1721.9605712890625,17,16,0,16,1.0,STANDARD,2018-11-07,42,278.7538757324219
-6.098450303776426e-12,278.9698486328125,R_A6,1724.17724609375,17,17,0,17,1.0,STANDARD,2018-11-07,42,278.9698486328125
-4.886225538763833e-12,279.1457214355469,R_A6,1726.0030517578125,17,18,0,18,1.0,STANDARD,2018-11-07,42,279.1457214355469
-2.406017607370359e-10,279.7142028808594,R_A6,1727.58203125,17,19,0,26,1.0,STANDARD,2018-11-07,42,279.7142028808594
-9.014963775477725e-11,280.1710205078125,R_A6,1729.304931640625,17,20,0,27,1.0,STANDARD,2018-11-07,42,280.1710205078125
-4.7322536314293233e-17,280.9301452636719,R_A6,1731.02783203125,17,21,0,28,1.0,STANDARD,2018-11-07,42,280.9301452636719
-1.5607174314479072e-17,280.9527282714844,R_A6,1732.7508544921875,17,22,0,29,1.0,STANDARD,2018-11-07,42,280.9527282714844
-4.0886560630226665e-12,280.5965881347656,R_A6,1734.4737548828125,17,23,0,30,1.0,STANDARD,2018-11-07,42,280.5965881347656
