DEPTH,CONJPOS,DRAWDOWN,SWAT,PRESSURE,CONIDX,CONBPRES,CONIPOS,SGAS,WELL,WELLMODEL,DATE,CONKPOS
1695.4423828125,42,0,1.0,276.06732177734375,2,276.06732177734375,17,-2.7283077344244415e-15,R_A6,STANDARD,2018-11-07,2
1696.97021484375,42,0,1.0,276.20703125,3,276.20703125,17,-2.245997009862476e-15,R_A6,STANDARD,2018-11-07,3
1698.498046875,42,0,1.0,276.3431091308594,4,276.3431091308594,17,-1.6989517923066003e-15,R_A6,STANDARD,2018-11-07,4
1700.02587890625,42,0,1.0,276.4772644042969,5,276.4772644042969,17,-2.5490382933357524e-15,R_A6,STANDARD,2018-11-07,5
1701.5538330078125,42,0,1.0,276.3177795410156,6,276.3177795410156,17,-1.1264834822322795e-13,R_A6,STANDARD,2018-11-07,6
1703.0816650390625,42,0,1.0,276.46234130859375,7,276.46234130859375,17,-2.1588896577558192e-13,R_A6,STANDARD,2018-11-07,7
1704.6094970703125,42,0,1.0,276.60693359375,8,276.60693359375,17,-1.7630145119403723e-13,R_A6,STANDARD,2018-11-07,8
1706.1373291015625,42,0,1.0,277.0511169433594,9,277.0511169433594,17,-1.07076551943662e-14,R_A6,STANDARD,2018-11-07,9
1707.6651611328125,42,0,1.0,277.45904541015625,10,277.45904541015625,17,-2.206764137811551e-15,R_A6,STANDARD,2018-11-07,10
1709.577392578125,42,0,1.0,282.33380126953125,11,282.33380126953125,17,-2.9408525853251433e-13,R_A6,STANDARD,2018-11-07,11
1711.873779296875,42,0,1.0,282.5512390136719,12,282.5512390136719,17,-1.0926043327464524e-13,R_A6,STANDARD,2018-11-07,12
1714.170166015625,42,0,1.0,282.7806396484375,13,282.7806396484375,17,-1.2746396582804468e-14,R_A6,STANDARD,2018-11-07,13
1716.466552734375,42,0,1.0,282.99810791015625,14,282.99810791015625,17,-9.635646061156421e-15,R_A6,STANDARD,2018-11-07,14
1718.7630615234375,42,0,1.0,283.2157287597656,15,283.2157287597656,17,-4.7416142057643204e-15,R_A6,STANDARD,2018-11-07,15
1721.0594482421875,42,0,1.0,283.5787353515625,16,283.5787353515625,17,-1.8674560799103977e-15,R_A6,STANDARD,2018-11-07,16
1723.35595703125,42,0,1.0,283.7966003417969,17,283.7966003417969,17,-2.6853474938891243e-15,R_A6,STANDARD,2018-11-07,17
1724.83837890625,42,0,1.0,283.9370422363281,18,283.9370422363281,17,-3.0455438077860424e-15,R_A6,STANDARD,2018-11-07,18
1726.024169921875,42,0,1.0,284.0262756347656,19,284.0262756347656,17,1.2845686631914564e-14,R_A6,STANDARD,2018-11-07,25
1727.7271728515625,42,0,1.0,284.5460205078125,20,284.5460205078125,17,5.129412147038704e-15,R_A6,STANDARD,2018-11-07,26
1729.43017578125,42,0,1.0,285.4151306152344,21,285.4151306152344,17,6.99966761314393e-20,R_A6,STANDARD,2018-11-07,27
1731.13330078125,42,0,1.0,285.71435546875,22,285.71435546875,17,2.4035918587120376e-20,R_A6,STANDARD,2018-11-07,28
1732.8363037109375,42,0,1.0,284.740478515625,23,284.740478515625,17,4.662533092226291e-16,R_A6,STANDARD,2018-11-07,29
