WELLMODEL,DEPTH,CONJPOS,CONIPOS,SWAT,WELL,CONKPOS,DRAWDOWN,SGAS,CONBPRES,DATE,PRESSURE,CONIDX
STANDARD,1613.3720703125,41,28,0.19760067760944366,R_A3,3,0,0.0,298.8148498535156,2018-01-01,298.8148498535156,3
STANDARD,1615.4365234375,41,28,0.3792901039123535,R_A3,4,0,0.0,298.9532165527344,2018-01-01,298.9532165527344,4
STANDARD,1617.5008544921875,41,28,0.8267315626144409,R_A3,5,0,0.0,299.0915832519531,2018-01-01,299.0915832519531,5
STANDARD,1619.565185546875,41,28,0.22688354551792145,R_A3,6,0,0.0,299.2299499511719,2018-01-01,299.2299499511719,6
STANDARD,1609.3663330078125,41,29,0.26596105098724365,R_A3,6,0,0.0,298.54638671875,2018-01-01,298.54638671875,7
STANDARD,1611.4163818359375,41,29,0.19722381234169006,R_A3,7,0,0.0,298.68377685546875,2018-01-01,298.68377685546875,8
STANDARD,1613.46630859375,41,29,0.3807685971260071,R_A3,8,0,0.0,298.8211669921875,2018-01-01,298.8211669921875,9
STANDARD,1615.516357421875,41,29,0.8020743727684021,R_A3,9,0,0.0,298.95855712890625,2018-01-01,298.95855712890625,10
STANDARD,1617.5662841796875,41,29,0.7998339533805847,R_A3,10,0,0.0,299.095947265625,2018-01-01,299.095947265625,11
STANDARD,1619.750732421875,41,29,0.048946261405944824,R_A3,11,0,0.0,299.24237060546875,2018-01-01,299.24237060546875,12
STANDARD,1622.0697021484375,41,29,0.05424661189317703,R_A3,12,0,0.0,299.3978271484375,2018-01-01,299.3978271484375,13
STANDARD,1624.388671875,41,29,0.3695291578769684,R_A3,13,0,0.0,299.5532531738281,2018-01-01,299.5532531738281,14
STANDARD,1626.707763671875,41,29,0.36767199635505676,R_A3,14,0,0.0,299.7087097167969,2018-01-01,299.7087097167969,15
STANDARD,1629.026611328125,41,29,0.4412824809551239,R_A3,15,0,0.0,299.8641662597656,2018-01-01,299.8641662597656,16
STANDARD,1630.9468994140625,41,29,0.8111897110939026,R_A3,16,0,0.0,299.992919921875,2018-01-01,299.992919921875,17
STANDARD,1633.5262451171875,41,29,0.37905046343803406,R_A3,27,0,0.0,300.16583251953125,2018-01-01,300.16583251953125,18
STANDARD,1637.1630859375,41,29,0.04574024677276611,R_A3,28,0,0.0,300.40966796875,2018-01-01,300.40966796875,19
STANDARD,1640.8001708984375,41,29,0.05056381970643997,R_A3,29,0,0.0,300.6535339355469,2018-01-01,300.6535339355469,20
STANDARD,1644.4371337890625,41,29,0.6481541991233826,R_A3,30,0,0.0,300.89739990234375,2018-01-01,300.89739990234375,21
STANDARD,1648.0740966796875,41,29,0.06256569176912308,R_A3,31,0,0.0,301.14129638671875,2018-01-01,301.14129638671875,22
STANDARD,1631.1873779296875,52,30,0.05170147493481636,R_A4,1,0,0.0,300.009033203125,2018-01-01,300.009033203125,1
STANDARD,1627.4293212890625,52,31,0.048609890043735504,R_A4,1,0,0.0,299.7571105957031,2018-01-01,299.7571105957031,2
STANDARD,1629.4896240234375,52,31,0.05221238359808922,R_A4,2,0,0.0,299.89520263671875,2018-01-01,299.89520263671875,3
STANDARD,1631.5498046875,52,31,0.054313696920871735,R_A4,3,0,0.0,300.0333251953125,2018-01-01,300.0333251953125,4
STANDARD,1633.610107421875,52,31,0.05736476555466652,R_A4,4,0,0.0,300.17144775390625,2018-01-01,300.17144775390625,5
STANDARD,1632.3968505859375,52,32,0.056389473378658295,R_A4,4,0,0.0,300.0901184082031,2018-01-01,300.0901184082031,6
STANDARD,1635.880615234375,51,32,0.05910776928067207,R_A4,4,0,0.0,300.3236999511719,2018-01-01,300.3236999511719,7
STANDARD,1637.321044921875,51,33,0.05742491036653519,R_A4,4,0,0.0,300.4202575683594,2018-01-01,300.4202575683594,8
STANDARD,1635.474609375,51,33,0.05627985671162605,R_A4,3,0,0.0,300.29644775390625,2018-01-01,300.29644775390625,9
STANDARD,1642.1485595703125,50,33,0.06314294040203094,R_A4,4,0,0.0,300.74395751953125,2018-01-01,300.74395751953125,10
STANDARD,1641.132080078125,50,34,0.06145904213190079,R_A4,4,0,0.0,300.67578125,2018-01-01,300.67578125,11
STANDARD,1639.20703125,50,34,0.1401393711566925,R_A4,3,0,0.0,300.5467224121094,2018-01-01,300.5467224121094,12
STANDARD,1640.9061279296875,50,35,0.14248615503311157,R_A4,3,0,0.0,300.66064453125,2018-01-01,300.66064453125,13
STANDARD,1639.0426025390625,50,35,0.23273660242557526,R_A4,2,0,0.0,300.53570556640625,2018-01-01,300.53570556640625,14
STANDARD,1641.93212890625,49,35,0.23657433688640594,R_A4,2,0,0.0,300.72943115234375,2018-01-01,300.72943115234375,15
STANDARD,1642.357421875,49,36,1.0,R_A4,30,0,0.0,300.7579650878906,2018-01-01,300.7579650878906,16
STANDARD,1639.6068115234375,48,36,0.6481541991233826,R_A4,30,0,0.0,300.5735168457031,2018-01-01,300.5735168457031,17
STANDARD,1646.7513427734375,48,37,0.6481541991233826,R_A4,30,0,0.0,301.0526123046875,2018-01-01,301.0526123046875,18
STANDARD,1653.461669921875,48,38,0.6481541991233826,R_A4,30,0,0.0,301.5025939941406,2018-01-01,301.5025939941406,19
STANDARD,1657.8184814453125,47,38,0.6481541991233826,R_A4,30,0,0.0,301.7947998046875,2018-01-01,301.7947998046875,20
STANDARD,1685.026611328125,20,31,1.0,R_A5,1,0,0.0,303.8440856933594,2018-01-01,303.8440856933594,1
STANDARD,1687.3070068359375,20,31,1.0,R_A5,2,0,0.0,304.0601806640625,2018-01-01,304.0601806640625,2
STANDARD,1689.5875244140625,20,31,1.0,R_A5,3,0,0.0,304.27630615234375,2018-01-01,304.27630615234375,3
STANDARD,1691.8680419921875,20,31,1.0,R_A5,4,0,0.0,304.4924011230469,2018-01-01,304.4924011230469,4
STANDARD,1694.1485595703125,20,31,1.0,R_A5,5,0,0.0,304.7085266113281,2018-01-01,304.7085266113281,5
STANDARD,1696.4290771484375,20,31,1.0,R_A5,6,0,0.0,304.9246520996094,2018-01-01,304.9246520996094,6
STANDARD,1698.70947265625,20,31,1.0,R_A5,7,0,0.0,305.446533203125,2018-01-01,305.446533203125,7
STANDARD,1707.6488037109375,20,31,1.0,R_A5,11,0,0.0,305.988037109375,2018-01-01,305.988037109375,8
STANDARD,1709.5638427734375,20,31,1.0,R_A5,12,0,0.0,306.1695251464844,2018-01-01,306.1695251464844,9
STANDARD,1701.7845458984375,21,31,1.0,R_A5,12,0,0.0,305.4322814941406,2018-01-01,305.4322814941406,10
STANDARD,1703.735107421875,21,31,1.0,R_A5,13,0,0.0,305.6291198730469,2018-01-01,305.6291198730469,11
STANDARD,1705.6856689453125,21,31,1.0,R_A5,14,0,0.0,305.81396484375,2018-01-01,305.81396484375,12
STANDARD,1707.63623046875,21,31,1.0,R_A5,15,0,0.0,305.9988098144531,2018-01-01,305.9988098144531,13
STANDARD,1709.5867919921875,21,31,1.0,R_A5,16,0,0.0,306.3287048339844,2018-01-01,306.3287048339844,14
STANDARD,1711.537353515625,21,31,1.0,R_A5,17,0,0.0,306.5135498046875,2018-01-01,306.5135498046875,15
STANDARD,1713.35400390625,21,31,1.0,R_A5,18,0,0.0,306.6856994628906,2018-01-01,306.6856994628906,16
STANDARD,1714.3951416015625,21,31,1.0,R_A5,19,0,0.0,306.7843933105469,2018-01-01,306.7843933105469,17
STANDARD,1715.7628173828125,21,31,1.0,R_A5,27,0,0.0,306.75689697265625,2018-01-01,306.75689697265625,18
STANDARD,1718.098388671875,21,31,1.0,R_A5,28,0,0.0,306.978271484375,2018-01-01,306.978271484375,19
STANDARD,1720.43408203125,21,31,1.0,R_A5,29,0,0.0,307.5054016113281,2018-01-01,307.5054016113281,20
STANDARD,1722.7696533203125,21,31,1.0,R_A5,30,0,0.0,307.7267761230469,2018-01-01,307.7267761230469,21
STANDARD,1725.105224609375,21,31,1.0,R_A5,31,0,0.0,307.9481506347656,2018-01-01,307.9481506347656,22
STANDARD,1695.20263671875,42,17,1.0,R_A6,1,0,0.0,305.11419677734375,2018-01-01,305.11419677734375,1
STANDARD,1696.7510986328125,42,17,1.0,R_A6,2,0,0.0,305.2609558105469,2018-01-01,305.2609558105469,2
STANDARD,1698.299560546875,42,17,1.0,R_A6,3,0,0.0,305.4076843261719,2018-01-01,305.4076843261719,3
STANDARD,1699.84814453125,42,17,1.0,R_A6,4,0,0.0,305.554443359375,2018-01-01,305.554443359375,4
STANDARD,1701.3966064453125,42,17,1.0,R_A6,5,0,0.0,305.7012023925781,2018-01-01,305.7012023925781,5
STANDARD,1702.9451904296875,42,17,1.0,R_A6,6,0,0.0,305.84796142578125,2018-01-01,305.84796142578125,6
STANDARD,1704.49365234375,42,17,1.0,R_A6,7,0,0.0,305.6956481933594,2018-01-01,305.6956481933594,7
STANDARD,1706.042236328125,42,17,1.0,R_A6,8,0,0.0,305.8424072265625,2018-01-01,305.8424072265625,8
STANDARD,1707.5906982421875,42,17,1.0,R_A6,9,0,0.0,306.2882080078125,2018-01-01,306.2882080078125,9
STANDARD,1709.1392822265625,42,17,1.0,R_A6,10,0,0.0,306.1291809082031,2018-01-01,306.1291809082031,10
STANDARD,1711.055419921875,42,17,1.0,R_A6,11,0,0.0,306.3109130859375,2018-01-01,306.3109130859375,11
STANDARD,1713.3392333984375,42,17,1.0,R_A6,12,0,0.0,306.52734375,2018-01-01,306.52734375,12
STANDARD,1715.623046875,42,17,1.0,R_A6,13,0,0.0,306.7557678222656,2018-01-01,306.7557678222656,13
STANDARD,1717.9068603515625,42,17,1.0,R_A6,14,0,0.0,306.9721984863281,2018-01-01,306.9721984863281,14
STANDARD,1720.190673828125,42,17,1.0,R_A6,15,0,0.0,307.18865966796875,2018-01-01,307.18865966796875,15
STANDARD,1722.474365234375,42,17,1.0,R_A6,16,0,0.0,307.55010986328125,2018-01-01,307.55010986328125,16
STANDARD,1724.7581787109375,42,17,1.0,R_A6,17,0,0.0,307.7665710449219,2018-01-01,307.7665710449219,17
STANDARD,1726.394287109375,42,17,1.0,R_A6,18,0,0.0,307.921630859375,2018-01-01,307.921630859375,18
STANDARD,1727.7508544921875,42,17,1.0,R_A6,27,0,0.0,307.8930969238281,2018-01-01,307.8930969238281,19
STANDARD,1729.4755859375,42,17,1.0,R_A6,28,0,0.0,308.3623352050781,2018-01-01,308.3623352050781,20
STANDARD,1731.2001953125,42,17,1.0,R_A6,29,0,0.0,308.52581787109375,2018-01-01,308.52581787109375,21
STANDARD,1732.9249267578125,42,17,1.0,R_A6,30,0,0.0,308.68927001953125,2018-01-01,308.68927001953125,22
STANDARD,1734.649658203125,42,17,1.0,R_A6,31,0,0.0,308.5469665527344,2018-01-01,308.5469665527344,23
STANDARD,1641.094970703125,30,22,0.05650942027568817,R_A2,1,0,0.0,298.5353088378906,2018-03-01,298.5353088378906,1
STANDARD,1642.8890380859375,30,22,0.057101454585790634,R_A2,2,0,0.0,298.6555480957031,2018-03-01,298.6555480957031,2
STANDARD,1644.68310546875,30,22,0.06135134771466255,R_A2,3,0,0.0,298.7757568359375,2018-03-01,298.7757568359375,3
STANDARD,1646.4771728515625,30,22,0.0675402581691742,R_A2,4,0,0.0,298.89599609375,2018-03-01,298.89599609375,4
STANDARD,1648.2713623046875,30,22,0.07105133682489395,R_A2,5,0,0.0,299.0162353515625,2018-03-01,299.0162353515625,5
STANDARD,1650.0654296875,30,22,0.32158681750297546,R_A2,6,0,0.0,299.1400146484375,2018-03-01,299.1400146484375,6
STANDARD,1651.859619140625,30,22,0.6902692317962646,R_A2,7,0,0.0,299.3168029785156,2018-03-01,299.3168029785156,7
STANDARD,1653.6536865234375,30,22,0.648284912109375,R_A2,8,0,0.0,299.4678955078125,2018-03-01,299.4678955078125,8
STANDARD,1655.44775390625,30,22,0.648529589176178,R_A2,9,0,0.0,299.5961608886719,2018-03-01,299.5961608886719,9
STANDARD,1657.2418212890625,30,22,0.9161238670349121,R_A2,10,0,0.0,299.9290466308594,2018-03-01,299.9290466308594,10
STANDARD,1659.1368408203125,30,22,0.07606153190135956,R_A2,11,0,0.0,300.1134338378906,2018-03-01,300.1134338378906,11
STANDARD,1661.132568359375,30,22,0.08102353662252426,R_A2,12,0,0.0,300.24725341796875,2018-03-01,300.24725341796875,12
STANDARD,1663.12841796875,30,22,0.45680156350135803,R_A2,13,0,0.0,300.3820495605469,2018-03-01,300.3820495605469,13
STANDARD,1665.1241455078125,30,22,0.5043483376502991,R_A2,14,0,0.0,300.5179748535156,2018-03-01,300.5179748535156,14
STANDARD,1667.1199951171875,30,22,0.6864733695983887,R_A2,15,0,0.0,300.65545654296875,2018-03-01,300.65545654296875,15
STANDARD,1669.11572265625,30,22,0.9750915765762329,R_A2,16,0,0.0,300.78985595703125,2018-03-01,300.78985595703125,16
STANDARD,1671.111572265625,30,22,0.9595697522163391,R_A2,17,0,0.0,300.9244689941406,2018-03-01,300.9244689941406,17
STANDARD,1672.9881591796875,30,22,0.9807537198066711,R_A2,18,0,0.0,301.0506286621094,2018-03-01,301.0506286621094,18
STANDARD,1674.229736328125,29,22,0.9992632269859314,R_A2,18,0,0.0,301.05230712890625,2018-03-01,301.05230712890625,19
STANDARD,1676.1676025390625,29,22,1.0,R_A2,27,0,1.5226541663133529e-15,302.9803466796875,2018-03-01,302.9803466796875,20
STANDARD,1677.9368896484375,29,22,1.0,R_A2,28,0,2.745554860477756e-16,303.43463134765625,2018-03-01,303.43463134765625,21
STANDARD,1679.7061767578125,29,22,1.0,R_A2,29,0,-8.291525452341908e-12,302.94342041015625,2018-03-01,302.94342041015625,22
STANDARD,1681.4754638671875,29,22,1.0,R_A2,30,0,-2.2311513598574813e-14,303.7579040527344,2018-03-01,303.7579040527344,23
STANDARD,1683.2447509765625,29,22,1.0,R_A2,31,0,-2.474439042879882e-15,303.93463134765625,2018-03-01,303.93463134765625,24
STANDARD,1685.026611328125,20,31,1.0,R_A5,1,0,-2.8738160939498214e-14,276.5035095214844,2018-04-28,276.5035095214844,1
STANDARD,1687.3070068359375,20,31,1.0,R_A5,2,0,-1.6286095735895678e-11,276.7195739746094,2018-04-28,276.7195739746094,2
STANDARD,1689.5875244140625,20,31,1.0,R_A5,3,0,-2.2205216831938657e-11,276.935546875,2018-04-28,276.935546875,3
STANDARD,1691.8680419921875,20,31,1.0,R_A5,4,0,-1.889933522181142e-11,277.1515197753906,2018-04-28,277.1515197753906,4
STANDARD,1694.1485595703125,20,31,1.0,R_A5,5,0,-1.7014920722369098e-11,277.3674621582031,2018-04-28,277.3674621582031,5
STANDARD,1696.4290771484375,20,31,1.0,R_A5,6,0,-1.699466262161664e-11,277.5833740234375,2018-04-28,277.5833740234375,6
STANDARD,1698.70947265625,20,31,1.0,R_A5,7,0,-1.19347904497559e-13,278.1184387207031,2018-04-28,278.1184387207031,7
STANDARD,1707.6488037109375,20,31,1.0,R_A5,11,0,-3.4234234370933425e-12,277.1236572265625,2018-04-28,277.1236572265625,8
STANDARD,1709.5638427734375,20,31,1.0,R_A5,12,0,-3.5922690603401586e-12,277.3052978515625,2018-04-28,277.3052978515625,9
STANDARD,1701.7845458984375,21,31,1.0,R_A5,12,0,2.132620052774925e-10,275.9114074707031,2018-04-28,275.9114074707031,10
STANDARD,1703.735107421875,21,31,1.0,R_A5,13,0,5.444648638192051e-12,276.1117248535156,2018-04-28,276.1117248535156,11
STANDARD,1705.6856689453125,21,31,1.0,R_A5,14,0,9.051058513787069e-12,276.30194091796875,2018-04-28,276.30194091796875,12
STANDARD,1707.63623046875,21,31,1.0,R_A5,15,0,1.859535312190297e-12,276.50677490234375,2018-04-28,276.50677490234375,13
STANDARD,1709.5867919921875,21,31,1.0,R_A5,16,0,1.6391278525457187e-12,276.9110412597656,2018-04-28,276.9110412597656,14
STANDARD,1711.537353515625,21,31,1.0,R_A5,17,0,5.122147280975375e-13,277.2852478027344,2018-04-28,277.2852478027344,15
STANDARD,1713.35400390625,21,31,1.0,R_A5,18,0,1.0995795203180836e-12,277.6539306640625,2018-04-28,277.6539306640625,16
STANDARD,1714.3951416015625,21,31,1.0,R_A5,19,0,0.0,277.831787109375,2018-04-28,277.831787109375,17
STANDARD,1715.7628173828125,21,31,1.0,R_A5,27,0,2.961396590190485e-13,277.8594970703125,2018-04-28,277.8594970703125,18
STANDARD,1718.098388671875,21,31,1.0,R_A5,28,0,4.0600229883787364e-13,278.1037292480469,2018-04-28,278.1037292480469,19
STANDARD,1720.43408203125,21,31,1.0,R_A5,29,0,3.428456223493702e-18,278.6704406738281,2018-04-28,278.6704406738281,20
STANDARD,1722.7696533203125,21,31,1.0,R_A5,30,0,7.665525882269658e-16,283.0284729003906,2018-04-28,283.0284729003906,21
STANDARD,1725.105224609375,21,31,1.0,R_A5,31,0,1.4131946495646887e-19,298.3839111328125,2018-04-28,298.3839111328125,22
STANDARD,1609.243408203125,41,28,0.6500604152679443,R_A3,1,0,0.0,280.0342102050781,2018-07-03,280.0342102050781,1
STANDARD,1611.3077392578125,41,28,0.22985602915287018,R_A3,2,0,0.0,280.17706298828125,2018-07-03,280.17706298828125,2
STANDARD,1613.3720703125,41,28,0.19909051060676575,R_A3,3,0,0.0,280.3149719238281,2018-07-03,280.3149719238281,3
STANDARD,1615.4365234375,41,28,0.3822895884513855,R_A3,4,0,0.0,280.493896484375,2018-07-03,280.493896484375,4
STANDARD,1617.5008544921875,41,28,0.8192504048347473,R_A3,5,0,0.0,280.86749267578125,2018-07-03,280.86749267578125,5
STANDARD,1619.565185546875,41,28,0.2274097055196762,R_A3,6,0,0.0,281.0303649902344,2018-07-03,281.0303649902344,6
STANDARD,1609.3663330078125,41,29,0.26620328426361084,R_A3,6,0,0.0,280.3235168457031,2018-07-03,280.3235168457031,7
STANDARD,1611.4163818359375,41,29,0.1980278342962265,R_A3,7,0,0.0,280.4605407714844,2018-07-03,280.4605407714844,8
STANDARD,1613.46630859375,41,29,0.3827822804450989,R_A3,8,0,0.0,280.6008605957031,2018-07-03,280.6008605957031,9
STANDARD,1615.516357421875,41,29,0.8010230660438538,R_A3,9,0,0.0,280.8087158203125,2018-07-03,280.8087158203125,10
STANDARD,1617.5662841796875,41,29,0.7979528307914734,R_A3,10,0,0.0,282.85205078125,2018-07-03,282.85205078125,11
STANDARD,1619.750732421875,41,29,0.04906276986002922,R_A3,11,0,0.0,283.19879150390625,2018-07-03,283.19879150390625,12
STANDARD,1622.0697021484375,41,29,0.054378606379032135,R_A3,12,0,0.0,283.3536376953125,2018-07-03,283.3536376953125,13
STANDARD,1624.388671875,41,29,0.3701111674308777,R_A3,13,0,0.0,283.509521484375,2018-07-03,283.509521484375,14
STANDARD,1626.707763671875,41,29,0.36843523383140564,R_A3,14,0,0.0,283.6656799316406,2018-07-03,283.6656799316406,15
STANDARD,1629.026611328125,41,29,0.44228363037109375,R_A3,15,0,0.0,283.82879638671875,2018-07-03,283.82879638671875,16
STANDARD,1630.9468994140625,41,29,0.8102806210517883,R_A3,16,0,0.0,283.984375,2018-07-03,283.984375,17
STANDARD,1633.5262451171875,41,29,0.37906691431999207,R_A3,27,0,0.0,283.8536376953125,2018-07-03,283.8536376953125,18
STANDARD,1637.1630859375,41,29,0.04582742601633072,R_A3,28,0,0.0,284.06787109375,2018-07-03,284.06787109375,19
STANDARD,1640.8001708984375,41,29,0.050689976662397385,R_A3,29,0,0.0,284.31072998046875,2018-07-03,284.31072998046875,20
STANDARD,1644.4371337890625,41,29,0.6495463848114014,R_A3,30,0,0.0,284.56280517578125,2018-07-03,284.56280517578125,21
STANDARD,1648.0740966796875,41,29,0.0626695305109024,R_A3,31,0,0.0,284.8052062988281,2018-07-03,284.8052062988281,22
STANDARD,1631.1873779296875,52,30,0.05180089920759201,R_A4,1,0,0.0,277.0860595703125,2018-09-12,277.0860595703125,1
STANDARD,1627.4293212890625,52,31,0.048755232244729996,R_A4,1,0,0.0,276.9639892578125,2018-09-12,276.9639892578125,2
STANDARD,1629.4896240234375,52,31,0.05234692618250847,R_A4,2,0,0.0,277.10125732421875,2018-09-12,277.10125732421875,3
STANDARD,1631.5498046875,52,31,0.05444103851914406,R_A4,3,0,0.0,277.238525390625,2018-09-12,277.238525390625,4
STANDARD,1633.610107421875,52,31,0.0574747659265995,R_A4,4,0,0.0,277.37579345703125,2018-09-12,277.37579345703125,5
STANDARD,1632.3968505859375,52,32,0.056525055319070816,R_A4,4,0,0.0,277.4201354980469,2018-09-12,277.4201354980469,6
STANDARD,1635.880615234375,51,32,0.05918905511498451,R_A4,4,0,0.0,277.4898376464844,2018-09-12,277.4898376464844,7
STANDARD,1637.321044921875,51,33,0.057555895298719406,R_A4,4,0,0.0,277.7221374511719,2018-09-12,277.7221374511719,8
STANDARD,1635.474609375,51,33,0.056429583579301834,R_A4,3,0,0.0,277.59906005859375,2018-09-12,277.59906005859375,9
STANDARD,1642.1485595703125,50,33,0.0633399486541748,R_A4,4,0,0.0,277.86590576171875,2018-09-12,277.86590576171875,10
STANDARD,1641.132080078125,50,34,0.061682336032390594,R_A4,4,0,0.0,277.9629821777344,2018-09-12,277.9629821777344,11
STANDARD,1639.20703125,50,34,0.1403755098581314,R_A4,3,0,0.0,277.83502197265625,2018-09-12,277.83502197265625,12
STANDARD,1640.9061279296875,50,35,0.14282360672950745,R_A4,3,0,0.0,278.0710144042969,2018-09-12,278.0710144042969,13
STANDARD,1639.0426025390625,50,35,0.23306789994239807,R_A4,2,0,0.0,277.9466247558594,2018-09-12,277.9466247558594,14
STANDARD,1641.93212890625,49,35,0.2368917018175125,R_A4,2,0,0.0,278.0616149902344,2018-09-12,278.0616149902344,15
STANDARD,1642.357421875,49,36,1.0,R_A4,30,0,7.521098327467612e-12,284.81024169921875,2018-09-12,284.81024169921875,16
STANDARD,1639.6068115234375,48,36,0.6499040722846985,R_A4,30,0,0.0,278.2073669433594,2018-09-12,278.2073669433594,17
STANDARD,1646.7513427734375,48,37,0.6511207818984985,R_A4,30,0,0.0,278.92889404296875,2018-09-12,278.92889404296875,18
STANDARD,1653.461669921875,48,38,0.6541668176651001,R_A4,30,0,0.0,279.6226806640625,2018-09-12,279.6226806640625,19
STANDARD,1657.8184814453125,47,38,0.6823531985282898,R_A4,30,0,0.0,279.7197570800781,2018-09-12,279.7197570800781,20
STANDARD,1695.20263671875,42,17,1.0,R_A6,1,0,-7.248627651772223e-19,274.51416015625,2018-11-07,274.51416015625,1
STANDARD,1696.7510986328125,42,17,1.0,R_A6,2,0,-4.089690549893332e-19,274.6591491699219,2018-11-07,274.6591491699219,2
STANDARD,1698.299560546875,42,17,1.0,R_A6,3,0,-3.5872282170980624e-19,274.80126953125,2018-11-07,274.80126953125,3
STANDARD,1699.84814453125,42,17,1.0,R_A6,4,0,-4.0852591882555207e-19,274.93890380859375,2018-11-07,274.93890380859375,4
STANDARD,1701.3966064453125,42,17,1.0,R_A6,5,0,-3.0642065686717286e-19,275.07427978515625,2018-11-07,275.07427978515625,5
STANDARD,1702.9451904296875,42,17,1.0,R_A6,6,0,-4.5592302774681364e-17,275.21392822265625,2018-11-07,275.21392822265625,6
STANDARD,1704.49365234375,42,17,1.0,R_A6,7,0,-4.6463525791769165e-17,275.05810546875,2018-11-07,275.05810546875,7
STANDARD,1706.042236328125,42,17,1.0,R_A6,8,0,-1.0991616511454647e-17,275.20489501953125,2018-11-07,275.20489501953125,8
STANDARD,1707.5906982421875,42,17,1.0,R_A6,9,0,-3.716432277815197e-19,275.64947509765625,2018-11-07,275.64947509765625,9
STANDARD,1709.1392822265625,42,17,1.0,R_A6,10,0,-1.1753512555906417e-16,275.4862060546875,2018-11-07,275.4862060546875,10
STANDARD,1711.055419921875,42,17,1.0,R_A6,11,0,4.8856339273842135e-18,275.6775207519531,2018-11-07,275.6775207519531,11
STANDARD,1713.3392333984375,42,17,1.0,R_A6,12,0,-1.9782732415810002e-17,275.8936462402344,2018-11-07,275.8936462402344,12
STANDARD,1715.623046875,42,17,1.0,R_A6,13,0,6.614252396850073e-18,276.1214294433594,2018-11-07,276.1214294433594,13
STANDARD,1717.9068603515625,42,17,1.0,R_A6,14,0,7.313050028841502e-18,276.3367919921875,2018-11-07,276.3367919921875,14
STANDARD,1720.190673828125,42,17,1.0,R_A6,15,0,2.3287657144236016e-18,276.5446472167969,2018-11-07,276.5446472167969,15
