WELL,DATE,PRESSURE,CONJPOS,DRAWDOWN,SGAS,CONIDX,CONBPRES,DEPTH,CONIPOS,CONKPOS,WELLMODEL,SWAT
R_A6,2018-11-07,276.9146728515625,42,0,-2.812207406641164e-15,14,276.9146728515625,1717.1114501953125,17,14,STANDARD,1.0
R_A6,2018-11-07,277.1280517578125,42,0,-1.7941904828299793e-15,15,277.1280517578125,1719.3726806640625,17,15,STANDARD,1.0
R_A6,2018-11-07,277.4844665527344,42,0,-4.71870937607938e-16,16,277.4844665527344,1721.6337890625,17,16,STANDARD,1.0
R_A6,2018-11-07,277.695556640625,42,0,-8.767404573573176e-16,17,277.695556640625,1723.89501953125,17,17,STANDARD,1.0
R_A6,2018-11-07,277.8514099121094,42,0,-5.71657771541599e-16,18,277.8514099121094,1725.5576171875,17,18,STANDARD,1.0
R_A6,2018-11-07,277.68017578125,42,0,-2.207130521912886e-14,19,277.68017578125,1726.9490966796875,17,25,STANDARD,1.0
R_A6,2018-11-07,278.3911437988281,42,0,-4.1600905120904585e-15,20,278.3911437988281,1728.66796875,17,26,STANDARD,1.0
R_A6,2018-11-07,278.7930603027344,42,0,-8.158518732321025e-21,21,278.7930603027344,1730.38671875,17,27,STANDARD,1.0
R_A6,2018-11-07,278.6384582519531,42,0,4.367570179829672e-21,22,278.6384582519531,1732.10546875,17,28,STANDARD,1.0
R_A6,2018-11-07,278.36871337890625,42,0,1.1809287028505152e-16,23,278.36871337890625,1733.82421875,17,29,STANDARD,1.0
