DATE,DRAWDOWN,WELL,DEPTH,SWAT,CONIPOS,SGAS,CONJPOS,CONKPOS,WELLMODEL,PRESSURE,CONIDX,CONBPRES
2018-11-07,0,R_A6,1707.3402099609375,0.9999999403953552,17,-1.7276957642309299e-09,42,10,STANDARD,278.43548583984375,10,278.43548583984375
2018-11-07,0,R_A6,1709.20947265625,0.9999999403953552,17,-1.9229786651919767e-09,42,11,STANDARD,281.5925598144531,11,281.5925598144531
2018-11-07,0,R_A6,1711.42431640625,1.0,17,-5.40209044164186e-10,42,12,STANDARD,281.8275451660156,12,281.8275451660156
2018-11-07,0,R_A6,1713.6390380859375,1.0,17,-8.149240830757076e-12,42,13,STANDARD,282.07135009765625,13,282.07135009765625
2018-11-07,0,R_A6,1715.8538818359375,1.0,17,-2.422456506223636e-11,42,14,STANDARD,282.2810974121094,14,282.2810974121094
2018-11-07,0,R_A6,1718.0687255859375,1.0,17,-1.4907913445383336e-11,42,15,STANDARD,282.49078369140625,15,282.49078369140625
2018-11-07,0,R_A6,1720.283447265625,1.0,17,-4.145594024312915e-12,42,16,STANDARD,282.84442138671875,16,282.84442138671875
2018-11-07,0,R_A6,1722.4981689453125,1.0,17,-8.467529628852777e-12,42,17,STANDARD,283.0528259277344,17,283.0528259277344
2018-11-07,0,R_A6,1724.2039794921875,1.0,17,-7.02174473080075e-12,42,18,STANDARD,283.2135314941406,18,283.2135314941406
2018-11-07,0,R_A6,1725.6514892578125,1.0,17,3.8603014014537695e-12,42,25,STANDARD,281.89617919921875,19,281.89617919921875
2018-11-07,0,R_A6,1727.3497314453125,1.0,17,5.431953172853332e-13,42,26,STANDARD,282.4564514160156,20,282.4564514160156
2018-11-07,0,R_A6,1729.048095703125,1.0,17,3.842265525837389e-18,42,27,STANDARD,283.2825622558594,21,283.2825622558594
2018-11-07,0,R_A6,1730.746337890625,1.0,17,6.454230791834086e-19,42,28,STANDARD,283.5066223144531,22,283.5066223144531
2018-11-07,0,R_A6,1732.444580078125,1.0,17,3.8721396965549215e-13,42,29,STANDARD,282.48480224609375,23,282.48480224609375
