CONIPOS,SWAT,CONBPRES,PRESSURE,DEPTH,SGAS,CONIDX,DATE,WELL,CONJPOS,CONKPOS,DRAWDOWN,WELLMODEL
32,0.056974414736032486,300.46099853515625,300.46099853515625,1636.1143798828125,0.0,7,2018-01-01,R_A4,51,4,0,STANDARD
33,0.056566331535577774,300.50311279296875,300.50311279296875,1636.742431640625,0.0,8,2018-01-01,R_A4,51,4,0,STANDARD
33,0.27857986092567444,300.6277770996094,300.6277770996094,1638.6016845703125,0.0,9,2018-01-01,R_A4,51,5,0,STANDARD
33,0.21955253183841705,300.98028564453125,300.98028564453125,1643.858642578125,0.0,10,2018-01-01,R_A4,50,5,0,STANDARD
34,0.06176777184009552,300.84161376953125,300.84161376953125,1641.791015625,0.0,11,2018-01-01,R_A4,50,5,0,STANDARD
34,0.060416799038648605,300.7166748046875,300.7166748046875,1639.9278564453125,0.0,12,2018-01-01,R_A4,50,4,0,STANDARD
35,0.060710255056619644,300.7645568847656,300.7645568847656,1640.6414794921875,0.0,13,2018-01-01,R_A4,50,4,0,STANDARD
35,0.21777087450027466,300.6452331542969,300.6452331542969,1638.8619384765625,0.0,14,2018-01-01,R_A4,50,3,0,STANDARD
35,0.22999610006809235,300.94940185546875,300.94940185546875,1643.3980712890625,0.0,15,2018-01-01,R_A4,49,3,0,STANDARD
35,0.22875875234603882,300.8304138183594,300.8304138183594,1641.623779296875,0.0,16,2018-01-01,R_A4,49,2,0,STANDARD
36,0.24811504781246185,300.90618896484375,300.90618896484375,1642.75390625,0.0,17,2018-01-01,R_A4,49,27,0,STANDARD
36,0.05364357307553291,300.8600158691406,300.8600158691406,1642.0653076171875,0.0,18,2018-01-01,R_A4,48,27,0,STANDARD
37,0.6481541991233826,301.2912902832031,301.2912902832031,1648.496337890625,0.0,19,2018-01-01,R_A4,48,27,0,STANDARD
38,0.6481541991233826,301.7130432128906,301.7130432128906,1654.78515625,0.0,20,2018-01-01,R_A4,48,27,0,STANDARD
38,0.09728546440601349,301.32415771484375,301.32415771484375,1648.9866943359375,0.0,21,2018-01-01,R_A4,48,26,0,STANDARD
38,0.06919640302658081,301.83209228515625,301.83209228515625,1656.560302734375,0.0,22,2018-01-01,R_A4,47,26,0,STANDARD
31,1.0,303.9086608886719,303.9086608886719,1685.7081298828125,0.0,1,2018-01-01,R_A5,20,1,0,STANDARD
31,1.0,304.1085205078125,304.1085205078125,1687.817138671875,0.0,2,2018-01-01,R_A5,20,2,0,STANDARD
31,1.0,304.3083801269531,304.3083801269531,1689.926025390625,0.0,3,2018-01-01,R_A5,20,3,0,STANDARD
31,1.0,304.50823974609375,304.50823974609375,1692.0350341796875,0.0,4,2018-01-01,R_A5,20,4,0,STANDARD
31,1.0,304.7080993652344,304.7080993652344,1694.14404296875,0.0,5,2018-01-01,R_A5,20,5,0,STANDARD
31,1.0,304.907958984375,304.907958984375,1696.2530517578125,0.0,6,2018-01-01,R_A5,20,6,0,STANDARD
31,1.0,305.4136047363281,305.4136047363281,1698.362060546875,0.0,7,2018-01-01,R_A5,20,7,0,STANDARD
31,1.0,305.61346435546875,305.61346435546875,1700.4710693359375,0.0,8,2018-01-01,R_A5,20,8,0,STANDARD
31,1.0,305.0934143066406,305.0934143066406,1694.9832763671875,0.0,9,2018-01-01,R_A5,21,9,0,STANDARD
31,1.0,305.2189025878906,305.2189025878906,1699.532958984375,0.0,10,2018-01-01,R_A5,21,11,0,STANDARD
31,1.0,305.40789794921875,305.40789794921875,1701.5272216796875,0.0,11,2018-01-01,R_A5,21,12,0,STANDARD
31,1.0,305.6088562011719,305.6088562011719,1703.521484375,0.0,12,2018-01-01,R_A5,21,13,0,STANDARD
31,1.0,305.7978515625,305.7978515625,1705.515869140625,0.0,13,2018-01-01,R_A5,21,14,0,STANDARD
31,1.0,305.98687744140625,305.98687744140625,1707.510009765625,0.0,14,2018-01-01,R_A5,21,15,0,STANDARD
31,1.0,306.32086181640625,306.32086181640625,1709.50439453125,0.0,15,2018-01-01,R_A5,21,16,0,STANDARD
31,1.0,306.5098876953125,306.5098876953125,1711.49853515625,0.0,16,2018-01-01,R_A5,21,17,0,STANDARD
31,1.0,306.6585693359375,306.6585693359375,1713.0673828125,0.0,17,2018-01-01,R_A5,21,18,0,STANDARD
31,1.0,306.7363586425781,306.7363586425781,1713.888427734375,0.0,18,2018-01-01,R_A5,21,19,0,STANDARD
31,1.0,306.7216491699219,306.7216491699219,1715.390869140625,0.0,19,2018-01-01,R_A5,21,24,0,STANDARD
31,1.0,306.938720703125,306.938720703125,1717.6812744140625,0.0,20,2018-01-01,R_A5,21,25,0,STANDARD
31,1.0,307.4615783691406,307.4615783691406,1719.9715576171875,0.0,21,2018-01-01,R_A5,21,26,0,STANDARD
31,1.0,307.67864990234375,307.67864990234375,1722.261962890625,0.0,22,2018-01-01,R_A5,21,27,0,STANDARD
31,1.0,307.8957214355469,307.8957214355469,1724.55224609375,0.0,23,2018-01-01,R_A5,21,28,0,STANDARD
17,1.0,305.069091796875,305.069091796875,1694.7265625,0.0,1,2018-01-01,R_A6,42,1,0,STANDARD
17,1.0,305.21514892578125,305.21514892578125,1696.2677001953125,0.0,2,2018-01-01,R_A6,42,2,0,STANDARD
17,1.0,305.3611755371094,305.3611755371094,1697.808837890625,0.0,3,2018-01-01,R_A6,42,3,0,STANDARD
17,1.0,305.5072326660156,305.5072326660156,1699.349853515625,0.0,4,2018-01-01,R_A6,42,4,0,STANDARD
17,1.0,305.6532897949219,305.6532897949219,1700.8909912109375,0.0,5,2018-01-01,R_A6,42,5,0,STANDARD
17,1.0,305.79931640625,305.79931640625,1702.43212890625,0.0,6,2018-01-01,R_A6,42,6,0,STANDARD
17,1.0,305.6463317871094,305.6463317871094,1703.9732666015625,0.0,7,2018-01-01,R_A6,42,7,0,STANDARD
17,1.0,305.7923889160156,305.7923889160156,1705.514404296875,0.0,8,2018-01-01,R_A6,42,8,0,STANDARD
17,1.0,306.23748779296875,306.23748779296875,1707.055419921875,0.0,9,2018-01-01,R_A6,42,9,0,STANDARD
17,1.0,306.383544921875,306.383544921875,1708.5966796875,0.0,10,2018-01-01,R_A6,42,10,0,STANDARD
17,1.0,306.2572021484375,306.2572021484375,1710.4886474609375,0.0,11,2018-01-01,R_A6,42,11,0,STANDARD
17,1.0,306.46978759765625,306.46978759765625,1712.7318115234375,0.0,12,2018-01-01,R_A6,42,12,0,STANDARD
17,1.0,306.6943359375,306.6943359375,1714.974853515625,0.0,13,2018-01-01,R_A6,42,13,0,STANDARD
17,1.0,306.9068908691406,306.9068908691406,1717.2178955078125,0.0,14,2018-01-01,R_A6,42,14,0,STANDARD
17,1.0,307.1194763183594,307.1194763183594,1719.4609375,0.0,15,2018-01-01,R_A6,42,15,0,STANDARD
17,1.0,307.4770812988281,307.4770812988281,1721.7039794921875,0.0,16,2018-01-01,R_A6,42,16,0,STANDARD
17,1.0,307.6896667480469,307.6896667480469,1723.947021484375,0.0,17,2018-01-01,R_A6,42,17,0,STANDARD
17,1.0,307.851806640625,307.851806640625,1725.6578369140625,0.0,18,2018-01-01,R_A6,42,18,0,STANDARD
17,1.0,307.8318786621094,307.8318786621094,1727.10498046875,0.0,19,2018-01-01,R_A6,42,24,0,STANDARD
17,1.0,308.30029296875,308.30029296875,1728.82080078125,0.0,20,2018-01-01,R_A6,42,25,0,STANDARD
17,1.0,308.4629211425781,308.4629211425781,1730.53662109375,0.0,21,2018-01-01,R_A6,42,26,0,STANDARD
17,1.0,308.62554931640625,308.62554931640625,1732.2525634765625,0.0,22,2018-01-01,R_A6,42,27,0,STANDARD
17,1.0,308.4823913574219,308.4823913574219,1733.9683837890625,0.0,23,2018-01-01,R_A6,42,28,0,STANDARD
22,0.05390472710132599,298.7515869140625,298.7515869140625,1641.166015625,0.0,1,2018-03-01,R_A2,30,1,0,STANDARD
22,0.055596645921468735,298.8690490722656,298.8690490722656,1642.9173583984375,0.0,2,2018-03-01,R_A2,30,2,0,STANDARD
22,0.059520356357097626,298.98651123046875,298.98651123046875,1644.668701171875,0.0,3,2018-03-01,R_A2,30,3,0,STANDARD
22,0.06290370225906372,299.1039733886719,299.1039733886719,1646.419921875,0.0,4,2018-03-01,R_A2,30,4,0,STANDARD
22,0.06519855558872223,299.221435546875,299.221435546875,1648.171142578125,0.0,5,2018-03-01,R_A2,30,5,0,STANDARD
22,0.6487249732017517,299.35418701171875,299.35418701171875,1649.92236328125,0.0,6,2018-03-01,R_A2,30,6,0,STANDARD
22,0.8676033616065979,299.4861145019531,299.4861145019531,1651.673583984375,0.0,7,2018-03-01,R_A2,30,7,0,STANDARD
22,0.8830921053886414,299.6089782714844,299.6089782714844,1653.4248046875,0.0,8,2018-03-01,R_A2,30,8,0,STANDARD
22,0.8801116943359375,299.96661376953125,299.96661376953125,1655.1761474609375,0.0,9,2018-03-01,R_A2,30,9,0,STANDARD
22,0.8744379878044128,300.2386474609375,300.2386474609375,1656.9273681640625,0.0,10,2018-03-01,R_A2,30,10,0,STANDARD
22,0.07045655697584152,300.12725830078125,300.12725830078125,1658.8134765625,0.0,11,2018-03-01,R_A2,30,11,0,STANDARD
22,0.429757297039032,300.71240234375,300.71240234375,1662.8551025390625,0.0,12,2018-03-01,R_A2,30,13,0,STANDARD
22,0.46461206674575806,300.8479919433594,300.8479919433594,1664.8759765625,0.0,13,2018-03-01,R_A2,30,14,0,STANDARD
22,0.9019026756286621,300.9823913574219,300.9823913574219,1666.896728515625,0.0,14,2018-03-01,R_A2,30,15,0,STANDARD
22,0.9228719472885132,301.1170654296875,301.1170654296875,1668.9176025390625,0.0,15,2018-03-01,R_A2,30,16,0,STANDARD
22,0.8682326674461365,301.2524108886719,301.2524108886719,1670.9384765625,0.0,16,2018-03-01,R_A2,30,17,0,STANDARD
22,0.9230798482894897,301.26898193359375,301.26898193359375,1674.4090576171875,0.0,17,2018-03-01,R_A2,29,17,0,STANDARD
22,0.9770588874816895,301.3970947265625,301.3970947265625,1676.3223876953125,0.0,18,2018-03-01,R_A2,29,18,0,STANDARD
22,1.0,303.1253662109375,303.1253662109375,1678.1676025390625,-1.902624065241998e-11,19,2018-03-01,R_A2,29,24,0,STANDARD
22,1.0,303.13995361328125,303.13995361328125,1679.9132080078125,-2.0420575224267684e-14,20,2018-03-01,R_A2,29,25,0,STANDARD
22,1.0,303.3102722167969,303.3102722167969,1681.65869140625,-2.077196108261209e-13,21,2018-03-01,R_A2,29,26,0,STANDARD
22,1.0,302.89068603515625,302.89068603515625,1683.404296875,-8.584756239216063e-10,22,2018-03-01,R_A2,29,27,0,STANDARD
22,0.9999974966049194,302.9753112792969,302.9753112792969,1685.14990234375,0.0,23,2018-03-01,R_A2,29,28,0,STANDARD
31,1.0,283.64453125,283.64453125,1685.7081298828125,-3.5184666291598887e-10,1,2018-04-28,R_A5,20,1,0,STANDARD
31,1.0,283.8440246582031,283.8440246582031,1687.817138671875,-3.4326561038078296e-10,2,2018-04-28,R_A5,20,2,0,STANDARD
31,1.0,284.0434875488281,284.0434875488281,1689.926025390625,-3.0309058041133596e-10,3,2018-04-28,R_A5,20,3,0,STANDARD
31,1.0,284.2430725097656,284.2430725097656,1692.0350341796875,-3.287712324606673e-10,4,2018-04-28,R_A5,20,4,0,STANDARD
31,1.0,284.44281005859375,284.44281005859375,1694.14404296875,-3.1824598512031343e-10,5,2018-04-28,R_A5,20,5,0,STANDARD
31,1.0,284.64251708984375,284.64251708984375,1696.2530517578125,-2.507482832481145e-10,6,2018-04-28,R_A5,20,6,0,STANDARD
31,1.0,285.16693115234375,285.16693115234375,1698.362060546875,-1.5285741422621513e-12,7,2018-04-28,R_A5,20,7,0,STANDARD
31,1.0,285.3839111328125,285.3839111328125,1700.4710693359375,-2.1215952714266628e-13,8,2018-04-28,R_A5,20,8,0,STANDARD
31,1.0,284.4225158691406,284.4225158691406,1694.9832763671875,-2.724084152694317e-11,9,2018-04-28,R_A5,21,9,0,STANDARD
31,1.0,277.5018310546875,277.5018310546875,1699.532958984375,-2.2858917883561425e-11,10,2018-04-28,R_A5,21,11,0,STANDARD
31,1.0,277.7033996582031,277.7033996582031,1701.5272216796875,-1.6141737252395316e-11,11,2018-04-28,R_A5,21,12,0,STANDARD
31,1.0,277.9040832519531,277.9040832519531,1703.521484375,-6.360370671983084e-13,12,2018-04-28,R_A5,21,13,0,STANDARD
31,1.0,278.0931396484375,278.0931396484375,1705.515869140625,-3.003525705057297e-13,13,2018-04-28,R_A5,21,14,0,STANDARD
31,1.0,278.3223876953125,278.3223876953125,1707.510009765625,-6.077673087023783e-13,14,2018-04-28,R_A5,21,15,0,STANDARD
31,1.0,278.6795349121094,278.6795349121094,1709.50439453125,-1.0460621762244451e-13,15,2018-04-28,R_A5,21,16,0,STANDARD
31,1.0,278.88043212890625,278.88043212890625,1711.49853515625,-1.0802715330344298e-13,16,2018-04-28,R_A5,21,17,0,STANDARD
31,1.0,279.0326843261719,279.0326843261719,1713.0673828125,-1.6160536179653934e-13,17,2018-04-28,R_A5,21,18,0,STANDARD
31,1.0,279.1104736328125,279.1104736328125,1713.888427734375,0.0,18,2018-04-28,R_A5,21,19,0,STANDARD
31,1.0,281.79791259765625,281.79791259765625,1715.390869140625,-1.2326602141354143e-13,19,2018-04-28,R_A5,21,24,0,STANDARD
31,1.0,282.06353759765625,282.06353759765625,1717.6812744140625,-9.95842405933367e-14,20,2018-04-28,R_A5,21,25,0,STANDARD
31,1.0,287.27410888671875,287.27410888671875,1719.9715576171875,-3.34253604268963e-20,21,2018-04-28,R_A5,21,26,0,STANDARD
31,1.0,300.0077209472656,300.0077209472656,1722.261962890625,-7.579548243238416e-22,22,2018-04-28,R_A5,21,27,0,STANDARD
31,1.0,305.35247802734375,305.35247802734375,1724.55224609375,-5.2459127923756976e-24,23,2018-04-28,R_A5,21,28,0,STANDARD
28,0.6496336460113525,280.5256652832031,280.5256652832031,1609.7625732421875,0.0,1,2018-07-03,R_A3,41,1,0,STANDARD
28,0.1936536580324173,280.6590270996094,280.6590270996094,1611.7733154296875,0.0,2,2018-07-03,R_A3,41,2,0,STANDARD
28,0.11853142082691193,280.79315185546875,280.79315185546875,1613.7840576171875,0.0,3,2018-07-03,R_A3,41,3,0,STANDARD
29,0.1670573204755783,280.0546875,280.0546875,1603.3017578125,0.0,4,2018-07-03,R_A3,41,3,0,STANDARD
29,0.1605709195137024,280.1979064941406,280.1979064941406,1605.44921875,0.0,5,2018-07-03,R_A3,41,4,0,STANDARD
29,0.8054898977279663,280.40771484375,280.40771484375,1607.5966796875,0.0,6,2018-07-03,R_A3,41,5,0,STANDARD
29,0.649604856967926,280.50030517578125,280.50030517578125,1609.744140625,0.0,7,2018-07-03,R_A3,41,6,0,STANDARD
29,0.1951601505279541,280.65277099609375,280.65277099609375,1611.8917236328125,0.0,8,2018-07-03,R_A3,41,7,0,STANDARD
29,0.19662831723690033,280.796142578125,280.796142578125,1614.039306640625,0.0,9,2018-07-03,R_A3,41,8,0,STANDARD
29,0.7964755892753601,281.046142578125,281.046142578125,1616.186767578125,0.0,10,2018-07-03,R_A3,41,9,0,STANDARD
29,0.7885261178016663,283.5975036621094,283.5975036621094,1618.334228515625,0.0,11,2018-07-03,R_A3,41,10,0,STANDARD
29,0.04820280149579048,291.0052185058594,291.0052185058594,1620.5234375,0.0,12,2018-07-03,R_A3,41,11,0,STANDARD
29,0.05264511704444885,291.15447998046875,291.15447998046875,1622.75439453125,0.0,13,2018-07-03,R_A3,41,12,0,STANDARD
29,0.24222223460674286,291.3039855957031,291.3039855957031,1624.9853515625,0.0,14,2018-07-03,R_A3,41,13,0,STANDARD
29,0.19045206904411316,291.62640380859375,291.62640380859375,1627.21630859375,0.0,15,2018-07-03,R_A3,41,14,0,STANDARD
29,0.6026067137718201,291.8844299316406,291.8844299316406,1629.4471435546875,0.0,16,2018-07-03,R_A3,41,15,0,STANDARD
29,0.7923879623413086,292.0546569824219,292.0546569824219,1631.525634765625,0.0,17,2018-07-03,R_A3,41,16,0,STANDARD
29,0.6486577987670898,292.4625549316406,292.4625549316406,1634.372802734375,0.0,18,2018-07-03,R_A3,41,24,0,STANDARD
29,0.04364114627242088,287.2611083984375,287.2611083984375,1637.974609375,0.0,19,2018-07-03,R_A3,41,25,0,STANDARD
29,0.047252409160137177,287.50152587890625,287.50152587890625,1641.576171875,0.0,20,2018-07-03,R_A3,41,26,0,STANDARD
29,0.19006869196891785,287.7403259277344,287.7403259277344,1645.177978515625,0.0,21,2018-07-03,R_A3,41,27,0,STANDARD
29,0.06036356836557388,287.9757080078125,287.9757080078125,1648.779541015625,0.0,22,2018-07-03,R_A3,41,28,0,STANDARD
30,0.04908265173435211,282.2615966796875,282.2615966796875,1632.150390625,0.0,1,2018-09-12,R_A4,52,1,0,STANDARD
31,0.04705863073468208,281.9721374511719,281.9721374511719,1626.9990234375,0.0,2,2018-09-12,R_A4,52,1,0,STANDARD
31,0.05002346634864807,282.1105651855469,282.1105651855469,1629.073486328125,0.0,3,2018-09-12,R_A4,52,2,0,STANDARD
31,0.052055370062589645,282.2489318847656,282.2489318847656,1631.14794921875,0.0,4,2018-09-12,R_A4,52,3,0,STANDARD
31,0.05324186757206917,282.3872985839844,282.3872985839844,1633.222412109375,0.0,5,2018-09-12,R_A4,52,4,0,STANDARD
32,0.05372001975774765,282.3528137207031,282.3528137207031,1631.9410400390625,0.0,6,2018-09-12,R_A4,52,4,0,STANDARD
32,0.05706590414047241,282.5697021484375,282.5697021484375,1636.1143798828125,0.0,7,2018-09-12,R_A4,51,4,0,STANDARD
33,0.056697603315114975,282.647216796875,282.647216796875,1636.742431640625,0.0,8,2018-09-12,R_A4,51,4,0,STANDARD
33,0.278924822807312,282.7734069824219,282.7734069824219,1638.6016845703125,0.0,9,2018-09-12,R_A4,51,5,0,STANDARD
33,0.21960113942623138,283.0698547363281,283.0698547363281,1643.858642578125,0.0,10,2018-09-12,R_A4,50,5,0,STANDARD
34,0.06237807869911194,282.9424133300781,282.9424133300781,1641.791015625,0.0,11,2018-09-12,R_A4,50,5,0,STANDARD
34,0.06068124249577522,282.8179931640625,282.8179931640625,1639.9278564453125,0.0,12,2018-09-12,R_A4,50,4,0,STANDARD
35,0.06089714914560318,282.8338317871094,282.8338317871094,1640.6414794921875,0.0,13,2018-09-12,R_A4,50,4,0,STANDARD
35,0.21799711883068085,282.7149658203125,282.7149658203125,1638.8619384765625,0.0,14,2018-09-12,R_A4,50,3,0,STANDARD
35,0.23012593388557434,282.954345703125,282.954345703125,1643.3980712890625,0.0,15,2018-09-12,R_A4,49,3,0,STANDARD
35,0.2288537174463272,282.8359375,282.8359375,1641.623779296875,0.0,16,2018-09-12,R_A4,49,2,0,STANDARD
36,0.2392193228006363,277.5160827636719,277.5160827636719,1642.75390625,0.0,17,2018-09-12,R_A4,49,27,0,STANDARD
36,0.0582817941904068,277.038330078125,277.038330078125,1642.0653076171875,0.0,18,2018-09-12,R_A4,48,27,0,STANDARD
37,0.6532062292098999,277.8705139160156,277.8705139160156,1648.496337890625,0.0,19,2018-09-12,R_A4,48,27,0,STANDARD
38,0.6500734090805054,278.7174377441406,278.7174377441406,1654.78515625,0.0,20,2018-09-12,R_A4,48,27,0,STANDARD
38,0.10376634448766708,278.19110107421875,278.19110107421875,1648.9866943359375,0.0,21,2018-09-12,R_A4,48,26,0,STANDARD
38,0.07151486724615097,278.4901428222656,278.4901428222656,1656.560302734375,0.0,22,2018-09-12,R_A4,47,26,0,STANDARD
17,1.0,277.6791687011719,277.6791687011719,1694.7265625,-3.0764221465445774e-12,1,2018-11-07,R_A6,42,1,0,STANDARD
17,1.0,277.8249816894531,277.8249816894531,1696.2677001953125,-8.407254926956487e-13,2,2018-11-07,R_A6,42,2,0,STANDARD
17,1.0,277.97003173828125,277.97003173828125,1697.808837890625,-4.880437959146888e-13,3,2018-11-07,R_A6,42,3,0,STANDARD
17,1.0,278.11328125,278.11328125,1699.349853515625,-2.4951151171223596e-13,4,2018-11-07,R_A6,42,4,0,STANDARD
17,1.0,278.2550048828125,278.2550048828125,1700.8909912109375,-2.381315359744479e-13,5,2018-11-07,R_A6,42,5,0,STANDARD
17,1.0,278.39794921875,278.39794921875,1702.43212890625,-6.87068024002313e-12,6,2018-11-07,R_A6,42,6,0,STANDARD
17,1.0,278.2424621582031,278.2424621582031,1703.9732666015625,-1.2481866235036776e-11,7,2018-11-07,R_A6,42,7,0,STANDARD
17,1.0,278.3961486816406,278.3961486816406,1705.514404296875,-1.1639736050006455e-11,8,2018-11-07,R_A6,42,8,0,STANDARD
17,1.0,278.8916015625,278.8916015625,1707.055419921875,-8.929963431041077e-13,9,2018-11-07,R_A6,42,9,0,STANDARD
17,1.0,279.1709899902344,279.1709899902344,1708.5966796875,-2.4113426099620083e-13,10,2018-11-07,R_A6,42,10,0,STANDARD
17,1.0,280.6519470214844,280.6519470214844,1710.4886474609375,1.2889721408282373e-11,11,2018-11-07,R_A6,42,11,0,STANDARD
17,1.0,280.8487548828125,280.8487548828125,1712.7318115234375,1.4826721447813718e-11,12,2018-11-07,R_A6,42,12,0,STANDARD
