CONIDX,CONKPOS,PRESSURE,CONIPOS,DEPTH,DATE,WELL,DRAWDOWN,SGAS,WELLMODEL,CONBPRES,CONJPOS,SWAT
3,3,298.9184265136719,28,1613.169189453125,2018-01-01,R_A3,0,0.0,STANDARD,298.9184265136719,41,0.11823459714651108
4,3,298.2872314453125,29,1603.750732421875,2018-01-01,R_A3,0,0.0,STANDARD,298.2872314453125,41,0.14525429904460907
5,4,298.4296875,29,1605.87646484375,2018-01-01,R_A3,0,0.0,STANDARD,298.4296875,41,0.1350846141576767
6,5,298.5721435546875,29,1608.002197265625,2018-01-01,R_A3,0,0.0,STANDARD,298.5721435546875,41,0.8062818050384521
7,6,298.714599609375,29,1610.1279296875,2018-01-01,R_A3,0,0.0,STANDARD,298.714599609375,41,0.3326120376586914
8,7,298.8570556640625,29,1612.253662109375,2018-01-01,R_A3,0,0.0,STANDARD,298.8570556640625,41,0.1911701112985611
9,8,298.9995422363281,29,1614.37939453125,2018-01-01,R_A3,0,0.0,STANDARD,298.9995422363281,41,0.19738127291202545
10,9,299.14202880859375,29,1616.5052490234375,2018-01-01,R_A3,0,0.0,STANDARD,299.14202880859375,41,0.7953636646270752
11,10,299.2845153808594,29,1618.6309814453125,2018-01-01,R_A3,0,0.0,STANDARD,299.2845153808594,41,0.7983709573745728
12,11,299.4317321777344,29,1620.8275146484375,2018-01-01,R_A3,0,0.0,STANDARD,299.4317321777344,41,0.04814564436674118
13,12,299.5837097167969,29,1623.0948486328125,2018-01-01,R_A3,0,0.0,STANDARD,299.5837097167969,41,0.05380872264504433
14,13,299.7357177734375,29,1625.3621826171875,2018-01-01,R_A3,0,0.0,STANDARD,299.7357177734375,41,0.3670883774757385
15,14,299.8876953125,29,1627.6295166015625,2018-01-01,R_A3,0,0.0,STANDARD,299.8876953125,41,0.3743966817855835
16,15,300.0397033691406,29,1629.8968505859375,2018-01-01,R_A3,0,0.0,STANDARD,300.0397033691406,41,0.4937596023082733
17,16,300.17413330078125,29,1631.9017333984375,2018-01-01,R_A3,0,0.0,STANDARD,300.17413330078125,41,0.7970656752586365
18,26,300.3539123535156,29,1634.5833740234375,2018-01-01,R_A3,0,0.0,STANDARD,300.3539123535156,41,0.15680600702762604
19,27,300.59332275390625,29,1638.1539306640625,2018-01-01,R_A3,0,0.0,STANDARD,300.59332275390625,41,0.04566768929362297
20,28,300.8327331542969,29,1641.7244873046875,2018-01-01,R_A3,0,0.0,STANDARD,300.8327331542969,41,0.04841325059533119
21,29,301.0721740722656,29,1645.295166015625,2018-01-01,R_A3,0,0.0,STANDARD,301.0721740722656,41,0.6481541991233826
22,30,301.3116149902344,29,1648.86572265625,2018-01-01,R_A3,0,0.0,STANDARD,301.3116149902344,41,0.05972447618842125
1,1,300.21844482421875,30,1632.562744140625,2018-01-01,R_A4,0,0.0,STANDARD,300.21844482421875,52,0.05021316558122635
2,1,299.8618469238281,31,1627.24365234375,2018-01-01,R_A4,0,0.0,STANDARD,299.8618469238281,52,0.04775916039943695
3,2,299.9985656738281,31,1629.283203125,2018-01-01,R_A4,0,0.0,STANDARD,299.9985656738281,52,0.04873140528798103
4,3,300.13531494140625,31,1631.32275390625,2018-01-01,R_A4,0,0.0,STANDARD,300.13531494140625,52,0.050908833742141724
5,4,300.2720642089844,31,1633.3624267578125,2018-01-01,R_A4,0,0.0,STANDARD,300.2720642089844,52,0.05237506702542305
6,4,300.1744384765625,32,1631.906494140625,2018-01-01,R_A4,0,0.0,STANDARD,300.1744384765625,52,0.053522758185863495
7,4,300.4765319824219,32,1636.412109375,2018-01-01,R_A4,0,0.0,STANDARD,300.4765319824219,51,0.055779170244932175
8,4,300.5009765625,33,1636.776611328125,2018-01-01,R_A4,0,0.0,STANDARD,300.5009765625,51,0.0577116385102272
9,3,300.3768615722656,33,1634.925537109375,2018-01-01,R_A4,0,0.0,STANDARD,300.3768615722656,51,0.08335022628307343
10,4,300.8763732910156,33,1642.3753662109375,2018-01-01,R_A4,0,0.0,STANDARD,300.8763732910156,50,0.06353388726711273
11,4,300.7388000488281,34,1640.3236083984375,2018-01-01,R_A4,0,0.0,STANDARD,300.7388000488281,50,0.06118743494153023
12,4,300.7581481933594,35,1640.6123046875,2018-01-01,R_A4,0,0.0,STANDARD,300.7581481933594,50,0.06064775958657265
13,3,300.6382141113281,35,1638.8233642578125,2018-01-01,R_A4,0,0.0,STANDARD,300.6382141113281,50,0.22448216378688812
14,3,300.9203186035156,35,1643.030517578125,2018-01-01,R_A4,0,0.0,STANDARD,300.9203186035156,49,0.22955773770809174
15,2,300.79754638671875,35,1641.19970703125,2018-01-01,R_A4,0,0.0,STANDARD,300.79754638671875,49,0.22845755517482758
16,29,300.8830871582031,36,1642.4754638671875,2018-01-01,R_A4,0,0.0,STANDARD,300.8830871582031,49,0.10486391186714172
17,29,300.7734375,36,1640.83984375,2018-01-01,R_A4,0,0.0,STANDARD,300.7734375,48,0.051434215158224106
18,29,301.1933288574219,37,1647.1015625,2018-01-01,R_A4,0,0.0,STANDARD,301.1933288574219,48,0.0930645614862442
19,29,301.4547119140625,38,1650.99951171875,2018-01-01,R_A4,0,0.0,STANDARD,301.4547119140625,48,0.09473597258329391
20,29,301.92120361328125,38,1657.9547119140625,2018-01-01,R_A4,0,0.0,STANDARD,301.92120361328125,47,0.6481541991233826
1,1,303.93450927734375,31,1685.980712890625,2018-01-01,R_A5,0,0.0,STANDARD,303.93450927734375,20,1.0
2,2,304.1409606933594,31,1688.159423828125,2018-01-01,R_A5,0,0.0,STANDARD,304.1409606933594,20,1.0
3,3,304.3474426269531,31,1690.338134765625,2018-01-01,R_A5,0,0.0,STANDARD,304.3474426269531,20,1.0
4,4,304.55389404296875,31,1692.516845703125,2018-01-01,R_A5,0,0.0,STANDARD,304.55389404296875,20,1.0
5,5,304.7603759765625,31,1694.695556640625,2018-01-01,R_A5,0,0.0,STANDARD,304.7603759765625,20,1.0
6,6,304.9668273925781,31,1696.874267578125,2018-01-01,R_A5,0,0.0,STANDARD,304.9668273925781,20,1.0
7,7,305.4790954589844,31,1699.052978515625,2018-01-01,R_A5,0,0.0,STANDARD,305.4790954589844,20,1.0
8,8,305.6855773925781,31,1701.231689453125,2018-01-01,R_A5,0,0.0,STANDARD,305.6855773925781,20,1.0
9,11,305.2382507324219,31,1699.7371826171875,2018-01-01,R_A5,0,0.0,STANDARD,305.2382507324219,21,1.0
10,12,305.42431640625,31,1701.7003173828125,2018-01-01,R_A5,0,0.0,STANDARD,305.42431640625,21,1.0
11,13,305.6223449707031,31,1703.66357421875,2018-01-01,R_A5,0,0.0,STANDARD,305.6223449707031,21,1.0
12,14,305.8083801269531,31,1705.626708984375,2018-01-01,R_A5,0,0.0,STANDARD,305.8083801269531,21,1.0
13,15,305.99444580078125,31,1707.5899658203125,2018-01-01,R_A5,0,0.0,STANDARD,305.99444580078125,21,1.0
14,16,306.32550048828125,31,1709.55322265625,2018-01-01,R_A5,0,0.0,STANDARD,306.32550048828125,21,1.0
15,17,306.5115661621094,31,1711.5164794921875,2018-01-01,R_A5,0,0.0,STANDARD,306.5115661621094,21,1.0
16,18,306.6596374511719,31,1713.078857421875,2018-01-01,R_A5,0,0.0,STANDARD,306.6596374511719,21,1.0
17,19,306.7370300292969,31,1713.895263671875,2018-01-01,R_A5,0,0.0,STANDARD,306.7370300292969,21,1.0
18,26,306.710693359375,31,1715.2750244140625,2018-01-01,R_A5,0,0.0,STANDARD,306.710693359375,21,1.0
19,27,306.92755126953125,31,1717.563232421875,2018-01-01,R_A5,0,0.0,STANDARD,306.92755126953125,21,1.0
20,28,307.4501953125,31,1719.8514404296875,2018-01-01,R_A5,0,0.0,STANDARD,307.4501953125,21,1.0
21,29,307.6670837402344,31,1722.1397705078125,2018-01-01,R_A5,0,0.0,STANDARD,307.6670837402344,21,1.0
22,30,307.8839416503906,31,1724.427978515625,2018-01-01,R_A5,0,0.0,STANDARD,307.8839416503906,21,1.0
1,1,305.089111328125,17,1694.9378662109375,2018-01-01,R_A6,0,0.0,STANDARD,305.089111328125,42,1.0
2,2,305.23583984375,17,1696.486328125,2018-01-01,R_A6,0,0.0,STANDARD,305.23583984375,42,1.0
3,3,305.3825988769531,17,1698.03466796875,2018-01-01,R_A6,0,0.0,STANDARD,305.3825988769531,42,1.0
4,4,305.5293273925781,17,1699.5831298828125,2018-01-01,R_A6,0,0.0,STANDARD,305.5293273925781,42,1.0
5,5,305.67608642578125,17,1701.131591796875,2018-01-01,R_A6,0,0.0,STANDARD,305.67608642578125,42,1.0
6,6,305.82281494140625,17,1702.679931640625,2018-01-01,R_A6,0,0.0,STANDARD,305.82281494140625,42,1.0
7,7,305.6705017089844,17,1704.2283935546875,2018-01-01,R_A6,0,0.0,STANDARD,305.6705017089844,42,1.0
8,8,305.8172607421875,17,1705.77685546875,2018-01-01,R_A6,0,0.0,STANDARD,305.8172607421875,42,1.0
9,9,306.2630615234375,17,1707.3251953125,2018-01-01,R_A6,0,0.0,STANDARD,306.2630615234375,42,1.0
10,10,306.10400390625,17,1708.8736572265625,2018-01-01,R_A6,0,0.0,STANDARD,306.10400390625,42,1.0
11,11,306.2852783203125,17,1710.78515625,2018-01-01,R_A6,0,0.0,STANDARD,306.2852783203125,42,1.0
12,12,306.5008239746094,17,1713.0594482421875,2018-01-01,R_A6,0,0.0,STANDARD,306.5008239746094,42,1.0
13,13,306.72833251953125,17,1715.3338623046875,2018-01-01,R_A6,0,0.0,STANDARD,306.72833251953125,42,1.0
14,14,306.9438781738281,17,1717.608154296875,2018-01-01,R_A6,0,0.0,STANDARD,306.9438781738281,42,1.0
15,15,307.1594543457031,17,1719.8824462890625,2018-01-01,R_A6,0,0.0,STANDARD,307.1594543457031,42,1.0
16,16,307.52001953125,17,1722.1568603515625,2018-01-01,R_A6,0,0.0,STANDARD,307.52001953125,42,1.0
17,17,307.7355651855469,17,1724.43115234375,2018-01-01,R_A6,0,0.0,STANDARD,307.7355651855469,42,1.0
18,18,307.89276123046875,17,1726.08984375,2018-01-01,R_A6,0,0.0,STANDARD,307.89276123046875,42,1.0
19,26,307.8667907714844,17,1727.4732666015625,2018-01-01,R_A6,0,0.0,STANDARD,307.8667907714844,42,1.0
20,27,308.33599853515625,17,1729.1973876953125,2018-01-01,R_A6,0,0.0,STANDARD,308.33599853515625,42,1.0
21,28,308.4993896484375,17,1730.92138671875,2018-01-01,R_A6,0,0.0,STANDARD,308.4993896484375,42,1.0
22,29,308.66278076171875,17,1732.6453857421875,2018-01-01,R_A6,0,0.0,STANDARD,308.66278076171875,42,1.0
23,30,308.5204162597656,17,1734.3695068359375,2018-01-01,R_A6,0,0.0,STANDARD,308.5204162597656,42,1.0
1,1,298.65765380859375,22,1642.4273681640625,2018-03-01,R_A2,0,0.0,STANDARD,298.65765380859375,30,0.05471362918615341
2,2,298.7764892578125,22,1644.2000732421875,2018-03-01,R_A2,0,0.0,STANDARD,298.7764892578125,30,0.055833425372838974
3,3,298.8953552246094,22,1645.97265625,2018-03-01,R_A2,0,0.0,STANDARD,298.8953552246094,30,0.05843919888138771
4,4,299.01422119140625,22,1647.7452392578125,2018-03-01,R_A2,0,0.0,STANDARD,299.01422119140625,30,0.06580962240695953
5,5,299.133056640625,22,1649.5179443359375,2018-03-01,R_A2,0,0.0,STANDARD,299.133056640625,30,0.06839382648468018
6,6,299.30633544921875,22,1651.2906494140625,2018-03-01,R_A2,0,0.0,STANDARD,299.30633544921875,30,0.3146049678325653
7,7,299.5398864746094,22,1653.0633544921875,2018-03-01,R_A2,0,0.0,STANDARD,299.5398864746094,30,0.8714533448219299
8,8,299.7293395996094,22,1654.8359375,2018-03-01,R_A2,0,0.0,STANDARD,299.7293395996094,30,0.6644344329833984
9,9,299.9612731933594,22,1656.6085205078125,2018-03-01,R_A2,0,0.0,STANDARD,299.9612731933594,30,0.3354882001876831
10,10,300.1650695800781,22,1658.38134765625,2018-03-01,R_A2,0,0.0,STANDARD,300.1650695800781,30,0.8894030451774597
11,11,300.14306640625,22,1660.2860107421875,2018-03-01,R_A2,0,0.0,STANDARD,300.14306640625,30,0.071451835334301
12,12,300.2796630859375,22,1662.3228759765625,2018-03-01,R_A2,0,0.0,STANDARD,300.2796630859375,30,0.07165519893169403
13,13,300.41668701171875,22,1664.359619140625,2018-03-01,R_A2,0,0.0,STANDARD,300.41668701171875,30,0.44258275628089905
14,14,300.55413818359375,22,1666.396484375,2018-03-01,R_A2,0,0.0,STANDARD,300.55413818359375,30,0.47376731038093567
15,15,300.6957092285156,22,1668.4332275390625,2018-03-01,R_A2,0,0.0,STANDARD,300.6957092285156,30,0.9163305759429932
16,16,300.8376159667969,22,1670.469970703125,2018-03-01,R_A2,0,0.0,STANDARD,300.8376159667969,30,0.9525742530822754
17,16,300.8966369628906,22,1671.196044921875,2018-03-01,R_A2,0,0.0,STANDARD,300.8966369628906,29,0.9292716383934021
18,17,301.0326843261719,22,1673.288330078125,2018-03-01,R_A2,0,0.0,STANDARD,301.0326843261719,29,0.9062735438346863
19,18,301.1640319824219,22,1675.2470703125,2018-03-01,R_A2,0,0.0,STANDARD,301.1640319824219,29,0.9697405695915222
20,26,302.8487243652344,22,1677.3251953125,2018-03-01,R_A2,0,-1.0467797295632408e-08,STANDARD,302.8487243652344,29,0.9999998807907104
21,27,302.73431396484375,22,1679.1177978515625,2018-03-01,R_A2,0,0.0,STANDARD,302.73431396484375,29,0.8321282863616943
22,28,302.866455078125,22,1680.910400390625,2018-03-01,R_A2,0,-1.448090519023948e-11,STANDARD,302.866455078125,29,1.0
23,29,302.7919921875,22,1682.7030029296875,2018-03-01,R_A2,0,-4.5781971963476664e-12,STANDARD,302.7919921875,29,1.0
24,30,303.5173645019531,22,1684.4954833984375,2018-03-01,R_A2,0,-4.560045917256783e-15,STANDARD,303.5173645019531,29,1.0
1,1,283.9192810058594,31,1685.980712890625,2018-04-28,R_A5,0,6.187486634168238e-10,STANDARD,283.9192810058594,20,1.0
2,2,284.12554931640625,31,1688.159423828125,2018-04-28,R_A5,0,6.927699525149933e-10,STANDARD,284.12554931640625,20,1.0
3,3,284.331787109375,31,1690.338134765625,2018-04-28,R_A5,0,6.049625800308434e-10,STANDARD,284.331787109375,20,1.0
4,4,284.53802490234375,31,1692.516845703125,2018-04-28,R_A5,0,7.096453980004469e-10,STANDARD,284.53802490234375,20,1.0
5,5,284.7442932128906,31,1694.695556640625,2018-04-28,R_A5,0,7.121750411620553e-10,STANDARD,284.7442932128906,20,1.0
6,6,284.9504699707031,31,1696.874267578125,2018-04-28,R_A5,0,6.495166626763194e-10,STANDARD,284.9504699707031,20,1.0
7,7,285.4635925292969,31,1699.052978515625,2018-04-28,R_A5,0,1.6475414782446407e-11,STANDARD,285.4635925292969,20,1.0
8,8,285.6675109863281,31,1701.231689453125,2018-04-28,R_A5,0,1.2953326562412104e-12,STANDARD,285.6675109863281,20,1.0
9,11,272.5971984863281,31,1699.7371826171875,2018-04-28,R_A5,0,-7.996793505160582e-11,STANDARD,272.5971984863281,21,1.0
10,12,272.7832946777344,31,1701.7003173828125,2018-04-28,R_A5,0,-7.493201892305734e-11,STANDARD,272.7832946777344,21,1.0
11,13,272.98162841796875,31,1703.66357421875,2018-04-28,R_A5,0,-2.772540226916864e-12,STANDARD,272.98162841796875,21,1.0
12,14,273.16827392578125,31,1705.626708984375,2018-04-28,R_A5,0,-5.840163422310418e-12,STANDARD,273.16827392578125,21,1.0
13,15,273.4073181152344,31,1707.5899658203125,2018-04-28,R_A5,0,-1.443098245068608e-12,STANDARD,273.4073181152344,21,1.0
14,16,273.7836608886719,31,1709.55322265625,2018-04-28,R_A5,0,-2.8080456796614195e-13,STANDARD,273.7836608886719,21,1.0
15,17,273.9931640625,31,1711.5164794921875,2018-04-28,R_A5,0,-2.9084596059672507e-13,STANDARD,273.9931640625,21,1.0
16,18,274.1531677246094,31,1713.078857421875,2018-04-28,R_A5,0,-6.09146684916323e-13,STANDARD,274.1531677246094,21,1.0
17,19,274.2327575683594,31,1713.895263671875,2018-04-28,R_A5,0,0.0,STANDARD,274.2327575683594,21,1.0
18,26,283.20404052734375,31,1715.2750244140625,2018-04-28,R_A5,0,-1.0694280205315876e-13,STANDARD,283.20404052734375,21,1.0
19,27,283.4293212890625,31,1717.563232421875,2018-04-28,R_A5,0,-7.573172503601983e-14,STANDARD,283.4293212890625,21,1.0
20,28,295.086181640625,31,1719.8514404296875,2018-04-28,R_A5,0,1.7020230650398054e-22,STANDARD,295.086181640625,21,1.0
21,29,303.3614807128906,31,1722.1397705078125,2018-04-28,R_A5,0,1.7843002477123982e-22,STANDARD,303.3614807128906,21,1.0
22,30,306.7167663574219,31,1724.427978515625,2018-04-28,R_A5,0,2.9351277862607548e-24,STANDARD,306.7167663574219,21,1.0
1,1,277.4604797363281,28,1609.118896484375,2018-07-03,R_A3,0,0.0,STANDARD,277.4604797363281,41,0.649804949760437
2,2,277.592041015625,28,1611.14404296875,2018-07-03,R_A3,0,0.0,STANDARD,277.592041015625,41,0.15134978294372559
3,3,277.7270202636719,28,1613.169189453125,2018-07-03,R_A3,0,0.0,STANDARD,277.7270202636719,41,0.11852733790874481
4,3,277.10400390625,29,1603.750732421875,2018-07-03,R_A3,0,0.0,STANDARD,277.10400390625,41,0.14605823159217834
5,4,277.24566650390625,29,1605.87646484375,2018-07-03,R_A3,0,0.0,STANDARD,277.24566650390625,41,0.1360570788383484
6,5,277.4767150878906,29,1608.002197265625,2018-07-03,R_A3,0,0.0,STANDARD,277.4767150878906,41,0.8047070503234863
7,6,277.5753173828125,29,1610.1279296875,2018-07-03,R_A3,0,0.0,STANDARD,277.5753173828125,41,0.3329470455646515
8,7,277.7164611816406,29,1612.253662109375,2018-07-03,R_A3,0,0.0,STANDARD,277.7164611816406,41,0.19225041568279266
9,8,277.8581848144531,29,1614.37939453125,2018-07-03,R_A3,0,0.0,STANDARD,277.8581848144531,41,0.19917510449886322
10,9,278.1123962402344,29,1616.5052490234375,2018-07-03,R_A3,0,0.0,STANDARD,278.1123962402344,41,0.7939098477363586
11,10,280.15533447265625,29,1618.6309814453125,2018-07-03,R_A3,0,0.0,STANDARD,280.15533447265625,41,0.7970527410507202
12,11,298.23370361328125,29,1620.8275146484375,2018-07-03,R_A3,0,0.0,STANDARD,298.23370361328125,41,0.04815290495753288
13,12,298.3856506347656,29,1623.0948486328125,2018-07-03,R_A3,0,0.0,STANDARD,298.3856506347656,41,0.05381697043776512
14,13,298.53765869140625,29,1625.3621826171875,2018-07-03,R_A3,0,0.0,STANDARD,298.53765869140625,41,0.3671271800994873
15,14,298.8955078125,29,1627.6295166015625,2018-07-03,R_A3,0,0.0,STANDARD,298.8955078125,41,0.3744293749332428
16,15,298.9396057128906,29,1629.8968505859375,2018-07-03,R_A3,0,0.0,STANDARD,298.9396057128906,41,0.49377161264419556
17,16,299.07525634765625,29,1631.9017333984375,2018-07-03,R_A3,0,0.0,STANDARD,299.07525634765625,41,0.797000527381897
18,26,286.267822265625,29,1634.5833740234375,2018-07-03,R_A3,0,0.0,STANDARD,286.267822265625,41,0.15680375695228577
19,27,286.50250244140625,29,1638.1539306640625,2018-07-03,R_A3,0,0.0,STANDARD,286.50250244140625,41,0.04576905816793442
20,28,286.740966796875,29,1641.7244873046875,2018-07-03,R_A3,0,0.0,STANDARD,286.740966796875,41,0.04856759309768677
21,29,286.97882080078125,29,1645.295166015625,2018-07-03,R_A3,0,0.0,STANDARD,286.97882080078125,41,0.6497268676757812
22,30,287.216796875,29,1648.86572265625,2018-07-03,R_A3,0,0.0,STANDARD,287.216796875,41,0.05980140343308449
1,1,281.0791931152344,30,1632.562744140625,2018-09-12,R_A4,0,0.0,STANDARD,281.0791931152344,52,0.05030170828104019
2,1,280.73223876953125,31,1627.24365234375,2018-09-12,R_A4,0,0.0,STANDARD,280.73223876953125,52,0.047862708568573
3,2,280.8682861328125,31,1629.283203125,2018-09-12,R_A4,0,0.0,STANDARD,280.8682861328125,52,0.048836901783943176
4,3,281.0043640136719,31,1631.32275390625,2018-09-12,R_A4,0,0.0,STANDARD,281.0043640136719,52,0.051005396991968155
5,4,281.14044189453125,31,1633.3624267578125,2018-09-12,R_A4,0,0.0,STANDARD,281.14044189453125,52,0.05246512591838837
6,4,281.0423278808594,32,1631.906494140625,2018-09-12,R_A4,0,0.0,STANDARD,281.0423278808594,52,0.05360444635152817
7,4,281.32000732421875,32,1636.412109375,2018-09-12,R_A4,0,0.0,STANDARD,281.32000732421875,51,0.05583185330033302
8,4,281.3233337402344,33,1636.776611328125,2018-09-12,R_A4,0,0.0,STANDARD,281.3233337402344,51,0.057757116854190826
9,3,281.1999206542969,33,1634.925537109375,2018-09-12,R_A4,0,0.0,STANDARD,281.1999206542969,51,0.08356286585330963
10,4,281.68499755859375,33,1642.3753662109375,2018-09-12,R_A4,0,0.0,STANDARD,281.68499755859375,50,0.06372826546430588
11,4,281.5108337402344,34,1640.3236083984375,2018-09-12,R_A4,0,0.0,STANDARD,281.5108337402344,50,0.06141332909464836
12,4,281.4724426269531,35,1640.6123046875,2018-09-12,R_A4,0,0.0,STANDARD,281.4724426269531,50,0.06086146831512451
13,3,281.35308837890625,35,1638.8233642578125,2018-09-12,R_A4,0,0.0,STANDARD,281.35308837890625,50,0.22483333945274353
14,3,281.6288757324219,35,1643.030517578125,2018-09-12,R_A4,0,0.0,STANDARD,281.6288757324219,49,0.22990362346172333
15,2,281.5065612792969,35,1641.19970703125,2018-09-12,R_A4,0,0.0,STANDARD,281.5065612792969,49,0.22877411544322968
16,29,276.9239196777344,36,1642.4754638671875,2018-09-12,R_A4,0,0.0,STANDARD,276.9239196777344,49,0.10746806114912033
17,29,276.32012939453125,36,1640.83984375,2018-09-12,R_A4,0,0.0,STANDARD,276.32012939453125,48,0.053056154400110245
18,29,277.2944641113281,37,1647.1015625,2018-09-12,R_A4,0,0.0,STANDARD,277.2944641113281,48,0.09119494259357452
19,29,278.0052185058594,38,1650.99951171875,2018-09-12,R_A4,0,0.0,STANDARD,278.0052185058594,48,0.0953223705291748
20,29,278.1493225097656,38,1657.9547119140625,2018-09-12,R_A4,0,0.0,STANDARD,278.1493225097656,47,0.6505782008171082
1,1,275.29473876953125,17,1694.9378662109375,2018-11-07,R_A6,0,-1.0809567650704732e-11,STANDARD,275.29473876953125,42,1.0
2,2,275.4442138671875,17,1696.486328125,2018-11-07,R_A6,0,-3.176675719349098e-12,STANDARD,275.4442138671875,42,1.0
3,3,275.5953063964844,17,1698.03466796875,2018-11-07,R_A6,0,-2.216476568256409e-12,STANDARD,275.5953063964844,42,1.0
4,4,275.7467956542969,17,1699.5831298828125,2018-11-07,R_A6,0,-2.085633965878686e-12,STANDARD,275.7467956542969,42,1.0
5,5,275.89642333984375,17,1701.131591796875,2018-11-07,R_A6,0,-2.6379436829371272e-12,STANDARD,275.89642333984375,42,1.0
6,6,276.0442810058594,17,1702.679931640625,2018-11-07,R_A6,0,-1.3141053523124668e-10,STANDARD,276.0442810058594,42,1.0
7,7,275.9012145996094,17,1704.2283935546875,2018-11-07,R_A6,0,-2.432574974786661e-10,STANDARD,275.9012145996094,42,1.0
8,8,276.07135009765625,17,1705.77685546875,2018-11-07,R_A6,0,-2.210244903766423e-10,STANDARD,276.07135009765625,42,1.0
9,9,276.6293640136719,17,1707.3251953125,2018-11-07,R_A6,0,-7.36392110484152e-12,STANDARD,276.6293640136719,42,1.0
10,10,276.6577453613281,17,1708.8736572265625,2018-11-07,R_A6,0,-6.39817539227483e-12,STANDARD,276.6577453613281,42,1.0
11,11,281.3525390625,17,1710.78515625,2018-11-07,R_A6,0,1.690236839380077e-10,STANDARD,281.3525390625,42,1.0
12,12,281.4948425292969,17,1713.0594482421875,2018-11-07,R_A6,0,1.7506963934099673e-10,STANDARD,281.4948425292969,42,1.0
13,13,281.7288818359375,17,1715.3338623046875,2018-11-07,R_A6,0,1.0414056769714186e-11,STANDARD,281.7288818359375,42,1.0
14,14,281.9442443847656,17,1717.608154296875,2018-11-07,R_A6,0,1.0279025894344151e-11,STANDARD,281.9442443847656,42,1.0
15,15,282.1599426269531,17,1719.8824462890625,2018-11-07,R_A6,0,6.073043977428139e-12,STANDARD,282.1599426269531,42,1.0
