SGAS,DEPTH,CONJPOS,WELLMODEL,CONKPOS,CONIPOS,WELL,SWAT,PRESSURE,CONBPRES,DATE,DRAWDOWN,CONIDX
-2.640881228773589e-15,1707.32275390625,42,STANDARD,9,17,R_A6,1.0,277.8315124511719,277.8315124511719,2018-11-07,0,9
-1.5325558544118136e-14,1708.86474609375,42,STANDARD,10,17,R_A6,1.0,277.76129150390625,277.76129150390625,2018-11-07,0,10
-2.516442390294686e-14,1710.823974609375,42,STANDARD,11,17,R_A6,1.0,276.9339599609375,276.9339599609375,2018-11-07,0,11
-1.0605763907075086e-14,1713.2001953125,42,STANDARD,12,17,R_A6,1.0,277.1589050292969,277.1589050292969,2018-11-07,0,12
-5.727105805554769e-16,1715.57666015625,42,STANDARD,13,17,R_A6,1.0,277.39605712890625,277.39605712890625,2018-11-07,0,13
-7.193093255938572e-16,1717.9530029296875,42,STANDARD,14,17,R_A6,1.0,277.62127685546875,277.62127685546875,2018-11-07,0,14
-4.5916961238941077e-17,1720.329345703125,42,STANDARD,15,17,R_A6,1.0,277.9943542480469,277.9943542480469,2018-11-07,0,15
-7.878855629898186e-17,1722.705810546875,42,STANDARD,16,17,R_A6,1.0,278.2232666015625,278.2232666015625,2018-11-07,0,16
-1.1637735063417575e-16,1725.071533203125,42,STANDARD,17,17,R_A6,1.0,278.4493103027344,278.4493103027344,2018-11-07,0,17
-1.3087973259636164e-16,1726.3974609375,42,STANDARD,18,17,R_A6,1.0,278.5753479003906,278.5753479003906,2018-11-07,0,18
-5.910687888424624e-17,1727.406494140625,42,STANDARD,27,17,R_A6,1.0,280.2996520996094,280.2996520996094,2018-11-07,0,19
-2.6972263699682023e-17,1729.1280517578125,42,STANDARD,28,17,R_A6,1.0,280.7626037597656,280.7626037597656,2018-11-07,0,20
-3.783659944732766e-23,1730.8497314453125,42,STANDARD,29,17,R_A6,1.0,281.1490173339844,281.1490173339844,2018-11-07,0,21
-1.507135956592477e-23,1732.5712890625,42,STANDARD,30,17,R_A6,1.0,280.99169921875,280.99169921875,2018-11-07,0,22
-1.7117612523650648e-18,1734.2928466796875,42,STANDARD,31,17,R_A6,1.0,280.87835693359375,280.87835693359375,2018-11-07,0,23
