CONKPOS,SGAS,CONIDX,CONIPOS,PRESSURE,DEPTH,DRAWDOWN,DATE,WELLMODEL,CONJPOS,SWAT,WELL,CONBPRES
8,0.0,9,29,298.9950866699219,1614.358642578125,0,2018-01-01,STANDARD,41,0.1950722336769104,R_A3,298.9950866699219
9,0.0,10,29,299.1307678222656,1616.3829345703125,0,2018-01-01,STANDARD,41,0.6481541991233826,R_A3,299.1307678222656
10,0.0,11,29,299.2664794921875,1618.4072265625,0,2018-01-01,STANDARD,41,0.2856403887271881,R_A3,299.2664794921875
11,0.0,12,29,299.4104919433594,1620.5557861328125,0,2018-01-01,STANDARD,41,0.04719791188836098,R_A3,299.4104919433594
12,0.0,13,29,299.5628356933594,1622.82861328125,0,2018-01-01,STANDARD,41,0.05682385340332985,R_A3,299.5628356933594
13,0.0,14,29,299.7152099609375,1625.1015625,0,2018-01-01,STANDARD,41,0.3631272614002228,R_A3,299.7152099609375
14,0.0,15,29,299.8675537109375,1627.3743896484375,0,2018-01-01,STANDARD,41,0.24208419024944305,R_A3,299.8675537109375
15,0.0,16,29,300.0199279785156,1629.6470947265625,0,2018-01-01,STANDARD,41,0.5027222633361816,R_A3,300.0199279785156
16,0.0,17,29,300.15106201171875,1631.6031494140625,0,2018-01-01,STANDARD,41,0.7980065941810608,R_A3,300.15106201171875
26,0.0,18,29,300.32647705078125,1634.2196044921875,0,2018-01-01,STANDARD,41,0.31134507060050964,R_A3,300.32647705078125
27,0.0,19,29,300.5674133300781,1637.81298828125,0,2018-01-01,STANDARD,41,0.044586729258298874,R_A3,300.5674133300781
28,0.0,20,29,300.8083801269531,1641.406494140625,0,2018-01-01,STANDARD,41,0.08830053359270096,R_A3,300.8083801269531
29,0.0,21,29,301.0493469238281,1645.0,0,2018-01-01,STANDARD,41,1.0,R_A3,301.0493469238281
30,0.0,22,29,301.2903137207031,1648.593505859375,0,2018-01-01,STANDARD,41,0.16986298561096191,R_A3,301.2903137207031
1,0.0,1,30,300.2763671875,1633.47216796875,0,2018-01-01,STANDARD,52,0.05079725757241249,R_A4,300.2763671875
1,0.0,2,31,299.8195495605469,1626.657958984375,0,2018-01-01,STANDARD,52,0.04856996238231659,R_A4,299.8195495605469
2,0.0,3,31,299.9581604003906,1628.7255859375,0,2018-01-01,STANDARD,52,0.050492461770772934,R_A4,299.9581604003906
3,0.0,4,31,300.0967712402344,1630.7933349609375,0,2018-01-01,STANDARD,52,0.05045894533395767,R_A4,300.0967712402344
4,0.0,5,31,300.23541259765625,1632.8609619140625,0,2018-01-01,STANDARD,52,0.052392587065696716,R_A4,300.23541259765625
5,0.0,6,31,300.3740234375,1634.9287109375,0,2018-01-01,STANDARD,52,0.05382170155644417,R_A4,300.3740234375
5,0.0,7,32,300.1599426269531,1631.7354736328125,0,2018-01-01,STANDARD,52,0.05202844738960266,R_A4,300.1599426269531
5,0.0,8,32,300.46392822265625,1636.269287109375,0,2018-01-01,STANDARD,51,0.05561012029647827,R_A4,300.46392822265625
5,0.0,9,33,300.4385986328125,1635.8916015625,0,2018-01-01,STANDARD,51,0.056355319917201996,R_A4,300.4385986328125
5,0.0,10,33,300.90740966796875,1642.88330078125,0,2018-01-01,STANDARD,50,0.059722837060689926,R_A4,300.90740966796875
5,0.0,11,34,300.81292724609375,1641.4742431640625,0,2018-01-01,STANDARD,50,0.061547618359327316,R_A4,300.81292724609375
4,0.0,12,34,300.691162109375,1639.6585693359375,0,2018-01-01,STANDARD,50,0.05990687757730484,R_A4,300.691162109375
3,0.0,13,34,300.5694274902344,1637.843017578125,0,2018-01-01,STANDARD,50,0.07542243599891663,R_A4,300.5694274902344
3,0.0,14,35,300.58935546875,1638.14013671875,0,2018-01-01,STANDARD,50,0.07343674451112747,R_A4,300.58935546875
2,0.0,15,35,300.47003173828125,1636.3603515625,0,2018-01-01,STANDARD,50,0.12342850863933563,R_A4,300.47003173828125
2,0.0,16,35,300.9350280761719,1643.295166015625,0,2018-01-01,STANDARD,49,0.1142500564455986,R_A4,300.9350280761719
29,0.0,17,36,301.0305480957031,1644.719482421875,0,2018-01-01,STANDARD,49,0.08890558034181595,R_A4,301.0305480957031
29,0.0,18,36,300.9535217285156,1643.571044921875,0,2018-01-01,STANDARD,48,0.08221358805894852,R_A4,300.9535217285156
29,0.0,19,37,301.4331970214844,1650.7237548828125,0,2018-01-01,STANDARD,48,0.20098789036273956,R_A4,301.4331970214844
28,0.0,20,37,301.053466796875,1645.061279296875,0,2018-01-01,STANDARD,48,0.24735769629478455,R_A4,301.053466796875
28,0.0,21,38,301.4240417480469,1650.587158203125,0,2018-01-01,STANDARD,48,0.10001228749752045,R_A4,301.4240417480469
28,0.0,22,38,301.8000793457031,1656.1942138671875,0,2018-01-01,STANDARD,47,0.18392211198806763,R_A4,301.8000793457031
1,0.0,1,31,303.6370849609375,1682.8421630859375,0,2018-01-01,STANDARD,20,1.0,R_A5,303.6370849609375
2,0.0,2,31,303.8401184082031,1684.984619140625,0,2018-01-01,STANDARD,20,1.0,R_A5,303.8401184082031
3,0.0,3,31,304.0431213378906,1687.1270751953125,0,2018-01-01,STANDARD,20,1.0,R_A5,304.0431213378906
4,0.0,4,31,304.24615478515625,1689.26953125,0,2018-01-01,STANDARD,20,1.0,R_A5,304.24615478515625
5,0.0,5,31,304.4491882324219,1691.412109375,0,2018-01-01,STANDARD,20,1.0,R_A5,304.4491882324219
6,0.0,6,31,304.6522216796875,1693.5545654296875,0,2018-01-01,STANDARD,20,1.0,R_A5,304.6522216796875
7,0.0,7,31,305.1610412597656,1695.697021484375,0,2018-01-01,STANDARD,20,1.0,R_A5,305.1610412597656
11,0.0,8,31,305.5556945800781,1703.0867919921875,0,2018-01-01,STANDARD,21,1.0,R_A5,305.5556945800781
12,0.0,9,31,305.7496643066406,1705.13330078125,0,2018-01-01,STANDARD,21,1.0,R_A5,305.7496643066406
13,0.0,10,31,305.95556640625,1707.1798095703125,0,2018-01-01,STANDARD,21,1.0,R_A5,305.95556640625
14,0.0,11,31,306.1495056152344,1709.226318359375,0,2018-01-01,STANDARD,21,1.0,R_A5,306.1495056152344
15,0.0,12,31,306.3434753417969,1711.272705078125,0,2018-01-01,STANDARD,21,1.0,R_A5,306.3434753417969
16,0.0,13,31,306.68243408203125,1713.3192138671875,0,2018-01-01,STANDARD,21,1.0,R_A5,306.68243408203125
17,0.0,14,31,306.8763732910156,1715.36572265625,0,2018-01-01,STANDARD,21,1.0,R_A5,306.8763732910156
18,0.0,15,31,307.0113830566406,1716.7901611328125,0,2018-01-01,STANDARD,21,1.0,R_A5,307.0113830566406
26,0.0,16,31,307.0110168457031,1718.444091796875,0,2018-01-01,STANDARD,21,1.0,R_A5,307.0110168457031
27,0.0,17,31,307.22186279296875,1720.66845703125,0,2018-01-01,STANDARD,21,1.0,R_A5,307.22186279296875
28,0.0,18,31,307.73846435546875,1722.892822265625,0,2018-01-01,STANDARD,21,1.0,R_A5,307.73846435546875
29,0.0,19,31,307.94927978515625,1725.1173095703125,0,2018-01-01,STANDARD,21,1.0,R_A5,307.94927978515625
30,0.0,20,31,308.16009521484375,1727.3416748046875,0,2018-01-01,STANDARD,21,1.0,R_A5,308.16009521484375
1,0.0,1,17,304.995849609375,1693.95361328125,0,2018-01-01,STANDARD,42,1.0,R_A6,304.995849609375
2,0.0,2,17,305.1408996582031,1695.4842529296875,0,2018-01-01,STANDARD,42,1.0,R_A6,305.1408996582031
3,0.0,3,17,305.28594970703125,1697.0147705078125,0,2018-01-01,STANDARD,42,1.0,R_A6,305.28594970703125
4,0.0,4,17,305.4309997558594,1698.54541015625,0,2018-01-01,STANDARD,42,1.0,R_A6,305.4309997558594
5,0.0,5,17,305.5760498046875,1700.075927734375,0,2018-01-01,STANDARD,42,1.0,R_A6,305.5760498046875
6,0.0,6,17,305.7210998535156,1701.6065673828125,0,2018-01-01,STANDARD,42,1.0,R_A6,305.7210998535156
7,0.0,7,17,305.5671081542969,1703.13720703125,0,2018-01-01,STANDARD,42,1.0,R_A6,305.5671081542969
8,0.0,8,17,305.712158203125,1704.667724609375,0,2018-01-01,STANDARD,42,1.0,R_A6,305.712158203125
9,0.0,9,17,306.15625,1706.1983642578125,0,2018-01-01,STANDARD,42,1.0,R_A6,306.15625
10,0.0,10,17,305.9955139160156,1707.7288818359375,0,2018-01-01,STANDARD,42,1.0,R_A6,305.9955139160156
11,0.0,11,17,306.1802062988281,1709.6763916015625,0,2018-01-01,STANDARD,42,1.0,R_A6,306.1802062988281
12,0.0,12,17,306.4042663574219,1712.0406494140625,0,2018-01-01,STANDARD,42,1.0,R_A6,306.4042663574219
13,0.0,13,17,306.64031982421875,1714.405029296875,0,2018-01-01,STANDARD,42,1.0,R_A6,306.64031982421875
14,0.0,14,17,306.8643798828125,1716.769287109375,0,2018-01-01,STANDARD,42,1.0,R_A6,306.8643798828125
15,0.0,15,17,307.0884704589844,1719.1336669921875,0,2018-01-01,STANDARD,42,1.0,R_A6,307.0884704589844
16,0.0,16,17,307.45758056640625,1721.498046875,0,2018-01-01,STANDARD,42,1.0,R_A6,307.45758056640625
17,0.0,17,17,307.6813659667969,1723.8594970703125,0,2018-01-01,STANDARD,42,1.0,R_A6,307.6813659667969
18,0.0,18,17,307.80438232421875,1725.1573486328125,0,2018-01-01,STANDARD,42,1.0,R_A6,307.80438232421875
26,0.0,19,17,307.73931884765625,1726.1282958984375,0,2018-01-01,STANDARD,42,1.0,R_A6,307.73931884765625
27,0.0,20,17,307.90087890625,1727.8331298828125,0,2018-01-01,STANDARD,42,1.0,R_A6,307.90087890625
28,0.0,21,17,308.3682556152344,1729.5379638671875,0,2018-01-01,STANDARD,42,1.0,R_A6,308.3682556152344
29,0.0,22,17,308.52984619140625,1731.242919921875,0,2018-01-01,STANDARD,42,1.0,R_A6,308.52984619140625
30,0.0,23,17,308.3856506347656,1732.94775390625,0,2018-01-01,STANDARD,42,1.0,R_A6,308.3856506347656
1,0.0,1,22,298.663330078125,1640.75634765625,0,2018-03-01,STANDARD,30,0.0533546544611454,R_A2,298.663330078125
2,0.0,2,22,298.7882995605469,1642.6207275390625,0,2018-03-01,STANDARD,30,0.055167749524116516,R_A2,298.7882995605469
3,0.0,3,22,298.9132385253906,1644.485107421875,0,2018-03-01,STANDARD,30,0.05844820663332939,R_A2,298.9132385253906
4,0.0,4,22,299.03814697265625,1646.349365234375,0,2018-03-01,STANDARD,30,0.06413564085960388,R_A2,299.03814697265625
5,0.0,5,22,299.16302490234375,1648.2138671875,0,2018-03-01,STANDARD,30,0.06692110747098923,R_A2,299.16302490234375
6,0.0,6,22,299.2698669433594,1650.0782470703125,0,2018-03-01,STANDARD,30,0.648756742477417,R_A2,299.2698669433594
7,0.0,7,22,299.4090270996094,1651.942626953125,0,2018-03-01,STANDARD,30,0.8775119781494141,R_A2,299.4090270996094
8,0.0,8,22,299.5397644042969,1653.806884765625,0,2018-03-01,STANDARD,30,0.8626014590263367,R_A2,299.5397644042969
9,0.0,9,22,299.8277893066406,1655.6712646484375,0,2018-03-01,STANDARD,30,0.8760145306587219,R_A2,299.8277893066406
10,0.0,10,22,300.0303649902344,1657.5355224609375,0,2018-03-01,STANDARD,30,0.8872697949409485,R_A2,300.0303649902344
11,0.0,11,22,299.2601318359375,1659.53564453125,0,2018-03-01,STANDARD,30,0.07026316225528717,R_A2,299.2601318359375
12,0.0,12,22,299.4389953613281,1661.671630859375,0,2018-03-01,STANDARD,30,0.07725818455219269,R_A2,299.4389953613281
13,0.0,13,22,299.6343688964844,1663.8074951171875,0,2018-03-01,STANDARD,30,0.4331035912036896,R_A2,299.6343688964844
14,0.0,14,22,299.7795104980469,1665.943359375,0,2018-03-01,STANDARD,30,0.46961042284965515,R_A2,299.7795104980469
15,0.0,15,22,299.9273681640625,1668.079345703125,0,2018-03-01,STANDARD,30,0.9197956323623657,R_A2,299.9273681640625
16,0.0,16,22,300.07421875,1670.2152099609375,0,2018-03-01,STANDARD,30,0.9514132142066956,R_A2,300.07421875
17,0.0,17,22,300.2208251953125,1672.35107421875,0,2018-03-01,STANDARD,30,0.9068393707275391,R_A2,300.2208251953125
18,0.0,18,22,300.3490905761719,1674.2601318359375,0,2018-03-01,STANDARD,30,0.9536421895027161,R_A2,300.3490905761719
26,4.356484357287416e-12,19,22,301.54046630859375,1676.0771484375,0,2018-03-01,STANDARD,30,1.0,R_A2,301.54046630859375
27,-6.815199782295167e-08,20,22,301.1786804199219,1677.845458984375,0,2018-03-01,STANDARD,30,0.9999992847442627,R_A2,301.1786804199219
27,0.0,21,22,300.10870361328125,1675.82470703125,0,2018-03-01,STANDARD,29,0.6491702795028687,R_A2,300.10870361328125
28,-8.395624148151148e-13,22,22,301.32305908203125,1677.74951171875,0,2018-03-01,STANDARD,29,1.0,R_A2,301.32305908203125
29,-6.834397820896718e-14,23,22,302.2490539550781,1679.67431640625,0,2018-03-01,STANDARD,29,1.0,R_A2,302.2490539550781
30,-2.3004815066784978e-11,24,22,302.7376708984375,1681.59912109375,0,2018-03-01,STANDARD,29,1.0,R_A2,302.7376708984375
1,-8.102669646348204e-10,1,31,282.54461669921875,1682.8421630859375,0,2018-04-28,STANDARD,20,1.0,R_A5,282.54461669921875
2,-7.780339150720295e-10,2,31,282.74749755859375,1684.984619140625,0,2018-04-28,STANDARD,20,1.0,R_A5,282.74749755859375
3,-7.189123740758419e-10,3,31,282.9504089355469,1687.1270751953125,0,2018-04-28,STANDARD,20,1.0,R_A5,282.9504089355469
4,-7.527503065318797e-10,4,31,283.1533508300781,1689.26953125,0,2018-04-28,STANDARD,20,1.0,R_A5,283.1533508300781
5,-6.538096175567887e-10,5,31,283.3563537597656,1691.412109375,0,2018-04-28,STANDARD,20,1.0,R_A5,283.3563537597656
6,-5.830502192161191e-10,6,31,283.5594482421875,1693.5545654296875,0,2018-04-28,STANDARD,20,1.0,R_A5,283.5594482421875
7,-2.111772128693401e-12,7,31,284.08935546875,1695.697021484375,0,2018-04-28,STANDARD,20,1.0,R_A5,284.08935546875
11,-3.399420285196686e-12,8,31,280.6716613769531,1703.0867919921875,0,2018-04-28,STANDARD,21,1.0,R_A5,280.6716613769531
12,-2.125573371827838e-12,9,31,280.8655700683594,1705.13330078125,0,2018-04-28,STANDARD,21,1.0,R_A5,280.8655700683594
13,-1.4207435412600528e-13,10,31,281.071533203125,1707.1798095703125,0,2018-04-28,STANDARD,21,1.0,R_A5,281.071533203125
14,-1.7208432487141045e-13,11,31,281.2657775878906,1709.226318359375,0,2018-04-28,STANDARD,21,1.0,R_A5,281.2657775878906
15,-4.172247467762631e-14,12,31,281.4610290527344,1711.272705078125,0,2018-04-28,STANDARD,21,1.0,R_A5,281.4610290527344
16,-6.433474426478271e-15,13,31,281.8173522949219,1713.3192138671875,0,2018-04-28,STANDARD,21,1.0,R_A5,281.8173522949219
17,-9.47045091951931e-15,14,31,282.0346374511719,1715.36572265625,0,2018-04-28,STANDARD,21,1.0,R_A5,282.0346374511719
18,-6.109112370810538e-16,15,31,282.1710205078125,1716.7901611328125,0,2018-04-28,STANDARD,21,1.0,R_A5,282.1710205078125
26,-2.4929843210402466e-14,16,31,282.1321716308594,1718.444091796875,0,2018-04-28,STANDARD,21,1.0,R_A5,282.1321716308594
27,-1.736799384323938e-14,17,31,282.3584899902344,1720.66845703125,0,2018-04-28,STANDARD,21,1.0,R_A5,282.3584899902344
28,-1.7713006530314719e-19,18,31,286.3376770019531,1722.892822265625,0,2018-04-28,STANDARD,21,1.0,R_A5,286.3376770019531
29,-2.63915608875006e-23,19,31,299.29217529296875,1725.1173095703125,0,2018-04-28,STANDARD,21,1.0,R_A5,299.29217529296875
30,-3.7140823734492274e-25,20,31,305.203369140625,1727.3416748046875,0,2018-04-28,STANDARD,21,1.0,R_A5,305.203369140625
1,0.0,1,28,282.5115051269531,1609.6568603515625,0,2018-07-03,STANDARD,41,0.3621583580970764,R_A3,282.5115051269531
2,0.0,2,28,282.58935546875,1611.670166015625,0,2018-07-03,STANDARD,41,0.15303930640220642,R_A3,282.58935546875
3,0.0,3,28,282.72381591796875,1613.683349609375,0,2018-07-03,STANDARD,41,0.11961425840854645,R_A3,282.72381591796875
3,0.0,4,29,282.0968017578125,1604.23681640625,0,2018-07-03,STANDARD,41,0.18761374056339264,R_A3,282.0968017578125
4,0.0,5,29,282.38201904296875,1606.26123046875,0,2018-07-03,STANDARD,41,0.3616667091846466,R_A3,282.38201904296875
5,0.0,6,29,284.5665283203125,1608.2855224609375,0,2018-07-03,STANDARD,41,0.7533994317054749,R_A3,284.5665283203125
6,0.0,7,29,285.0904541015625,1610.3099365234375,0,2018-07-03,STANDARD,41,0.6503698825836182,R_A3,285.0904541015625
7,0.0,8,29,285.5907897949219,1612.334228515625,0,2018-07-03,STANDARD,41,0.23909905552864075,R_A3,285.5907897949219
8,0.0,9,29,285.7275085449219,1614.358642578125,0,2018-07-03,STANDARD,41,0.19497428834438324,R_A3,285.7275085449219
9,0.0,10,29,285.8632507324219,1616.3829345703125,0,2018-07-03,STANDARD,41,0.6502707004547119,R_A3,285.8632507324219
10,0.0,11,29,286.0812072753906,1618.4072265625,0,2018-07-03,STANDARD,41,0.2835259437561035,R_A3,286.0812072753906
11,0.0,12,29,286.4835510253906,1620.5557861328125,0,2018-07-03,STANDARD,41,0.04730318486690521,R_A3,286.4835510253906
12,0.0,13,29,286.6354675292969,1622.82861328125,0,2018-07-03,STANDARD,41,0.05690617486834526,R_A3,286.6354675292969
13,0.0,14,29,286.78802490234375,1625.1015625,0,2018-07-03,STANDARD,41,0.36354565620422363,R_A3,286.78802490234375
14,0.0,15,29,286.99237060546875,1627.3743896484375,0,2018-07-03,STANDARD,41,0.24305647611618042,R_A3,286.99237060546875
15,0.0,16,29,287.2449035644531,1629.6470947265625,0,2018-07-03,STANDARD,41,0.5018477439880371,R_A3,287.2449035644531
16,0.0,17,29,287.36767578125,1631.6031494140625,0,2018-07-03,STANDARD,41,0.7957969903945923,R_A3,287.36767578125
26,0.0,18,29,284.9927978515625,1634.2196044921875,0,2018-07-03,STANDARD,41,0.30553680658340454,R_A3,284.9927978515625
27,0.0,19,29,285.1890869140625,1637.81298828125,0,2018-07-03,STANDARD,41,0.0450713150203228,R_A3,285.1890869140625
28,0.0,20,29,285.4289855957031,1641.406494140625,0,2018-07-03,STANDARD,41,0.08909288048744202,R_A3,285.4289855957031
29,-4.0637967657630725e-08,21,29,287.9032287597656,1645.0,0,2018-07-03,STANDARD,41,0.9999993443489075,R_A3,287.9032287597656
30,0.0,22,29,285.7535400390625,1648.593505859375,0,2018-07-03,STANDARD,41,0.16953429579734802,R_A3,285.7535400390625
1,0.0,1,30,276.8254699707031,1633.47216796875,0,2018-09-12,STANDARD,52,0.050885558128356934,R_A4,276.8254699707031
1,0.0,2,31,276.5499572753906,1626.657958984375,0,2018-09-12,STANDARD,52,0.04866993427276611,R_A4,276.5499572753906
2,0.0,3,31,276.687744140625,1628.7255859375,0,2018-09-12,STANDARD,52,0.05059843882918358,R_A4,276.687744140625
3,0.0,4,31,276.8255615234375,1630.7933349609375,0,2018-09-12,STANDARD,52,0.05057899281382561,R_A4,276.8255615234375
4,0.0,5,31,276.96337890625,1632.8609619140625,0,2018-09-12,STANDARD,52,0.05251641571521759,R_A4,276.96337890625
5,0.0,6,31,277.1012268066406,1634.9287109375,0,2018-09-12,STANDARD,52,0.053951483219861984,R_A4,277.1012268066406
5,0.0,7,32,277.06866455078125,1631.7354736328125,0,2018-09-12,STANDARD,52,0.05216407775878906,R_A4,277.06866455078125
5,0.0,8,32,277.1624450683594,1636.269287109375,0,2018-09-12,STANDARD,51,0.055782027542591095,R_A4,277.1624450683594
5,0.0,9,33,277.3752746582031,1635.8916015625,0,2018-09-12,STANDARD,51,0.05650942027568817,R_A4,277.3752746582031
5,0.0,10,33,277.6358337402344,1642.88330078125,0,2018-09-12,STANDARD,50,0.059858642518520355,R_A4,277.6358337402344
5,0.0,11,34,277.80242919921875,1641.4742431640625,0,2018-09-12,STANDARD,50,0.06147439405322075,R_A4,277.80242919921875
4,0.0,12,34,277.6814270019531,1639.6585693359375,0,2018-09-12,STANDARD,50,0.059903379529714584,R_A4,277.6814270019531
3,0.0,13,34,277.5605773925781,1637.843017578125,0,2018-09-12,STANDARD,50,0.07542045414447784,R_A4,277.5605773925781
3,0.0,14,35,277.8664245605469,1638.14013671875,0,2018-09-12,STANDARD,50,0.07346875965595245,R_A4,277.8664245605469
2,0.0,15,35,277.7479248046875,1636.3603515625,0,2018-09-12,STANDARD,50,0.12342248857021332,R_A4,277.7479248046875
2,0.0,16,35,278.00927734375,1643.295166015625,0,2018-09-12,STANDARD,49,0.11421028524637222,R_A4,278.00927734375
29,0.0,17,36,278.9310302734375,1644.719482421875,0,2018-09-12,STANDARD,49,0.0875508263707161,R_A4,278.9310302734375
29,0.0,18,36,278.470458984375,1643.571044921875,0,2018-09-12,STANDARD,48,0.0879911556839943,R_A4,278.470458984375
29,0.0,19,37,279.5772399902344,1650.7237548828125,0,2018-09-12,STANDARD,48,0.1927192360162735,R_A4,279.5772399902344
28,0.0,20,37,279.35394287109375,1645.061279296875,0,2018-09-12,STANDARD,48,0.22520382702350616,R_A4,279.35394287109375
28,0.0,21,38,279.9155578613281,1650.587158203125,0,2018-09-12,STANDARD,48,0.09952123463153839,R_A4,279.9155578613281
28,0.0,22,38,280.2176818847656,1656.1942138671875,0,2018-09-12,STANDARD,47,0.18037350475788116,R_A4,280.2176818847656
1,-1.0689451710940712e-12,1,17,272.7516174316406,1693.95361328125,0,2018-11-07,STANDARD,42,1.0,R_A6,272.7516174316406
2,-1.6576028201951976e-14,2,17,272.9385681152344,1695.4842529296875,0,2018-11-07,STANDARD,42,1.0,R_A6,272.9385681152344
3,-1.1640476485551363e-14,3,17,273.1581115722656,1697.0147705078125,0,2018-11-07,STANDARD,42,1.0,R_A6,273.1581115722656
4,-8.29967774465968e-15,4,17,273.3980712890625,1698.54541015625,0,2018-11-07,STANDARD,42,1.0,R_A6,273.3980712890625
5,-7.937494079710266e-15,5,17,273.6366882324219,1700.075927734375,0,2018-11-07,STANDARD,42,1.0,R_A6,273.6366882324219
6,-1.8099581281980602e-14,6,17,273.84417724609375,1701.6065673828125,0,2018-11-07,STANDARD,42,1.0,R_A6,273.84417724609375
7,-5.313194545789046e-13,7,17,273.7103271484375,1703.13720703125,0,2018-11-07,STANDARD,42,1.0,R_A6,273.7103271484375
8,-3.0498081273963584e-13,8,17,273.865478515625,1704.667724609375,0,2018-11-07,STANDARD,42,1.0,R_A6,273.865478515625
9,-1.7365268091215115e-14,9,17,274.35089111328125,1706.1983642578125,0,2018-11-07,STANDARD,42,1.0,R_A6,274.35089111328125
10,-2.7309118508234143e-12,10,17,274.2884826660156,1707.7288818359375,0,2018-11-07,STANDARD,42,1.0,R_A6,274.2884826660156
11,-1.3487125912620135e-12,11,17,275.79510498046875,1709.6763916015625,0,2018-11-07,STANDARD,42,1.0,R_A6,275.79510498046875
12,-6.760250454047878e-13,12,17,276.0189208984375,1712.0406494140625,0,2018-11-07,STANDARD,42,1.0,R_A6,276.0189208984375
13,-5.980017371044755e-14,13,17,276.2547912597656,1714.405029296875,0,2018-11-07,STANDARD,42,1.0,R_A6,276.2547912597656
14,-3.997790190253883e-14,14,17,276.4787902832031,1716.769287109375,0,2018-11-07,STANDARD,42,1.0,R_A6,276.4787902832031
15,-2.8888055277976124e-14,15,17,276.7110900878906,1719.1336669921875,0,2018-11-07,STANDARD,42,1.0,R_A6,276.7110900878906
