CONIDX,WELL,PRESSURE,DATE,DEPTH,CONJPOS,CONBPRES,DRAWDOWN,CONIPOS,SWAT,WELLMODEL,CONKPOS,SGAS
22,R_A2,303.7719421386719,2018-01-01,1681.03857421875,29,303.7719421386719,0,22,1.0,STANDARD,30,0.0
23,R_A2,303.9328918457031,2018-01-01,1682.7369384765625,29,303.9328918457031,0,22,1.0,STANDARD,31,0.0
24,R_A2,304.0938415527344,2018-01-01,1684.4354248046875,29,304.0938415527344,0,22,1.0,STANDARD,32,0.0
1,R_A3,298.4023742675781,2018-01-01,1608.697998046875,41,298.4023742675781,0,28,0.6481541991233826,STANDARD,1,0.0
2,R_A3,298.55096435546875,2018-01-01,1610.915283203125,41,298.55096435546875,0,28,0.20100165903568268,STANDARD,2,0.0
3,R_A3,298.6995849609375,2018-01-01,1613.1326904296875,41,298.6995849609375,0,28,0.20072761178016663,STANDARD,3,0.0
4,R_A3,298.8481750488281,2018-01-01,1615.3499755859375,41,298.8481750488281,0,28,0.25381913781166077,STANDARD,4,0.0
5,R_A3,298.9967956542969,2018-01-01,1617.5672607421875,41,298.9967956542969,0,28,0.6481541991233826,STANDARD,5,0.0
6,R_A3,298.3122863769531,2018-01-01,1607.353515625,41,298.3122863769531,0,29,0.825790286064148,STANDARD,5,0.0
7,R_A3,298.4447326660156,2018-01-01,1609.330078125,41,298.4447326660156,0,29,0.6481541991233826,STANDARD,6,0.0
8,R_A3,298.57720947265625,2018-01-01,1611.306640625,41,298.57720947265625,0,29,0.20072074234485626,STANDARD,7,0.0
9,R_A3,298.70965576171875,2018-01-01,1613.283203125,41,298.70965576171875,0,29,0.20300841331481934,STANDARD,8,0.0
10,R_A3,298.8421325683594,2018-01-01,1615.259765625,41,298.8421325683594,0,29,0.8087640404701233,STANDARD,9,0.0
11,R_A3,298.974609375,2018-01-01,1617.236328125,41,298.974609375,0,29,0.8076703548431396,STANDARD,10,0.0
12,R_A3,299.1199645996094,2018-01-01,1619.4052734375,41,299.1199645996094,0,29,0.05014035478234291,STANDARD,11,0.0
13,R_A3,299.27825927734375,2018-01-01,1621.7664794921875,41,299.27825927734375,0,29,0.05586451664566994,STANDARD,12,0.0
14,R_A3,299.4365234375,2018-01-01,1624.1278076171875,41,299.4365234375,0,29,0.37762489914894104,STANDARD,13,0.0
15,R_A3,299.75311279296875,2018-01-01,1628.8504638671875,41,299.75311279296875,0,29,0.5041740536689758,STANDARD,15,0.0
16,R_A3,299.89202880859375,2018-01-01,1630.9224853515625,41,299.89202880859375,0,29,0.8205729722976685,STANDARD,16,0.0
17,R_A3,300.0778503417969,2018-01-01,1633.6944580078125,41,300.0778503417969,0,29,1.0,STANDARD,28,0.0
18,R_A3,300.33001708984375,2018-01-01,1637.4554443359375,41,300.33001708984375,0,29,0.04924901947379112,STANDARD,29,0.0
19,R_A3,300.5821838378906,2018-01-01,1641.216552734375,41,300.5821838378906,0,29,0.05589563399553299,STANDARD,30,0.0
20,R_A3,300.8343811035156,2018-01-01,1644.9776611328125,41,300.8343811035156,0,29,0.6481541991233826,STANDARD,31,0.0
21,R_A3,301.0865783691406,2018-01-01,1648.7386474609375,41,301.0865783691406,0,29,0.06793975085020065,STANDARD,32,0.0
1,R_A4,300.16326904296875,2018-01-01,1634.96875,52,300.16326904296875,0,30,0.05441949889063835,STANDARD,1,0.0
2,R_A4,299.6799011230469,2018-01-01,1627.75830078125,52,299.6799011230469,0,31,0.052253324538469315,STANDARD,1,0.0
3,R_A4,299.81781005859375,2018-01-01,1629.8154296875,52,299.81781005859375,0,31,0.05347324535250664,STANDARD,2,0.0
4,R_A4,299.9556884765625,2018-01-01,1631.87255859375,52,299.9556884765625,0,31,0.05539671704173088,STANDARD,3,0.0
5,R_A4,300.0936279296875,2018-01-01,1633.9295654296875,52,300.0936279296875,0,31,0.0589146688580513,STANDARD,4,0.0
6,R_A4,300.2315368652344,2018-01-01,1635.9866943359375,52,300.2315368652344,0,31,0.0588548444211483,STANDARD,5,0.0
7,R_A4,300.03399658203125,2018-01-01,1633.040283203125,52,300.03399658203125,0,32,0.056063733994960785,STANDARD,5,0.0
8,R_A4,299.9100646972656,2018-01-01,1631.1917724609375,52,299.9100646972656,0,32,0.05713158845901489,STANDARD,4,0.0
9,R_A4,300.3248291015625,2018-01-01,1637.378173828125,51,300.3248291015625,0,32,0.062456853687763214,STANDARD,4,0.0
10,R_A4,300.2028503417969,2018-01-01,1635.5589599609375,51,300.2028503417969,0,32,0.10091786086559296,STANDARD,3,0.0
11,R_A4,300.32470703125,2018-01-01,1637.3763427734375,51,300.32470703125,0,33,0.10635152459144592,STANDARD,3,0.0
12,R_A4,300.2034912109375,2018-01-01,1635.568359375,51,300.2034912109375,0,33,0.060798052698373795,STANDARD,2,0.0
13,R_A4,300.7082824707031,2018-01-01,1643.097412109375,50,300.7082824707031,0,33,0.6481541991233826,STANDARD,3,0.0
14,R_A4,300.5152587890625,2018-01-01,1640.2183837890625,50,300.5152587890625,0,34,0.10872285068035126,STANDARD,3,0.0
15,R_A4,300.5114440917969,2018-01-01,1640.1617431640625,50,300.5114440917969,0,35,0.10767215490341187,STANDARD,3,0.0
16,R_A4,300.41143798828125,2018-01-01,1638.670166015625,49,300.41143798828125,0,35,0.08770950138568878,STANDARD,31,0.0
17,R_A4,300.6852111816406,2018-01-01,1642.7530517578125,49,300.6852111816406,0,36,0.22747668623924255,STANDARD,31,0.0
18,R_A4,300.55108642578125,2018-01-01,1640.7525634765625,48,300.55108642578125,0,36,0.20922017097473145,STANDARD,31,0.0
19,R_A4,300.8096008300781,2018-01-01,1644.608154296875,48,300.8096008300781,0,37,0.2701634168624878,STANDARD,31,0.0
20,R_A4,301.198486328125,2018-01-01,1650.40771484375,48,301.198486328125,0,37,0.6481541991233826,STANDARD,32,0.0
21,R_A4,301.1639099121094,2018-01-01,1649.8917236328125,48,301.1639099121094,0,38,0.1922418624162674,STANDARD,31,0.0
22,R_A4,301.4688720703125,2018-01-01,1654.4390869140625,47,301.4688720703125,0,38,1.0,STANDARD,31,0.0
1,R_A5,303.9286804199219,2018-01-01,1685.9193115234375,20,303.9286804199219,0,31,1.0,STANDARD,1,0.0
2,R_A5,304.1469421386719,2018-01-01,1688.222412109375,20,304.1469421386719,0,31,1.0,STANDARD,2,0.0
3,R_A5,304.3652038574219,2018-01-01,1690.5257568359375,20,304.3652038574219,0,31,1.0,STANDARD,3,0.0
4,R_A5,304.5834655761719,2018-01-01,1692.8289794921875,20,304.5834655761719,0,31,1.0,STANDARD,4,0.0
5,R_A5,304.8017578125,2018-01-01,1695.1322021484375,20,304.8017578125,0,31,1.0,STANDARD,5,0.0
6,R_A5,305.02001953125,2018-01-01,1697.4354248046875,20,305.02001953125,0,31,1.0,STANDARD,6,0.0
7,R_A5,305.5440673828125,2018-01-01,1699.7386474609375,20,305.5440673828125,0,31,1.0,STANDARD,7,0.0
8,R_A5,306.0891418457031,2018-01-01,1708.715576171875,20,306.0891418457031,0,31,1.0,STANDARD,11,0.0
9,R_A5,306.2626953125,2018-01-01,1710.5467529296875,20,306.2626953125,0,31,1.0,STANDARD,12,0.0
10,R_A5,306.4482116699219,2018-01-01,1712.3780517578125,20,306.4482116699219,0,31,1.0,STANDARD,13,0.0
11,R_A5,305.71746826171875,2018-01-01,1704.6673583984375,21,305.71746826171875,0,31,1.0,STANDARD,13,0.0
12,R_A5,305.89093017578125,2018-01-01,1706.4979248046875,21,305.89093017578125,0,31,1.0,STANDARD,14,0.0
13,R_A5,306.0644226074219,2018-01-01,1708.3284912109375,21,306.0644226074219,0,31,1.0,STANDARD,15,0.0
14,R_A5,306.3829345703125,2018-01-01,1710.1591796875,21,306.3829345703125,0,31,1.0,STANDARD,16,0.0
15,R_A5,306.55047607421875,2018-01-01,1711.9268798828125,21,306.55047607421875,0,31,1.0,STANDARD,17,0.0
16,R_A5,306.6958312988281,2018-01-01,1713.460693359375,21,306.6958312988281,0,31,1.0,STANDARD,18,0.0
17,R_A5,306.766845703125,2018-01-01,1714.2099609375,21,306.766845703125,0,31,1.0,STANDARD,19,0.0
18,R_A5,307.0267028808594,2018-01-01,1715.3828125,21,307.0267028808594,0,31,1.0,STANDARD,28,0.0
19,R_A5,306.9303894042969,2018-01-01,1717.59326171875,21,306.9303894042969,0,31,1.0,STANDARD,29,0.0
20,R_A5,307.4456481933594,2018-01-01,1719.803466796875,21,307.4456481933594,0,31,1.0,STANDARD,30,0.0
21,R_A5,307.6551513671875,2018-01-01,1722.0137939453125,21,307.6551513671875,0,31,1.0,STANDARD,31,0.0
22,R_A5,307.8646240234375,2018-01-01,1724.22412109375,21,307.8646240234375,0,31,1.0,STANDARD,32,0.0
1,R_A6,305.1502990722656,2018-01-01,1695.5833740234375,42,305.1502990722656,0,17,1.0,STANDARD,1,0.0
2,R_A6,304.9919128417969,2018-01-01,1697.138916015625,42,304.9919128417969,0,17,1.0,STANDARD,2,0.0
3,R_A6,305.44512939453125,2018-01-01,1698.6944580078125,42,305.44512939453125,0,17,1.0,STANDARD,3,0.0
4,R_A6,305.592529296875,2018-01-01,1700.2501220703125,42,305.592529296875,0,17,1.0,STANDARD,4,0.0
5,R_A6,305.7399597167969,2018-01-01,1701.8056640625,42,305.7399597167969,0,17,1.0,STANDARD,5,0.0
6,R_A6,305.88739013671875,2018-01-01,1703.361328125,42,305.88739013671875,0,17,1.0,STANDARD,6,0.0
7,R_A6,305.7357482910156,2018-01-01,1704.9168701171875,42,305.7357482910156,0,17,1.0,STANDARD,7,0.0
8,R_A6,306.1822204589844,2018-01-01,1706.4725341796875,42,306.1822204589844,0,17,1.0,STANDARD,8,0.0
9,R_A6,306.32965087890625,2018-01-01,1708.028076171875,42,306.32965087890625,0,17,1.0,STANDARD,9,0.0
10,R_A6,306.1712951660156,2018-01-01,1709.5836181640625,42,306.1712951660156,0,17,1.0,STANDARD,10,0.0
11,R_A6,306.3521728515625,2018-01-01,1711.4908447265625,42,306.3521728515625,0,17,1.0,STANDARD,11,0.0
12,R_A6,306.5662536621094,2018-01-01,1713.749755859375,42,306.5662536621094,0,17,1.0,STANDARD,12,0.0
13,R_A6,306.79229736328125,2018-01-01,1716.0086669921875,42,306.79229736328125,0,17,1.0,STANDARD,13,0.0
14,R_A6,307.0063781738281,2018-01-01,1718.267578125,42,307.0063781738281,0,17,1.0,STANDARD,14,0.0
15,R_A6,307.2204895019531,2018-01-01,1720.526611328125,42,307.2204895019531,0,17,1.0,STANDARD,15,0.0
16,R_A6,307.57958984375,2018-01-01,1722.7855224609375,42,307.57958984375,0,17,1.0,STANDARD,16,0.0
17,R_A6,307.7936706542969,2018-01-01,1725.04443359375,42,307.7936706542969,0,17,1.0,STANDARD,17,0.0
18,R_A6,307.9591369628906,2018-01-01,1726.7900390625,42,307.9591369628906,0,17,1.0,STANDARD,18,0.0
19,R_A6,307.9425354003906,2018-01-01,1728.2723388671875,42,307.9425354003906,0,17,1.0,STANDARD,28,0.0
20,R_A6,308.4125061035156,2018-01-01,1730.004638671875,42,308.4125061035156,0,17,1.0,STANDARD,29,0.0
21,R_A6,308.57666015625,2018-01-01,1731.73681640625,42,308.57666015625,0,17,1.0,STANDARD,30,0.0
22,R_A6,308.7408447265625,2018-01-01,1733.468994140625,42,308.7408447265625,0,17,1.0,STANDARD,31,0.0
23,R_A6,308.5992431640625,2018-01-01,1735.2012939453125,42,308.5992431640625,0,17,1.0,STANDARD,32,0.0
1,R_A2,299.8210754394531,2018-03-01,1640.14990234375,30,299.8210754394531,0,22,0.05976022407412529,STANDARD,1,0.0
2,R_A2,299.939453125,2018-03-01,1641.9156494140625,30,299.939453125,0,22,0.06079886108636856,STANDARD,2,0.0
3,R_A2,300.0578308105469,2018-03-01,1643.6815185546875,30,300.0578308105469,0,22,0.06371898204088211,STANDARD,3,0.0
4,R_A2,300.1762390136719,2018-03-01,1645.447265625,30,300.1762390136719,0,22,0.06925969570875168,STANDARD,4,0.0
5,R_A2,300.29461669921875,2018-03-01,1647.213134765625,30,300.29461669921875,0,22,0.07186379283666611,STANDARD,5,0.0
6,R_A2,300.41748046875,2018-03-01,1648.9788818359375,30,300.41748046875,0,22,0.3175705075263977,STANDARD,6,0.0
7,R_A2,300.5375671386719,2018-03-01,1650.7447509765625,30,300.5375671386719,0,22,0.9101508259773254,STANDARD,7,0.0
8,R_A2,300.6568298339844,2018-03-01,1652.510498046875,30,300.6568298339844,0,22,0.8745535612106323,STANDARD,8,0.0
9,R_A2,300.77471923828125,2018-03-01,1654.2762451171875,30,300.77471923828125,0,22,0.926090657711029,STANDARD,9,0.0
10,R_A2,300.8587341308594,2018-03-01,1656.0421142578125,30,300.8587341308594,0,22,0.924706220626831,STANDARD,10,0.0
11,R_A2,300.8486328125,2018-03-01,1657.9735107421875,30,300.8486328125,0,22,0.08491484820842743,STANDARD,11,0.0
12,R_A2,300.97991943359375,2018-03-01,1660.0706787109375,30,300.97991943359375,0,22,0.07412443310022354,STANDARD,12,0.0
13,R_A2,301.22515869140625,2018-03-01,1662.1678466796875,30,301.22515869140625,0,22,0.4826250672340393,STANDARD,13,0.0
14,R_A2,301.3659973144531,2018-03-01,1664.2650146484375,30,301.3659973144531,0,22,0.5639930367469788,STANDARD,14,0.0
15,R_A2,301.5058898925781,2018-03-01,1666.3621826171875,30,301.5058898925781,0,22,0.9715995192527771,STANDARD,15,0.0
16,R_A2,301.64630126953125,2018-03-01,1668.459228515625,30,301.64630126953125,0,22,0.9848053455352783,STANDARD,16,0.0
17,R_A2,301.78680419921875,2018-03-01,1670.556396484375,30,301.78680419921875,0,22,0.9795541763305664,STANDARD,17,0.0
18,R_A2,302.1278991699219,2018-03-01,1674.5546875,29,302.1278991699219,0,22,0.9999998807907104,STANDARD,17,-1.0581056031355729e-08
19,R_A2,302.281982421875,2018-03-01,1676.1800537109375,29,302.281982421875,0,22,0.9999999403953552,STANDARD,18,-5.685573345459716e-09
20,R_A2,302.37725830078125,2018-03-01,1677.6414794921875,29,302.37725830078125,0,22,1.0,STANDARD,28,2.013755384666638e-09
21,R_A2,303.139404296875,2018-03-01,1679.3399658203125,29,303.139404296875,0,22,1.0,STANDARD,29,4.087401956205357e-15
22,R_A2,303.580078125,2018-03-01,1681.03857421875,29,303.580078125,0,22,1.0,STANDARD,30,9.757798376545859e-17
23,R_A2,303.8511047363281,2018-03-01,1682.7369384765625,29,303.8511047363281,0,22,1.0,STANDARD,31,1.849241834137221e-17
24,R_A2,304.05413818359375,2018-03-01,1684.4354248046875,29,304.05413818359375,0,22,1.0,STANDARD,32,7.811561798730006e-19
1,R_A5,267.21331787109375,2018-04-28,1685.9193115234375,20,267.21331787109375,0,31,1.0,STANDARD,1,-2.651774286266395e-11
2,R_A5,267.4312438964844,2018-04-28,1688.222412109375,20,267.4312438964844,0,31,1.0,STANDARD,2,-2.5009837950618063e-11
3,R_A5,267.6492614746094,2018-04-28,1690.5257568359375,20,267.6492614746094,0,31,1.0,STANDARD,3,-2.4072929413754274e-11
4,R_A5,267.8672790527344,2018-04-28,1692.8289794921875,20,267.8672790527344,0,31,1.0,STANDARD,4,-2.740749294183331e-11
5,R_A5,268.0853271484375,2018-04-28,1695.1322021484375,20,268.0853271484375,0,31,1.0,STANDARD,5,-2.7203033228784257e-11
6,R_A5,268.3033142089844,2018-04-28,1697.4354248046875,20,268.3033142089844,0,31,1.0,STANDARD,6,-2.664804661656195e-11
7,R_A5,268.8677673339844,2018-04-28,1699.7386474609375,20,268.8677673339844,0,31,1.0,STANDARD,7,-1.1763332278744154e-12
8,R_A5,263.91790771484375,2018-04-28,1708.715576171875,20,263.91790771484375,0,31,1.0,STANDARD,11,-1.0305568654304584e-13
9,R_A5,262.5915832519531,2018-04-28,1710.5467529296875,20,262.5915832519531,0,31,1.0,STANDARD,12,-5.821411061535109e-12
10,R_A5,262.7904357910156,2018-04-28,1712.3780517578125,20,262.7904357910156,0,31,1.0,STANDARD,13,-2.4239059110559014e-12
11,R_A5,260.90045166015625,2018-04-28,1704.6673583984375,21,260.90045166015625,0,31,1.0,STANDARD,13,-1.6967202924773883e-13
12,R_A5,261.0746154785156,2018-04-28,1706.4979248046875,21,261.0746154785156,0,31,1.0,STANDARD,14,-3.843630600429415e-13
13,R_A5,261.2493591308594,2018-04-28,1708.3284912109375,21,261.2493591308594,0,31,1.0,STANDARD,15,-1.4140286706300353e-13
14,R_A5,261.5746154785156,2018-04-28,1710.1591796875,21,261.5746154785156,0,31,1.0,STANDARD,16,-1.4514462494310404e-13
15,R_A5,261.7486572265625,2018-04-28,1711.9268798828125,21,261.7486572265625,0,31,1.0,STANDARD,17,-2.6994162452748972e-14
16,R_A5,261.898193359375,2018-04-28,1713.460693359375,21,261.898193359375,0,31,1.0,STANDARD,18,-5.934571681732309e-14
17,R_A5,261.96942138671875,2018-04-28,1714.2099609375,21,261.96942138671875,0,31,1.0,STANDARD,19,-7.399846523297587e-14
18,R_A5,278.8501281738281,2018-04-28,1715.3828125,21,278.8501281738281,0,31,1.0,STANDARD,28,-6.527816532626981e-15
19,R_A5,278.7489013671875,2018-04-28,1717.59326171875,21,278.7489013671875,0,31,1.0,STANDARD,29,-1.4016441172049355e-14
20,R_A5,279.18731689453125,2018-04-28,1719.803466796875,21,279.18731689453125,0,31,1.0,STANDARD,30,-2.1603738373563277e-15
21,R_A5,279.34344482421875,2018-04-28,1722.0137939453125,21,279.34344482421875,0,31,1.0,STANDARD,31,7.2919202170817175e-22
22,R_A5,289.9454650878906,2018-04-28,1724.22412109375,21,289.9454650878906,0,31,1.0,STANDARD,32,1.7283331539507366e-22
1,R_A3,292.1846008300781,2018-07-03,1608.697998046875,41,292.1846008300781,0,28,0.6485823392868042,STANDARD,1,0.0
2,R_A3,292.3468017578125,2018-07-03,1610.915283203125,41,292.3468017578125,0,28,0.2010924220085144,STANDARD,2,0.0
3,R_A3,292.4955749511719,2018-07-03,1613.1326904296875,41,292.4955749511719,0,28,0.20082302391529083,STANDARD,3,0.0
4,R_A3,292.6445007324219,2018-07-03,1615.3499755859375,41,292.6445007324219,0,28,0.253904789686203,STANDARD,4,0.0
5,R_A3,292.8363342285156,2018-07-03,1617.5672607421875,41,292.8363342285156,0,28,0.6485908627510071,STANDARD,5,0.0
6,R_A3,292.1613464355469,2018-07-03,1607.353515625,41,292.1613464355469,0,29,0.8231967091560364,STANDARD,5,0.0
7,R_A3,292.3238830566406,2018-07-03,1609.330078125,41,292.3238830566406,0,29,0.6485565304756165,STANDARD,6,0.0
8,R_A3,292.4671936035156,2018-07-03,1611.306640625,41,292.4671936035156,0,29,0.20120619237422943,STANDARD,7,0.0
9,R_A3,292.5994873046875,2018-07-03,1613.283203125,41,292.5994873046875,0,29,0.20365796983242035,STANDARD,8,0.0
10,R_A3,292.7762756347656,2018-07-03,1615.259765625,41,292.7762756347656,0,29,0.8084227442741394,STANDARD,9,0.0
11,R_A3,295.2414855957031,2018-07-03,1617.236328125,41,295.2414855957031,0,29,0.8062501549720764,STANDARD,10,0.0
12,R_A3,297.2410888671875,2018-07-03,1619.4052734375,41,297.2410888671875,0,29,0.05015525594353676,STANDARD,11,0.0
13,R_A3,297.3992614746094,2018-07-03,1621.7664794921875,41,297.3992614746094,0,29,0.05587853118777275,STANDARD,12,0.0
14,R_A3,297.5576477050781,2018-07-03,1624.1278076171875,41,297.5576477050781,0,29,0.37768206000328064,STANDARD,13,0.0
15,R_A3,298.0423583984375,2018-07-03,1628.8504638671875,41,298.0423583984375,0,29,0.5041022896766663,STANDARD,15,0.0
16,R_A3,298.1819152832031,2018-07-03,1630.9224853515625,41,298.1819152832031,0,29,0.8204797506332397,STANDARD,16,0.0
17,R_A3,292.0679931640625,2018-07-03,1633.6944580078125,41,292.0679931640625,0,29,1.0,STANDARD,28,-1.29422019976011e-11
18,R_A3,288.9178161621094,2018-07-03,1637.4554443359375,41,288.9178161621094,0,29,0.049536701291799545,STANDARD,29,0.0
19,R_A3,289.16925048828125,2018-07-03,1641.216552734375,41,289.16925048828125,0,29,0.05609794706106186,STANDARD,30,0.0
20,R_A3,289.4264221191406,2018-07-03,1644.9776611328125,41,289.4264221191406,0,29,0.6492581963539124,STANDARD,31,0.0
21,R_A3,289.6736755371094,2018-07-03,1648.7386474609375,41,289.6736755371094,0,29,0.0681646391749382,STANDARD,32,0.0
1,R_A4,279.7406311035156,2018-09-12,1634.96875,52,279.7406311035156,0,30,0.054495736956596375,STANDARD,1,0.0
2,R_A4,279.45855712890625,2018-09-12,1627.75830078125,52,279.45855712890625,0,31,0.052259448915719986,STANDARD,1,0.0
3,R_A4,279.5957336425781,2018-09-12,1629.8154296875,52,279.5957336425781,0,31,0.05347206071019173,STANDARD,2,0.0
4,R_A4,279.7329406738281,2018-09-12,1631.87255859375,52,279.7329406738281,0,31,0.05537581816315651,STANDARD,3,0.0
5,R_A4,279.8700866699219,2018-09-12,1633.9295654296875,52,279.8700866699219,0,31,0.05886509269475937,STANDARD,4,0.0
6,R_A4,280.0072326660156,2018-09-12,1635.9866943359375,52,280.0072326660156,0,31,0.05876152589917183,STANDARD,5,0.0
7,R_A4,279.9503173828125,2018-09-12,1633.040283203125,52,279.9503173828125,0,32,0.056052614003419876,STANDARD,5,0.0
8,R_A4,279.82757568359375,2018-09-12,1631.1917724609375,52,279.82757568359375,0,32,0.05714424327015877,STANDARD,4,0.0
9,R_A4,280.11663818359375,2018-09-12,1637.378173828125,51,280.11663818359375,0,32,0.06252480298280716,STANDARD,4,0.0
10,R_A4,279.995361328125,2018-09-12,1635.5589599609375,51,279.995361328125,0,32,0.10094857960939407,STANDARD,3,0.0
11,R_A4,280.0875549316406,2018-09-12,1637.3763427734375,51,280.0875549316406,0,33,0.10668984800577164,STANDARD,3,0.0
12,R_A4,279.96697998046875,2018-09-12,1635.568359375,51,279.96697998046875,0,33,0.06114445626735687,STANDARD,2,0.0
13,R_A4,279.7215270996094,2018-09-12,1643.097412109375,50,279.7215270996094,0,33,0.6500868201255798,STANDARD,3,0.0
14,R_A4,279.82037353515625,2018-09-12,1640.2183837890625,50,279.82037353515625,0,34,0.10934211313724518,STANDARD,3,0.0
15,R_A4,280.6025390625,2018-09-12,1640.1617431640625,50,280.6025390625,0,35,0.10790465027093887,STANDARD,3,0.0
16,R_A4,285.14495849609375,2018-09-12,1638.670166015625,49,285.14495849609375,0,35,0.09081805497407913,STANDARD,31,0.0
17,R_A4,285.3266906738281,2018-09-12,1642.7530517578125,49,285.3266906738281,0,36,0.22190788388252258,STANDARD,31,0.0
18,R_A4,285.2886962890625,2018-09-12,1640.7525634765625,48,285.2886962890625,0,36,0.21412348747253418,STANDARD,31,0.0
19,R_A4,285.3646240234375,2018-09-12,1644.608154296875,48,285.3646240234375,0,37,0.25426429510116577,STANDARD,31,0.0
20,R_A4,285.6470031738281,2018-09-12,1650.40771484375,48,285.6470031738281,0,37,0.6503832936286926,STANDARD,32,0.0
21,R_A4,285.47216796875,2018-09-12,1649.8917236328125,48,285.47216796875,0,38,0.20142239332199097,STANDARD,31,0.0
22,R_A4,294.34088134765625,2018-09-12,1654.4390869140625,47,294.34088134765625,0,38,1.0,STANDARD,31,9.912187173485854e-13
1,R_A6,276.79779052734375,2018-11-07,1695.5833740234375,42,276.79779052734375,0,17,1.0,STANDARD,1,-9.739586524434851e-13
2,R_A6,276.6382751464844,2018-11-07,1697.138916015625,42,276.6382751464844,0,17,1.0,STANDARD,2,-9.080840327737802e-14
3,R_A6,277.1341857910156,2018-11-07,1698.6944580078125,42,277.1341857910156,0,17,1.0,STANDARD,3,-9.703288519902209e-13
4,R_A6,277.3617858886719,2018-11-07,1700.2501220703125,42,277.3617858886719,0,17,1.0,STANDARD,4,-3.9549289678701e-14
5,R_A6,277.59027099609375,2018-11-07,1701.8056640625,42,277.59027099609375,0,17,1.0,STANDARD,5,-4.4049721417130025e-14
6,R_A6,277.7809753417969,2018-11-07,1703.361328125,42,277.7809753417969,0,17,1.0,STANDARD,6,-1.9709193044975537e-12
7,R_A6,277.6443786621094,2018-11-07,1704.9168701171875,42,277.6443786621094,0,17,1.0,STANDARD,7,-2.991713864489154e-12
8,R_A6,278.121337890625,2018-11-07,1706.4725341796875,42,278.121337890625,0,17,1.0,STANDARD,8,-5.652627888333428e-13
9,R_A6,278.3217468261719,2018-11-07,1708.028076171875,42,278.3217468261719,0,17,1.0,STANDARD,9,-6.625257932329695e-14
10,R_A6,278.26898193359375,2018-11-07,1709.5836181640625,42,278.26898193359375,0,17,1.0,STANDARD,10,-5.120814362824522e-12
11,R_A6,278.4773254394531,2018-11-07,1711.4908447265625,42,278.4773254394531,0,17,1.0,STANDARD,11,-4.2008071825770654e-13
12,R_A6,278.6911926269531,2018-11-07,1713.749755859375,42,278.6911926269531,0,17,1.0,STANDARD,12,-1.9392644499786893e-13
13,R_A6,278.91705322265625,2018-11-07,1716.0086669921875,42,278.91705322265625,0,17,1.0,STANDARD,13,-1.5640542992147698e-14
