CONIPOS,DATE,WELL,PRESSURE,SWAT,CONIDX,WELLMODEL,DRAWDOWN,DEPTH,CONJPOS,SGAS,CONBPRES,CONKPOS
17,2018-11-07,R_A6,277.888671875,1.0,14,STANDARD,0,1717.9068603515625,42,-1.3019494616317595e-16,277.888671875,14
17,2018-11-07,R_A6,278.1116027832031,1.0,15,STANDARD,0,1720.190673828125,42,-1.110325065625521e-16,278.1116027832031,15
17,2018-11-07,R_A6,278.4900817871094,1.0,16,STANDARD,0,1722.474365234375,42,-3.430915886404159e-17,278.4900817871094,16
17,2018-11-07,R_A6,278.7222900390625,1.0,17,STANDARD,0,1724.7581787109375,42,-3.772920658981354e-17,278.7222900390625,17
17,2018-11-07,R_A6,278.88397216796875,1.0,18,STANDARD,0,1726.394287109375,42,-4.318092239657903e-17,278.88397216796875,18
17,2018-11-07,R_A6,278.8744201660156,1.0,19,STANDARD,0,1727.7508544921875,42,-6.020432785793341e-15,278.8744201660156,27
17,2018-11-07,R_A6,279.3073425292969,1.0,20,STANDARD,0,1729.4755859375,42,-6.97620041127786e-16,279.3073425292969,28
17,2018-11-07,R_A6,279.8380432128906,1.0,21,STANDARD,0,1731.2001953125,42,-1.9844388597513327e-19,279.8380432128906,29
17,2018-11-07,R_A6,279.357666015625,1.0,22,STANDARD,0,1732.9249267578125,42,6.037324416224869e-22,279.357666015625,30
17,2018-11-07,R_A6,278.89404296875,1.0,23,STANDARD,0,1734.649658203125,42,-1.307512085815056e-16,278.89404296875,31
