WELL,WELLMODEL,CONIPOS,CONJPOS,CONBPRES,CONIDX,SWAT,SGAS,DRAWDOWN,CONKPOS,PRESSURE,DEPTH,DATE
R_A3,STANDARD,28,41,298.9056701660156,3,0.12255541235208511,0.0,0,3,298.9056701660156,1612.739990234375,2018-01-01
R_A3,STANDARD,29,41,298.3185119628906,4,0.18362057209014893,0.0,0,3,298.3185119628906,1603.9786376953125,2018-01-01
R_A3,STANDARD,29,41,298.4603576660156,5,0.18015429377555847,0.0,0,4,298.4603576660156,1606.095458984375,2018-01-01
R_A3,STANDARD,29,41,298.60223388671875,6,0.8080977201461792,0.0,0,5,298.60223388671875,1608.212158203125,2018-01-01
R_A3,STANDARD,29,41,298.74407958984375,7,0.6481541991233826,0.0,0,6,298.74407958984375,1610.3289794921875,2018-01-01
R_A3,STANDARD,29,41,298.8859558105469,8,0.19329531490802765,0.0,0,7,298.8859558105469,1612.4456787109375,2018-01-01
R_A3,STANDARD,29,41,299.02783203125,9,0.1950715035200119,0.0,0,8,299.02783203125,1614.5625,2018-01-01
R_A3,STANDARD,29,41,299.1697082519531,10,0.7897027730941772,0.0,0,9,299.1697082519531,1616.67919921875,2018-01-01
R_A3,STANDARD,29,41,299.31158447265625,11,0.796827495098114,0.0,0,10,299.31158447265625,1618.7958984375,2018-01-01
R_A3,STANDARD,29,41,299.4555358886719,12,0.0487215556204319,0.0,0,11,299.4555358886719,1620.9434814453125,2018-01-01
R_A3,STANDARD,29,41,299.6015319824219,13,0.0500812903046608,0.0,0,12,299.6015319824219,1623.12158203125,2018-01-01
R_A3,STANDARD,29,41,299.74755859375,14,0.23484274744987488,0.0,0,13,299.74755859375,1625.2998046875,2018-01-01
R_A3,STANDARD,29,41,299.8935852050781,15,0.2296326458454132,0.0,0,14,299.8935852050781,1627.4779052734375,2018-01-01
R_A3,STANDARD,29,41,300.03961181640625,16,0.47156262397766113,0.0,0,15,300.03961181640625,1629.6561279296875,2018-01-01
R_A3,STANDARD,29,41,300.1807861328125,17,0.7947424054145813,0.0,0,16,300.1807861328125,1631.7618408203125,2018-01-01
R_A3,STANDARD,29,41,300.380859375,18,0.3712042570114136,0.0,0,25,300.380859375,1634.74609375,2018-01-01
R_A3,STANDARD,29,41,300.6213684082031,19,0.043812498450279236,0.0,0,26,300.6213684082031,1638.3330078125,2018-01-01
R_A3,STANDARD,29,41,300.86187744140625,20,0.04740715026855469,0.0,0,27,300.86187744140625,1641.919921875,2018-01-01
R_A3,STANDARD,29,41,301.1023864746094,21,0.7946687340736389,0.0,0,28,301.1023864746094,1645.5067138671875,2018-01-01
R_A3,STANDARD,29,41,301.3429260253906,22,0.06059743091464043,0.0,0,29,301.3429260253906,1649.093505859375,2018-01-01
R_A4,STANDARD,30,52,300.2161560058594,1,0.04975428432226181,0.0,0,1,300.2161560058594,1632.2894287109375,2018-01-01
R_A4,STANDARD,31,52,299.8456115722656,2,0.04792017117142677,0.0,0,1,299.8456115722656,1626.7625732421875,2018-01-01
R_A4,STANDARD,31,52,299.982177734375,3,0.048887431621551514,0.0,0,2,299.982177734375,1628.799560546875,2018-01-01
R_A4,STANDARD,31,52,300.1187438964844,4,0.0500064492225647,0.0,0,3,300.1187438964844,1630.8365478515625,2018-01-01
R_A4,STANDARD,31,52,300.25531005859375,5,0.05219733715057373,0.0,0,4,300.25531005859375,1632.8736572265625,2018-01-01
R_A4,STANDARD,32,52,300.1020202636719,6,0.0538053996860981,0.0,0,4,300.1020202636719,1630.5869140625,2018-01-01
R_A4,STANDARD,32,52,300.2261047363281,7,0.14476816356182098,0.0,0,5,300.2261047363281,1632.437744140625,2018-01-01
R_A4,STANDARD,32,51,300.570556640625,8,0.15669918060302734,0.0,0,5,300.570556640625,1637.5751953125,2018-01-01
R_A4,STANDARD,32,51,300.4488525390625,9,0.05511614307761192,0.0,0,4,300.4488525390625,1635.76025390625,2018-01-01
R_A4,STANDARD,33,51,300.4160461425781,10,0.055418554693460464,0.0,0,4,300.4160461425781,1635.2708740234375,2018-01-01
R_A4,STANDARD,33,51,300.53857421875,11,0.10406161099672318,0.0,0,5,300.53857421875,1637.0982666015625,2018-01-01
R_A4,STANDARD,33,50,300.994140625,12,0.06014044210314751,0.0,0,5,300.994140625,1643.8924560546875,2018-01-01
R_A4,STANDARD,34,50,300.84039306640625,13,0.05776500329375267,0.0,0,5,300.84039306640625,1641.5997314453125,2018-01-01
R_A4,STANDARD,34,50,300.7189636230469,14,0.059930939227342606,0.0,0,4,300.7189636230469,1639.78857421875,2018-01-01
R_A4,STANDARD,35,50,300.7525634765625,15,0.05988575890660286,0.0,0,4,300.7525634765625,1640.2899169921875,2018-01-01
R_A4,STANDARD,35,50,300.6365051269531,16,0.21956060826778412,0.0,0,3,300.6365051269531,1638.5589599609375,2018-01-01
R_A4,STANDARD,35,49,301.0092468261719,17,0.23664627969264984,0.0,0,3,301.0092468261719,1644.11767578125,2018-01-01
R_A4,STANDARD,35,49,300.89129638671875,18,0.22880887985229492,0.0,0,2,300.89129638671875,1642.3587646484375,2018-01-01
R_A4,STANDARD,36,49,301.0231018066406,19,0.056309714913368225,0.0,0,28,301.0231018066406,1644.3243408203125,2018-01-01
R_A4,STANDARD,36,48,301.03814697265625,20,0.056471195071935654,0.0,0,28,301.03814697265625,1644.548583984375,2018-01-01
R_A4,STANDARD,37,48,301.4931640625,21,0.12958411872386932,0.0,0,28,301.4931640625,1651.333740234375,2018-01-01
R_A4,STANDARD,37,48,301.11737060546875,22,0.2471998631954193,0.0,0,27,301.11737060546875,1645.72998046875,2018-01-01
R_A4,STANDARD,38,48,301.4824523925781,23,0.1343960165977478,0.0,0,27,301.4824523925781,1651.1739501953125,2018-01-01
R_A4,STANDARD,38,47,302.016357421875,24,0.3132879137992859,0.0,0,27,302.016357421875,1659.134033203125,2018-01-01
R_A5,STANDARD,31,20,303.921142578125,1,1.0,0.0,0,1,303.921142578125,1685.8397216796875,2018-01-01
R_A5,STANDARD,31,20,304.11236572265625,2,1.0,0.0,0,2,304.11236572265625,1687.8575439453125,2018-01-01
R_A5,STANDARD,31,20,304.3035583496094,3,1.0,0.0,0,3,304.3035583496094,1689.8753662109375,2018-01-01
R_A5,STANDARD,31,20,304.4947814941406,4,1.0,0.0,0,4,304.4947814941406,1691.8931884765625,2018-01-01
R_A5,STANDARD,31,20,304.6860046386719,5,1.0,0.0,0,5,304.6860046386719,1693.9110107421875,2018-01-01
R_A5,STANDARD,31,20,304.8772277832031,6,1.0,0.0,0,6,304.8772277832031,1695.9287109375,2018-01-01
R_A5,STANDARD,31,20,305.3742370605469,7,1.0,0.0,0,7,305.3742370605469,1697.946533203125,2018-01-01
R_A5,STANDARD,31,20,305.5654602050781,8,1.0,0.0,0,8,305.5654602050781,1699.96435546875,2018-01-01
R_A5,STANDARD,31,21,305.3336486816406,9,1.0,0.0,0,11,305.3336486816406,1700.74365234375,2018-01-01
R_A5,STANDARD,31,21,305.5196533203125,10,1.0,0.0,0,12,305.5196533203125,1702.70654296875,2018-01-01
R_A5,STANDARD,31,21,305.7176513671875,11,1.0,0.0,0,13,305.7176513671875,1704.66943359375,2018-01-01
R_A5,STANDARD,31,21,305.9036865234375,12,1.0,0.0,0,14,305.9036865234375,1706.63232421875,2018-01-01
R_A5,STANDARD,31,21,306.0896911621094,13,1.0,0.0,0,15,306.0896911621094,1708.59521484375,2018-01-01
R_A5,STANDARD,31,21,306.4207458496094,14,1.0,0.0,0,16,306.4207458496094,1710.55810546875,2018-01-01
R_A5,STANDARD,31,21,306.6067810058594,15,1.0,0.0,0,17,306.6067810058594,1712.5208740234375,2018-01-01
R_A5,STANDARD,31,21,306.7420654296875,16,1.0,0.0,0,18,306.7420654296875,1713.948486328125,2018-01-01
R_A5,STANDARD,31,21,306.8016662597656,17,1.0,0.0,0,19,306.8016662597656,1714.5775146484375,2018-01-01
R_A5,STANDARD,31,21,306.7655334472656,18,1.0,0.0,0,25,306.7655334472656,1715.853759765625,2018-01-01
R_A5,STANDARD,31,21,307.278564453125,19,1.0,0.0,0,26,307.278564453125,1718.04052734375,2018-01-01
R_A5,STANDARD,31,21,307.48583984375,20,1.0,0.0,0,27,307.48583984375,1720.227294921875,2018-01-01
R_A5,STANDARD,31,21,307.6930847167969,21,1.0,0.0,0,28,307.6930847167969,1722.4141845703125,2018-01-01
R_A5,STANDARD,31,21,307.90032958984375,22,1.0,0.0,0,29,307.90032958984375,1724.600830078125,2018-01-01
R_A6,STANDARD,17,42,305.0344543457031,1,1.0,0.0,0,1,305.0344543457031,1694.361083984375,2018-01-01
R_A6,STANDARD,17,42,305.1800537109375,2,1.0,0.0,0,2,305.1800537109375,1695.8974609375,2018-01-01
R_A6,STANDARD,17,42,305.3256530761719,3,1.0,0.0,0,3,305.3256530761719,1697.433837890625,2018-01-01
R_A6,STANDARD,17,42,305.47125244140625,4,1.0,0.0,0,4,305.47125244140625,1698.97021484375,2018-01-01
R_A6,STANDARD,17,42,305.6168518066406,5,1.0,0.0,0,5,305.6168518066406,1700.506591796875,2018-01-01
R_A6,STANDARD,17,42,305.762451171875,6,1.0,0.0,0,6,305.762451171875,1702.04296875,2018-01-01
R_A6,STANDARD,17,42,305.6090087890625,7,1.0,0.0,0,7,305.6090087890625,1703.579345703125,2018-01-01
R_A6,STANDARD,17,42,305.7546081542969,8,1.0,0.0,0,8,305.7546081542969,1705.11572265625,2018-01-01
R_A6,STANDARD,17,42,306.1992492675781,9,1.0,0.0,0,9,306.1992492675781,1706.652099609375,2018-01-01
R_A6,STANDARD,17,42,306.0390930175781,10,1.0,0.0,0,10,306.0390930175781,1708.1885986328125,2018-01-01
R_A6,STANDARD,17,42,306.2178955078125,11,1.0,0.0,0,11,306.2178955078125,1710.07421875,2018-01-01
R_A6,STANDARD,17,42,306.4296875,12,1.0,0.0,0,12,306.4296875,1712.308837890625,2018-01-01
R_A6,STANDARD,17,42,306.6534423828125,13,1.0,0.0,0,13,306.6534423828125,1714.5435791015625,2018-01-01
R_A6,STANDARD,17,42,306.865234375,14,1.0,0.0,0,14,306.865234375,1716.7783203125,2018-01-01
R_A6,STANDARD,17,42,307.0770263671875,15,1.0,0.0,0,15,307.0770263671875,1719.0130615234375,2018-01-01
R_A6,STANDARD,17,42,307.433837890625,16,1.0,0.0,0,16,307.433837890625,1721.247802734375,2018-01-01
R_A6,STANDARD,17,42,307.6456604003906,17,1.0,0.0,0,17,307.6456604003906,1723.482421875,2018-01-01
R_A6,STANDARD,17,42,307.8077392578125,18,1.0,0.0,0,18,307.8077392578125,1725.1925048828125,2018-01-01
R_A6,STANDARD,17,42,307.787841796875,19,1.0,0.0,0,25,307.787841796875,1726.6402587890625,2018-01-01
R_A6,STANDARD,17,42,308.2557067871094,20,1.0,0.0,0,26,308.2557067871094,1728.350341796875,2018-01-01
R_A6,STANDARD,17,42,308.41778564453125,21,1.0,0.0,0,27,308.41778564453125,1730.060302734375,2018-01-01
R_A6,STANDARD,17,42,308.5798645019531,22,1.0,0.0,0,28,308.5798645019531,1731.7703857421875,2018-01-01
R_A6,STANDARD,17,42,308.4361572265625,23,1.0,0.0,0,29,308.4361572265625,1733.48046875,2018-01-01
R_A2,STANDARD,22,30,298.27471923828125,1,0.05342227593064308,0.0,0,1,298.27471923828125,1640.87060546875,2018-03-01
R_A2,STANDARD,22,30,298.393798828125,2,0.055424194782972336,0.0,0,2,298.393798828125,1642.6474609375,2018-03-01
R_A2,STANDARD,22,30,298.5128479003906,3,0.05786554515361786,0.0,0,3,298.5128479003906,1644.4241943359375,2018-03-01
R_A2,STANDARD,22,30,298.6319580078125,4,0.06446363776922226,0.0,0,4,298.6319580078125,1646.2010498046875,2018-03-01
R_A2,STANDARD,22,30,298.7510986328125,5,0.06662030518054962,0.0,0,5,298.7510986328125,1647.977783203125,2018-03-01
R_A2,STANDARD,22,30,298.893310546875,6,0.6584201455116272,0.0,0,6,298.893310546875,1649.7545166015625,2018-03-01
R_A2,STANDARD,22,30,299.46783447265625,7,0.8527968525886536,0.0,0,7,299.46783447265625,1651.5313720703125,2018-03-01
R_A2,STANDARD,22,30,299.7398986816406,8,0.6482736468315125,0.0,0,8,299.7398986816406,1653.30810546875,2018-03-01
R_A2,STANDARD,22,30,299.89599609375,9,0.648320734500885,0.0,0,9,299.89599609375,1655.0848388671875,2018-03-01
R_A2,STANDARD,22,30,300.12615966796875,10,0.8948159217834473,0.0,0,10,300.12615966796875,1656.861572265625,2018-03-01
R_A2,STANDARD,22,30,300.1180114746094,11,0.06871640682220459,0.0,0,11,300.1180114746094,1658.761474609375,2018-03-01
R_A2,STANDARD,22,30,300.2556457519531,12,0.07237035781145096,0.0,0,12,300.2556457519531,1660.78466796875,2018-03-01
R_A2,STANDARD,22,30,300.48455810546875,13,0.4300502836704254,0.0,0,13,300.48455810546875,1662.8077392578125,2018-03-01
R_A2,STANDARD,22,30,300.62152099609375,14,0.4520702064037323,0.0,0,14,300.62152099609375,1664.830810546875,2018-03-01
R_A2,STANDARD,22,30,300.7714538574219,15,0.5338318943977356,0.0,0,15,300.7714538574219,1666.85400390625,2018-03-01
R_A2,STANDARD,22,30,300.91229248046875,16,0.9260899424552917,0.0,0,16,300.91229248046875,1668.8770751953125,2018-03-01
R_A2,STANDARD,22,30,301.0517578125,17,0.8750916123390198,0.0,0,17,301.0517578125,1670.900146484375,2018-03-01
R_A2,STANDARD,22,30,301.1787109375,18,0.9177383184432983,0.0,0,18,301.1787109375,1672.7867431640625,2018-03-01
R_A2,STANDARD,22,29,301.23187255859375,19,0.934157133102417,0.0,0,18,301.23187255859375,1674.107666015625,2018-03-01
R_A2,STANDARD,22,29,301.3049011230469,20,0.9652509093284607,0.0,0,19,301.3049011230469,1675.1966552734375,2018-03-01
R_A2,STANDARD,22,29,303.1483459472656,21,0.7508799433708191,0.0,0,25,303.1483459472656,1676.2635498046875,2018-03-01
R_A2,STANDARD,22,29,303.26190185546875,22,0.7845547795295715,0.0,0,26,303.26190185546875,1678.0528564453125,2018-03-01
R_A2,STANDARD,22,29,303.18505859375,23,0.9999998211860657,-1.5873094838525503e-08,0,27,303.18505859375,1679.84228515625,2018-03-01
R_A2,STANDARD,22,29,303.0223388671875,24,1.0,-4.5460423619969603e-13,0,28,303.0223388671875,1681.631591796875,2018-03-01
R_A2,STANDARD,22,29,302.79473876953125,25,1.0,-5.169520922443382e-10,0,29,302.79473876953125,1683.4208984375,2018-03-01
R_A5,STANDARD,31,20,280.78668212890625,1,1.0,-6.172561906048202e-10,0,1,280.78668212890625,1685.8397216796875,2018-04-28
R_A5,STANDARD,31,20,280.9778747558594,2,1.0,-8.307270982221837e-10,0,2,280.9778747558594,1687.8575439453125,2018-04-28
R_A5,STANDARD,31,20,281.16888427734375,3,1.0,-8.015783592441039e-10,0,3,281.16888427734375,1689.8753662109375,2018-04-28
R_A5,STANDARD,31,20,281.3598937988281,4,1.0,-8.006788565495526e-10,0,4,281.3598937988281,1691.8931884765625,2018-04-28
R_A5,STANDARD,31,20,281.55078125,5,1.0,-6.278878528220844e-10,0,5,281.55078125,1693.9110107421875,2018-04-28
R_A5,STANDARD,31,20,281.7418212890625,6,1.0,-6.129724505754552e-10,0,6,281.7418212890625,1695.9287109375,2018-04-28
R_A5,STANDARD,31,20,282.2459716796875,7,1.0,-4.652745636685163e-12,0,7,282.2459716796875,1697.946533203125,2018-04-28
R_A5,STANDARD,31,20,282.61456298828125,8,1.0,-1.573570614088471e-11,0,8,282.61456298828125,1699.96435546875,2018-04-28
R_A5,STANDARD,31,21,277.6449890136719,9,1.0,-9.590944358150999e-12,0,11,277.6449890136719,1700.74365234375,2018-04-28
R_A5,STANDARD,31,21,277.8246154785156,10,1.0,-6.782121739212776e-12,0,12,277.8246154785156,1702.70654296875,2018-04-28
R_A5,STANDARD,31,21,278.0226745605469,11,1.0,-3.612676564151984e-13,0,13,278.0226745605469,1704.66943359375,2018-04-28
R_A5,STANDARD,31,21,278.2098388671875,12,1.0,0.0,0,14,278.2098388671875,1706.63232421875,2018-04-28
R_A5,STANDARD,31,21,278.4002990722656,13,1.0,-1.730995040230901e-13,0,15,278.4002990722656,1708.59521484375,2018-04-28
R_A5,STANDARD,31,21,278.7492980957031,14,1.0,-3.120964383739218e-14,0,16,278.7492980957031,1710.55810546875,2018-04-28
R_A5,STANDARD,31,21,278.9523010253906,15,1.0,-4.122259648973829e-14,0,17,278.9523010253906,1712.5208740234375,2018-04-28
R_A5,STANDARD,31,21,279.0902404785156,16,1.0,-2.870355456140519e-14,0,18,279.0902404785156,1713.948486328125,2018-04-28
R_A5,STANDARD,31,21,279.1504821777344,17,1.0,0.0,0,19,279.1504821777344,1714.5775146484375,2018-04-28
R_A5,STANDARD,31,21,282.55267333984375,18,1.0,-2.0132811027031086e-14,0,25,282.55267333984375,1715.853759765625,2018-04-28
R_A5,STANDARD,31,21,283.0956115722656,19,1.0,-1.3374837431426746e-14,0,26,283.0956115722656,1718.04052734375,2018-04-28
R_A5,STANDARD,31,21,294.491943359375,20,1.0,-4.248101045375168e-22,0,27,294.491943359375,1720.227294921875,2018-04-28
R_A5,STANDARD,31,21,302.47918701171875,21,1.0,-4.853433587214256e-24,0,28,302.47918701171875,1722.4141845703125,2018-04-28
R_A5,STANDARD,31,21,306.2120361328125,22,1.0,-1.913137147324638e-26,0,29,306.2120361328125,1724.600830078125,2018-04-28
R_A3,STANDARD,28,41,279.0794982910156,1,0.6495821475982666,0.0,0,1,279.0794982910156,1608.7706298828125,2018-07-03
R_A3,STANDARD,28,41,279.2101135253906,2,0.19283133745193481,0.0,0,2,279.2101135253906,1610.7552490234375,2018-07-03
R_A3,STANDARD,28,41,279.3424072265625,3,0.12288545817136765,0.0,0,3,279.3424072265625,1612.739990234375,2018-07-03
R_A3,STANDARD,29,41,278.7219543457031,4,0.18445178866386414,0.0,0,3,278.7219543457031,1603.9786376953125,2018-07-03
R_A3,STANDARD,29,41,278.8630676269531,5,0.18131551146507263,0.0,0,4,278.8630676269531,1606.095458984375,2018-07-03
R_A3,STANDARD,29,41,279.0943298339844,6,0.8065795302391052,0.0,0,5,279.0943298339844,1608.212158203125,2018-07-03
R_A3,STANDARD,29,41,279.223388671875,7,0.6494506001472473,0.0,0,6,279.223388671875,1610.3289794921875,2018-07-03
R_A3,STANDARD,29,41,279.3955993652344,8,0.19465483725070953,0.0,0,7,279.3955993652344,1612.4456787109375,2018-07-03
R_A3,STANDARD,29,41,279.5369873046875,9,0.1967802345752716,0.0,0,8,279.5369873046875,1614.5625,2018-07-03
R_A3,STANDARD,29,41,279.7864074707031,10,0.788746178150177,0.0,0,9,279.7864074707031,1616.67919921875,2018-07-03
R_A3,STANDARD,29,41,282.0184020996094,11,0.7953258156776428,0.0,0,10,282.0184020996094,1618.7958984375,2018-07-03
R_A3,STANDARD,29,41,293.29742431640625,12,0.048750583082437515,0.0,0,11,293.29742431640625,1620.9434814453125,2018-07-03
R_A3,STANDARD,29,41,293.4432373046875,13,0.05011230707168579,0.0,0,12,293.4432373046875,1623.12158203125,2018-07-03
R_A3,STANDARD,29,41,293.5892333984375,14,0.2350357621908188,0.0,0,13,293.5892333984375,1625.2998046875,2018-07-03
R_A3,STANDARD,29,41,293.7695617675781,15,0.23012803494930267,0.0,0,14,293.7695617675781,1627.4779052734375,2018-07-03
R_A3,STANDARD,29,41,294.1133728027344,16,0.4719538688659668,0.0,0,15,294.1133728027344,1629.6561279296875,2018-07-03
R_A3,STANDARD,29,41,294.2671203613281,17,0.794396698474884,0.0,0,16,294.2671203613281,1631.7618408203125,2018-07-03
R_A3,STANDARD,29,41,285.9386291503906,18,0.37013715505599976,0.0,0,25,285.9386291503906,1634.74609375,2018-07-03
R_A3,STANDARD,29,41,286.1662292480469,19,0.043917976319789886,0.0,0,26,286.1662292480469,1638.3330078125,2018-07-03
R_A3,STANDARD,29,41,286.4058837890625,20,0.0475570447742939,0.0,0,27,286.4058837890625,1641.919921875,2018-07-03
R_A3,STANDARD,29,41,291.40069580078125,21,0.7940985560417175,0.0,0,28,291.40069580078125,1645.5067138671875,2018-07-03
R_A3,STANDARD,29,41,286.78167724609375,22,0.06190044805407524,0.0,0,29,286.78167724609375,1649.093505859375,2018-07-03
R_A4,STANDARD,30,52,281.17730712890625,1,0.049845851957798004,0.0,0,1,281.17730712890625,1632.2894287109375,2018-09-12
R_A4,STANDARD,31,52,280.8542785644531,2,0.04799678176641464,0.0,0,1,280.8542785644531,1626.7625732421875,2018-09-12
R_A4,STANDARD,31,52,280.99017333984375,3,0.04896991327404976,0.0,0,2,280.99017333984375,1628.799560546875,2018-09-12
R_A4,STANDARD,31,52,281.1260681152344,4,0.05009176954627037,0.0,0,3,281.1260681152344,1630.8365478515625,2018-09-12
R_A4,STANDARD,31,52,281.2619323730469,5,0.05227778106927872,0.0,0,4,281.2619323730469,1632.8736572265625,2018-09-12
R_A4,STANDARD,32,52,281.1399841308594,6,0.05389287322759628,0.0,0,4,281.1399841308594,1630.5869140625,2018-09-12
R_A4,STANDARD,32,52,281.26348876953125,7,0.14506612718105316,0.0,0,5,281.26348876953125,1632.437744140625,2018-09-12
R_A4,STANDARD,32,51,281.5669250488281,8,0.1569182127714157,0.0,0,5,281.5669250488281,1637.5751953125,2018-09-12
R_A4,STANDARD,32,51,281.4458312988281,9,0.05518202856183052,0.0,0,4,281.4458312988281,1635.76025390625,2018-09-12
R_A4,STANDARD,33,51,281.4343566894531,10,0.05549166351556778,0.0,0,4,281.4343566894531,1635.2708740234375,2018-09-12
R_A4,STANDARD,33,51,281.5562438964844,11,0.10429295897483826,0.0,0,5,281.5562438964844,1637.0982666015625,2018-09-12
R_A4,STANDARD,33,50,281.98773193359375,12,0.06025546044111252,0.0,0,5,281.98773193359375,1643.8924560546875,2018-09-12
R_A4,STANDARD,34,50,281.8399353027344,13,0.05786306411027908,0.0,0,5,281.8399353027344,1641.5997314453125,2018-09-12
R_A4,STANDARD,34,50,281.71905517578125,14,0.06001962348818779,0.0,0,4,281.71905517578125,1639.78857421875,2018-09-12
R_A4,STANDARD,35,50,281.7342834472656,15,0.059968411922454834,0.0,0,4,281.7342834472656,1640.2899169921875,2018-09-12
R_A4,STANDARD,35,50,281.6189880371094,16,0.21994972229003906,0.0,0,3,281.6189880371094,1638.5589599609375,2018-09-12
R_A4,STANDARD,35,49,281.9560852050781,17,0.23667824268341064,0.0,0,3,281.9560852050781,1644.11767578125,2018-09-12
R_A4,STANDARD,35,49,281.83734130859375,18,0.2289121299982071,0.0,0,2,281.83734130859375,1642.3587646484375,2018-09-12
R_A4,STANDARD,36,49,277.1899108886719,19,0.05603807419538498,0.0,0,28,277.1899108886719,1644.3243408203125,2018-09-12
R_A4,STANDARD,36,48,276.77667236328125,20,0.060686178505420685,0.0,0,28,276.77667236328125,1644.548583984375,2018-09-12
R_A4,STANDARD,37,48,277.6777648925781,21,0.1267816424369812,0.0,0,28,277.6777648925781,1651.333740234375,2018-09-12
R_A4,STANDARD,37,48,277.3116149902344,22,0.23105740547180176,0.0,0,27,277.3116149902344,1645.72998046875,2018-09-12
R_A4,STANDARD,38,48,278.04205322265625,23,0.13306528329849243,0.0,0,27,278.04205322265625,1651.1739501953125,2018-09-12
R_A4,STANDARD,38,47,278.3505554199219,24,0.2719933092594147,0.0,0,27,278.3505554199219,1659.134033203125,2018-09-12
R_A6,STANDARD,17,42,277.5910949707031,1,1.0,9.867863904472474e-13,0,1,277.5910949707031,1694.361083984375,2018-11-07
R_A6,STANDARD,17,42,277.7352600097656,2,1.0,4.925289234618269e-13,0,2,277.7352600097656,1695.8974609375,2018-11-07
R_A6,STANDARD,17,42,277.8771667480469,3,1.0,4.569898062398159e-13,0,3,277.8771667480469,1697.433837890625,2018-11-07
R_A6,STANDARD,17,42,278.0158996582031,4,1.0,3.680767442140048e-13,0,4,278.0158996582031,1698.97021484375,2018-11-07
R_A6,STANDARD,17,42,278.1533203125,5,1.0,6.06254846671761e-13,0,5,278.1533203125,1700.506591796875,2018-11-07
R_A6,STANDARD,17,42,278.29351806640625,6,1.0,3.106492493798463e-11,0,6,278.29351806640625,1702.04296875,2018-11-07
