CONBPRES,SGAS,CONIPOS,SWAT,DATE,WELLMODEL,CONJPOS,PRESSURE,WELL,CONIDX,DRAWDOWN,DEPTH,CONKPOS
277.1423645019531,-1.4962835415133213e-09,17,0.9999999403953552,2018-11-07,STANDARD,42,277.1423645019531,R_A6,12,0,1711.3779296875,12
277.3724670410156,-8.465138312541143e-11,17,1.0,2018-11-07,STANDARD,42,277.3724670410156,R_A6,13,0,1713.6820068359375,13
277.5906982421875,-1.0460649707555447e-10,17,1.0,2018-11-07,STANDARD,42,277.5906982421875,R_A6,14,0,1715.986083984375,14
277.809814453125,-5.8129199370648976e-11,17,1.0,2018-11-07,STANDARD,42,277.809814453125,R_A6,15,0,1718.2900390625,15
278.1747131347656,-2.585548788958114e-11,17,1.0,2018-11-07,STANDARD,42,278.1747131347656,R_A6,16,0,1720.59423828125,16
278.3944091796875,-3.094681455539927e-11,17,1.0,2018-11-07,STANDARD,42,278.3944091796875,R_A6,17,0,1722.898193359375,17
278.5318603515625,-4.247345530838942e-11,17,1.0,2018-11-07,STANDARD,42,278.5318603515625,R_A6,18,0,1724.3443603515625,18
282.6970520019531,-2.6336637731771972e-11,17,1.0,2018-11-07,STANDARD,42,282.6970520019531,R_A6,19,0,1725.488037109375,26
283.1232604980469,-3.0594914758120054e-14,17,1.0,2018-11-07,STANDARD,42,283.1232604980469,R_A6,20,0,1727.1875,27
283.7192687988281,-1.8366014224990021e-16,17,1.0,2018-11-07,STANDARD,42,283.7192687988281,R_A6,21,0,1728.8868408203125,28
283.9705810546875,-1.489563905748191e-20,17,1.0,2018-11-07,STANDARD,42,283.9705810546875,R_A6,22,0,1730.586181640625,29
283.099853515625,-6.052839736959699e-16,17,1.0,2018-11-07,STANDARD,42,283.099853515625,R_A6,23,0,1732.2855224609375,30
