CONIPOS,DATE,PRESSURE,CONBPRES,WELLMODEL,DEPTH,CONJPOS,CONIDX,DRAWDOWN,WELL,SGAS,CONKPOS,SWAT
17,2018-11-07,283.02349853515625,283.02349853515625,STANDARD,1712.41162109375,42,12,0,R_A6,1.4395924730070675e-10,12,1.0
17,2018-11-07,283.2705383300781,283.2705383300781,STANDARD,1714.734619140625,42,13,0,R_A6,2.4504445347850456e-11,13,1.0
17,2018-11-07,283.49053955078125,283.49053955078125,STANDARD,1717.0574951171875,42,14,0,R_A6,2.164136925220106e-11,14,1.0
17,2018-11-07,283.7109680175781,283.7109680175781,STANDARD,1719.3804931640625,42,15,0,R_A6,1.3692083057625926e-11,15,1.0
17,2018-11-07,284.0763854980469,284.0763854980469,STANDARD,1721.703369140625,42,16,0,R_A6,4.0956842951855865e-12,16,1.0
17,2018-11-07,284.2966613769531,284.2966613769531,STANDARD,1724.0262451171875,42,17,0,R_A6,5.878552419152916e-12,17,1.0
17,2018-11-07,284.4342956542969,284.4342956542969,STANDARD,1725.479736328125,42,18,0,R_A6,7.33202647901221e-12,18,1.0
17,2018-11-07,283.7305908203125,283.7305908203125,STANDARD,1726.6278076171875,42,19,0,R_A6,3.3805502342755533e-13,25,1.0
17,2018-11-07,284.2470703125,284.2470703125,STANDARD,1728.3399658203125,42,20,0,R_A6,4.056613917935263e-14,26,1.0
17,2018-11-07,284.89080810546875,284.89080810546875,STANDARD,1730.0521240234375,42,21,0,R_A6,6.323477318432064e-19,27,1.0
17,2018-11-07,285.3070983886719,285.3070983886719,STANDARD,1731.7642822265625,42,22,0,R_A6,2.792058977262954e-20,28,1.0
17,2018-11-07,284.43280029296875,284.43280029296875,STANDARD,1733.4764404296875,42,23,0,R_A6,2.8024564162919317e-16,29,1.0
