SGAS,CONIPOS,CONKPOS,SWAT,PRESSURE,WELLMODEL,CONIDX,CONBPRES,CONJPOS,WELL,DATE,DEPTH,DRAWDOWN
-1.56140122261738e-14,17,5,1.0,275.2918701171875,STANDARD,5,275.2918701171875,42,R_A6,2018-11-07,1700.319580078125,0
-5.931532391992289e-13,17,6,1.0,275.4306945800781,STANDARD,6,275.4306945800781,42,R_A6,2018-11-07,1701.84765625,0
-9.696625013350113e-13,17,7,1.0,275.2779235839844,STANDARD,7,275.2779235839844,42,R_A6,2018-11-07,1703.375732421875,0
-6.622346985021843e-13,17,8,1.0,275.4253845214844,STANDARD,8,275.4253845214844,42,R_A6,2018-11-07,1704.9039306640625,0
-3.2887179036902164e-14,17,9,1.0,275.8841552734375,STANDARD,9,275.8841552734375,42,R_A6,2018-11-07,1706.4320068359375,0
-3.800925719998904e-12,17,10,1.0,275.75830078125,STANDARD,10,275.75830078125,42,R_A6,2018-11-07,1707.960205078125,0
-1.8710147363723562e-13,17,11,1.0,278.21636962890625,STANDARD,11,278.21636962890625,42,R_A6,2018-11-07,1709.885986328125,0
-7.142008338900663e-14,17,12,1.0,278.4364013671875,STANDARD,12,278.4364013671875,42,R_A6,2018-11-07,1712.20947265625,0
-7.209767417142628e-15,17,13,1.0,278.6685791015625,STANDARD,13,278.6685791015625,42,R_A6,2018-11-07,1714.532958984375,0
-4.0154918235987824e-15,17,14,1.0,278.88897705078125,STANDARD,14,278.88897705078125,42,R_A6,2018-11-07,1716.8564453125,0
-3.895033574103854e-15,17,15,1.0,279.1210021972656,STANDARD,15,279.1210021972656,42,R_A6,2018-11-07,1719.179931640625,0
-9.37766057772997e-16,17,16,1.0,279.5029602050781,STANDARD,16,279.5029602050781,42,R_A6,2018-11-07,1721.5032958984375,0
-1.2281526690142942e-15,17,17,1.0,279.73223876953125,STANDARD,17,279.73223876953125,42,R_A6,2018-11-07,1723.8267822265625,0
-1.974441846862773e-15,17,18,1.0,279.8663024902344,STANDARD,18,279.8663024902344,42,R_A6,2018-11-07,1725.2254638671875,0
-1.1660723291842942e-21,17,27,1.0,280.4928894042969,STANDARD,19,280.4928894042969,42,R_A6,2018-11-07,1726.3134765625,0
6.960280658644787e-18,17,28,1.0,281.01080322265625,STANDARD,20,281.01080322265625,42,R_A6,2018-11-07,1728.0155029296875,0
-1.4680605205132593e-23,17,29,1.0,281.8905944824219,STANDARD,21,281.8905944824219,42,R_A6,2018-11-07,1729.717529296875,0
-3.7208667744493544e-24,17,30,1.0,282.18084716796875,STANDARD,22,282.18084716796875,42,R_A6,2018-11-07,1731.419677734375,0
-3.0278425295652898e-21,17,31,1.0,281.2757873535156,STANDARD,23,281.2757873535156,42,R_A6,2018-11-07,1733.1217041015625,0
