DRAWDOWN,WELLMODEL,PRESSURE,SGAS,CONIDX,CONIPOS,DATE,CONBPRES,CONKPOS,WELL,DEPTH,CONJPOS,SWAT
0,STANDARD,279.401611328125,-6.537021663181267e-15,9,17,2018-11-07,279.401611328125,9,R_A6,1707.14306640625,42,1.0
0,STANDARD,279.3052978515625,-4.743661518279152e-13,10,17,2018-11-07,279.3052978515625,10,R_A6,1708.685546875,42,1.0
0,STANDARD,283.1783447265625,-1.0209728028287568e-11,11,17,2018-11-07,283.1783447265625,11,R_A6,1710.6055908203125,42,1.0
0,STANDARD,283.3958740234375,-4.0737958145742326e-11,12,17,2018-11-07,283.3958740234375,12,R_A6,1712.903076171875,42,1.0
0,STANDARD,283.62542724609375,-4.181519713819526e-12,13,17,2018-11-07,283.62542724609375,13,R_A6,1715.2005615234375,42,1.0
0,STANDARD,283.8429870605469,-2.995584899925796e-12,14,17,2018-11-07,283.8429870605469,14,R_A6,1717.498046875,42,1.0
0,STANDARD,284.0609436035156,-2.0853913214324837e-12,15,17,2018-11-07,284.0609436035156,15,R_A6,1719.795654296875,42,1.0
0,STANDARD,284.4244689941406,-2.3182410852085056e-13,16,17,2018-11-07,284.4244689941406,16,R_A6,1722.0931396484375,42,1.0
0,STANDARD,284.6427917480469,-4.5473764727702037e-13,17,17,2018-11-07,284.6427917480469,17,R_A6,1724.390625,42,1.0
0,STANDARD,284.79022216796875,-4.2675335921310564e-13,18,17,2018-11-07,284.79022216796875,18,R_A6,1725.9471435546875,42,1.0
0,STANDARD,284.1080627441406,-7.632601148332974e-13,19,17,2018-11-07,284.1080627441406,25,R_A6,1727.2138671875,42,1.0
0,STANDARD,284.58856201171875,-2.5380825913190463e-13,20,17,2018-11-07,284.58856201171875,26,R_A6,1728.9317626953125,42,1.0
0,STANDARD,285.3690185546875,-1.242592680731113e-18,21,17,2018-11-07,285.3690185546875,27,R_A6,1730.649658203125,42,1.0
0,STANDARD,285.70025634765625,-6.017601308299469e-20,22,17,2018-11-07,285.70025634765625,28,R_A6,1732.3675537109375,42,1.0
0,STANDARD,284.7883605957031,-1.854727207592239e-14,23,17,2018-11-07,284.7883605957031,29,R_A6,1734.0853271484375,42,1.0
