CONIPOS,SWAT,DRAWDOWN,CONBPRES,SGAS,WELL,PRESSURE,CONIDX,CONJPOS,DATE,CONKPOS,WELLMODEL,DEPTH
29,0.7885439991950989,0,299.1900939941406,0.0,R_A3,299.1900939941406,11,41,2018-01-01,10,STANDARD,1617.0533447265625
29,0.047314900904893875,0,299.3394775390625,0.0,R_A3,299.3394775390625,12,41,2018-01-01,11,STANDARD,1619.2821044921875
29,0.051545169204473495,0,299.4950866699219,0.0,R_A3,299.4950866699219,13,41,2018-01-01,12,STANDARD,1621.603515625
29,0.35965433716773987,0,299.65069580078125,0.0,R_A3,299.65069580078125,14,41,2018-01-01,13,STANDARD,1623.9249267578125
29,0.05100535601377487,0,299.8063049316406,0.0,R_A3,299.8063049316406,15,41,2018-01-01,14,STANDARD,1626.246337890625
29,0.43877163529396057,0,299.9619445800781,0.0,R_A3,299.9619445800781,16,41,2018-01-01,15,STANDARD,1628.567626953125
29,0.7990630269050598,0,300.0883483886719,0.0,R_A3,300.0883483886719,17,41,2018-01-01,16,STANDARD,1630.4532470703125
29,1.0,0,300.2748718261719,0.0,R_A3,300.2748718261719,18,41,2018-01-01,24,STANDARD,1633.2354736328125
29,0.045261893421411514,0,300.5214538574219,0.0,R_A3,300.5214538574219,19,41,2018-01-01,25,STANDARD,1636.9132080078125
29,0.05027724429965019,0,300.76806640625,0.0,R_A3,300.76806640625,20,41,2018-01-01,26,STANDARD,1640.5909423828125
29,0.3095483183860779,0,301.0146789550781,0.0,R_A3,301.0146789550781,21,41,2018-01-01,27,STANDARD,1644.2685546875
29,0.0918673649430275,0,301.26129150390625,0.0,R_A3,301.26129150390625,22,41,2018-01-01,28,STANDARD,1647.9462890625
30,0.052176583558321,0,300.23907470703125,0.0,R_A4,300.23907470703125,1,52,2018-01-01,1,STANDARD,1632.7015380859375
31,0.0499923974275589,0,299.8437194824219,0.0,R_A4,299.8437194824219,2,52,2018-01-01,1,STANDARD,1626.8043212890625
31,0.04889018088579178,0,299.97894287109375,0.0,R_A4,299.97894287109375,3,52,2018-01-01,2,STANDARD,1628.8214111328125
31,0.04997638240456581,0,300.11419677734375,0.0,R_A4,300.11419677734375,4,52,2018-01-01,3,STANDARD,1630.838623046875
31,0.05223003029823303,0,300.2494201660156,0.0,R_A4,300.2494201660156,5,52,2018-01-01,4,STANDARD,1632.855712890625
31,0.052482910454273224,0,300.3846740722656,0.0,R_A4,300.3846740722656,6,52,2018-01-01,5,STANDARD,1634.872802734375
32,0.05269704386591911,0,300.185791015625,0.0,R_A4,300.185791015625,7,52,2018-01-01,5,STANDARD,1631.90673828125
32,0.056360457092523575,0,300.5259094238281,0.0,R_A4,300.5259094238281,8,51,2018-01-01,5,STANDARD,1636.979248046875
33,0.05674043670296669,0,300.613037109375,0.0,R_A4,300.613037109375,9,51,2018-01-01,5,STANDARD,1638.2791748046875
33,0.05646239593625069,0,300.49310302734375,0.0,R_A4,300.49310302734375,10,51,2018-01-01,4,STANDARD,1636.4903564453125
33,0.059327226132154465,0,300.880126953125,0.0,R_A4,300.880126953125,11,50,2018-01-01,4,STANDARD,1642.2620849609375
34,0.05836927890777588,0,300.779052734375,0.0,R_A4,300.779052734375,12,50,2018-01-01,4,STANDARD,1640.7547607421875
34,0.1539866030216217,0,300.65313720703125,0.0,R_A4,300.65313720703125,13,50,2018-01-01,3,STANDARD,1638.877197265625
35,0.16407981514930725,0,300.8232116699219,0.0,R_A4,300.8232116699219,14,50,2018-01-01,4,STANDARD,1641.41357421875
35,0.22307188808918,0,300.70361328125,0.0,R_A4,300.70361328125,15,50,2018-01-01,3,STANDARD,1639.6297607421875
35,0.09196418523788452,0,300.5724182128906,0.0,R_A4,300.5724182128906,16,49,2018-01-01,27,STANDARD,1637.6732177734375
36,0.2676386535167694,0,300.94927978515625,0.0,R_A4,300.94927978515625,17,49,2018-01-01,27,STANDARD,1643.29345703125
36,0.17840248346328735,0,300.911376953125,0.0,R_A4,300.911376953125,18,48,2018-01-01,27,STANDARD,1642.72802734375
37,0.274970680475235,0,301.312255859375,0.0,R_A4,301.312255859375,19,48,2018-01-01,27,STANDARD,1648.7061767578125
38,0.6481541991233826,0,301.5550842285156,0.0,R_A4,301.5550842285156,20,48,2018-01-01,27,STANDARD,1652.3267822265625
38,1.0,0,302.02874755859375,0.0,R_A4,302.02874755859375,21,47,2018-01-01,27,STANDARD,1659.38916015625
31,1.0,0,303.82305908203125,0.0,R_A5,303.82305908203125,1,20,2018-01-01,1,STANDARD,1684.8048095703125
31,1.0,0,304.0285339355469,0.0,R_A5,304.0285339355469,2,20,2018-01-01,2,STANDARD,1686.97314453125
31,1.0,0,304.2340087890625,0.0,R_A5,304.2340087890625,3,20,2018-01-01,3,STANDARD,1689.141357421875
31,1.0,0,304.43951416015625,0.0,R_A5,304.43951416015625,4,20,2018-01-01,4,STANDARD,1691.3096923828125
31,1.0,0,304.6449890136719,0.0,R_A5,304.6449890136719,5,20,2018-01-01,5,STANDARD,1693.47802734375
31,1.0,0,304.8504638671875,0.0,R_A5,304.8504638671875,6,20,2018-01-01,6,STANDARD,1695.6463623046875
31,1.0,0,305.36175537109375,0.0,R_A5,305.36175537109375,7,20,2018-01-01,7,STANDARD,1697.814697265625
31,1.0,0,305.5672302246094,0.0,R_A5,305.5672302246094,8,20,2018-01-01,8,STANDARD,1699.9830322265625
31,1.0,0,305.288330078125,0.0,R_A5,305.288330078125,9,21,2018-01-01,11,STANDARD,1700.265380859375
31,1.0,0,305.47332763671875,0.0,R_A5,305.47332763671875,10,21,2018-01-01,12,STANDARD,1702.2174072265625
31,1.0,0,305.6702880859375,0.0,R_A5,305.6702880859375,11,21,2018-01-01,13,STANDARD,1704.1695556640625
31,1.0,0,305.85528564453125,0.0,R_A5,305.85528564453125,12,21,2018-01-01,14,STANDARD,1706.1217041015625
31,1.0,0,306.040283203125,0.0,R_A5,306.040283203125,13,21,2018-01-01,15,STANDARD,1708.07373046875
31,1.0,0,306.37030029296875,0.0,R_A5,306.37030029296875,14,21,2018-01-01,16,STANDARD,1710.02587890625
31,1.0,0,306.5552978515625,0.0,R_A5,306.5552978515625,15,21,2018-01-01,17,STANDARD,1711.97802734375
31,1.0,0,306.71453857421875,0.0,R_A5,306.71453857421875,16,21,2018-01-01,18,STANDARD,1713.657958984375
31,1.0,0,306.804443359375,0.0,R_A5,306.804443359375,17,21,2018-01-01,19,STANDARD,1714.6068115234375
31,1.0,0,306.8373718261719,0.0,R_A5,306.8373718261719,18,21,2018-01-01,20,STANDARD,1714.9539794921875
31,1.0,0,306.7983093261719,0.0,R_A5,306.7983093261719,19,21,2018-01-01,24,STANDARD,1716.1995849609375
31,1.0,0,307.32080078125,0.0,R_A5,307.32080078125,20,21,2018-01-01,25,STANDARD,1718.486083984375
31,1.0,0,307.5375061035156,0.0,R_A5,307.5375061035156,21,21,2018-01-01,26,STANDARD,1720.772705078125
31,1.0,0,307.75421142578125,0.0,R_A5,307.75421142578125,22,21,2018-01-01,27,STANDARD,1723.0592041015625
31,1.0,0,307.9709167480469,0.0,R_A5,307.9709167480469,23,21,2018-01-01,28,STANDARD,1725.345703125
17,1.0,0,305.0636901855469,0.0,R_A6,305.0636901855469,1,42,2018-01-01,1,STANDARD,1694.6695556640625
17,1.0,0,305.2096862792969,0.0,R_A6,305.2096862792969,2,42,2018-01-01,2,STANDARD,1696.210205078125
17,1.0,0,305.3556823730469,0.0,R_A6,305.3556823730469,3,42,2018-01-01,3,STANDARD,1697.7508544921875
17,1.0,0,305.5016784667969,0.0,R_A6,305.5016784667969,4,42,2018-01-01,4,STANDARD,1699.29150390625
17,1.0,0,305.647705078125,0.0,R_A6,305.647705078125,5,42,2018-01-01,5,STANDARD,1700.83203125
17,1.0,0,305.793701171875,0.0,R_A6,305.793701171875,6,42,2018-01-01,6,STANDARD,1702.37255859375
17,1.0,0,305.640625,0.0,R_A6,305.640625,7,42,2018-01-01,7,STANDARD,1703.9132080078125
17,1.0,0,305.7866516113281,0.0,R_A6,305.7866516113281,8,42,2018-01-01,8,STANDARD,1705.453857421875
17,1.0,0,306.2317199707031,0.0,R_A6,306.2317199707031,9,42,2018-01-01,9,STANDARD,1706.9945068359375
17,1.0,0,306.0719299316406,0.0,R_A6,306.0719299316406,10,42,2018-01-01,10,STANDARD,1708.53515625
17,1.0,0,306.25164794921875,0.0,R_A6,306.25164794921875,11,42,2018-01-01,11,STANDARD,1710.430419921875
17,1.0,0,306.4648742675781,0.0,R_A6,306.4648742675781,12,42,2018-01-01,12,STANDARD,1712.68017578125
17,1.0,0,306.6900634765625,0.0,R_A6,306.6900634765625,13,42,2018-01-01,13,STANDARD,1714.9300537109375
17,1.0,0,306.9033203125,0.0,R_A6,306.9033203125,14,42,2018-01-01,14,STANDARD,1717.179931640625
17,1.0,0,307.1165466308594,0.0,R_A6,307.1165466308594,15,42,2018-01-01,15,STANDARD,1719.4298095703125
17,1.0,0,307.47479248046875,0.0,R_A6,307.47479248046875,16,42,2018-01-01,16,STANDARD,1721.6795654296875
17,1.0,0,307.6880187988281,0.0,R_A6,307.6880187988281,17,42,2018-01-01,17,STANDARD,1723.929443359375
17,1.0,0,307.84912109375,0.0,R_A6,307.84912109375,18,42,2018-01-01,18,STANDARD,1725.6295166015625
17,1.0,0,307.8279113769531,0.0,R_A6,307.8279113769531,19,42,2018-01-01,24,STANDARD,1727.0631103515625
17,1.0,0,308.29644775390625,0.0,R_A6,308.29644775390625,20,42,2018-01-01,25,STANDARD,1728.7801513671875
17,1.0,0,308.4591979980469,0.0,R_A6,308.4591979980469,21,42,2018-01-01,26,STANDARD,1730.497314453125
17,1.0,0,308.6219482421875,0.0,R_A6,308.6219482421875,22,42,2018-01-01,27,STANDARD,1732.214599609375
17,1.0,0,308.4789123535156,0.0,R_A6,308.4789123535156,23,42,2018-01-01,28,STANDARD,1733.9317626953125
22,0.08291035890579224,0,299.2422790527344,0.0,R_A2,299.2422790527344,1,30,2018-03-01,1,STANDARD,1640.96728515625
22,0.05499991029500961,0,299.36065673828125,0.0,R_A2,299.36065673828125,2,30,2018-03-01,2,STANDARD,1642.7332763671875
22,0.05633975565433502,0,299.4790344238281,0.0,R_A2,299.4790344238281,3,30,2018-03-01,3,STANDARD,1644.499267578125
22,0.0619199238717556,0,299.5974426269531,0.0,R_A2,299.5974426269531,4,30,2018-03-01,4,STANDARD,1646.2652587890625
22,0.06492839008569717,0,299.7158508300781,0.0,R_A2,299.7158508300781,5,30,2018-03-01,5,STANDARD,1648.03125
22,0.2991844117641449,0,299.86297607421875,0.0,R_A2,299.86297607421875,6,30,2018-03-01,6,STANDARD,1649.79736328125
22,0.8695771098136902,0,299.9831237792969,0.0,R_A2,299.9831237792969,7,30,2018-03-01,7,STANDARD,1651.5633544921875
22,0.853814959526062,0,300.1052551269531,0.0,R_A2,300.1052551269531,8,30,2018-03-01,8,STANDARD,1653.329345703125
22,0.870980978012085,0,300.3153076171875,0.0,R_A2,300.3153076171875,9,30,2018-03-01,9,STANDARD,1655.0953369140625
22,0.8925566673278809,0,300.37200927734375,0.0,R_A2,300.37200927734375,10,30,2018-03-01,10,STANDARD,1656.861328125
22,0.06885313987731934,0,299.22088623046875,0.0,R_A2,299.22088623046875,11,30,2018-03-01,11,STANDARD,1658.7579345703125
22,0.4288713335990906,0,299.97723388671875,0.0,R_A2,299.97723388671875,12,30,2018-03-01,13,STANDARD,1662.812255859375
22,0.4668766260147095,0,300.1136169433594,0.0,R_A2,300.1136169433594,13,30,2018-03-01,14,STANDARD,1664.83935546875
22,0.9026110172271729,0,300.2532043457031,0.0,R_A2,300.2532043457031,14,30,2018-03-01,15,STANDARD,1666.866455078125
22,0.9377889633178711,0,300.3938903808594,0.0,R_A2,300.3938903808594,15,30,2018-03-01,16,STANDARD,1668.8936767578125
22,0.8742056488990784,0,300.53387451171875,0.0,R_A2,300.53387451171875,16,30,2018-03-01,17,STANDARD,1670.9207763671875
22,0.9300021529197693,0,300.6559753417969,0.0,R_A2,300.6559753417969,17,30,2018-03-01,18,STANDARD,1672.7349853515625
22,0.9615834951400757,0,300.6772155761719,0.0,R_A2,300.6772155761719,18,29,2018-03-01,18,STANDARD,1674.65380859375
22,0.7991251349449158,0,302.979736328125,0.0,R_A2,302.979736328125,19,29,2018-03-01,24,STANDARD,1676.3995361328125
22,0.8412016034126282,0,302.54815673828125,0.0,R_A2,302.54815673828125,20,29,2018-03-01,25,STANDARD,1678.1640625
22,0.6490439176559448,0,302.53668212890625,0.0,R_A2,302.53668212890625,21,29,2018-03-01,26,STANDARD,1679.9285888671875
22,1.0000001192092896,0,302.9494934082031,0.0,R_A2,302.9494934082031,22,29,2018-03-01,27,STANDARD,1681.693115234375
22,0.9999961853027344,0,303.1201171875,0.0,R_A2,303.1201171875,23,29,2018-03-01,28,STANDARD,1683.4576416015625
31,1.0,0,281.8247985839844,-6.508849570430186e-10,R_A5,281.8247985839844,1,20,2018-04-28,1,STANDARD,1684.8048095703125
31,1.0,0,282.0296325683594,-6.729796719895376e-10,R_A5,282.0296325683594,2,20,2018-04-28,2,STANDARD,1686.97314453125
31,1.0,0,282.23486328125,-6.246879680205097e-10,R_A5,282.23486328125,3,20,2018-04-28,3,STANDARD,1689.141357421875
31,1.0,0,282.4408264160156,-5.893914800658706e-10,R_A5,282.4408264160156,4,20,2018-04-28,4,STANDARD,1691.3096923828125
31,1.0,0,282.6461486816406,-5.523240753646519e-10,R_A5,282.6461486816406,5,20,2018-04-28,5,STANDARD,1693.47802734375
31,1.0,0,282.8507385253906,-6.323248591399988e-10,R_A5,282.8507385253906,6,20,2018-04-28,6,STANDARD,1695.6463623046875
31,1.0,0,283.39410400390625,-1.0528265759202071e-11,R_A5,283.39410400390625,7,20,2018-04-28,7,STANDARD,1697.814697265625
31,1.0,0,284.9035949707031,-2.7401217145978096e-12,R_A5,284.9035949707031,8,20,2018-04-28,8,STANDARD,1699.9830322265625
31,1.0,0,278.784423828125,-9.405465122014345e-12,R_A5,278.784423828125,9,21,2018-04-28,11,STANDARD,1700.265380859375
31,1.0,0,278.9691162109375,-1.077444470448663e-11,R_A5,278.9691162109375,10,21,2018-04-28,12,STANDARD,1702.2174072265625
31,1.0,0,279.1697082519531,-3.0965364278788543e-13,R_A5,279.1697082519531,11,21,2018-04-28,13,STANDARD,1704.1695556640625
31,1.0,0,279.36328125,-1.1591356346984938e-11,R_A5,279.36328125,12,21,2018-04-28,14,STANDARD,1706.1217041015625
31,1.0,0,279.55584716796875,-6.109822283523192e-12,R_A5,279.55584716796875,13,21,2018-04-28,15,STANDARD,1708.07373046875
31,1.0,0,279.8997497558594,-3.662739816306937e-12,R_A5,279.8997497558594,14,21,2018-04-28,16,STANDARD,1710.02587890625
31,1.0,0,280.09423828125,-7.88128947954575e-13,R_A5,280.09423828125,15,21,2018-04-28,17,STANDARD,1711.97802734375
31,1.0,0,280.2619934082031,-1.1769531746766426e-12,R_A5,280.2619934082031,16,21,2018-04-28,18,STANDARD,1713.657958984375
31,1.0,0,280.3522033691406,0.0,R_A5,280.3522033691406,17,21,2018-04-28,19,STANDARD,1714.6068115234375
31,1.0,0,280.3851623535156,0.0,R_A5,280.3851623535156,18,21,2018-04-28,20,STANDARD,1714.9539794921875
31,1.0,0,281.95513916015625,-3.0157729612179107e-12,R_A5,281.95513916015625,19,21,2018-04-28,24,STANDARD,1716.1995849609375
31,1.0,0,282.5426025390625,-2.2214760413141743e-12,R_A5,282.5426025390625,20,21,2018-04-28,25,STANDARD,1718.486083984375
31,1.0,0,294.4842529296875,-1.1514465279132957e-19,R_A5,294.4842529296875,21,21,2018-04-28,26,STANDARD,1720.772705078125
31,1.0,0,303.2341003417969,-1.8004529131206057e-21,R_A5,303.2341003417969,22,21,2018-04-28,27,STANDARD,1723.0592041015625
31,1.0,0,306.80169677734375,-1.3568241909011307e-23,R_A5,306.80169677734375,23,21,2018-04-28,28,STANDARD,1725.345703125
28,0.2453525960445404,0,277.51715087890625,0.0,R_A3,277.51715087890625,1,41,2018-07-03,1,STANDARD,1610.3345947265625
28,0.12212501466274261,0,277.6499328613281,0.0,R_A3,277.6499328613281,2,41,2018-07-03,2,STANDARD,1612.3253173828125
28,0.08320488780736923,0,277.7826232910156,0.0,R_A3,277.7826232910156,3,41,2018-07-03,3,STANDARD,1614.316162109375
29,0.1188787966966629,0,276.9059753417969,0.0,R_A3,276.9059753417969,4,41,2018-07-03,3,STANDARD,1602.1004638671875
29,0.25457561016082764,0,277.0486145019531,0.0,R_A3,277.0486145019531,5,41,2018-07-03,4,STANDARD,1604.236572265625
29,0.8022883534431458,0,277.2696533203125,0.0,R_A3,277.2696533203125,6,41,2018-07-03,5,STANDARD,1606.3726806640625
29,0.23293830454349518,0,277.3818664550781,0.0,R_A3,277.3818664550781,7,41,2018-07-03,6,STANDARD,1608.5087890625
29,0.16886784136295319,0,277.524169921875,0.0,R_A3,277.524169921875,8,41,2018-07-03,7,STANDARD,1610.6448974609375
29,0.1316480189561844,0,277.66656494140625,0.0,R_A3,277.66656494140625,9,41,2018-07-03,8,STANDARD,1612.7811279296875
29,0.651416540145874,0,277.8357849121094,0.0,R_A3,277.8357849121094,10,41,2018-07-03,9,STANDARD,1614.917236328125
29,0.7842424511909485,0,283.7386779785156,0.0,R_A3,283.7386779785156,11,41,2018-07-03,10,STANDARD,1617.0533447265625
29,0.04734518751502037,0,295.336669921875,0.0,R_A3,295.336669921875,12,41,2018-07-03,11,STANDARD,1619.2821044921875
29,0.05157634988427162,0,295.49212646484375,0.0,R_A3,295.49212646484375,13,41,2018-07-03,12,STANDARD,1621.603515625
29,0.3597581386566162,0,295.6481628417969,0.0,R_A3,295.6481628417969,14,41,2018-07-03,13,STANDARD,1623.9249267578125
29,0.05102188140153885,0,296.4112243652344,0.0,R_A3,296.4112243652344,15,41,2018-07-03,14,STANDARD,1626.246337890625
29,0.4389269948005676,0,296.39263916015625,0.0,R_A3,296.39263916015625,16,41,2018-07-03,15,STANDARD,1628.567626953125
29,0.7988595962524414,0,296.5256042480469,0.0,R_A3,296.5256042480469,17,41,2018-07-03,16,STANDARD,1630.4532470703125
29,1.0,0,290.5135192871094,1.9440926299352235e-11,R_A3,290.5135192871094,18,41,2018-07-03,24,STANDARD,1633.2354736328125
29,0.045436713844537735,0,287.24273681640625,0.0,R_A3,287.24273681640625,19,41,2018-07-03,25,STANDARD,1636.9132080078125
29,0.05033197999000549,0,287.488525390625,0.0,R_A3,287.488525390625,20,41,2018-07-03,26,STANDARD,1640.5909423828125
29,0.30756646394729614,0,287.7335205078125,0.0,R_A3,287.7335205078125,21,41,2018-07-03,27,STANDARD,1644.2685546875
29,0.09191665053367615,0,287.9717102050781,0.0,R_A3,287.9717102050781,22,41,2018-07-03,28,STANDARD,1647.9462890625
30,0.052255015820264816,0,276.7912292480469,0.0,R_A4,276.7912292480469,1,52,2018-09-12,1,STANDARD,1632.7015380859375
31,0.05007906258106232,0,276.61309814453125,0.0,R_A4,276.61309814453125,2,52,2018-09-12,1,STANDARD,1626.8043212890625
31,0.04899192973971367,0,276.74749755859375,0.0,R_A4,276.74749755859375,3,52,2018-09-12,2,STANDARD,1628.8214111328125
31,0.05008314549922943,0,276.88189697265625,0.0,R_A4,276.88189697265625,4,52,2018-09-12,3,STANDARD,1630.838623046875
31,0.05233381688594818,0,277.01629638671875,0.0,R_A4,277.01629638671875,5,52,2018-09-12,4,STANDARD,1632.855712890625
31,0.05259246006608009,0,277.1506652832031,0.0,R_A4,277.1506652832031,6,52,2018-09-12,5,STANDARD,1634.872802734375
32,0.052798639982938766,0,277.1657409667969,0.0,R_A4,277.1657409667969,7,52,2018-09-12,5,STANDARD,1631.90673828125
32,0.056542910635471344,0,277.3750915527344,0.0,R_A4,277.3750915527344,8,51,2018-09-12,5,STANDARD,1636.979248046875
33,0.05686493590474129,0,277.6514587402344,0.0,R_A4,277.6514587402344,9,51,2018-09-12,5,STANDARD,1638.2791748046875
33,0.05657920241355896,0,277.5322265625,0.0,R_A4,277.5322265625,10,51,2018-09-12,4,STANDARD,1636.4903564453125
33,0.059420086443424225,0,277.8282470703125,0.0,R_A4,277.8282470703125,11,50,2018-09-12,4,STANDARD,1642.2620849609375
34,0.05850565433502197,0,277.8866882324219,0.0,R_A4,277.8866882324219,12,50,2018-09-12,4,STANDARD,1640.7547607421875
34,0.15440307557582855,0,277.7619934082031,0.0,R_A4,277.7619934082031,13,50,2018-09-12,3,STANDARD,1638.877197265625
35,0.16445331275463104,0,278.08392333984375,0.0,R_A4,278.08392333984375,14,50,2018-09-12,4,STANDARD,1641.41357421875
35,0.2233414649963379,0,277.9653015136719,0.0,R_A4,277.9653015136719,15,50,2018-09-12,3,STANDARD,1639.6297607421875
35,0.09634840488433838,0,276.1048278808594,0.0,R_A4,276.1048278808594,16,49,2018-09-12,27,STANDARD,1637.6732177734375
36,0.2449599802494049,0,276.84954833984375,0.0,R_A4,276.84954833984375,17,49,2018-09-12,27,STANDARD,1643.29345703125
36,0.1838507503271103,0,276.48895263671875,0.0,R_A4,276.48895263671875,18,48,2018-09-12,27,STANDARD,1642.72802734375
37,0.2462509125471115,0,277.3804626464844,0.0,R_A4,277.3804626464844,19,48,2018-09-12,27,STANDARD,1648.7061767578125
38,0.6626020073890686,0,278.028076171875,0.0,R_A4,278.028076171875,20,48,2018-09-12,27,STANDARD,1652.3267822265625
38,1.0,0,281.3894958496094,5.090405093971517e-12,R_A4,281.3894958496094,21,47,2018-09-12,27,STANDARD,1659.38916015625
17,1.0,0,275.93939208984375,2.636103412379659e-14,R_A6,275.93939208984375,1,42,2018-11-07,1,STANDARD,1694.6695556640625
17,1.0,0,276.0812683105469,1.5444900404188583e-14,R_A6,276.0812683105469,2,42,2018-11-07,2,STANDARD,1696.210205078125
17,1.0,0,276.21893310546875,1.4053667423048234e-14,R_A6,276.21893310546875,3,42,2018-11-07,3,STANDARD,1697.7508544921875
17,1.0,0,276.3505859375,1.2657503016088971e-14,R_A6,276.3505859375,4,42,2018-11-07,4,STANDARD,1699.29150390625
17,1.0,0,276.4797668457031,1.98707407272165e-14,R_A6,276.4797668457031,5,42,2018-11-07,5,STANDARD,1700.83203125
17,1.0,0,276.6151123046875,1.1924382922051668e-12,R_A6,276.6151123046875,6,42,2018-11-07,6,STANDARD,1702.37255859375
17,1.0,0,276.4615783691406,2.3080498016275763e-12,R_A6,276.4615783691406,7,42,2018-11-07,7,STANDARD,1703.9132080078125
17,1.0,0,276.6074523925781,2.0597930912996665e-12,R_A6,276.6074523925781,8,42,2018-11-07,8,STANDARD,1705.453857421875
17,1.0,0,277.0524597167969,3.910824789010725e-12,R_A6,277.0524597167969,9,42,2018-11-07,9,STANDARD,1706.9945068359375
17,1.0,0,277.0441589355469,8.436856248350555e-12,R_A6,277.0441589355469,10,42,2018-11-07,10,STANDARD,1708.53515625
17,1.0,0,278.7339782714844,-3.665524828111444e-11,R_A6,278.7339782714844,11,42,2018-11-07,11,STANDARD,1710.430419921875
17,1.0,0,278.94696044921875,-5.46071660112446e-11,R_A6,278.94696044921875,12,42,2018-11-07,12,STANDARD,1712.68017578125
17,1.0,0,279.1720275878906,-6.720511733920853e-12,R_A6,279.1720275878906,13,42,2018-11-07,13,STANDARD,1714.9300537109375
