WELL,SGAS,SWAT,CONIPOS,CONIDX,DEPTH,CONKPOS,DRAWDOWN,WELLMODEL,CONJPOS,PRESSURE,CONBPRES,DATE
R_A2,0.0,1.0,22,24,1683.2447509765625,31,0,STANDARD,29,303.98101806640625,303.98101806640625,2018-01-01
R_A3,0.0,0.6481541991233826,28,1,1609.243408203125,1,0,STANDARD,41,298.6763000488281,298.6763000488281,2018-01-01
R_A3,0.0,0.1928596943616867,28,2,1611.3077392578125,2,0,STANDARD,41,298.8146667480469,298.8146667480469,2018-01-01
R_A3,0.0,0.15404383838176727,28,3,1613.3720703125,3,0,STANDARD,41,298.9530334472656,298.9530334472656,2018-01-01
R_A3,0.0,0.16861847043037415,28,4,1615.4365234375,4,0,STANDARD,41,299.09136962890625,299.09136962890625,2018-01-01
R_A3,0.0,0.6481541991233826,28,5,1617.5008544921875,5,0,STANDARD,41,299.2297668457031,299.2297668457031,2018-01-01
R_A3,0.0,0.3324366509914398,28,6,1619.565185546875,6,0,STANDARD,41,299.3681335449219,299.3681335449219,2018-01-01
R_A3,0.0,0.6481541991233826,29,7,1609.3663330078125,6,0,STANDARD,41,298.6845397949219,298.6845397949219,2018-01-01
R_A3,0.0,0.19252076745033264,29,8,1611.4163818359375,7,0,STANDARD,41,298.8219299316406,298.8219299316406,2018-01-01
R_A3,0.0,0.34374740719795227,29,9,1613.46630859375,8,0,STANDARD,41,298.9593200683594,298.9593200683594,2018-01-01
R_A3,0.0,0.7948497533798218,29,10,1615.516357421875,9,0,STANDARD,41,299.09674072265625,299.09674072265625,2018-01-01
R_A3,0.0,0.7892788648605347,29,11,1617.5662841796875,10,0,STANDARD,41,299.234130859375,299.234130859375,2018-01-01
R_A3,0.0,0.047247566282749176,29,12,1619.750732421875,11,0,STANDARD,41,299.38055419921875,299.38055419921875,2018-01-01
R_A3,0.0,0.05271025747060776,29,13,1622.0697021484375,12,0,STANDARD,41,299.5360107421875,299.5360107421875,2018-01-01
R_A3,0.0,0.36462312936782837,29,14,1624.388671875,13,0,STANDARD,41,299.69146728515625,299.69146728515625,2018-01-01
R_A3,0.0,0.4791421592235565,29,15,1629.026611328125,15,0,STANDARD,41,300.00238037109375,300.00238037109375,2018-01-01
R_A3,0.0,0.7972607612609863,29,16,1630.9468994140625,16,0,STANDARD,41,300.1311340332031,300.1311340332031,2018-01-01
R_A3,0.0,1.0,29,17,1633.5262451171875,27,0,STANDARD,41,300.3040466308594,300.3040466308594,2018-01-01
R_A3,0.0,0.04109108820557594,29,18,1637.1630859375,28,0,STANDARD,41,300.54791259765625,300.54791259765625,2018-01-01
R_A3,0.0,0.04854193329811096,29,19,1640.8001708984375,29,0,STANDARD,41,300.7917785644531,300.7917785644531,2018-01-01
R_A3,0.0,1.0,29,20,1644.4371337890625,30,0,STANDARD,41,301.03564453125,301.03564453125,2018-01-01
R_A3,0.0,0.057908765971660614,29,21,1648.0740966796875,31,0,STANDARD,41,301.279541015625,301.279541015625,2018-01-01
R_A4,0.0,0.050565168261528015,30,1,1631.1873779296875,1,0,STANDARD,52,300.1472473144531,300.1472473144531,2018-01-01
R_A4,0.0,0.04754386469721794,31,2,1627.4293212890625,1,0,STANDARD,52,299.8952941894531,299.8952941894531,2018-01-01
R_A4,0.0,0.04867677018046379,31,3,1629.4896240234375,2,0,STANDARD,52,300.0334167480469,300.0334167480469,2018-01-01
R_A4,0.0,0.05098075419664383,31,4,1631.5498046875,3,0,STANDARD,52,300.1715393066406,300.1715393066406,2018-01-01
R_A4,0.0,0.05566361919045448,31,5,1633.610107421875,4,0,STANDARD,52,300.3096618652344,300.3096618652344,2018-01-01
R_A4,0.0,0.055129144340753555,32,6,1632.3968505859375,4,0,STANDARD,52,300.22833251953125,300.22833251953125,2018-01-01
R_A4,0.0,0.05538104474544525,32,7,1635.880615234375,4,0,STANDARD,51,300.4619140625,300.4619140625,2018-01-01
R_A4,0.0,0.05862488970160484,33,8,1637.321044921875,4,0,STANDARD,51,300.5585021972656,300.5585021972656,2018-01-01
R_A4,0.0,0.0536997951567173,33,9,1635.474609375,3,0,STANDARD,51,300.4346923828125,300.4346923828125,2018-01-01
R_A4,0.0,0.14195691049098969,33,10,1642.1485595703125,4,0,STANDARD,50,300.8821716308594,300.8821716308594,2018-01-01
R_A4,0.0,0.07669633626937866,34,11,1641.132080078125,4,0,STANDARD,50,300.81402587890625,300.81402587890625,2018-01-01
R_A4,0.0,0.11719295382499695,34,12,1639.20703125,3,0,STANDARD,50,300.6849365234375,300.6849365234375,2018-01-01
R_A4,0.0,0.11896643787622452,35,13,1640.9061279296875,3,0,STANDARD,50,300.7988586425781,300.7988586425781,2018-01-01
R_A4,0.0,0.22093963623046875,35,14,1639.0426025390625,2,0,STANDARD,50,300.6739196777344,300.6739196777344,2018-01-01
R_A4,0.0,0.2273937314748764,35,15,1641.93212890625,2,0,STANDARD,49,300.86767578125,300.86767578125,2018-01-01
R_A4,0.0,0.12382645905017853,36,16,1642.357421875,30,0,STANDARD,49,300.89617919921875,300.89617919921875,2018-01-01
R_A4,0.0,0.046151693910360336,36,17,1639.6068115234375,30,0,STANDARD,48,300.7117614746094,300.7117614746094,2018-01-01
R_A4,0.0,0.23936878144741058,37,18,1646.7513427734375,30,0,STANDARD,48,301.19085693359375,301.19085693359375,2018-01-01
R_A4,0.0,0.31297197937965393,38,19,1653.461669921875,30,0,STANDARD,48,301.640869140625,301.640869140625,2018-01-01
R_A4,0.0,0.6481541991233826,38,20,1657.8184814453125,30,0,STANDARD,47,301.9330749511719,301.9330749511719,2018-01-01
R_A5,0.0,1.0,31,1,1685.026611328125,1,0,STANDARD,20,304.1498718261719,304.1498718261719,2018-01-01
R_A5,0.0,1.0,31,2,1687.3070068359375,2,0,STANDARD,20,304.0601806640625,304.0601806640625,2018-01-01
R_A5,0.0,1.0,31,3,1689.5875244140625,3,0,STANDARD,20,304.27630615234375,304.27630615234375,2018-01-01
R_A5,0.0,1.0,31,4,1691.8680419921875,4,0,STANDARD,20,304.4924011230469,304.4924011230469,2018-01-01
R_A5,0.0,1.0,31,5,1694.1485595703125,5,0,STANDARD,20,304.7085266113281,304.7085266113281,2018-01-01
R_A5,0.0,1.0,31,6,1696.4290771484375,6,0,STANDARD,20,304.9246520996094,304.9246520996094,2018-01-01
R_A5,0.0,1.0,31,7,1698.70947265625,7,0,STANDARD,20,305.446533203125,305.446533203125,2018-01-01
R_A5,0.0,1.0,31,8,1700.989990234375,8,0,STANDARD,20,305.66265869140625,305.66265869140625,2018-01-01
R_A5,0.0,1.0,31,9,1703.2706298828125,9,0,STANDARD,20,305.8787841796875,305.8787841796875,2018-01-01
R_A5,0.0,1.0,31,10,1707.6488037109375,11,0,STANDARD,20,305.988037109375,305.988037109375,2018-01-01
R_A5,0.0,1.0,31,11,1709.5638427734375,12,0,STANDARD,20,306.1695251464844,306.1695251464844,2018-01-01
R_A5,0.0,1.0,31,12,1701.7845458984375,12,0,STANDARD,21,305.4322814941406,305.4322814941406,2018-01-01
R_A5,0.0,1.0,31,13,1703.735107421875,13,0,STANDARD,21,305.6291198730469,305.6291198730469,2018-01-01
R_A5,0.0,1.0,31,14,1705.6856689453125,14,0,STANDARD,21,305.81396484375,305.81396484375,2018-01-01
R_A5,0.0,1.0,31,15,1707.63623046875,15,0,STANDARD,21,305.9988098144531,305.9988098144531,2018-01-01
R_A5,0.0,1.0,31,16,1709.5867919921875,16,0,STANDARD,21,306.3287048339844,306.3287048339844,2018-01-01
R_A5,0.0,1.0,31,17,1711.537353515625,17,0,STANDARD,21,306.5135498046875,306.5135498046875,2018-01-01
R_A5,0.0,1.0,31,18,1713.35400390625,18,0,STANDARD,21,306.6856994628906,306.6856994628906,2018-01-01
R_A5,0.0,1.0,31,19,1714.3951416015625,19,0,STANDARD,21,306.7843933105469,306.7843933105469,2018-01-01
R_A5,0.0,1.0,31,20,1715.7628173828125,27,0,STANDARD,21,306.75689697265625,306.75689697265625,2018-01-01
R_A5,0.0,1.0,31,21,1718.098388671875,28,0,STANDARD,21,306.978271484375,306.978271484375,2018-01-01
R_A5,0.0,1.0,31,22,1720.43408203125,29,0,STANDARD,21,307.5054016113281,307.5054016113281,2018-01-01
R_A5,0.0,1.0,31,23,1722.7696533203125,30,0,STANDARD,21,307.7267761230469,307.7267761230469,2018-01-01
R_A5,0.0,1.0,31,24,1725.105224609375,31,0,STANDARD,21,307.9481506347656,307.9481506347656,2018-01-01
R_A6,0.0,1.0,17,1,1695.20263671875,1,0,STANDARD,42,305.11419677734375,305.11419677734375,2018-01-01
R_A6,0.0,1.0,17,2,1696.7510986328125,2,0,STANDARD,42,305.2609558105469,305.2609558105469,2018-01-01
R_A6,0.0,1.0,17,3,1698.299560546875,3,0,STANDARD,42,305.4076843261719,305.4076843261719,2018-01-01
R_A6,0.0,1.0,17,4,1699.84814453125,4,0,STANDARD,42,305.554443359375,305.554443359375,2018-01-01
R_A6,0.0,1.0,17,5,1701.3966064453125,5,0,STANDARD,42,305.7012023925781,305.7012023925781,2018-01-01
R_A6,0.0,1.0,17,6,1702.9451904296875,6,0,STANDARD,42,305.84796142578125,305.84796142578125,2018-01-01
R_A6,0.0,1.0,17,7,1704.49365234375,7,0,STANDARD,42,305.6956481933594,305.6956481933594,2018-01-01
R_A6,0.0,1.0,17,8,1706.042236328125,8,0,STANDARD,42,305.8424072265625,305.8424072265625,2018-01-01
R_A6,0.0,1.0,17,9,1707.5906982421875,9,0,STANDARD,42,306.2882080078125,306.2882080078125,2018-01-01
R_A6,0.0,1.0,17,10,1709.1392822265625,10,0,STANDARD,42,306.4349670410156,306.4349670410156,2018-01-01
R_A6,0.0,1.0,17,11,1711.055419921875,11,0,STANDARD,42,306.3109130859375,306.3109130859375,2018-01-01
R_A6,0.0,1.0,17,12,1713.3392333984375,12,0,STANDARD,42,306.52734375,306.52734375,2018-01-01
R_A6,0.0,1.0,17,13,1715.623046875,13,0,STANDARD,42,306.7557678222656,306.7557678222656,2018-01-01
R_A6,0.0,1.0,17,14,1717.9068603515625,14,0,STANDARD,42,306.9721984863281,306.9721984863281,2018-01-01
R_A6,0.0,1.0,17,15,1720.190673828125,15,0,STANDARD,42,307.18865966796875,307.18865966796875,2018-01-01
R_A6,0.0,1.0,17,16,1722.474365234375,16,0,STANDARD,42,307.55010986328125,307.55010986328125,2018-01-01
R_A6,0.0,1.0,17,17,1724.7581787109375,17,0,STANDARD,42,307.7665710449219,307.7665710449219,2018-01-01
R_A6,0.0,1.0,17,18,1726.394287109375,18,0,STANDARD,42,307.921630859375,307.921630859375,2018-01-01
R_A6,0.0,1.0,17,19,1727.7508544921875,27,0,STANDARD,42,307.8930969238281,307.8930969238281,2018-01-01
R_A6,0.0,1.0,17,20,1729.4755859375,28,0,STANDARD,42,308.3623352050781,308.3623352050781,2018-01-01
R_A6,0.0,1.0,17,21,1731.2001953125,29,0,STANDARD,42,308.52581787109375,308.52581787109375,2018-01-01
R_A6,0.0,1.0,17,22,1732.9249267578125,30,0,STANDARD,42,308.68927001953125,308.68927001953125,2018-01-01
R_A6,0.0,1.0,17,23,1734.649658203125,31,0,STANDARD,42,308.5469665527344,308.5469665527344,2018-01-01
R_A2,0.0,0.052552729845047,22,1,1641.094970703125,1,0,STANDARD,30,298.8419494628906,298.8419494628906,2018-03-01
R_A2,0.0,0.05529553070664406,22,2,1642.8890380859375,2,0,STANDARD,30,298.962158203125,298.962158203125,2018-03-01
R_A2,0.0,0.05749242752790451,22,3,1644.68310546875,3,0,STANDARD,30,299.0823669433594,299.0823669433594,2018-03-01
R_A2,0.0,0.06312975287437439,22,4,1646.4771728515625,4,0,STANDARD,30,299.20263671875,299.20263671875,2018-03-01
R_A2,0.0,0.1282118558883667,22,5,1648.2713623046875,5,0,STANDARD,30,299.3230895996094,299.3230895996094,2018-03-01
R_A2,0.0,0.2979748845100403,22,6,1650.0654296875,6,0,STANDARD,30,299.57098388671875,299.57098388671875,2018-03-01
R_A2,0.0,0.8669689893722534,22,7,1651.859619140625,7,0,STANDARD,30,299.817626953125,299.817626953125,2018-03-01
R_A2,0.0,0.6482961773872375,22,8,1653.6536865234375,8,0,STANDARD,30,299.97845458984375,299.97845458984375,2018-03-01
R_A2,0.0,0.17819736897945404,22,9,1655.44775390625,9,0,STANDARD,30,300.0987548828125,300.0987548828125,2018-03-01
R_A2,0.0,0.8786470293998718,22,10,1657.2418212890625,10,0,STANDARD,30,300.31591796875,300.31591796875,2018-03-01
R_A2,0.0,0.07025616616010666,22,11,1659.1368408203125,11,0,STANDARD,30,300.380126953125,300.380126953125,2018-03-01
R_A2,0.0,0.06989184021949768,22,12,1661.132568359375,12,0,STANDARD,30,300.529541015625,300.529541015625,2018-03-01
R_A2,0.0,0.42164650559425354,22,13,1663.12841796875,13,0,STANDARD,30,300.91961669921875,300.91961669921875,2018-03-01
R_A2,0.0,0.4616122245788574,22,14,1665.1241455078125,14,0,STANDARD,30,301.2469787597656,301.2469787597656,2018-03-01
R_A2,0.0,0.6381977796554565,22,15,1667.1199951171875,15,0,STANDARD,30,301.38134765625,301.38134765625,2018-03-01
R_A2,0.0,0.9110800623893738,22,16,1669.11572265625,16,0,STANDARD,30,301.513916015625,301.513916015625,2018-03-01
R_A2,0.0,0.8777104020118713,22,17,1671.111572265625,17,0,STANDARD,30,301.6474914550781,301.6474914550781,2018-03-01
R_A2,0.0,0.9279454946517944,22,18,1672.9881591796875,18,0,STANDARD,30,301.7731628417969,301.7731628417969,2018-03-01
R_A2,0.0,0.940676748752594,22,19,1674.229736328125,18,0,STANDARD,29,301.8543701171875,301.8543701171875,2018-03-01
R_A2,1.0353263200210122e-16,1.0,22,20,1676.1676025390625,27,0,STANDARD,29,303.0182189941406,303.0182189941406,2018-03-01
R_A2,2.4674980313936067e-16,1.0,22,21,1677.9368896484375,28,0,STANDARD,29,303.08154296875,303.08154296875,2018-03-01
R_A2,8.935808805410079e-15,1.0,22,22,1679.7061767578125,29,0,STANDARD,29,302.9613037109375,302.9613037109375,2018-03-01
R_A2,1.360466101753277e-13,1.0,22,23,1681.4754638671875,30,0,STANDARD,29,302.4974365234375,302.4974365234375,2018-03-01
R_A2,0.0,1.0000007152557373,22,24,1683.2447509765625,31,0,STANDARD,29,302.27423095703125,302.27423095703125,2018-03-01
R_A5,-3.646652200219624e-17,1.0,31,1,1685.026611328125,1,0,STANDARD,20,271.9159851074219,271.9159851074219,2018-04-28
R_A5,-1.3725540411809074e-14,1.0,31,2,1687.3070068359375,2,0,STANDARD,20,271.8262634277344,271.8262634277344,2018-04-28
R_A5,-2.0528387271860106e-14,1.0,31,3,1689.5875244140625,3,0,STANDARD,20,272.042236328125,272.042236328125,2018-04-28
R_A5,-2.4103498195851905e-14,1.0,31,4,1691.8680419921875,4,0,STANDARD,20,272.2582092285156,272.2582092285156,2018-04-28
R_A5,-7.795007044356095e-15,1.0,31,5,1694.1485595703125,5,0,STANDARD,20,272.4740905761719,272.4740905761719,2018-04-28
R_A5,-3.8695588888085913e-14,1.0,31,6,1696.4290771484375,6,0,STANDARD,20,272.6900329589844,272.6900329589844,2018-04-28
R_A5,-5.319390202163056e-15,1.0,31,7,1698.70947265625,7,0,STANDARD,20,273.2638244628906,273.2638244628906,2018-04-28
R_A5,-2.513969562308472e-14,1.0,31,8,1700.989990234375,8,0,STANDARD,20,273.5535888671875,273.5535888671875,2018-04-28
R_A5,0.0,1.0,31,9,1703.2706298828125,9,0,STANDARD,20,275.9142761230469,275.9142761230469,2018-04-28
R_A5,-8.296079751987651e-13,1.0,31,10,1707.6488037109375,11,0,STANDARD,20,277.66339111328125,277.66339111328125,2018-04-28
R_A5,-2.7558792921322794e-13,1.0,31,11,1709.5638427734375,12,0,STANDARD,20,277.9005432128906,277.9005432128906,2018-04-28
R_A5,-3.140639692755798e-10,1.0,31,12,1701.7845458984375,12,0,STANDARD,21,276.6064147949219,276.6064147949219,2018-04-28
R_A5,0.0,1.0,31,13,1703.735107421875,13,0,STANDARD,21,277.441162109375,277.441162109375,2018-04-28
R_A5,-2.933358833612232e-10,1.0,31,14,1705.6856689453125,14,0,STANDARD,21,277.6492614746094,277.6492614746094,2018-04-28
R_A5,-5.6932691200328733e-11,1.0,31,15,1707.63623046875,15,0,STANDARD,21,277.847900390625,277.847900390625,2018-04-28
R_A5,-1.589199084828241e-11,1.0,31,16,1709.5867919921875,16,0,STANDARD,21,278.2348937988281,278.2348937988281,2018-04-28
R_A5,-1.7488219206107658e-11,1.0,31,17,1711.537353515625,17,0,STANDARD,21,278.5411071777344,278.5411071777344,2018-04-28
R_A5,-3.555542665845124e-11,1.0,31,18,1713.35400390625,18,0,STANDARD,21,278.9660949707031,278.9660949707031,2018-04-28
R_A5,0.0,1.0,31,19,1714.3951416015625,19,0,STANDARD,21,279.2453918457031,279.2453918457031,2018-04-28
R_A5,-3.960414982073779e-11,1.0,31,20,1715.7628173828125,27,0,STANDARD,21,279.302978515625,279.302978515625,2018-04-28
R_A5,-2.6690713875177074e-11,1.0,31,21,1718.098388671875,28,0,STANDARD,21,279.732421875,279.732421875,2018-04-28
R_A5,-1.1501784083354636e-18,1.0,31,22,1720.43408203125,29,0,STANDARD,21,285.3807067871094,285.3807067871094,2018-04-28
R_A5,-8.913870618194875e-13,1.0,31,23,1722.7696533203125,30,0,STANDARD,21,279.61920166015625,279.61920166015625,2018-04-28
R_A5,-1.062979302906808e-18,1.0,31,24,1725.105224609375,31,0,STANDARD,21,281.6331787109375,281.6331787109375,2018-04-28
R_A3,0.0,0.6494778394699097,28,1,1609.243408203125,1,0,STANDARD,41,278.734619140625,278.734619140625,2018-07-03
R_A3,0.0,0.1932676136493683,28,2,1611.3077392578125,2,0,STANDARD,41,278.8682861328125,278.8682861328125,2018-07-03
R_A3,0.0,0.15446047484874725,28,3,1613.3720703125,3,0,STANDARD,41,279.0058288574219,279.0058288574219,2018-07-03
R_A3,0.0,0.16951102018356323,28,4,1615.4365234375,4,0,STANDARD,41,279.14349365234375,279.14349365234375,2018-07-03
R_A3,0.0,0.6501022577285767,28,5,1617.5008544921875,5,0,STANDARD,41,279.2897644042969,279.2897644042969,2018-07-03
R_A3,0.0,0.33224084973335266,28,6,1619.565185546875,6,0,STANDARD,41,279.4378662109375,279.4378662109375,2018-07-03
R_A3,0.0,0.649751603603363,29,7,1609.3663330078125,6,0,STANDARD,41,278.66485595703125,278.66485595703125,2018-07-03
R_A3,0.0,0.19391648471355438,29,8,1611.4163818359375,7,0,STANDARD,41,278.8273620605469,278.8273620605469,2018-07-03
R_A3,0.0,0.34668371081352234,29,9,1613.46630859375,8,0,STANDARD,41,278.9654846191406,278.9654846191406,2018-07-03
R_A3,0.0,0.7937158346176147,29,10,1615.516357421875,9,0,STANDARD,41,279.1859130859375,279.1859130859375,2018-07-03
R_A3,0.0,0.788108766078949,29,11,1617.5662841796875,10,0,STANDARD,41,280.755859375,280.755859375,2018-07-03
R_A3,0.0,0.04738936573266983,29,12,1619.750732421875,11,0,STANDARD,41,281.0356140136719,281.0356140136719,2018-07-03
R_A3,0.0,0.05284498259425163,29,13,1622.0697021484375,12,0,STANDARD,41,281.19036865234375,281.19036865234375,2018-07-03
R_A3,0.0,0.3652247488498688,29,14,1624.388671875,13,0,STANDARD,41,281.34527587890625,281.34527587890625,2018-07-03
R_A3,0.0,0.4797819256782532,29,15,1629.026611328125,15,0,STANDARD,41,283.2640686035156,283.2640686035156,2018-07-03
R_A3,0.0,0.7962963581085205,29,16,1630.9468994140625,16,0,STANDARD,41,283.41839599609375,283.41839599609375,2018-07-03
R_A3,-1.0713722660773972e-12,1.0,29,17,1633.5262451171875,27,0,STANDARD,41,287.42608642578125,287.42608642578125,2018-07-03
R_A3,0.0,0.04149463772773743,29,18,1637.1630859375,28,0,STANDARD,41,283.5321350097656,283.5321350097656,2018-07-03
R_A3,0.0,0.049154751002788544,29,19,1640.8001708984375,29,0,STANDARD,41,283.7747802734375,283.7747802734375,2018-07-03
R_A3,-1.390417034979885e-11,1.0,29,20,1644.4371337890625,30,0,STANDARD,41,287.6398010253906,287.6398010253906,2018-07-03
R_A3,0.0,0.058274611830711365,29,21,1648.0740966796875,31,0,STANDARD,41,284.2501525878906,284.2501525878906,2018-07-03
R_A4,0.0,0.05067754536867142,30,1,1631.1873779296875,1,0,STANDARD,52,277.3717346191406,277.3717346191406,2018-09-12
R_A4,0.0,0.04764774441719055,31,2,1627.4293212890625,1,0,STANDARD,52,277.1766052246094,277.1766052246094,2018-09-12
R_A4,0.0,0.04878976196050644,31,3,1629.4896240234375,2,0,STANDARD,52,277.3139343261719,277.3139343261719,2018-09-12
R_A4,0.0,0.0510973259806633,31,4,1631.5498046875,3,0,STANDARD,52,277.4512634277344,277.4512634277344,2018-09-12
R_A4,0.0,0.05576828122138977,31,5,1633.610107421875,4,0,STANDARD,52,277.588623046875,277.588623046875,2018-09-12
R_A4,0.0,0.05522025004029274,32,6,1632.3968505859375,4,0,STANDARD,52,277.5472717285156,277.5472717285156,2018-09-12
R_A4,0.0,0.055478714406490326,32,7,1635.880615234375,4,0,STANDARD,51,277.7460632324219,277.7460632324219,2018-09-12
R_A4,0.0,0.05871224030852318,33,8,1637.321044921875,4,0,STANDARD,51,277.87298583984375,277.87298583984375,2018-09-12
R_A4,0.0,0.05381287261843681,33,9,1635.474609375,3,0,STANDARD,51,277.7498474121094,277.7498474121094,2018-09-12
R_A4,0.0,0.1434599906206131,33,10,1642.1485595703125,4,0,STANDARD,50,278.11444091796875,278.11444091796875,2018-09-12
R_A4,0.0,0.07749631255865097,34,11,1641.132080078125,4,0,STANDARD,50,278.0627746582031,278.0627746582031,2018-09-12
R_A4,0.0,0.1179528683423996,34,12,1639.20703125,3,0,STANDARD,50,277.9345703125,277.9345703125,2018-09-12
R_A4,0.0,0.11917301267385483,35,13,1640.9061279296875,3,0,STANDARD,50,278.1091613769531,278.1091613769531,2018-09-12
R_A4,0.0,0.22131526470184326,35,14,1639.0426025390625,2,0,STANDARD,50,277.98541259765625,277.98541259765625,2018-09-12
R_A4,0.0,0.22777223587036133,35,15,1641.93212890625,2,0,STANDARD,49,278.0809631347656,278.0809631347656,2018-09-12
R_A4,0.0,0.12325058877468109,36,16,1642.357421875,30,0,STANDARD,49,278.7261657714844,278.7261657714844,2018-09-12
R_A4,0.0,0.05446864292025566,36,17,1639.6068115234375,30,0,STANDARD,48,278.43798828125,278.43798828125,2018-09-12
R_A4,0.0,0.22654691338539124,37,18,1646.7513427734375,30,0,STANDARD,48,279.0665588378906,279.0665588378906,2018-09-12
R_A4,0.0,0.26779904961586,38,19,1653.461669921875,30,0,STANDARD,48,279.68182373046875,279.68182373046875,2018-09-12
R_A4,0.0,0.6754962801933289,38,20,1657.8184814453125,30,0,STANDARD,47,279.811279296875,279.811279296875,2018-09-12
R_A6,-3.1171015746865594e-13,1.0,17,1,1695.20263671875,1,0,STANDARD,42,273.926513671875,273.926513671875,2018-11-07
R_A6,-1.9846327543610737e-13,1.0,17,2,1696.7510986328125,2,0,STANDARD,42,274.0718994140625,274.0718994140625,2018-11-07
R_A6,-1.415120868793543e-13,1.0,17,3,1698.299560546875,3,0,STANDARD,42,274.21478271484375,274.21478271484375,2018-11-07
R_A6,-1.1700629885553343e-13,1.0,17,4,1699.84814453125,4,0,STANDARD,42,274.3542785644531,274.3542785644531,2018-11-07
R_A6,-3.097170415099215e-13,1.0,17,5,1701.3966064453125,5,0,STANDARD,42,274.49224853515625,274.49224853515625,2018-11-07
R_A6,-7.770694677999845e-12,1.0,17,6,1702.9451904296875,6,0,STANDARD,42,274.6329040527344,274.6329040527344,2018-11-07
R_A6,-1.488017868644942e-11,1.0,17,7,1704.49365234375,7,0,STANDARD,42,274.47705078125,274.47705078125,2018-11-07
R_A6,-7.9749991332978e-12,1.0,17,8,1706.042236328125,8,0,STANDARD,42,274.6236267089844,274.6236267089844,2018-11-07
R_A6,-5.760865959617001e-13,1.0,17,9,1707.5906982421875,9,0,STANDARD,42,275.0703125,275.0703125,2018-11-07
R_A6,-2.49642920403673e-14,1.0,17,10,1709.1392822265625,10,0,STANDARD,42,275.3780822753906,275.3780822753906,2018-11-07
R_A6,-1.8122974637917871e-13,1.0,17,11,1711.055419921875,11,0,STANDARD,42,275.3354187011719,275.3354187011719,2018-11-07
R_A6,-8.142795384366922e-14,1.0,17,12,1713.3392333984375,12,0,STANDARD,42,275.5516357421875,275.5516357421875,2018-11-07
R_A6,-6.578391175841641e-15,1.0,17,13,1715.623046875,13,0,STANDARD,42,275.7804870605469,275.7804870605469,2018-11-07
