DATE,SWAT,PRESSURE,CONBPRES,CONIPOS,CONIDX,WELL,WELLMODEL,CONKPOS,CONJPOS,DEPTH,DRAWDOWN,SGAS
2018-11-07,1.0,275.4557800292969,275.4557800292969,17,14,R_A6,STANDARD,14,42,1717.9068603515625,0,1.1172737798176605e-16
2018-11-07,1.0,275.6854553222656,275.6854553222656,17,15,R_A6,STANDARD,15,42,1720.190673828125,0,1.0718266240794251e-16
2018-11-07,1.0,276.0959777832031,276.0959777832031,17,16,R_A6,STANDARD,16,42,1722.474365234375,0,2.7506519804995322e-17
2018-11-07,1.0,276.3619079589844,276.3619079589844,17,17,R_A6,STANDARD,17,42,1724.7581787109375,0,1.9410545807914218e-18
2018-11-07,1.0,276.5348205566406,276.5348205566406,17,18,R_A6,STANDARD,18,42,1726.394287109375,0,2.8362881695197996e-18
2018-11-07,1.0,276.56683349609375,276.56683349609375,17,19,R_A6,STANDARD,27,42,1727.7508544921875,0,1.024275967895802e-15
2018-11-07,1.0,277.19512939453125,277.19512939453125,17,20,R_A6,STANDARD,28,42,1729.4755859375,0,-3.010477120225747e-16
2018-11-07,1.0,277.4367370605469,277.4367370605469,17,21,R_A6,STANDARD,29,42,1731.2001953125,0,-4.565934278547858e-16
2018-11-07,1.0,277.8667297363281,277.8667297363281,17,22,R_A6,STANDARD,30,42,1732.9249267578125,0,4.418828720620251e-21
2018-11-07,1.0,277.1333923339844,277.1333923339844,17,23,R_A6,STANDARD,31,42,1734.649658203125,0,1.0826714913055873e-16
