SGAS,PRESSURE,CONBPRES,DATE,CONIPOS,CONKPOS,SWAT,CONJPOS,CONIDX,WELLMODEL,DRAWDOWN,DEPTH,WELL
0.0,298.5317077636719,298.5317077636719,2018-03-01,22,4,0.06016842648386955,30,4,STANDARD,0,1645.62353515625,R_A2
0.0,298.6481018066406,298.6481018066406,2018-03-01,22,5,0.06448269635438919,30,5,STANDARD,0,1647.3604736328125,R_A2
0.0,298.7853698730469,298.7853698730469,2018-03-01,22,6,0.30301570892333984,30,6,STANDARD,0,1649.097412109375,R_A2
0.0,298.9130554199219,298.9130554199219,2018-03-01,22,7,0.871274471282959,30,7,STANDARD,0,1650.834228515625,R_A2
0.0,299.036376953125,299.036376953125,2018-03-01,22,8,0.8567604422569275,30,8,STANDARD,0,1652.5711669921875,R_A2
0.0,299.4003601074219,299.4003601074219,2018-03-01,22,9,0.8684576153755188,30,9,STANDARD,0,1654.30810546875,R_A2
0.0,299.811767578125,299.811767578125,2018-03-01,22,10,0.8811007738113403,30,10,STANDARD,0,1656.044921875,R_A2
0.0,299.7905578613281,299.7905578613281,2018-03-01,22,11,0.06759084016084671,30,11,STANDARD,0,1657.924072265625,R_A2
0.0,299.91827392578125,299.91827392578125,2018-03-01,22,12,0.06305468827486038,30,12,STANDARD,0,1659.9454345703125,R_A2
0.0,300.1081848144531,300.1081848144531,2018-03-01,22,13,0.4277689456939697,30,13,STANDARD,0,1661.966796875,R_A2
0.0,300.2447204589844,300.2447204589844,2018-03-01,22,14,0.4713774025440216,30,14,STANDARD,0,1663.9881591796875,R_A2
0.0,300.38568115234375,300.38568115234375,2018-03-01,22,15,0.9012218713760376,30,15,STANDARD,0,1666.009521484375,R_A2
0.0,300.52471923828125,300.52471923828125,2018-03-01,22,16,0.9073675870895386,30,16,STANDARD,0,1668.0308837890625,R_A2
0.0,300.661865234375,300.661865234375,2018-03-01,22,17,0.8595793843269348,30,17,STANDARD,0,1670.0523681640625,R_A2
0.0,300.9472351074219,300.9472351074219,2018-03-01,22,17,0.9271404147148132,29,18,STANDARD,0,1674.5928955078125,R_A2
0.0,301.07257080078125,301.07257080078125,2018-03-01,22,18,0.9896721839904785,29,19,STANDARD,0,1676.46240234375,R_A2
0.0,301.9449157714844,301.9449157714844,2018-03-01,22,26,0.6483304500579834,29,20,STANDARD,0,1678.212890625,R_A2
-1.046992279810419e-16,303.28411865234375,303.28411865234375,2018-03-01,22,27,1.0,29,21,STANDARD,0,1679.9677734375,R_A2
-5.856109982212783e-16,303.6222229003906,303.6222229003906,2018-03-01,22,28,1.0,29,22,STANDARD,0,1681.72265625,R_A2
-1.2751838769490577e-14,303.4942321777344,303.4942321777344,2018-03-01,22,29,1.0,29,23,STANDARD,0,1683.4776611328125,R_A2
-8.788815508697922e-11,303.0034484863281,303.0034484863281,2018-03-01,22,30,1.0,29,24,STANDARD,0,1685.2325439453125,R_A2
-3.8571643656837296e-09,280.55487060546875,280.55487060546875,2018-04-28,31,1,0.9999999403953552,20,1,STANDARD,0,1685.8468017578125,R_A5
-4.246108797900661e-09,280.75775146484375,280.75775146484375,2018-04-28,31,2,0.9999999403953552,20,2,STANDARD,0,1687.9896240234375,R_A5
-4.284356869277417e-09,280.960693359375,280.960693359375,2018-04-28,31,3,0.9999999403953552,20,3,STANDARD,0,1690.13232421875,R_A5
-5.122116508715635e-09,281.16363525390625,281.16363525390625,2018-04-28,31,4,0.9999998807907104,20,4,STANDARD,0,1692.275146484375,R_A5
-2.1570327746189832e-09,281.3662414550781,281.3662414550781,2018-04-28,31,5,0.9999999403953552,20,5,STANDARD,0,1694.4178466796875,R_A5
-2.958910894079736e-09,281.5693664550781,281.5693664550781,2018-04-28,31,6,0.9999999403953552,20,6,STANDARD,0,1696.5606689453125,R_A5
-2.4309672330691257e-11,282.1210632324219,282.1210632324219,2018-04-28,31,7,1.0,20,7,STANDARD,0,1698.7034912109375,R_A5
-2.662872873593347e-11,282.38360595703125,282.38360595703125,2018-04-28,31,8,1.0,20,8,STANDARD,0,1700.84619140625,R_A5
-2.526772367728025e-11,280.541259765625,280.541259765625,2018-04-28,31,11,1.0,21,9,STANDARD,0,1700.5657958984375,R_A5
-2.5357084487698245e-11,280.7408752441406,280.7408752441406,2018-04-28,31,12,1.0,21,10,STANDARD,0,1702.5748291015625,R_A5
-9.936123104847816e-13,280.9426574707031,280.9426574707031,2018-04-28,31,13,1.0,21,11,STANDARD,0,1704.583740234375,R_A5
-7.593840920666617e-13,281.1326904296875,281.1326904296875,2018-04-28,31,14,1.0,21,12,STANDARD,0,1706.5927734375,R_A5
-5.145009310085491e-13,281.3243103027344,281.3243103027344,2018-04-28,31,15,1.0,21,13,STANDARD,0,1708.601806640625,R_A5
-8.046779795224321e-14,281.6679382324219,281.6679382324219,2018-04-28,31,16,1.0,21,14,STANDARD,0,1710.6107177734375,R_A5
-1.017980594568077e-13,281.8664245605469,281.8664245605469,2018-04-28,31,17,1.0,21,15,STANDARD,0,1712.59033203125,R_A5
-5.845938154131619e-14,281.9930419921875,281.9930419921875,2018-04-28,31,18,1.0,21,16,STANDARD,0,1713.8837890625,R_A5
0.0,282.04168701171875,282.04168701171875,2018-04-28,31,19,1.0,21,17,STANDARD,0,1714.3878173828125,R_A5
-1.910823827996639e-14,287.3663024902344,287.3663024902344,2018-04-28,31,26,1.0,21,18,STANDARD,0,1715.6834716796875,R_A5
-2.2854839494459295e-14,287.61932373046875,287.61932373046875,2018-04-28,31,27,1.0,21,19,STANDARD,0,1717.9031982421875,R_A5
-7.431212613908579e-17,290.474609375,290.474609375,2018-04-28,31,28,1.0,21,20,STANDARD,0,1720.1229248046875,R_A5
-1.2004687406813973e-19,290.7063903808594,290.7063903808594,2018-04-28,31,29,1.0,21,21,STANDARD,0,1722.3427734375,R_A5
-5.087909490863484e-22,301.9090576171875,301.9090576171875,2018-04-28,31,30,1.0,21,22,STANDARD,0,1724.5625,R_A5
0.0,277.8897705078125,277.8897705078125,2018-07-03,28,1,0.6499084830284119,41,1,STANDARD,0,1607.8992919921875,R_A3
0.0,278.01910400390625,278.01910400390625,2018-07-03,28,2,0.19200466573238373,41,2,STANDARD,0,1609.917236328125,R_A3
0.0,278.1536560058594,278.1536560058594,2018-07-03,28,3,0.11855839192867279,41,3,STANDARD,0,1611.9351806640625,R_A3
0.0,278.288330078125,278.288330078125,2018-07-03,28,4,0.16615256667137146,41,4,STANDARD,0,1613.953125,R_A3
0.0,277.74810791015625,277.74810791015625,2018-07-03,29,4,0.6524884700775146,41,5,STANDARD,0,1606.59619140625,R_A3
0.0,278.0549011230469,278.0549011230469,2018-07-03,29,5,0.8008831739425659,41,6,STANDARD,0,1608.6943359375,R_A3
0.0,278.1487121582031,278.1487121582031,2018-07-03,29,6,0.6494933366775513,41,7,STANDARD,0,1610.79248046875,R_A3
0.0,278.30706787109375,278.30706787109375,2018-07-03,29,7,0.19556812942028046,41,8,STANDARD,0,1612.890625,R_A3
0.0,278.4471130371094,278.4471130371094,2018-07-03,29,8,0.19726677238941193,41,9,STANDARD,0,1614.98876953125,R_A3
0.0,278.7254333496094,278.7254333496094,2018-07-03,29,9,0.7907628417015076,41,10,STANDARD,0,1617.0870361328125,R_A3
0.0,281.8330383300781,281.8330383300781,2018-07-03,29,10,0.7920141220092773,41,11,STANDARD,0,1619.1851806640625,R_A3
0.0,295.23870849609375,295.23870849609375,2018-07-03,29,11,0.047167595475912094,41,12,STANDARD,0,1621.36181640625,R_A3
0.0,295.3897399902344,295.3897399902344,2018-07-03,29,12,0.054063137620687485,41,13,STANDARD,0,1623.616943359375,R_A3
0.0,295.5410461425781,295.5410461425781,2018-07-03,29,13,0.36936503648757935,41,14,STANDARD,0,1625.8720703125,R_A3
0.0,296.1714782714844,296.1714782714844,2018-07-03,29,14,0.361095130443573,41,15,STANDARD,0,1628.1273193359375,R_A3
0.0,296.12152099609375,296.12152099609375,2018-07-03,29,15,0.4959707260131836,41,16,STANDARD,0,1630.382568359375,R_A3
0.0,296.257568359375,296.257568359375,2018-07-03,29,16,0.8075207471847534,41,17,STANDARD,0,1632.3485107421875,R_A3
0.0,286.3487854003906,286.3487854003906,2018-07-03,29,26,0.17416900396347046,41,18,STANDARD,0,1634.93212890625,R_A3
0.0,286.5312805175781,286.5312805175781,2018-07-03,29,27,0.04377776011824608,41,19,STANDARD,0,1638.42236328125,R_A3
0.0,286.7644958496094,286.7644958496094,2018-07-03,29,28,0.05165169760584831,41,20,STANDARD,0,1641.912841796875,R_A3
0.0,287.00762939453125,287.00762939453125,2018-07-03,29,29,0.21616911888122559,41,21,STANDARD,0,1645.4031982421875,R_A3
0.0,287.2220458984375,287.2220458984375,2018-07-03,29,30,0.06029582396149635,41,22,STANDARD,0,1648.8934326171875,R_A3
0.0,280.3110046386719,280.3110046386719,2018-09-12,30,1,0.04877447336912155,52,1,STANDARD,0,1631.5025634765625,R_A4
0.0,280.0231628417969,280.0231628417969,2018-09-12,31,1,0.04786326736211777,52,2,STANDARD,0,1626.649169921875,R_A4
0.0,280.1608581542969,280.1608581542969,2018-09-12,31,2,0.048420026898384094,52,3,STANDARD,0,1628.713623046875,R_A4
0.0,280.29852294921875,280.29852294921875,2018-09-12,31,3,0.05018513649702072,52,4,STANDARD,0,1630.7779541015625,R_A4
0.0,280.43621826171875,280.43621826171875,2018-09-12,31,4,0.05298619344830513,52,5,STANDARD,0,1632.8424072265625,R_A4
0.0,280.41717529296875,280.41717529296875,2018-09-12,32,4,0.051552388817071915,52,6,STANDARD,0,1632.118408203125,R_A4
0.0,280.5419921875,280.5419921875,2018-09-12,32,5,0.053878430277109146,52,7,STANDARD,0,1633.9901123046875,R_A4
0.0,280.7178649902344,280.7178649902344,2018-09-12,32,5,0.1466047763824463,51,8,STANDARD,0,1637.1483154296875,R_A4
0.0,280.595703125,280.595703125,2018-09-12,32,4,0.053939662873744965,51,9,STANDARD,0,1635.317138671875,R_A4
0.0,280.7040710449219,280.7040710449219,2018-09-12,33,4,0.05696684122085571,51,10,STANDARD,0,1636.628662109375,R_A4
0.0,281.0322265625,281.0322265625,2018-09-12,33,4,0.06203874945640564,50,11,STANDARD,0,1641.87890625,R_A4
0.0,280.9090270996094,280.9090270996094,2018-09-12,34,4,0.059530239552259445,50,12,STANDARD,0,1640.0208740234375,R_A4
0.0,280.9111022949219,280.9111022949219,2018-09-12,35,4,0.057565636932849884,50,13,STANDARD,0,1640.465576171875,R_A4
0.0,280.79296875,280.79296875,2018-09-12,35,3,0.19880558550357819,50,14,STANDARD,0,1638.68994140625,R_A4
0.0,281.09320068359375,281.09320068359375,2018-09-12,35,3,0.18392057716846466,49,15,STANDARD,0,1643.6805419921875,R_A4
0.0,280.972900390625,280.972900390625,2018-09-12,35,2,0.2267153263092041,49,16,STANDARD,0,1641.8895263671875,R_A4
0.0,277.43865966796875,277.43865966796875,2018-09-12,36,29,0.31523746252059937,49,17,STANDARD,0,1642.53076171875,R_A4
0.0,277.03179931640625,277.03179931640625,2018-09-12,36,29,0.06632289290428162,48,18,STANDARD,0,1642.5977783203125,R_A4
0.0,278.1123352050781,278.1123352050781,2018-09-12,37,29,0.3028448224067688,48,19,STANDARD,0,1648.55322265625,R_A4
0.0,278.9002990722656,278.9002990722656,2018-09-12,38,29,0.263568639755249,48,20,STANDARD,0,1652.71435546875,R_A4
0.0,278.72222900390625,278.72222900390625,2018-09-12,38,29,0.6653277277946472,47,21,STANDARD,0,1658.470458984375,R_A4
-4.369846064861127e-12,275.1214599609375,275.1214599609375,2018-11-07,17,1,1.0,42,1,STANDARD,0,1694.7257080078125,R_A6
-2.6685021380090657e-12,275.2661437988281,275.2661437988281,2018-11-07,17,2,1.0,42,2,STANDARD,0,1696.2681884765625,R_A6
-1.6611775973882081e-12,275.408447265625,275.408447265625,2018-11-07,17,3,1.0,42,3,STANDARD,0,1697.8106689453125,R_A6
-1.3252222669929425e-12,275.54693603515625,275.54693603515625,2018-11-07,17,4,1.0,42,4,STANDARD,0,1699.3531494140625,R_A6
-1.9593534694023473e-12,275.6841125488281,275.6841125488281,2018-11-07,17,5,1.0,42,5,STANDARD,0,1700.8956298828125,R_A6
-9.083538782261869e-11,275.824462890625,275.824462890625,2018-11-07,17,6,1.0,42,6,STANDARD,0,1702.4381103515625,R_A6
-1.836522045550737e-10,275.6669921875,275.6669921875,2018-11-07,17,7,1.0,42,7,STANDARD,0,1703.9805908203125,R_A6
-1.2671694249455356e-10,275.8130187988281,275.8130187988281,2018-11-07,17,8,1.0,42,8,STANDARD,0,1705.5230712890625,R_A6
-1.1006666064683479e-11,276.2622985839844,276.2622985839844,2018-11-07,17,9,1.0,42,9,STANDARD,0,1707.0654296875,R_A6
-1.0166375519204962e-09,276.1142578125,276.1142578125,2018-11-07,17,10,1.0,42,10,STANDARD,0,1708.60791015625,R_A6
-7.158509895965892e-11,280.0986022949219,280.0986022949219,2018-11-07,17,11,1.0,42,11,STANDARD,0,1710.5135498046875,R_A6
-7.205133711885026e-11,280.3192443847656,280.3192443847656,2018-11-07,17,12,1.0,42,12,STANDARD,0,1712.7823486328125,R_A6
-5.413067997311893e-12,280.56170654296875,280.56170654296875,2018-11-07,17,13,1.0,42,13,STANDARD,0,1715.051025390625,R_A6
