DRAWDOWN,WELLMODEL,SWAT,PRESSURE,CONIDX,SGAS,CONBPRES,DATE,CONIPOS,DEPTH,WELL,CONJPOS,CONKPOS
0,STANDARD,1.0,279.9485168457031,14,-7.965383317124972e-14,279.9485168457031,2018-11-07,17,1717.345947265625,R_A6,42,14
0,STANDARD,1.0,280.1700744628906,15,-4.6655357393210126e-14,280.1700744628906,2018-11-07,17,1719.6591796875,R_A6,42,15
0,STANDARD,1.0,280.53955078125,16,-1.7952931079690676e-14,280.53955078125,2018-11-07,17,1721.9722900390625,R_A6,42,16
0,STANDARD,1.0,280.7635803222656,17,-2.5058256793338007e-14,280.7635803222656,2018-11-07,17,1724.2855224609375,R_A6,42,17
0,STANDARD,1.0,280.9083557128906,18,-2.2961491106913978e-14,280.9083557128906,2018-11-07,17,1725.7908935546875,R_A6,42,18
0,STANDARD,1.0,280.98065185546875,19,-1.793611374874271e-12,280.98065185546875,2018-11-07,17,1726.9979248046875,R_A6,42,26
0,STANDARD,1.0,281.168701171875,20,-2.9078231792920017e-13,281.168701171875,2018-11-07,17,1728.71435546875,R_A6,42,27
0,STANDARD,1.0,281.9537353515625,21,-9.468863780160659e-20,281.9537353515625,2018-11-07,17,1730.4307861328125,R_A6,42,28
0,STANDARD,1.0,281.7354431152344,22,2.334566730471249e-13,281.7354431152344,2018-11-07,17,1732.1473388671875,R_A6,42,29
0,STANDARD,1.0,281.5921936035156,23,7.533363039283203e-13,281.5921936035156,2018-11-07,17,1733.86376953125,R_A6,42,30
