WELLMODEL,CONKPOS,DATE,DEPTH,CONJPOS,CONIPOS,CONBPRES,PRESSURE,CONIDX,DRAWDOWN,WELL,SGAS,SWAT
STANDARD,10,2018-07-03,1620.5,41,29,280.8861083984375,280.8861083984375,11,0,R_A3,0.0,0.8017418384552002
STANDARD,11,2018-07-03,1622.571044921875,41,29,282.2654113769531,282.2654113769531,12,0,R_A3,0.0,0.04906931892037392
STANDARD,12,2018-07-03,1624.752197265625,41,29,282.4110107421875,282.4110107421875,13,0,R_A3,0.0,0.054833631962537766
STANDARD,13,2018-07-03,1626.9334716796875,41,29,282.5570373535156,282.5570373535156,14,0,R_A3,0.0,0.3653166890144348
STANDARD,15,2018-07-03,1631.2957763671875,41,29,283.77130126953125,283.77130126953125,15,0,R_A3,0.0,0.6260367631912231
STANDARD,16,2018-07-03,1633.0321044921875,41,29,283.9553527832031,283.9553527832031,16,0,R_A3,0.0,0.796017050743103
STANDARD,25,2018-07-03,1635.3717041015625,41,29,288.794677734375,288.794677734375,17,0,R_A3,0.0,0.9999879002571106
STANDARD,26,2018-07-03,1638.7593994140625,41,29,286.58721923828125,286.58721923828125,18,0,R_A3,0.0,0.1527501344680786
STANDARD,27,2018-07-03,1642.1470947265625,41,29,286.8149108886719,286.8149108886719,19,0,R_A3,0.0,0.05002443119883537
STANDARD,28,2018-07-03,1645.5347900390625,41,29,286.9756164550781,286.9756164550781,20,0,R_A3,0.0,0.6645805835723877
STANDARD,29,2018-07-03,1648.9224853515625,41,29,287.20965576171875,287.20965576171875,21,0,R_A3,0.0,0.0925557017326355
STANDARD,1,2018-09-12,1627.2364501953125,52,30,282.0963439941406,282.0963439941406,1,0,R_A4,0.0,0.04675748571753502
STANDARD,1,2018-09-12,1625.024169921875,52,31,281.97601318359375,281.97601318359375,2,0,R_A4,0.0,0.046194128692150116
STANDARD,2,2018-09-12,1627.1070556640625,52,31,282.1149597167969,282.1149597167969,3,0,R_A4,0.0,0.04837231710553169
STANDARD,3,2018-09-12,1629.18994140625,52,31,282.2539367675781,282.2539367675781,4,0,R_A4,0.0,0.04899837076663971
STANDARD,4,2018-09-12,1631.27294921875,52,31,282.3929443359375,282.3929443359375,5,0,R_A4,0.0,0.050787270069122314
STANDARD,5,2018-09-12,1633.3558349609375,52,31,282.53192138671875,282.53192138671875,6,0,R_A4,0.0,0.052757441997528076
STANDARD,5,2018-09-12,1633.9161376953125,52,32,282.5883483886719,282.5883483886719,7,0,R_A4,0.0,0.05381208658218384
STANDARD,6,2018-09-12,1635.8148193359375,52,32,282.7150573730469,282.7150573730469,8,0,R_A4,0.0,0.05542682111263275
STANDARD,6,2018-09-12,1636.08544921875,51,32,282.684326171875,282.684326171875,9,0,R_A4,0.0,0.052788056433200836
STANDARD,5,2018-09-12,1634.2698974609375,51,32,282.5631408691406,282.5631408691406,10,0,R_A4,0.0,0.05488347262144089
STANDARD,5,2018-09-12,1637.4833984375,51,33,282.7703857421875,282.7703857421875,11,0,R_A4,0.0,0.055178191512823105
STANDARD,4,2018-09-12,1635.632080078125,51,33,282.6466979980469,282.6466979980469,12,0,R_A4,0.0,0.05670098960399628
STANDARD,5,2018-09-12,1641.8624267578125,50,33,283.0158386230469,283.0158386230469,13,0,R_A4,0.0,0.05938063561916351
STANDARD,5,2018-09-12,1641.4139404296875,50,34,282.9480895996094,282.9480895996094,14,0,R_A4,0.0,0.05878641456365585
STANDARD,4,2018-09-12,1639.529052734375,50,34,282.82244873046875,282.82244873046875,15,0,R_A4,0.0,0.061084069311618805
STANDARD,4,2018-09-12,1640.57470703125,50,35,282.817138671875,282.817138671875,16,0,R_A4,0.0,0.060558781027793884
STANDARD,3,2018-09-12,1638.748046875,50,35,282.69580078125,282.69580078125,17,0,R_A4,0.0,0.1545899659395218
STANDARD,3,2018-09-12,1643.6634521484375,49,35,282.9552917480469,282.9552917480469,18,0,R_A4,0.0,0.22631023824214935
STANDARD,2,2018-09-12,1641.8411865234375,49,35,282.82879638671875,282.82879638671875,19,0,R_A4,0.0,0.23323290050029755
STANDARD,28,2018-09-12,1642.9732666015625,49,36,280.4932861328125,280.4932861328125,20,0,R_A4,0.0,0.2676219046115875
STANDARD,28,2018-09-12,1644.65380859375,48,36,279.8201904296875,279.8201904296875,21,0,R_A4,0.0,0.6726953983306885
STANDARD,28,2018-09-12,1651.0054931640625,48,37,280.4510498046875,280.4510498046875,22,0,R_A4,0.0,0.6693920493125916
STANDARD,27,2018-09-12,1645.542236328125,48,37,279.2431945800781,279.2431945800781,23,0,R_A4,0.0,0.6541579961776733
STANDARD,27,2018-09-12,1652.0230712890625,48,38,280.4710693359375,280.4710693359375,24,0,R_A4,0.0,0.6960329413414001
STANDARD,27,2018-09-12,1660.7947998046875,47,38,280.451904296875,280.451904296875,25,0,R_A4,0.0,0.6882933378219604
STANDARD,1,2018-11-07,1693.740478515625,42,17,277.40380859375,277.40380859375,1,0,R_A6,-4.743088043092543e-14,1.0
STANDARD,2,2018-11-07,1695.2647705078125,42,17,277.55181884765625,277.55181884765625,2,0,R_A6,-1.5720581041157888e-15,1.0
STANDARD,3,2018-11-07,1696.7890625,42,17,277.7029724121094,277.7029724121094,3,0,R_A6,-1.7831913364934086e-15,1.0
STANDARD,4,2018-11-07,1698.313232421875,42,17,277.8540954589844,277.8540954589844,4,0,R_A6,-1.2245163565717315e-15,1.0
STANDARD,5,2018-11-07,1699.83740234375,42,17,278.0028381347656,278.0028381347656,5,0,R_A6,-1.278254667844386e-15,1.0
STANDARD,6,2018-11-07,1701.361572265625,42,17,277.84906005859375,277.84906005859375,6,0,R_A6,-4.4789235390191653e-14,1.0
STANDARD,7,2018-11-07,1702.8858642578125,42,17,277.9934387207031,277.9934387207031,7,0,R_A6,-4.825849260676508e-14,1.0
STANDARD,8,2018-11-07,1704.4100341796875,42,17,278.1414794921875,278.1414794921875,8,0,R_A6,-3.341120444005051e-14,1.0
STANDARD,9,2018-11-07,1705.934326171875,42,17,278.59637451171875,278.59637451171875,9,0,R_A6,-1.5161990341014463e-15,1.0
STANDARD,10,2018-11-07,1707.45849609375,42,17,278.4634094238281,278.4634094238281,10,0,R_A6,-4.437710981563918e-14,1.0
STANDARD,11,2018-11-07,1709.3426513671875,42,17,278.66339111328125,278.66339111328125,11,0,R_A6,6.036425699573744e-14,1.0
STANDARD,12,2018-11-07,1711.5867919921875,42,17,278.8989562988281,278.8989562988281,12,0,R_A6,2.0720470627374858e-14,1.0
STANDARD,13,2018-11-07,1713.830810546875,42,17,279.1373291015625,279.1373291015625,13,0,R_A6,1.9484500056015644e-15,1.0
STANDARD,14,2018-11-07,1716.074951171875,42,17,279.3498229980469,279.3498229980469,14,0,R_A6,1.4770674883668369e-15,1.0
STANDARD,15,2018-11-07,1718.3189697265625,42,17,279.5625305175781,279.5625305175781,15,0,R_A6,9.148325348469683e-16,1.0
