WELLMODEL,CONJPOS,DRAWDOWN,PRESSURE,CONIDX,CONIPOS,CONBPRES,CONKPOS,WELL,SWAT,DATE,DEPTH,SGAS
STANDARD,29,0,302.89569091796875,19,22,302.89569091796875,18,R_A2,0.9968782663345337,2018-01-01,1674.229736328125,0.0
STANDARD,29,0,303.02569580078125,20,22,303.02569580078125,27,R_A2,1.0,2018-01-01,1676.1676025390625,0.0
STANDARD,29,0,303.47802734375,21,22,303.47802734375,28,R_A2,1.0,2018-01-01,1677.9368896484375,0.0
STANDARD,29,0,303.64569091796875,22,22,303.64569091796875,29,R_A2,1.0,2018-01-01,1679.7061767578125,0.0
STANDARD,29,0,303.8133544921875,23,22,303.8133544921875,30,R_A2,1.0,2018-01-01,1681.4754638671875,0.0
STANDARD,29,0,303.98101806640625,24,22,303.98101806640625,31,R_A2,1.0,2018-01-01,1683.2447509765625,0.0
STANDARD,41,0,298.53814697265625,1,28,298.53814697265625,1,R_A3,0.6481541991233826,2018-01-01,1609.243408203125,0.0
STANDARD,41,0,298.676513671875,2,28,298.676513671875,2,R_A3,0.19721345603466034,2018-01-01,1611.3077392578125,0.0
STANDARD,41,0,298.8148498535156,3,28,298.8148498535156,3,R_A3,0.15777362883090973,2018-01-01,1613.3720703125,0.0
STANDARD,41,0,298.9532165527344,4,28,298.9532165527344,4,R_A3,0.1718059778213501,2018-01-01,1615.4365234375,0.0
STANDARD,41,0,299.0915832519531,5,28,299.0915832519531,5,R_A3,0.6481541991233826,2018-01-01,1617.5008544921875,0.0
STANDARD,41,0,299.2299499511719,6,28,299.2299499511719,6,R_A3,0.3384052515029907,2018-01-01,1619.565185546875,0.0
STANDARD,41,0,298.54638671875,7,29,298.54638671875,6,R_A3,0.6481541991233826,2018-01-01,1609.3663330078125,0.0
STANDARD,41,0,298.68377685546875,8,29,298.68377685546875,7,R_A3,0.19685770571231842,2018-01-01,1611.4163818359375,0.0
STANDARD,41,0,298.8211669921875,9,29,298.8211669921875,8,R_A3,0.3490063548088074,2018-01-01,1613.46630859375,0.0
STANDARD,41,0,298.95855712890625,10,29,298.95855712890625,9,R_A3,0.8026683926582336,2018-01-01,1615.516357421875,0.0
STANDARD,41,0,299.095947265625,11,29,299.095947265625,10,R_A3,0.7972224354743958,2018-01-01,1617.5662841796875,0.0
STANDARD,41,0,299.24237060546875,12,29,299.24237060546875,11,R_A3,0.04908576235175133,2018-01-01,1619.750732421875,0.0
STANDARD,41,0,299.3978271484375,13,29,299.3978271484375,12,R_A3,0.054848283529281616,2018-01-01,1622.0697021484375,0.0
STANDARD,41,0,299.5532531738281,14,29,299.5532531738281,13,R_A3,0.37202560901641846,2018-01-01,1624.388671875,0.0
STANDARD,41,0,299.8641662597656,15,29,299.8641662597656,15,R_A3,0.4873570203781128,2018-01-01,1629.026611328125,0.0
STANDARD,41,0,299.992919921875,16,29,299.992919921875,16,R_A3,0.8076774477958679,2018-01-01,1630.9468994140625,0.0
STANDARD,41,0,300.16583251953125,17,29,300.16583251953125,27,R_A3,1.0,2018-01-01,1633.5262451171875,0.0
STANDARD,41,0,300.40966796875,18,29,300.40966796875,28,R_A3,0.04337825998663902,2018-01-01,1637.1630859375,0.0
STANDARD,41,0,300.6535339355469,19,29,300.6535339355469,29,R_A3,0.05151337385177612,2018-01-01,1640.8001708984375,0.0
STANDARD,41,0,300.89739990234375,20,29,300.89739990234375,30,R_A3,1.0,2018-01-01,1644.4371337890625,0.0
STANDARD,41,0,301.14129638671875,21,29,301.14129638671875,31,R_A3,0.06231296807527542,2018-01-01,1648.0740966796875,0.0
STANDARD,52,0,300.009033203125,1,30,300.009033203125,1,R_A4,0.053005583584308624,2018-01-01,1631.1873779296875,0.0
STANDARD,52,0,299.7571105957031,2,31,299.7571105957031,1,R_A4,0.04966719448566437,2018-01-01,1627.4293212890625,0.0
STANDARD,52,0,299.89520263671875,3,31,299.89520263671875,2,R_A4,0.050943583250045776,2018-01-01,1629.4896240234375,0.0
STANDARD,52,0,300.0333251953125,4,31,300.0333251953125,3,R_A4,0.05345940962433815,2018-01-01,1631.5498046875,0.0
STANDARD,52,0,300.17144775390625,5,31,300.17144775390625,4,R_A4,0.058497145771980286,2018-01-01,1633.610107421875,0.0
STANDARD,52,0,300.0901184082031,6,32,300.0901184082031,4,R_A4,0.05785714462399483,2018-01-01,1632.3968505859375,0.0
STANDARD,51,0,300.3236999511719,7,32,300.3236999511719,4,R_A4,0.058354947715997696,2018-01-01,1635.880615234375,0.0
STANDARD,51,0,300.4202575683594,8,33,300.4202575683594,4,R_A4,0.0618814118206501,2018-01-01,1637.321044921875,0.0
STANDARD,51,0,300.29644775390625,9,33,300.29644775390625,3,R_A4,0.05655122175812721,2018-01-01,1635.474609375,0.0
STANDARD,50,0,300.74395751953125,10,33,300.74395751953125,4,R_A4,0.14695020020008087,2018-01-01,1642.1485595703125,0.0
STANDARD,50,0,300.67578125,11,34,300.67578125,4,R_A4,0.08094248175621033,2018-01-01,1641.132080078125,0.0
STANDARD,50,0,300.5467224121094,12,34,300.5467224121094,3,R_A4,0.12245088070631027,2018-01-01,1639.20703125,0.0
STANDARD,50,0,300.66064453125,13,35,300.66064453125,3,R_A4,0.12450994551181793,2018-01-01,1640.9061279296875,0.0
STANDARD,50,0,300.53570556640625,14,35,300.53570556640625,2,R_A4,0.22938384115695953,2018-01-01,1639.0426025390625,0.0
STANDARD,49,0,300.72943115234375,15,35,300.72943115234375,2,R_A4,0.23677265644073486,2018-01-01,1641.93212890625,0.0
STANDARD,49,0,300.7579650878906,16,36,300.7579650878906,30,R_A4,0.12670636177062988,2018-01-01,1642.357421875,0.0
STANDARD,48,0,300.5735168457031,17,36,300.5735168457031,30,R_A4,0.04889002442359924,2018-01-01,1639.6068115234375,0.0
STANDARD,48,0,301.0526123046875,18,37,301.0526123046875,30,R_A4,0.2428145408630371,2018-01-01,1646.7513427734375,0.0
STANDARD,48,0,301.5025939941406,19,38,301.5025939941406,30,R_A4,0.3171052634716034,2018-01-01,1653.461669921875,0.0
STANDARD,47,0,301.7947998046875,20,38,301.7947998046875,30,R_A4,0.6481541991233826,2018-01-01,1657.8184814453125,0.0
STANDARD,20,0,304.1498718261719,1,31,304.1498718261719,1,R_A5,1.0,2018-01-01,1685.026611328125,0.0
STANDARD,20,0,304.0601806640625,2,31,304.0601806640625,2,R_A5,1.0,2018-01-01,1687.3070068359375,0.0
STANDARD,20,0,304.27630615234375,3,31,304.27630615234375,3,R_A5,1.0,2018-01-01,1689.5875244140625,0.0
STANDARD,20,0,304.4924011230469,4,31,304.4924011230469,4,R_A5,1.0,2018-01-01,1691.8680419921875,0.0
STANDARD,20,0,304.7085266113281,5,31,304.7085266113281,5,R_A5,1.0,2018-01-01,1694.1485595703125,0.0
STANDARD,20,0,304.9246520996094,6,31,304.9246520996094,6,R_A5,1.0,2018-01-01,1696.4290771484375,0.0
STANDARD,20,0,305.446533203125,7,31,305.446533203125,7,R_A5,1.0,2018-01-01,1698.70947265625,0.0
STANDARD,20,0,305.66265869140625,8,31,305.66265869140625,8,R_A5,1.0,2018-01-01,1700.989990234375,0.0
STANDARD,20,0,305.8787841796875,9,31,305.8787841796875,9,R_A5,1.0,2018-01-01,1703.2706298828125,0.0
STANDARD,20,0,305.988037109375,10,31,305.988037109375,11,R_A5,1.0,2018-01-01,1707.6488037109375,0.0
STANDARD,20,0,306.1695251464844,11,31,306.1695251464844,12,R_A5,1.0,2018-01-01,1709.5638427734375,0.0
STANDARD,21,0,305.4322814941406,12,31,305.4322814941406,12,R_A5,1.0,2018-01-01,1701.7845458984375,0.0
STANDARD,21,0,305.6291198730469,13,31,305.6291198730469,13,R_A5,1.0,2018-01-01,1703.735107421875,0.0
STANDARD,21,0,305.81396484375,14,31,305.81396484375,14,R_A5,1.0,2018-01-01,1705.6856689453125,0.0
STANDARD,21,0,305.9988098144531,15,31,305.9988098144531,15,R_A5,1.0,2018-01-01,1707.63623046875,0.0
STANDARD,21,0,306.3287048339844,16,31,306.3287048339844,16,R_A5,1.0,2018-01-01,1709.5867919921875,0.0
STANDARD,21,0,306.5135498046875,17,31,306.5135498046875,17,R_A5,1.0,2018-01-01,1711.537353515625,0.0
STANDARD,21,0,306.6856994628906,18,31,306.6856994628906,18,R_A5,1.0,2018-01-01,1713.35400390625,0.0
STANDARD,21,0,306.7843933105469,19,31,306.7843933105469,19,R_A5,1.0,2018-01-01,1714.3951416015625,0.0
STANDARD,21,0,306.75689697265625,20,31,306.75689697265625,27,R_A5,1.0,2018-01-01,1715.7628173828125,0.0
STANDARD,21,0,306.978271484375,21,31,306.978271484375,28,R_A5,1.0,2018-01-01,1718.098388671875,0.0
STANDARD,21,0,307.5054016113281,22,31,307.5054016113281,29,R_A5,1.0,2018-01-01,1720.43408203125,0.0
STANDARD,21,0,307.7267761230469,23,31,307.7267761230469,30,R_A5,1.0,2018-01-01,1722.7696533203125,0.0
STANDARD,21,0,307.9481506347656,24,31,307.9481506347656,31,R_A5,1.0,2018-01-01,1725.105224609375,0.0
STANDARD,42,0,305.11419677734375,1,17,305.11419677734375,1,R_A6,1.0,2018-01-01,1695.20263671875,0.0
STANDARD,42,0,305.2609558105469,2,17,305.2609558105469,2,R_A6,1.0,2018-01-01,1696.7510986328125,0.0
STANDARD,42,0,305.4076843261719,3,17,305.4076843261719,3,R_A6,1.0,2018-01-01,1698.299560546875,0.0
STANDARD,42,0,305.554443359375,4,17,305.554443359375,4,R_A6,1.0,2018-01-01,1699.84814453125,0.0
STANDARD,42,0,305.7012023925781,5,17,305.7012023925781,5,R_A6,1.0,2018-01-01,1701.3966064453125,0.0
STANDARD,42,0,305.84796142578125,6,17,305.84796142578125,6,R_A6,1.0,2018-01-01,1702.9451904296875,0.0
STANDARD,42,0,305.6956481933594,7,17,305.6956481933594,7,R_A6,1.0,2018-01-01,1704.49365234375,0.0
STANDARD,42,0,305.8424072265625,8,17,305.8424072265625,8,R_A6,1.0,2018-01-01,1706.042236328125,0.0
STANDARD,42,0,306.2882080078125,9,17,306.2882080078125,9,R_A6,1.0,2018-01-01,1707.5906982421875,0.0
STANDARD,42,0,306.4349670410156,10,17,306.4349670410156,10,R_A6,1.0,2018-01-01,1709.1392822265625,0.0
STANDARD,42,0,306.3109130859375,11,17,306.3109130859375,11,R_A6,1.0,2018-01-01,1711.055419921875,0.0
STANDARD,42,0,306.52734375,12,17,306.52734375,12,R_A6,1.0,2018-01-01,1713.3392333984375,0.0
STANDARD,42,0,306.7557678222656,13,17,306.7557678222656,13,R_A6,1.0,2018-01-01,1715.623046875,0.0
STANDARD,42,0,306.9721984863281,14,17,306.9721984863281,14,R_A6,1.0,2018-01-01,1717.9068603515625,0.0
STANDARD,42,0,307.18865966796875,15,17,307.18865966796875,15,R_A6,1.0,2018-01-01,1720.190673828125,0.0
STANDARD,42,0,307.55010986328125,16,17,307.55010986328125,16,R_A6,1.0,2018-01-01,1722.474365234375,0.0
STANDARD,42,0,307.7665710449219,17,17,307.7665710449219,17,R_A6,1.0,2018-01-01,1724.7581787109375,0.0
STANDARD,42,0,307.921630859375,18,17,307.921630859375,18,R_A6,1.0,2018-01-01,1726.394287109375,0.0
STANDARD,42,0,307.8930969238281,19,17,307.8930969238281,27,R_A6,1.0,2018-01-01,1727.7508544921875,0.0
STANDARD,42,0,308.3623352050781,20,17,308.3623352050781,28,R_A6,1.0,2018-01-01,1729.4755859375,0.0
STANDARD,42,0,308.52581787109375,21,17,308.52581787109375,29,R_A6,1.0,2018-01-01,1731.2001953125,0.0
STANDARD,42,0,308.68927001953125,22,17,308.68927001953125,30,R_A6,1.0,2018-01-01,1732.9249267578125,0.0
STANDARD,42,0,308.5469665527344,23,17,308.5469665527344,31,R_A6,1.0,2018-01-01,1734.649658203125,0.0
STANDARD,30,0,298.5840148925781,1,22,298.5840148925781,1,R_A2,0.055774372071027756,2018-03-01,1641.094970703125,0.0
STANDARD,30,0,298.70416259765625,2,22,298.70416259765625,2,R_A2,0.05885156989097595,2018-03-01,1642.8890380859375,0.0
STANDARD,30,0,298.8243408203125,3,22,298.8243408203125,3,R_A2,0.061501577496528625,2018-03-01,1644.68310546875,0.0
STANDARD,30,0,298.9446105957031,4,22,298.9446105957031,4,R_A2,0.06773614138364792,2018-03-01,1646.4771728515625,0.0
STANDARD,30,0,299.065185546875,5,22,299.065185546875,5,R_A2,0.1348562240600586,2018-03-01,1648.2713623046875,0.0
STANDARD,30,0,299.3363952636719,6,22,299.3363952636719,6,R_A2,0.3077727258205414,2018-03-01,1650.0654296875,0.0
STANDARD,30,0,299.58697509765625,7,22,299.58697509765625,7,R_A2,0.8869684338569641,2018-03-01,1651.859619140625,0.0
STANDARD,30,0,299.7571716308594,8,22,299.7571716308594,8,R_A2,0.6483203172683716,2018-03-01,1653.6536865234375,0.0
STANDARD,30,0,299.87744140625,9,22,299.87744140625,9,R_A2,0.1872835010290146,2018-03-01,1655.44775390625,0.0
STANDARD,30,0,300.1121826171875,10,22,300.1121826171875,10,R_A2,0.9045080542564392,2018-03-01,1657.2418212890625,0.0
STANDARD,30,0,300.2092590332031,11,22,300.2092590332031,11,R_A2,0.07898957282304764,2018-03-01,1659.1368408203125,0.0
STANDARD,30,0,300.3587951660156,12,22,300.3587951660156,12,R_A2,0.07925842702388763,2018-03-01,1661.132568359375,0.0
STANDARD,30,0,300.7630310058594,13,22,300.7630310058594,13,R_A2,0.45310696959495544,2018-03-01,1663.12841796875,0.0
STANDARD,30,0,301.0628967285156,14,22,301.0628967285156,14,R_A2,0.5042718052864075,2018-03-01,1665.1241455078125,0.0
STANDARD,30,0,301.1963806152344,15,22,301.1963806152344,15,R_A2,0.6905547976493835,2018-03-01,1667.1199951171875,0.0
STANDARD,30,0,301.32861328125,16,22,301.32861328125,16,R_A2,0.964918315410614,2018-03-01,1669.11572265625,0.0
STANDARD,30,0,301.4621276855469,17,22,301.4621276855469,17,R_A2,0.9508002996444702,2018-03-01,1671.111572265625,0.0
STANDARD,30,0,301.58782958984375,18,22,301.58782958984375,18,R_A2,0.9831556677818298,2018-03-01,1672.9881591796875,0.0
STANDARD,29,0,301.6553039550781,19,22,301.6553039550781,18,R_A2,0.9968770742416382,2018-03-01,1674.229736328125,0.0
STANDARD,29,0,302.8869934082031,20,22,302.8869934082031,27,R_A2,1.0,2018-03-01,1676.1676025390625,-5.794777385293283e-16
STANDARD,29,0,303.2820129394531,21,22,303.2820129394531,28,R_A2,1.0,2018-03-01,1677.9368896484375,-1.0297188957357397e-16
STANDARD,29,0,303.19915771484375,22,22,303.19915771484375,29,R_A2,1.0,2018-03-01,1679.7061767578125,-8.332435155707963e-17
STANDARD,29,0,302.74774169921875,23,22,302.74774169921875,30,R_A2,1.0,2018-03-01,1681.4754638671875,-7.106121368752379e-17
STANDARD,29,0,302.1818542480469,24,22,302.1818542480469,31,R_A2,1.0,2018-03-01,1683.2447509765625,-8.559134259617716e-17
STANDARD,20,0,271.5628662109375,1,31,271.5628662109375,1,R_A5,1.0,2018-04-28,1685.026611328125,8.378811036750749e-18
STANDARD,20,0,271.4732666015625,2,31,271.4732666015625,2,R_A5,1.0,2018-04-28,1687.3070068359375,6.692992827781017e-16
STANDARD,20,0,271.6893005371094,3,31,271.6893005371094,3,R_A5,1.0,2018-04-28,1689.5875244140625,9.898792304572257e-16
STANDARD,20,0,271.9053649902344,4,31,271.9053649902344,4,R_A5,1.0,2018-04-28,1691.8680419921875,1.1983093689419202e-15
STANDARD,20,0,272.12127685546875,5,31,272.12127685546875,5,R_A5,1.0,2018-04-28,1694.1485595703125,3.9343783074433753e-16
STANDARD,20,0,272.3372802734375,6,31,272.3372802734375,6,R_A5,1.0,2018-04-28,1696.4290771484375,1.7881973012116815e-15
STANDARD,20,0,272.9106750488281,7,31,272.9106750488281,7,R_A5,1.0,2018-04-28,1698.70947265625,2.521456677111666e-16
STANDARD,20,0,273.2001647949219,8,31,273.2001647949219,8,R_A5,1.0,2018-04-28,1700.989990234375,9.333169113384253e-16
STANDARD,20,0,275.6160888671875,9,31,275.6160888671875,9,R_A5,1.0,2018-04-28,1703.2706298828125,0.0
STANDARD,20,0,277.2190856933594,10,31,277.2190856933594,11,R_A5,1.0,2018-04-28,1707.6488037109375,-1.3403279137610968e-12
STANDARD,20,0,277.4643859863281,11,31,277.4643859863281,12,R_A5,1.0,2018-04-28,1709.5638427734375,-4.937151490587433e-13
STANDARD,21,0,276.1740417480469,12,31,276.1740417480469,12,R_A5,1.0,2018-04-28,1701.7845458984375,-2.0980600590192466e-10
STANDARD,21,0,277.0558166503906,13,31,277.0558166503906,13,R_A5,1.0,2018-04-28,1703.735107421875,0.0
STANDARD,21,0,277.2751159667969,14,31,277.2751159667969,14,R_A5,1.0,2018-04-28,1705.6856689453125,-1.7733806090269866e-10
STANDARD,21,0,277.48077392578125,15,31,277.48077392578125,15,R_A5,1.0,2018-04-28,1707.63623046875,-3.4405499282907925e-11
STANDARD,21,0,277.8797912597656,16,31,277.8797912597656,16,R_A5,1.0,2018-04-28,1709.5867919921875,-9.46351243896748e-12
STANDARD,21,0,278.19903564453125,17,31,278.19903564453125,17,R_A5,1.0,2018-04-28,1711.537353515625,-1.000009970664184e-11
STANDARD,21,0,278.64642333984375,18,31,278.64642333984375,18,R_A5,1.0,2018-04-28,1713.35400390625,-1.881945467518964e-11
STANDARD,21,0,278.94207763671875,19,31,278.94207763671875,19,R_A5,1.0,2018-04-28,1714.3951416015625,0.0
STANDARD,21,0,279.00750732421875,20,31,279.00750732421875,27,R_A5,1.0,2018-04-28,1715.7628173828125,-1.9488171493220463e-11
STANDARD,21,0,279.44476318359375,21,31,279.44476318359375,28,R_A5,1.0,2018-04-28,1718.098388671875,-1.2772177412911923e-11
STANDARD,21,0,285.0997009277344,22,31,285.0997009277344,29,R_A5,1.0,2018-04-28,1720.43408203125,-6.500405564590445e-19
STANDARD,21,0,279.34283447265625,23,31,279.34283447265625,30,R_A5,1.0,2018-04-28,1722.7696533203125,-3.583312032512387e-13
STANDARD,21,0,281.3509521484375,24,31,281.3509521484375,31,R_A5,1.0,2018-04-28,1725.105224609375,-4.484214343050499e-19
STANDARD,41,0,278.3772888183594,1,28,278.3772888183594,1,R_A3,0.649503231048584,2018-07-03,1609.243408203125,0.0
STANDARD,41,0,278.51129150390625,2,28,278.51129150390625,2,R_A3,0.19762998819351196,2018-07-03,1611.3077392578125,0.0
STANDARD,41,0,278.64862060546875,3,28,278.64862060546875,3,R_A3,0.15820619463920593,2018-07-03,1613.3720703125,0.0
STANDARD,41,0,278.7862548828125,4,28,278.7862548828125,4,R_A3,0.17280139029026031,2018-07-03,1615.4365234375,0.0
STANDARD,41,0,278.93328857421875,5,28,278.93328857421875,5,R_A3,0.6502057909965515,2018-07-03,1617.5008544921875,0.0
STANDARD,41,0,279.0841979980469,6,28,279.0841979980469,6,R_A3,0.3378063440322876,2018-07-03,1619.565185546875,0.0
STANDARD,41,0,278.30621337890625,7,29,278.30621337890625,6,R_A3,0.6498109102249146,2018-07-03,1609.3663330078125,0.0
STANDARD,41,0,278.4698181152344,8,29,278.4698181152344,7,R_A3,0.19838665425777435,2018-07-03,1611.4163818359375,0.0
STANDARD,41,0,278.6109619140625,9,29,278.6109619140625,8,R_A3,0.35204455256462097,2018-07-03,1613.46630859375,0.0
STANDARD,41,0,278.8333740234375,10,29,278.8333740234375,9,R_A3,0.8015015721321106,2018-07-03,1615.516357421875,0.0
STANDARD,41,0,280.36712646484375,11,29,280.36712646484375,10,R_A3,0.7959122657775879,2018-07-03,1617.5662841796875,0.0
STANDARD,41,0,280.725341796875,12,29,280.725341796875,11,R_A3,0.049218978732824326,2018-07-03,1619.750732421875,0.0
STANDARD,41,0,280.8800964355469,13,29,280.8800964355469,12,R_A3,0.05498368293046951,2018-07-03,1622.0697021484375,0.0
STANDARD,41,0,281.03509521484375,14,29,281.03509521484375,13,R_A3,0.3726422190666199,2018-07-03,1624.388671875,0.0
STANDARD,41,0,283.11065673828125,15,29,283.11065673828125,15,R_A3,0.4877755343914032,2018-07-03,1629.026611328125,0.0
STANDARD,41,0,283.2571105957031,16,29,283.2571105957031,16,R_A3,0.8067115545272827,2018-07-03,1630.9468994140625,0.0
STANDARD,41,0,287.2686767578125,17,29,287.2686767578125,27,R_A3,1.0,2018-07-03,1633.5262451171875,1.1499814121795904e-11
STANDARD,41,0,283.3645324707031,18,29,283.3645324707031,28,R_A3,0.04377049580216408,2018-07-03,1637.1630859375,0.0
STANDARD,41,0,283.6071472167969,19,29,283.6071472167969,29,R_A3,0.052097104489803314,2018-07-03,1640.8001708984375,0.0
STANDARD,41,0,287.4701232910156,20,29,287.4701232910156,30,R_A3,1.0,2018-07-03,1644.4371337890625,9.846133240329347e-13
STANDARD,41,0,284.0819091796875,21,29,284.0819091796875,31,R_A3,0.06269410252571106,2018-07-03,1648.0740966796875,0.0
STANDARD,52,0,276.84661865234375,1,30,276.84661865234375,1,R_A4,0.053115636110305786,2018-09-12,1631.1873779296875,0.0
STANDARD,52,0,276.6366882324219,2,31,276.6366882324219,1,R_A4,0.0497746504843235,2018-09-12,1627.4293212890625,0.0
STANDARD,52,0,276.77398681640625,3,31,276.77398681640625,2,R_A4,0.05105699971318245,2018-09-12,1629.4896240234375,0.0
STANDARD,52,0,276.91131591796875,4,31,276.91131591796875,3,R_A4,0.05356846749782562,2018-09-12,1631.5498046875,0.0
STANDARD,52,0,277.0486145019531,5,31,277.0486145019531,4,R_A4,0.058579932898283005,2018-09-12,1633.610107421875,0.0
STANDARD,52,0,276.9950866699219,6,32,276.9950866699219,4,R_A4,0.05795326456427574,2018-09-12,1632.3968505859375,0.0
STANDARD,51,0,277.2045593261719,7,32,277.2045593261719,4,R_A4,0.058454401791095734,2018-09-12,1635.880615234375,0.0
STANDARD,51,0,277.3193359375,8,33,277.3193359375,4,R_A4,0.06206224486231804,2018-09-12,1637.321044921875,0.0
STANDARD,51,0,277.1961975097656,9,33,277.1961975097656,3,R_A4,0.05664926394820213,2018-09-12,1635.474609375,0.0
STANDARD,50,0,277.57232666015625,10,33,277.57232666015625,4,R_A4,0.14832259714603424,2018-09-12,1642.1485595703125,0.0
STANDARD,50,0,277.51068115234375,11,34,277.51068115234375,4,R_A4,0.08228360116481781,2018-09-12,1641.132080078125,0.0
STANDARD,50,0,277.382568359375,12,34,277.382568359375,3,R_A4,0.1232764720916748,2018-09-12,1639.20703125,0.0
STANDARD,50,0,277.547607421875,13,35,277.547607421875,3,R_A4,0.12478137016296387,2018-09-12,1640.9061279296875,0.0
STANDARD,50,0,277.42462158203125,14,35,277.42462158203125,2,R_A4,0.22971802949905396,2018-09-12,1639.0426025390625,0.0
STANDARD,49,0,277.5292053222656,15,35,277.5292053222656,2,R_A4,0.23708748817443848,2018-09-12,1641.93212890625,0.0
STANDARD,49,0,278.01263427734375,16,36,278.01263427734375,30,R_A4,0.12593868374824524,2018-09-12,1642.357421875,0.0
STANDARD,48,0,277.7121276855469,17,36,277.7121276855469,30,R_A4,0.058169420808553696,2018-09-12,1639.6068115234375,0.0
STANDARD,48,0,278.3590393066406,18,37,278.3590393066406,30,R_A4,0.22922402620315552,2018-09-12,1646.7513427734375,0.0
STANDARD,48,0,279.0063171386719,19,38,279.0063171386719,30,R_A4,0.27450424432754517,2018-09-12,1653.461669921875,0.0
STANDARD,47,0,279.1092224121094,20,38,279.1092224121094,30,R_A4,0.7130104303359985,2018-09-12,1657.8184814453125,0.0
STANDARD,42,0,273.4790344238281,1,17,273.4790344238281,1,R_A6,1.0,2018-11-07,1695.20263671875,7.461326885114736e-16
STANDARD,42,0,273.6243591308594,2,17,273.6243591308594,2,R_A6,1.0,2018-11-07,1696.7510986328125,4.763170135480758e-16
STANDARD,42,0,273.7672119140625,3,17,273.7672119140625,3,R_A6,1.0,2018-11-07,1698.299560546875,3.6287330858715615e-16
STANDARD,42,0,273.9066467285156,4,17,273.9066467285156,4,R_A6,1.0,2018-11-07,1699.84814453125,3.066383412326899e-16
STANDARD,42,0,274.0445251464844,5,17,274.0445251464844,5,R_A6,1.0,2018-11-07,1701.3966064453125,8.30015155371455e-16
STANDARD,42,0,274.18505859375,6,17,274.18505859375,6,R_A6,1.0,2018-11-07,1702.9451904296875,2.1628744056715644e-14
STANDARD,42,0,274.0289001464844,7,17,274.0289001464844,7,R_A6,1.0,2018-11-07,1704.49365234375,4.172688602521561e-14
STANDARD,42,0,274.1754150390625,8,17,274.1754150390625,8,R_A6,1.0,2018-11-07,1706.042236328125,2.241215127710399e-14
STANDARD,42,0,274.62200927734375,9,17,274.62200927734375,9,R_A6,1.0,2018-11-07,1707.5906982421875,1.6354190273066074e-15
STANDARD,42,0,274.90386962890625,10,17,274.90386962890625,10,R_A6,1.0,2018-11-07,1709.1392822265625,2.2302299746228148e-17
STANDARD,42,0,274.83892822265625,11,17,274.83892822265625,11,R_A6,1.0,2018-11-07,1711.055419921875,-1.1317987325609128e-14
STANDARD,42,0,275.05517578125,12,17,275.05517578125,12,R_A6,1.0,2018-11-07,1713.3392333984375,-5.085399468066423e-15
STANDARD,42,0,275.2843933105469,13,17,275.2843933105469,13,R_A6,1.0,2018-11-07,1715.623046875,-4.3121287968369876e-16
