DATE,DRAWDOWN,CONIPOS,CONKPOS,PRESSURE,WELL,CONIDX,DEPTH,CONBPRES,CONJPOS,SGAS,SWAT,WELLMODEL
2018-11-07,0,17,10,278.3986511230469,R_A6,10,1707.974365234375,278.3986511230469,42,-1.3879135341010596e-10,1.0,STANDARD
2018-11-07,0,17,11,280.95916748046875,R_A6,11,1709.8873291015625,280.95916748046875,42,-7.29126592435847e-10,1.0,STANDARD
2018-11-07,0,17,12,281.1915588378906,R_A6,12,1712.1861572265625,281.1915588378906,42,-3.2073335654025925e-10,1.0,STANDARD
2018-11-07,0,17,13,281.44049072265625,R_A6,13,1714.485107421875,281.44049072265625,42,-3.071741819238305e-11,1.0,STANDARD
2018-11-07,0,17,14,281.658203125,R_A6,14,1716.783935546875,281.658203125,42,-2.2614752084870737e-11,1.0,STANDARD
2018-11-07,0,17,15,281.87652587890625,R_A6,15,1719.082763671875,281.87652587890625,42,-1.5034334888142098e-11,1.0,STANDARD
2018-11-07,0,17,16,282.2408752441406,R_A6,16,1721.381591796875,282.2408752441406,42,-2.943317247913746e-12,1.0,STANDARD
2018-11-07,0,17,17,282.4598693847656,R_A6,17,1723.680419921875,282.4598693847656,42,-6.239217476000647e-12,1.0,STANDARD
2018-11-07,0,17,18,282.59881591796875,R_A6,18,1725.1470947265625,282.59881591796875,42,-7.980715047151143e-12,1.0,STANDARD
2018-11-07,0,17,25,282.83685302734375,R_A6,19,1726.3133544921875,282.83685302734375,42,-3.311743782853649e-13,1.0,STANDARD
2018-11-07,0,17,26,283.3163146972656,R_A6,20,1728.011474609375,283.3163146972656,42,-1.6466210719153634e-13,1.0,STANDARD
2018-11-07,0,17,27,284.2113952636719,R_A6,21,1729.70947265625,284.2113952636719,42,-2.2869605232530544e-19,1.0,STANDARD
2018-11-07,0,17,28,284.5960998535156,R_A6,22,1731.4075927734375,284.5960998535156,42,1.878870192568194e-19,1.0,STANDARD
2018-11-07,0,17,29,283.5782775878906,R_A6,23,1733.105712890625,283.5782775878906,42,-1.841874414353897e-15,1.0,STANDARD
