REAL,Sg,Sw,krg,krog,krow,krw,pcog,pcow,satnum,tag,type,SENSNAME,SENSCASE,RMS_SEED,FWL,MULTFLT_F1,MULTFLT_F2,MULTFLT_F3,MULTFLT_F4,MULTFLT_F5,MULTZ_MIDREEK,INTERPOLATE_WO,INTERPOLATE_GO,COHIBA_MODEL_MODE
17,,0.51,,,0.3167799000000001,0.0363995,,0.3329826,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.52,,,0.2879679,0.0426175,,0.31465590000000004,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.53,,,0.2610509,0.0495872,,0.2979507,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.54,,,0.2360005,0.0573642,,0.28267309999999995,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.55,,,0.21277070000000006,0.0660053,,0.2686579,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.56,,,0.1913018,0.0755672,,0.25576370000000004,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.57,,,0.171524,0.0861063,,0.243869,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.58,,,0.1533596,0.097678,,0.2328684,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.59,,,0.136726,0.110336,,0.22267070000000005,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.6,,,0.1215372,0.12413119999999997,,0.2131962,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.61,,,0.1077061,0.13911110000000002,,0.204375,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.62,,,0.0951452,0.1553186,,0.1961458,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.63,,,0.0837683,0.17279129999999998,,0.1884543,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.64,,,0.07349119999999999,0.1915602,,0.1812528,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.65,,,0.06423240000000001,0.2116488,,0.1744984,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.66,,,0.055913800000000013,0.2330723,,0.16815339999999998,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.67,,,0.0484607,0.25583670000000003,,0.1621838,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.68,,,0.0418025,0.2799381,,0.15655929999999998,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.69,,,0.0358727,0.305362,,0.1512525,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.7,,,0.030608799999999995,0.33208340000000003,,0.1462388,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.71,,,0.0259523,0.3600666,,0.14149620000000002,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.72,,,0.021849,0.3892654,,0.1370045,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.73,,,0.0182482,0.419624,,0.1327455,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.74,,,0.0151034,0.4510778,,0.1287026,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.75,,,0.0123712,0.4835551,,0.1248609,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.76,,,0.0100118,0.5169792000000001,,0.1212066,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.77,,,0.0079885,0.5512704,,0.1177271,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.78,,,0.0062678000000000005,0.58635,,0.11441099999999997,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.79,,,0.0048185,0.6221439999999999,,0.1112477,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.8,,,0.0036123000000000006,0.6585890999999999,,0.1082275,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.81,,,0.0026232,0.6956406999999999,,0.1053415,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.82,,,0.0018272,0.7332848000000001,,0.1025815,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.83,,,0.0012025,0.7715586999999999,,0.09994,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.84,,,0.0007291,0.8105883,,0.09741,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.85,,,0.0003884,0.8506684000000001,,0.0949849,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.86,,,0.0001635,0.8924697,,0.0926588,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.87,,,3.88e-05,0.9377937,,0.0904261,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.88,,,0.0,1.0,,0.0882817,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.89,,,0.0,1.0,,0.08658869999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.9,,,0.0,1.0,,0.0848957,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.91,,,0.0,1.0,,0.08320269999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.92,,,0.0,1.0,,0.0815097,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.93,,,0.0,1.0,,0.07981669999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.94,,,0.0,1.0,,0.07812369999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.95,,,0.0,1.0,,0.0764307,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.96,,,0.0,1.0,,0.07473769999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.97,,,0.0,1.0,,0.0730447,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.98,,,0.0,1.0,,0.07135169999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.99,,,0.0,1.0,,0.0696587,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,1.0,,,0.0,1.0,,0.06796569999999999,1,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.12,,,1.0,0.0,,3.419457,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.13,,,0.9878258,5.9e-06,,1.8613166,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.14,,,0.9714834,3.27e-05,,1.2089606000000002,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.15,,,0.9525882,8.97e-05,,0.8650618,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.16,,,0.9315966,0.0001845,,0.6580748000000001,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.17,,,0.9087812,0.0003242,,0.5222219,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.18,,,0.8843530999999999,0.0005156000000000001,,0.4274321,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.19,,,0.8584994,0.0007656000000000001,,0.3582106,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.2,,,0.8313985999999999,0.0010812,,0.3058455,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.21,,,0.8032273,0.0014693,,0.26510209999999995,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.22,,,0.7741621,0.0019372,,0.23266460000000005,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.23,,,0.7443797,0.0024924,,0.2063418,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.24,,,0.7140565,0.0031426,,0.1846333,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.25,,,0.6833663000000001,0.003896,,0.16648120000000002,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.26,,,0.6524789000000001,0.004760800000000001,,0.1511201,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.27,,,0.6215576,0.0057458,,0.137984,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.28,,,0.5907578,0.0068602,,0.12664660000000005,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.29,,,0.560225,0.0081134,,0.1167809,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.3,,,0.5300937,0.0095156,,0.1081327,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.31,,,0.500486,0.011077,,0.1005017,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.32,,,0.4715113,0.012808600000000002,,0.0937277,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.33,,,0.4432657999999999,0.014722,,0.08768200000000001,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.34,,,0.4158325,0.016829,,0.0822594,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.35,,,0.3892812,0.0191422,,0.0773735,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.36,,,0.3636696,0.0216747,,0.0729528,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.37,,,0.339043,0.0244404,,0.06893769999999999,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.38,,,0.315436,0.0274535,,0.0652777,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.39,,,0.29287270000000004,0.0307291,,0.0619306,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.4,,,0.2713678,0.034283,,0.05886,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.41,,,0.2509274,0.0381315,,0.056035,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.42,,,0.2315501,0.0422918,,0.053429,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.43,,,0.2132276,0.0467819,,0.0510189,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.44,,,0.1959459,0.0516202,,0.0487847,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.45,,,0.1796856,0.056826199999999986,,0.0467089,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.46,,,0.1644229,0.0624201,,0.044776300000000005,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.47,,,0.1501305,0.0684228,,0.0429734,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.48,,,0.1367777,0.07485599999999999,,0.041288300000000014,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.49,,,0.1243315,0.0817422,,0.0397105,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.5,,,0.1127569,0.08910449999999999,,0.0382307,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.51,,,0.1020174,0.096967,,0.0368406,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.52,,,0.0920753,0.1053543,,0.0355327,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.53,,,0.0828925,0.1142917,,0.0343004,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.54,,,0.0744304,0.1238052,,0.0331378,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.55,,,0.0666506,0.13392110000000002,,0.0320393,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.56,,,0.0595149,0.1446664,,0.0310003,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.57,,,0.0529856,0.1560685,,0.030016200000000007,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.58,,,0.0470259,0.1681549,,0.0290831,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.59,,,0.0415997,0.1809535,,0.0281973,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.6,,,0.0366722,0.1944921,,0.0273557,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.61,,,0.0322094,0.2087983,,0.026555,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.62,,,0.0281791,0.2238995,,0.0257927,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.63,,,0.024549900000000003,0.2398229,,0.0250662,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.64,,,0.0212921,0.2565945,,0.0243731,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.65,,,0.018377200000000003,0.27424,,0.0237114,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.66,,,0.0157783,0.2927836,,0.0230792,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.67,,,0.013469899999999998,0.31224850000000004,,0.0224745,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.68,,,0.0114276,0.3326564,,0.0218958,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.69,,,0.0096288,0.3540272,,0.0213415,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.7,,,0.008052,0.3763791,,0.0208102,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.71,,,0.0066771,0.3997284,,0.0203005,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.72,,,0.0054851000000000006,0.4240895000000001,,0.0198114,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.73,,,0.0044585,0.4494752,,0.0193416,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.74,,,0.0035806,0.4758964,,0.01889,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.75,,,0.0028362,0.5033635999999999,,0.0184558,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.76,,,0.002211,0.531887,,0.018037900000000003,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.77,,,0.0016916,0.5614781999999999,,0.017635599999999998,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.78,,,0.0012657,0.5921526,,0.017248,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
17,,0.79,,,0.0009218,0.6239325,,0.0168744,2,eclipse/include/props/swof.inc,SWOF,multflt1,open,1002,1705,1.0,0.01,0.04,0.12,0.06,0.5,0.3,0.7,0
