CONJPOS,PRESSURE,CONIPOS,SWAT,CONIDX,CONBPRES,WELL,WELLMODEL,SGAS,DRAWDOWN,DATE,CONKPOS,DEPTH
20,281.32501220703125,31,1.0,8,281.32501220703125,R_A5,STANDARD,-2.5271887013622596e-11,0,2018-04-28,8,1698.51318359375
20,282.1515808105469,31,1.0,9,282.1515808105469,R_A5,STANDARD,0.0,0,2018-04-28,9,1700.5372314453125
21,281.11151123046875,31,1.0,10,281.11151123046875,R_A5,STANDARD,-7.564064652409996e-11,0,2018-04-28,9,1698.59716796875
21,277.2657165527344,31,1.0,11,277.2657165527344,R_A5,STANDARD,-1.511316904956317e-10,0,2018-04-28,11,1702.8607177734375
21,277.513427734375,31,1.0,12,277.513427734375,R_A5,STANDARD,-8.578947968684858e-11,0,2018-04-28,12,1704.897705078125
21,277.72265625,31,1.0,13,277.72265625,R_A5,STANDARD,-5.81459793508321e-12,0,2018-04-28,13,1706.9346923828125
21,277.9329528808594,31,1.0,14,277.9329528808594,R_A5,STANDARD,-3.487901634180446e-11,0,2018-04-28,14,1708.9718017578125
21,278.2968444824219,31,1.0,15,278.2968444824219,R_A5,STANDARD,-4.173754657860185e-12,0,2018-04-28,15,1711.0087890625
21,278.5187072753906,31,1.0,16,278.5187072753906,R_A5,STANDARD,-1.6296845600435872e-12,0,2018-04-28,16,1713.0457763671875
21,278.70953369140625,31,1.0,17,278.70953369140625,R_A5,STANDARD,-2.6128617498788476e-12,0,2018-04-28,17,1714.887451171875
21,278.8121337890625,31,1.0,18,278.8121337890625,R_A5,STANDARD,0.0,0,2018-04-28,18,1715.964599609375
21,284.71893310546875,31,1.0,19,284.71893310546875,R_A5,STANDARD,-1.3399393085974237e-13,0,2018-04-28,26,1717.3548583984375
21,284.9430236816406,31,1.0,20,284.9430236816406,R_A5,STANDARD,-5.211868805456155e-13,0,2018-04-28,27,1719.4765625
21,295.8934020996094,31,1.0,21,295.8934020996094,R_A5,STANDARD,-3.940647402289423e-20,0,2018-04-28,28,1721.5982666015625
21,303.5365905761719,31,1.0,22,303.5365905761719,R_A5,STANDARD,-1.1746866842108559e-19,0,2018-04-28,29,1723.719970703125
21,306.2983093261719,31,1.0,23,306.2983093261719,R_A5,STANDARD,-3.620178165161417e-21,0,2018-04-28,30,1725.8416748046875
41,276.131103515625,28,0.6495913863182068,1,276.131103515625,R_A3,STANDARD,0.0,0,2018-07-03,1,1608.796875
41,276.25274658203125,28,0.19461338222026825,2,276.25274658203125,R_A3,STANDARD,0.0,0,2018-07-03,2,1610.781982421875
41,275.688232421875,29,0.22489100694656372,3,275.688232421875,R_A3,STANDARD,0.0,0,2018-07-03,2,1602.34716796875
41,275.8294982910156,29,0.13008955121040344,4,275.8294982910156,R_A3,STANDARD,0.0,0,2018-07-03,3,1604.473876953125
41,275.96356201171875,29,0.6515448689460754,5,275.96356201171875,R_A3,STANDARD,0.0,0,2018-07-03,4,1606.6005859375
41,276.2467956542969,29,0.8071840405464172,6,276.2467956542969,R_A3,STANDARD,0.0,0,2018-07-03,5,1608.7271728515625
41,276.3226623535156,29,0.6527425050735474,7,276.3226623535156,R_A3,STANDARD,0.0,0,2018-07-03,6,1610.8538818359375
41,276.5417785644531,29,0.19664329290390015,8,276.5417785644531,R_A3,STANDARD,0.0,0,2018-07-03,7,1612.98046875
41,276.68695068359375,29,0.3155677914619446,9,276.68695068359375,R_A3,STANDARD,0.0,0,2018-07-03,8,1615.107177734375
41,277.0367431640625,29,0.7966526746749878,10,277.0367431640625,R_A3,STANDARD,0.0,0,2018-07-03,9,1617.23388671875
41,282.12322998046875,29,0.7889366745948792,11,282.12322998046875,R_A3,STANDARD,0.0,0,2018-07-03,10,1619.3604736328125
41,284.8516540527344,29,0.048004962503910065,12,284.8516540527344,R_A3,STANDARD,0.0,0,2018-07-03,11,1621.543701171875
41,285.00128173828125,29,0.05353066325187683,13,285.00128173828125,R_A3,STANDARD,0.0,0,2018-07-03,12,1623.7835693359375
41,285.1518249511719,29,0.3698195219039917,14,285.1518249511719,R_A3,STANDARD,0.0,0,2018-07-03,13,1626.0234375
41,285.37640380859375,29,0.24142348766326904,15,285.37640380859375,R_A3,STANDARD,0.0,0,2018-07-03,14,1628.2633056640625
41,285.93170166015625,29,0.4955258071422577,16,285.93170166015625,R_A3,STANDARD,0.0,0,2018-07-03,15,1630.503173828125
41,286.07586669921875,29,0.7997834086418152,17,286.07586669921875,R_A3,STANDARD,0.0,0,2018-07-03,16,1632.483642578125
41,284.904296875,29,0.6497246026992798,18,284.904296875,R_A3,STANDARD,0.0,0,2018-07-03,26,1635.172607421875
41,285.1490173339844,29,0.04210825264453888,19,285.1490173339844,R_A3,STANDARD,0.0,0,2018-07-03,27,1638.72314453125
41,285.3861389160156,29,0.049809470772743225,20,285.3861389160156,R_A3,STANDARD,0.0,0,2018-07-03,28,1642.2734375
41,288.479248046875,29,0.9999984502792358,21,288.479248046875,R_A3,STANDARD,0.0,0,2018-07-03,29,1645.8238525390625
41,285.80426025390625,29,0.09609347581863403,22,285.80426025390625,R_A3,STANDARD,0.0,0,2018-07-03,30,1649.374267578125
52,277.8919372558594,30,0.05061836168169975,1,277.8919372558594,R_A4,STANDARD,0.0,0,2018-09-12,1,1630.9007568359375
52,277.5986022949219,31,0.04692491143941879,2,277.5986022949219,R_A4,STANDARD,0.0,0,2018-09-12,1,1626.07666015625
52,277.7347412109375,31,0.04815259948372841,3,277.7347412109375,R_A4,STANDARD,0.0,0,2018-09-12,2,1628.11865234375
52,277.870849609375,31,0.04961668327450752,4,277.870849609375,R_A4,STANDARD,0.0,0,2018-09-12,3,1630.160888671875
52,278.0069580078125,31,0.05310870334506035,5,278.0069580078125,R_A4,STANDARD,0.0,0,2018-09-12,4,1632.202880859375
52,278.14306640625,31,0.05605073273181915,6,278.14306640625,R_A4,STANDARD,0.0,0,2018-09-12,5,1634.2449951171875
52,278.13800048828125,32,0.05621767416596413,7,278.13800048828125,R_A4,STANDARD,0.0,0,2018-09-12,5,1633.7991943359375
51,278.25848388671875,32,0.09391239285469055,8,278.25848388671875,R_A4,STANDARD,0.0,0,2018-09-12,5,1635.9912109375
51,278.1381530761719,32,0.05287552624940872,9,278.1381530761719,R_A4,STANDARD,0.0,0,2018-09-12,4,1634.18603515625
51,278.3165283203125,33,0.05621272698044777,10,278.3165283203125,R_A4,STANDARD,0.0,0,2018-09-12,4,1636.883056640625
50,278.5511779785156,33,0.05988587811589241,11,278.5511779785156,R_A4,STANDARD,0.0,0,2018-09-12,4,1641.0635986328125
50,278.5111083984375,34,0.06168953701853752,12,278.5111083984375,R_A4,STANDARD,0.0,0,2018-09-12,4,1640.8111572265625
50,278.3859558105469,34,0.13855205476284027,13,278.3859558105469,R_A4,STANDARD,0.0,0,2018-09-12,3,1638.9361572265625
50,278.51422119140625,35,0.13950814306735992,14,278.51422119140625,R_A4,STANDARD,0.0,0,2018-09-12,3,1641.5699462890625
50,278.396728515625,35,0.22170895338058472,15,278.396728515625,R_A4,STANDARD,0.0,0,2018-09-12,2,1639.806884765625
49,278.6089782714844,35,0.23002101480960846,16,278.6089782714844,R_A4,STANDARD,0.0,0,2018-09-12,2,1643.8975830078125
49,278.4908447265625,35,0.22871558368206024,17,278.4908447265625,R_A4,STANDARD,0.0,0,2018-09-12,1,1642.14404296875
49,273.956298828125,36,0.21453244984149933,18,273.956298828125,R_A4,STANDARD,0.0,0,2018-09-12,28,1641.5703125
48,273.03021240234375,36,0.26860055327415466,19,273.03021240234375,R_A4,STANDARD,0.0,0,2018-09-12,28,1641.5172119140625
48,278.0596923828125,37,0.8396925926208496,20,278.0596923828125,R_A4,STANDARD,0.0,0,2018-09-12,28,1649.100341796875
48,276.0535583496094,38,0.23117280006408691,21,276.0535583496094,R_A4,STANDARD,0.0,0,2018-09-12,28,1653.2998046875
47,276.5987243652344,38,0.2985111474990845,22,276.5987243652344,R_A4,STANDARD,0.0,0,2018-09-12,28,1660.8924560546875
42,273.5454406738281,17,1.0,1,273.5454406738281,R_A6,STANDARD,-1.2310409581908072e-13,0,2018-11-07,1,1694.425537109375
42,273.6890563964844,17,1.0,2,273.6890563964844,R_A6,STANDARD,-7.851206663966881e-14,0,2018-11-07,2,1695.96435546875
42,273.8299560546875,17,1.0,3,273.8299560546875,R_A6,STANDARD,-1.0663643362426867e-13,0,2018-11-07,3,1697.5032958984375
42,273.9678039550781,17,1.0,4,273.9678039550781,R_A6,STANDARD,-9.28414178760599e-14,0,2018-11-07,4,1699.042236328125
42,274.10498046875,17,1.0,5,274.10498046875,R_A6,STANDARD,-1.2172523460116796e-13,0,2018-11-07,5,1700.5811767578125
42,273.947509765625,17,1.0,6,273.947509765625,R_A6,STANDARD,-2.5711347113877014e-12,0,2018-11-07,6,1702.1201171875
42,274.0931091308594,17,1.0,7,274.0931091308594,R_A6,STANDARD,-5.116532631604942e-12,0,2018-11-07,7,1703.658935546875
42,274.2387390136719,17,1.0,8,274.2387390136719,R_A6,STANDARD,-4.096147466353672e-12,0,2018-11-07,8,1705.197998046875
42,274.6847229003906,17,1.0,9,274.6847229003906,R_A6,STANDARD,-1.9865746959772668e-13,0,2018-11-07,9,1706.7369384765625
42,275.2204284667969,17,1.0,10,275.2204284667969,R_A6,STANDARD,-8.453186203316934e-14,0,2018-11-07,10,1708.27587890625
42,276.2385559082031,17,1.0,11,276.2385559082031,R_A6,STANDARD,-1.7636730834449943e-12,0,2018-11-07,11,1710.2041015625
