SGAS,DEPTH,CONJPOS,CONIPOS,CONKPOS,CONBPRES,SWAT,CONIDX,WELLMODEL,WELL,DRAWDOWN,DATE,PRESSURE
-1.0803730753441466e-14,1707.91943359375,42,17,10,278.1855773925781,1.0,10,STANDARD,R_A6,0,2018-11-07,278.1855773925781
2.260046099919477e-12,1709.8330078125,42,17,11,278.26739501953125,1.0,11,STANDARD,R_A6,0,2018-11-07,278.26739501953125
9.960100235892333e-13,1712.1295166015625,42,17,12,278.4847717285156,1.0,12,STANDARD,R_A6,0,2018-11-07,278.4847717285156
8.191089137261215e-14,1714.4261474609375,42,17,13,278.7140808105469,1.0,13,STANDARD,R_A6,0,2018-11-07,278.7140808105469
6.359495585304617e-14,1716.72265625,42,17,14,278.9312744140625,1.0,14,STANDARD,R_A6,0,2018-11-07,278.9312744140625
4.1494965016125596e-14,1719.0191650390625,42,17,15,279.14666748046875,1.0,15,STANDARD,R_A6,0,2018-11-07,279.14666748046875
1.2270281904251668e-14,1721.315673828125,42,17,16,279.50335693359375,1.0,16,STANDARD,R_A6,0,2018-11-07,279.50335693359375
1.6108015393539662e-14,1723.6123046875,42,17,17,279.71484375,1.0,17,STANDARD,R_A6,0,2018-11-07,279.71484375
1.5256316988811885e-14,1725.10986328125,42,17,18,279.8539123535156,1.0,18,STANDARD,R_A6,0,2018-11-07,279.8539123535156
2.0580145660559213e-12,1726.311279296875,42,17,27,279.7819519042969,1.0,19,STANDARD,R_A6,0,2018-11-07,279.7819519042969
6.716949587683152e-13,1728.0152587890625,42,17,28,280.20892333984375,1.0,20,STANDARD,R_A6,0,2018-11-07,280.20892333984375
2.8631725734035387e-18,1729.71923828125,42,17,29,281.0069580078125,1.0,21,STANDARD,R_A6,0,2018-11-07,281.0069580078125
2.1355392184633582e-18,1731.4232177734375,42,17,30,281.2535705566406,1.0,22,STANDARD,R_A6,0,2018-11-07,281.2535705566406
3.8511124085711945e-13,1733.127197265625,42,17,31,280.3059997558594,1.0,23,STANDARD,R_A6,0,2018-11-07,280.3059997558594
