PRESSURE,CONJPOS,CONKPOS,DATE,SGAS,DEPTH,WELLMODEL,SWAT,WELL,CONBPRES,CONIDX,DRAWDOWN,CONIPOS
277.622314453125,42,10,2018-11-07,2.5512536961508347e-12,1707.85107421875,STANDARD,1.0,R_A6,277.622314453125,10,0,17
280.5422058105469,42,11,2018-11-07,-1.0616408863128868e-09,1709.7454833984375,STANDARD,1.0,R_A6,280.5422058105469,11,0,17
280.769287109375,42,12,2018-11-07,-4.269823661307015e-10,1712.006591796875,STANDARD,1.0,R_A6,280.769287109375,12,0,17
281.00286865234375,42,13,2018-11-07,-2.068100898866554e-11,1714.267822265625,STANDARD,1.0,R_A6,281.00286865234375,13,0,17
281.2169494628906,42,14,2018-11-07,-1.986633600681298e-11,1716.5289306640625,STANDARD,1.0,R_A6,281.2169494628906,14,0,17
281.43121337890625,42,15,2018-11-07,-1.3837617683643e-11,1718.7901611328125,STANDARD,1.0,R_A6,281.43121337890625,15,0,17
281.79071044921875,42,16,2018-11-07,-4.17350225559443e-12,1721.05126953125,STANDARD,1.0,R_A6,281.79071044921875,16,0,17
282.0050048828125,42,17,2018-11-07,-7.450496816718832e-12,1723.3125,STANDARD,1.0,R_A6,282.0050048828125,17,0,17
282.1547546386719,42,18,2018-11-07,-6.635860264059268e-12,1724.8935546875,STANDARD,1.0,R_A6,282.1547546386719,18,0,17
281.5166931152344,42,26,2018-11-07,-1.7062508090442963e-12,1726.19384765625,STANDARD,1.0,R_A6,281.5166931152344,19,0,17
282.00946044921875,42,27,2018-11-07,-1.386188039353975e-12,1727.893798828125,STANDARD,1.0,R_A6,282.00946044921875,20,0,17
282.84197998046875,42,28,2018-11-07,-7.606653651364136e-18,1729.5936279296875,STANDARD,1.0,R_A6,282.84197998046875,21,0,17
283.1469421386719,42,29,2018-11-07,-1.5698983297461485e-18,1731.29345703125,STANDARD,1.0,R_A6,283.1469421386719,22,0,17
282.1915588378906,42,30,2018-11-07,-6.669782998472429e-13,1732.993408203125,STANDARD,1.0,R_A6,282.1915588378906,23,0,17
