CONIPOS,CONKPOS,WELL,DEPTH,WELLMODEL,CONJPOS,DRAWDOWN,DATE,PRESSURE,SWAT,SGAS,CONBPRES,CONIDX
17,11,R_A6,1710.4346923828125,STANDARD,42,0,2018-11-07,279.08941650390625,1.0,3.5433322942424184e-11,279.08941650390625,11
17,12,R_A6,1712.7099609375,STANDARD,42,0,2018-11-07,279.33050537109375,1.0,2.635829748909302e-11,279.33050537109375,12
17,13,R_A6,1714.985107421875,STANDARD,42,0,2018-11-07,279.5806884765625,1.0,3.009162363731832e-12,279.5806884765625,13
17,14,R_A6,1717.26025390625,STANDARD,42,0,2018-11-07,279.796142578125,1.0,2.0212059023000384e-12,279.796142578125,14
17,15,R_A6,1719.535400390625,STANDARD,42,0,2018-11-07,280.0118713378906,1.0,1.5782513100234818e-12,280.0118713378906,15
17,16,R_A6,1721.8106689453125,STANDARD,42,0,2018-11-07,280.3728942871094,1.0,4.1315597319215025e-13,280.3728942871094,16
17,17,R_A6,1724.0858154296875,STANDARD,42,0,2018-11-07,280.58868408203125,1.0,5.850828176980072e-13,280.58868408203125,17
17,18,R_A6,1725.6949462890625,STANDARD,42,0,2018-11-07,280.7412109375,1.0,6.250106226839136e-13,280.7412109375,18
17,24,R_A6,1727.024169921875,STANDARD,42,0,2018-11-07,282.275634765625,1.0,-1.501159629544932e-13,282.275634765625,19
17,25,R_A6,1728.739501953125,STANDARD,42,0,2018-11-07,282.8146667480469,1.0,-7.809382209910537e-14,282.8146667480469,20
17,26,R_A6,1730.4547119140625,STANDARD,42,0,2018-11-07,283.75140380859375,1.0,-1.72997132335769e-18,283.75140380859375,21
17,27,R_A6,1732.169921875,STANDARD,42,0,2018-11-07,283.9797058105469,1.0,2.5868240935551253e-19,283.9797058105469,22
17,28,R_A6,1733.88525390625,STANDARD,42,0,2018-11-07,282.93878173828125,1.0,4.579237312149313e-14,282.93878173828125,23
