CONIPOS,PRESSURE,CONBPRES,WELLMODEL,CONKPOS,DEPTH,DRAWDOWN,SWAT,WELL,SGAS,DATE,CONJPOS,CONIDX
17,275.9783020019531,275.9783020019531,STANDARD,4,1699.84814453125,0,1.0,R_A6,-4.772365736914388e-16,2018-11-07,42,4
17,276.1155700683594,276.1155700683594,STANDARD,5,1701.3966064453125,0,1.0,R_A6,-6.591872975746614e-16,2018-11-07,42,5
17,276.255615234375,276.255615234375,STANDARD,6,1702.9451904296875,0,1.0,R_A6,-3.3239466815928806e-14,2018-11-07,42,6
17,276.1050109863281,276.1050109863281,STANDARD,7,1704.49365234375,0,1.0,R_A6,-5.835107652054847e-14,2018-11-07,42,7
17,276.2518005371094,276.2518005371094,STANDARD,8,1706.042236328125,0,1.0,R_A6,-1.0123220248452625e-14,2018-11-07,42,8
17,276.7083435058594,276.7083435058594,STANDARD,9,1707.5906982421875,0,1.0,R_A6,-2.4724948905076967e-15,2018-11-07,42,9
17,276.59222412109375,276.59222412109375,STANDARD,10,1709.1392822265625,0,1.0,R_A6,-4.141411334961792e-13,2018-11-07,42,10
17,276.8438415527344,276.8438415527344,STANDARD,11,1711.055419921875,0,1.0,R_A6,-6.814526156903589e-13,2018-11-07,42,11
17,277.0479431152344,277.0479431152344,STANDARD,12,1713.3392333984375,0,1.0,R_A6,-1.2002614071908446e-13,2018-11-07,42,12
17,277.3313293457031,277.3313293457031,STANDARD,13,1715.623046875,0,1.0,R_A6,-1.6365631994117585e-14,2018-11-07,42,13
17,277.5478820800781,277.5478820800781,STANDARD,14,1717.9068603515625,0,1.0,R_A6,-1.6415303700210472e-14,2018-11-07,42,14
17,277.76751708984375,277.76751708984375,STANDARD,15,1720.190673828125,0,1.0,R_A6,-9.348143597100525e-15,2018-11-07,42,15
17,278.15753173828125,278.15753173828125,STANDARD,16,1722.474365234375,0,1.0,R_A6,-1.7707646220033592e-15,2018-11-07,42,16
17,278.4025573730469,278.4025573730469,STANDARD,17,1724.7581787109375,0,1.0,R_A6,-9.505630315401149e-16,2018-11-07,42,17
17,278.56195068359375,278.56195068359375,STANDARD,18,1726.394287109375,0,1.0,R_A6,-2.1866049654251356e-15,2018-11-07,42,18
17,278.5427551269531,278.5427551269531,STANDARD,27,1727.7508544921875,0,1.0,R_A6,-5.189815591166713e-14,2018-11-07,42,19
17,278.92315673828125,278.92315673828125,STANDARD,28,1729.4755859375,0,1.0,R_A6,-4.656587408973127e-19,2018-11-07,42,20
17,279.70269775390625,279.70269775390625,STANDARD,29,1731.2001953125,0,1.0,R_A6,-1.6400930057743692e-19,2018-11-07,42,21
17,280.1463928222656,280.1463928222656,STANDARD,30,1732.9249267578125,0,1.0,R_A6,-2.8752048459913116e-20,2018-11-07,42,22
17,279.36468505859375,279.36468505859375,STANDARD,31,1734.649658203125,0,1.0,R_A6,-1.7853909354736402e-17,2018-11-07,42,23
