PRESSURE,WELL,SGAS,CONBPRES,DRAWDOWN,WELLMODEL,CONIDX,CONIPOS,DATE,SWAT,DEPTH,CONKPOS,CONJPOS
280.75,R_A6,1.0759018675976506e-11,280.75,0,STANDARD,12,17,2018-11-07,1.0,1713.0841064453125,12,42
281.00341796875,R_A6,8.378532243003001e-13,281.00341796875,0,STANDARD,13,17,2018-11-07,1.0,1715.4735107421875,13,42
281.22967529296875,R_A6,6.308894921237818e-13,281.22967529296875,0,STANDARD,14,17,2018-11-07,1.0,1717.863037109375,14,42
281.4560852050781,R_A6,4.2154658669996126e-13,281.4560852050781,0,STANDARD,15,17,2018-11-07,1.0,1720.25244140625,15,42
281.8277587890625,R_A6,1.5999892654262188e-13,281.8277587890625,0,STANDARD,16,17,2018-11-07,1.0,1722.6419677734375,16,42
282.0499572753906,R_A6,1.8945135987335354e-13,282.0499572753906,0,STANDARD,17,17,2018-11-07,1.0,1724.9864501953125,17,42
282.1697998046875,R_A6,2.540049605110478e-13,282.1697998046875,0,STANDARD,18,17,2018-11-07,1.0,1726.252685546875,18,42
281.0865173339844,R_A6,-8.700641966066184e-15,281.0865173339844,0,STANDARD,19,17,2018-11-07,1.0,1727.2265625,24,42
281.8392333984375,R_A6,-2.172023292462671e-20,281.8392333984375,0,STANDARD,20,17,2018-11-07,1.0,1728.9410400390625,25,42
283.1758117675781,R_A6,-5.609598025449382e-21,283.1758117675781,0,STANDARD,21,17,2018-11-07,1.0,1730.655517578125,26,42
283.16192626953125,R_A6,-9.974455634481249e-21,283.16192626953125,0,STANDARD,22,17,2018-11-07,1.0,1732.3699951171875,27,42
282.03863525390625,R_A6,-4.2675967807889216e-15,282.03863525390625,0,STANDARD,23,17,2018-11-07,1.0,1734.08447265625,28,42
