WELL,CONIPOS,CONJPOS,SGAS,DEPTH,SWAT,DATE,CONKPOS,DRAWDOWN,WELLMODEL,CONBPRES,PRESSURE,CONIDX
R_A6,17,42,-6.287336308544519e-17,1709.362548828125,1.0,2018-11-07,11,0,STANDARD,280.7412109375,280.7412109375,11
R_A6,17,42,-2.2671999849202598e-17,1711.541259765625,1.0,2018-11-07,12,0,STANDARD,280.94244384765625,280.94244384765625,12
R_A6,17,42,-1.804131167200366e-18,1713.7200927734375,1.0,2018-11-07,13,0,STANDARD,281.1826171875,281.1826171875,13
R_A6,17,42,-1.4358042874403304e-18,1715.89892578125,1.0,2018-11-07,14,0,STANDARD,281.3891296386719,281.3891296386719,14
R_A6,17,42,-6.20006714091798e-19,1718.07763671875,1.0,2018-11-07,15,0,STANDARD,281.7413330078125,281.7413330078125,15
R_A6,17,42,-2.0152090738095103e-19,1720.2564697265625,1.0,2018-11-07,16,0,STANDARD,281.95062255859375,281.95062255859375,16
R_A6,17,42,-4.833218904086755e-19,1722.4351806640625,1.0,2018-11-07,17,0,STANDARD,282.1591796875,282.1591796875,17
R_A6,17,42,-3.3192907165132413e-19,1724.2537841796875,1.0,2018-11-07,18,0,STANDARD,282.3316955566406,282.3316955566406,18
R_A6,17,42,-8.64860547380022e-22,1725.8314208984375,1.0,2018-11-07,26,0,STANDARD,282.5453186035156,282.5453186035156,19
R_A6,17,42,-1.620524469148004e-21,1727.5286865234375,1.0,2018-11-07,27,0,STANDARD,283.02783203125,283.02783203125,20
R_A6,17,42,-7.010458953279403e-27,1729.225830078125,1.0,2018-11-07,28,0,STANDARD,283.86541748046875,283.86541748046875,21
R_A6,17,42,-6.575120496795648e-28,1730.923095703125,1.0,2018-11-07,29,0,STANDARD,284.2049255371094,284.2049255371094,22
R_A6,17,42,1.3706015203930708e-22,1732.620361328125,1.0,2018-11-07,30,0,STANDARD,283.24542236328125,283.24542236328125,23
