DATE,WELL,DRAWDOWN,CONBPRES,PRESSURE,SGAS,CONIDX,WELLMODEL,CONIPOS,CONKPOS,SWAT,DEPTH,CONJPOS
2018-01-01,R_A2,0,302.3678894042969,302.3678894042969,0.0,15,STANDARD,22,15,0.9377892017364502,1666.3621826171875,30
2018-01-01,R_A2,0,302.5085754394531,302.5085754394531,0.0,16,STANDARD,22,16,0.9611247181892395,1668.459228515625,30
2018-01-01,R_A2,0,302.6492614746094,302.6492614746094,0.0,17,STANDARD,22,17,0.9443781971931458,1670.556396484375,30
2018-01-01,R_A2,0,302.91748046875,302.91748046875,0.0,18,STANDARD,22,17,0.988037645816803,1674.5546875,29
2018-01-01,R_A2,0,303.0265197753906,303.0265197753906,0.0,19,STANDARD,22,18,1.0,1676.1800537109375,29
2018-01-01,R_A2,0,303.1442565917969,303.1442565917969,0.0,20,STANDARD,22,28,1.0,1677.6414794921875,29
2018-01-01,R_A2,0,303.6109924316406,303.6109924316406,0.0,21,STANDARD,22,29,1.0,1679.3399658203125,29
2018-01-01,R_A2,0,303.7719421386719,303.7719421386719,0.0,22,STANDARD,22,30,1.0,1681.03857421875,29
2018-01-01,R_A2,0,303.9328918457031,303.9328918457031,0.0,23,STANDARD,22,31,1.0,1682.7369384765625,29
2018-01-01,R_A2,0,304.0938415527344,304.0938415527344,0.0,24,STANDARD,22,32,1.0,1684.4354248046875,29
2018-01-01,R_A3,0,298.5015869140625,298.5015869140625,0.0,1,STANDARD,28,1,0.6481541991233826,1608.697998046875,41
2018-01-01,R_A3,0,298.65020751953125,298.65020751953125,0.0,2,STANDARD,28,2,0.19760508835315704,1610.915283203125,41
2018-01-01,R_A3,0,298.7987976074219,298.7987976074219,0.0,3,STANDARD,28,3,0.1972161829471588,1613.1326904296875,41
2018-01-01,R_A3,0,298.9474182128906,298.9474182128906,0.0,4,STANDARD,28,4,0.2506197690963745,1615.3499755859375,41
2018-01-01,R_A3,0,299.0960388183594,299.0960388183594,0.0,5,STANDARD,28,5,0.6481541991233826,1617.5672607421875,41
2018-01-01,R_A3,0,298.4114990234375,298.4114990234375,0.0,6,STANDARD,29,5,0.8202745914459229,1607.353515625,41
2018-01-01,R_A3,0,298.5439453125,298.5439453125,0.0,7,STANDARD,29,6,0.6481541991233826,1609.330078125,41
2018-01-01,R_A3,0,298.6764221191406,298.6764221191406,0.0,8,STANDARD,29,7,0.19732119143009186,1611.306640625,41
2018-01-01,R_A3,0,298.80889892578125,298.80889892578125,0.0,9,STANDARD,29,8,0.19944384694099426,1613.283203125,41
2018-01-01,R_A3,0,298.9413757324219,298.9413757324219,0.0,10,STANDARD,29,9,0.8026899099349976,1615.259765625,41
2018-01-01,R_A3,0,299.0738525390625,299.0738525390625,0.0,11,STANDARD,29,10,0.8014489412307739,1617.236328125,41
2018-01-01,R_A3,0,299.2192077636719,299.2192077636719,0.0,12,STANDARD,29,11,0.048686351627111435,1619.4052734375,41
2018-01-01,R_A3,0,299.37750244140625,299.37750244140625,0.0,13,STANDARD,29,12,0.05417100340127945,1621.7664794921875,41
2018-01-01,R_A3,0,299.5357666015625,299.5357666015625,0.0,14,STANDARD,29,13,0.3717346489429474,1624.1278076171875,41
2018-01-01,R_A3,0,299.85235595703125,299.85235595703125,0.0,15,STANDARD,29,15,0.49749767780303955,1628.8504638671875,41
2018-01-01,R_A3,0,299.99127197265625,299.99127197265625,0.0,16,STANDARD,29,16,0.8121568560600281,1630.9224853515625,41
2018-01-01,R_A3,0,300.1771240234375,300.1771240234375,0.0,17,STANDARD,29,28,1.0,1633.6944580078125,41
2018-01-01,R_A3,0,300.42926025390625,300.42926025390625,0.0,18,STANDARD,29,29,0.04711584746837616,1637.4554443359375,41
2018-01-01,R_A3,0,300.68145751953125,300.68145751953125,0.0,19,STANDARD,29,30,0.053191177546978,1641.216552734375,41
2018-01-01,R_A3,0,300.93365478515625,300.93365478515625,0.0,20,STANDARD,29,31,0.6481541991233826,1644.9776611328125,41
2018-01-01,R_A3,0,301.18585205078125,301.18585205078125,0.0,21,STANDARD,29,32,0.06369392573833466,1648.7386474609375,41
2018-01-01,R_A4,0,300.2625427246094,300.2625427246094,0.0,1,STANDARD,30,1,0.05224931985139847,1634.96875,52
2018-01-01,R_A4,0,299.7791442871094,299.7791442871094,0.0,2,STANDARD,31,1,0.050480492413043976,1627.75830078125,52
2018-01-01,R_A4,0,299.91705322265625,299.91705322265625,0.0,3,STANDARD,31,2,0.051576271653175354,1629.8154296875,52
2018-01-01,R_A4,0,300.0549621582031,300.0549621582031,0.0,4,STANDARD,31,3,0.0533389151096344,1631.87255859375,52
2018-01-01,R_A4,0,300.19287109375,300.19287109375,0.0,5,STANDARD,31,4,0.05661695450544357,1633.9295654296875,52
2018-01-01,R_A4,0,300.330810546875,300.330810546875,0.0,6,STANDARD,31,5,0.056438278406858444,1635.9866943359375,52
2018-01-01,R_A4,0,300.1332702636719,300.1332702636719,0.0,7,STANDARD,32,5,0.05393296107649803,1633.040283203125,52
2018-01-01,R_A4,0,300.00933837890625,300.00933837890625,0.0,8,STANDARD,32,4,0.05505094677209854,1631.1917724609375,52
2018-01-01,R_A4,0,300.4241027832031,300.4241027832031,0.0,9,STANDARD,32,4,0.05979751795530319,1637.378173828125,51
2018-01-01,R_A4,0,300.3021240234375,300.3021240234375,0.0,10,STANDARD,32,3,0.09809377789497375,1635.5589599609375,51
2018-01-01,R_A4,0,300.4239807128906,300.4239807128906,0.0,11,STANDARD,33,3,0.10326326638460159,1637.3763427734375,51
2018-01-01,R_A4,0,300.302734375,300.302734375,0.0,12,STANDARD,33,2,0.058340176939964294,1635.568359375,51
2018-01-01,R_A4,0,300.8075866699219,300.8075866699219,0.0,13,STANDARD,33,3,0.6481541991233826,1643.097412109375,50
2018-01-01,R_A4,0,300.6145324707031,300.6145324707031,0.0,14,STANDARD,34,3,0.10466072708368301,1640.2183837890625,50
2018-01-01,R_A4,0,300.6107177734375,300.6107177734375,0.0,15,STANDARD,35,3,0.10365918278694153,1640.1617431640625,50
2018-01-01,R_A4,0,300.5107116699219,300.5107116699219,0.0,16,STANDARD,35,31,0.08537290245294571,1638.670166015625,49
2018-01-01,R_A4,0,300.78448486328125,300.78448486328125,0.0,17,STANDARD,36,31,0.22497092187404633,1642.7530517578125,49
2018-01-01,R_A4,0,300.6503601074219,300.6503601074219,0.0,18,STANDARD,36,31,0.2072683870792389,1640.7525634765625,48
2018-01-01,R_A4,0,300.90887451171875,300.90887451171875,0.0,19,STANDARD,37,31,0.2676461935043335,1644.608154296875,48
2018-01-01,R_A4,0,301.29779052734375,301.29779052734375,0.0,20,STANDARD,37,32,0.6481541991233826,1650.40771484375,48
2018-01-01,R_A4,0,301.26318359375,301.26318359375,0.0,21,STANDARD,38,31,0.18857628107070923,1649.8917236328125,48
2018-01-01,R_A4,0,301.5681457519531,301.5681457519531,0.0,22,STANDARD,38,31,1.0,1654.4390869140625,47
2018-01-01,R_A5,0,303.9286804199219,303.9286804199219,0.0,1,STANDARD,31,1,1.0,1685.9193115234375,20
2018-01-01,R_A5,0,304.1469421386719,304.1469421386719,0.0,2,STANDARD,31,2,1.0,1688.222412109375,20
2018-01-01,R_A5,0,304.3652038574219,304.3652038574219,0.0,3,STANDARD,31,3,1.0,1690.5257568359375,20
2018-01-01,R_A5,0,304.5834655761719,304.5834655761719,0.0,4,STANDARD,31,4,1.0,1692.8289794921875,20
2018-01-01,R_A5,0,304.8017578125,304.8017578125,0.0,5,STANDARD,31,5,1.0,1695.1322021484375,20
2018-01-01,R_A5,0,305.02001953125,305.02001953125,0.0,6,STANDARD,31,6,1.0,1697.4354248046875,20
2018-01-01,R_A5,0,305.5440673828125,305.5440673828125,0.0,7,STANDARD,31,7,1.0,1699.7386474609375,20
2018-01-01,R_A5,0,306.0891418457031,306.0891418457031,0.0,8,STANDARD,31,11,1.0,1708.715576171875,20
2018-01-01,R_A5,0,306.2626953125,306.2626953125,0.0,9,STANDARD,31,12,1.0,1710.5467529296875,20
2018-01-01,R_A5,0,306.4482116699219,306.4482116699219,0.0,10,STANDARD,31,13,1.0,1712.3780517578125,20
2018-01-01,R_A5,0,305.71746826171875,305.71746826171875,0.0,11,STANDARD,31,13,1.0,1704.6673583984375,21
2018-01-01,R_A5,0,305.89093017578125,305.89093017578125,0.0,12,STANDARD,31,14,1.0,1706.4979248046875,21
2018-01-01,R_A5,0,306.0644226074219,306.0644226074219,0.0,13,STANDARD,31,15,1.0,1708.3284912109375,21
2018-01-01,R_A5,0,306.3829345703125,306.3829345703125,0.0,14,STANDARD,31,16,1.0,1710.1591796875,21
2018-01-01,R_A5,0,306.55047607421875,306.55047607421875,0.0,15,STANDARD,31,17,1.0,1711.9268798828125,21
2018-01-01,R_A5,0,306.6958312988281,306.6958312988281,0.0,16,STANDARD,31,18,1.0,1713.460693359375,21
2018-01-01,R_A5,0,306.766845703125,306.766845703125,0.0,17,STANDARD,31,19,1.0,1714.2099609375,21
2018-01-01,R_A5,0,307.0267028808594,307.0267028808594,0.0,18,STANDARD,31,28,1.0,1715.3828125,21
2018-01-01,R_A5,0,306.9303894042969,306.9303894042969,0.0,19,STANDARD,31,29,1.0,1717.59326171875,21
2018-01-01,R_A5,0,307.4456481933594,307.4456481933594,0.0,20,STANDARD,31,30,1.0,1719.803466796875,21
2018-01-01,R_A5,0,307.6551513671875,307.6551513671875,0.0,21,STANDARD,31,31,1.0,1722.0137939453125,21
2018-01-01,R_A5,0,307.8646240234375,307.8646240234375,0.0,22,STANDARD,31,32,1.0,1724.22412109375,21
2018-01-01,R_A6,0,305.1502990722656,305.1502990722656,0.0,1,STANDARD,17,1,1.0,1695.5833740234375,42
2018-01-01,R_A6,0,304.9919128417969,304.9919128417969,0.0,2,STANDARD,17,2,1.0,1697.138916015625,42
2018-01-01,R_A6,0,305.44512939453125,305.44512939453125,0.0,3,STANDARD,17,3,1.0,1698.6944580078125,42
2018-01-01,R_A6,0,305.592529296875,305.592529296875,0.0,4,STANDARD,17,4,1.0,1700.2501220703125,42
2018-01-01,R_A6,0,305.7399597167969,305.7399597167969,0.0,5,STANDARD,17,5,1.0,1701.8056640625,42
2018-01-01,R_A6,0,305.88739013671875,305.88739013671875,0.0,6,STANDARD,17,6,1.0,1703.361328125,42
2018-01-01,R_A6,0,305.7357482910156,305.7357482910156,0.0,7,STANDARD,17,7,1.0,1704.9168701171875,42
2018-01-01,R_A6,0,306.1822204589844,306.1822204589844,0.0,8,STANDARD,17,8,1.0,1706.4725341796875,42
2018-01-01,R_A6,0,306.32965087890625,306.32965087890625,0.0,9,STANDARD,17,9,1.0,1708.028076171875,42
2018-01-01,R_A6,0,306.1712951660156,306.1712951660156,0.0,10,STANDARD,17,10,1.0,1709.5836181640625,42
2018-01-01,R_A6,0,306.3521728515625,306.3521728515625,0.0,11,STANDARD,17,11,1.0,1711.4908447265625,42
2018-01-01,R_A6,0,306.5662536621094,306.5662536621094,0.0,12,STANDARD,17,12,1.0,1713.749755859375,42
2018-01-01,R_A6,0,306.79229736328125,306.79229736328125,0.0,13,STANDARD,17,13,1.0,1716.0086669921875,42
2018-01-01,R_A6,0,307.0063781738281,307.0063781738281,0.0,14,STANDARD,17,14,1.0,1718.267578125,42
2018-01-01,R_A6,0,307.2204895019531,307.2204895019531,0.0,15,STANDARD,17,15,1.0,1720.526611328125,42
2018-01-01,R_A6,0,307.57958984375,307.57958984375,0.0,16,STANDARD,17,16,1.0,1722.7855224609375,42
2018-01-01,R_A6,0,307.7936706542969,307.7936706542969,0.0,17,STANDARD,17,17,1.0,1725.04443359375,42
2018-01-01,R_A6,0,307.9591369628906,307.9591369628906,0.0,18,STANDARD,17,18,1.0,1726.7900390625,42
2018-01-01,R_A6,0,307.9425354003906,307.9425354003906,0.0,19,STANDARD,17,28,1.0,1728.2723388671875,42
2018-01-01,R_A6,0,308.4125061035156,308.4125061035156,0.0,20,STANDARD,17,29,1.0,1730.004638671875,42
2018-01-01,R_A6,0,308.57666015625,308.57666015625,0.0,21,STANDARD,17,30,1.0,1731.73681640625,42
2018-01-01,R_A6,0,308.7408447265625,308.7408447265625,0.0,22,STANDARD,17,31,1.0,1733.468994140625,42
2018-01-01,R_A6,0,308.5992431640625,308.5992431640625,0.0,23,STANDARD,17,32,1.0,1735.2012939453125,42
2018-03-01,R_A2,0,299.00201416015625,299.00201416015625,0.0,1,STANDARD,22,1,0.05702388286590576,1640.14990234375,30
2018-03-01,R_A2,0,299.1203918457031,299.1203918457031,0.0,2,STANDARD,22,2,0.057841215282678604,1641.9156494140625,30
2018-03-01,R_A2,0,299.23876953125,299.23876953125,0.0,3,STANDARD,22,3,0.06044204905629158,1643.6815185546875,30
2018-03-01,R_A2,0,299.35711669921875,299.35711669921875,0.0,4,STANDARD,22,4,0.06550890952348709,1645.447265625,30
2018-03-01,R_A2,0,299.4754943847656,299.4754943847656,0.0,5,STANDARD,22,5,0.06774584949016571,1647.213134765625,30
2018-03-01,R_A2,0,299.6035461425781,299.6035461425781,0.0,6,STANDARD,22,6,0.3097430467605591,1648.9788818359375,30
2018-03-01,R_A2,0,299.7273254394531,299.7273254394531,0.0,7,STANDARD,22,7,0.8925991654396057,1650.7447509765625,30
2018-03-01,R_A2,0,299.8487854003906,299.8487854003906,0.0,8,STANDARD,22,8,0.8565347194671631,1652.510498046875,30
2018-03-01,R_A2,0,300.0129089355469,300.0129089355469,0.0,9,STANDARD,22,9,0.9045684933662415,1654.2762451171875,30
2018-03-01,R_A2,0,300.1131896972656,300.1131896972656,0.0,10,STANDARD,22,10,0.9021561741828918,1656.0421142578125,30
2018-03-01,R_A2,0,300.1385803222656,300.1385803222656,0.0,11,STANDARD,22,11,0.07478291541337967,1657.9735107421875,30
2018-03-01,R_A2,0,300.266845703125,300.266845703125,0.0,12,STANDARD,22,12,0.0683593600988388,1660.0706787109375,30
2018-03-01,R_A2,0,300.53155517578125,300.53155517578125,0.0,13,STANDARD,22,13,0.44857361912727356,1662.1678466796875,30
2018-03-01,R_A2,0,300.67236328125,300.67236328125,0.0,14,STANDARD,22,14,0.5144596695899963,1664.2650146484375,30
2018-03-01,R_A2,0,300.8110046386719,300.8110046386719,0.0,15,STANDARD,22,15,0.9375578761100769,1666.3621826171875,30
2018-03-01,R_A2,0,300.950439453125,300.950439453125,0.0,16,STANDARD,22,16,0.9611061811447144,1668.459228515625,30
2018-03-01,R_A2,0,301.09063720703125,301.09063720703125,0.0,17,STANDARD,22,17,0.9443516731262207,1670.556396484375,30
2018-03-01,R_A2,0,301.1639709472656,301.1639709472656,0.0,18,STANDARD,22,17,0.9880310893058777,1674.5546875,29
2018-03-01,R_A2,0,301.2708435058594,301.2708435058594,-7.1422618930228055e-09,19,STANDARD,22,18,0.9999999403953552,1676.1800537109375,29
2018-03-01,R_A2,0,301.3863830566406,301.3863830566406,0.0,20,STANDARD,22,28,0.999902069568634,1677.6414794921875,29
2018-03-01,R_A2,0,302.4803466796875,302.4803466796875,-1.5000743702753283e-12,21,STANDARD,22,29,1.0,1679.3399658203125,29
2018-03-01,R_A2,0,303.284912109375,303.284912109375,-4.806575534181505e-14,22,STANDARD,22,30,1.0,1681.03857421875,29
2018-03-01,R_A2,0,303.7164306640625,303.7164306640625,-1.1801821862443204e-14,23,STANDARD,22,31,1.0,1682.7369384765625,29
2018-03-01,R_A2,0,303.984619140625,303.984619140625,-6.470649855500315e-16,24,STANDARD,22,32,1.0,1684.4354248046875,29
2018-04-28,R_A5,0,281.75018310546875,281.75018310546875,-2.5024951555430164e-10,1,STANDARD,31,1,1.0,1685.9193115234375,20
2018-04-28,R_A5,0,281.9682312011719,281.9682312011719,-2.317961239617361e-10,2,STANDARD,31,2,1.0,1688.222412109375,20
2018-04-28,R_A5,0,282.18634033203125,282.18634033203125,-2.1899067281783147e-10,3,STANDARD,31,3,1.0,1690.5257568359375,20
2018-04-28,R_A5,0,282.4045104980469,282.4045104980469,-2.4465809933538196e-10,4,STANDARD,31,4,1.0,1692.8289794921875,20
2018-04-28,R_A5,0,282.6226501464844,282.6226501464844,-2.3820498351589947e-10,5,STANDARD,31,5,1.0,1695.1322021484375,20
2018-04-28,R_A5,0,282.84075927734375,282.84075927734375,-2.2874969973774029e-10,6,STANDARD,31,6,1.0,1697.4354248046875,20
2018-04-28,R_A5,0,283.4039001464844,283.4039001464844,-9.701956252272659e-12,7,STANDARD,31,7,1.0,1699.7386474609375,20
2018-04-28,R_A5,0,280.4524230957031,280.4524230957031,-1.068413369928467e-12,8,STANDARD,31,11,1.0,1708.715576171875,20
2018-04-28,R_A5,0,279.46630859375,279.46630859375,-6.264061491734196e-11,9,STANDARD,31,12,1.0,1710.5467529296875,20
2018-04-28,R_A5,0,279.66729736328125,279.66729736328125,-9.499945968771684e-12,10,STANDARD,31,13,1.0,1712.3780517578125,20
2018-04-28,R_A5,0,277.9149475097656,277.9149475097656,-7.557606450381282e-12,11,STANDARD,31,13,1.0,1704.6673583984375,21
2018-04-28,R_A5,0,278.09375,278.09375,-1.5618182094834232e-11,12,STANDARD,31,14,1.0,1706.4979248046875,21
2018-04-28,R_A5,0,278.27703857421875,278.27703857421875,-5.272641264569833e-12,13,STANDARD,31,15,1.0,1708.3284912109375,21
2018-04-28,R_A5,0,278.6561279296875,278.6561279296875,-4.459066796358435e-12,14,STANDARD,31,16,1.0,1710.1591796875,21
2018-04-28,R_A5,0,278.9728088378906,278.9728088378906,-6.343727084433259e-13,15,STANDARD,31,17,1.0,1711.9268798828125,21
2018-04-28,R_A5,0,279.271728515625,279.271728515625,-9.961148659393126e-13,16,STANDARD,31,18,1.0,1713.460693359375,21
2018-04-28,R_A5,0,279.4054260253906,279.4054260253906,-1.0407417115609885e-12,17,STANDARD,31,19,1.0,1714.2099609375,21
2018-04-28,R_A5,0,280.2406005859375,280.2406005859375,-2.2508711908231227e-11,18,STANDARD,31,28,1.0,1715.3828125,21
2018-04-28,R_A5,0,280.291748046875,280.291748046875,-3.3373127178437656e-11,19,STANDARD,31,29,1.0,1717.59326171875,21
2018-04-28,R_A5,0,280.5970458984375,280.5970458984375,-4.845560584720854e-12,20,STANDARD,31,30,1.0,1719.803466796875,21
2018-04-28,R_A5,0,280.6744079589844,280.6744079589844,-5.3486193239393314e-18,21,STANDARD,31,31,1.0,1722.0137939453125,21
2018-04-28,R_A5,0,290.37347412109375,290.37347412109375,-3.0746471389657964e-19,22,STANDARD,31,32,1.0,1724.22412109375,21
2018-07-03,R_A3,0,281.5262451171875,281.5262451171875,0.0,1,STANDARD,28,1,0.6498895883560181,1608.697998046875,41
2018-07-03,R_A3,0,281.67901611328125,281.67901611328125,0.0,2,STANDARD,28,2,0.19791553914546967,1610.915283203125,41
2018-07-03,R_A3,0,281.8269958496094,281.8269958496094,0.0,3,STANDARD,28,3,0.1975155472755432,1613.1326904296875,41
2018-07-03,R_A3,0,281.9749755859375,281.9749755859375,0.0,4,STANDARD,28,4,0.25104624032974243,1615.3499755859375,41
2018-07-03,R_A3,0,282.10467529296875,282.10467529296875,0.0,5,STANDARD,28,5,0.6494474411010742,1617.5672607421875,41
2018-07-03,R_A3,0,281.4967956542969,281.4967956542969,0.0,6,STANDARD,29,5,0.8191311359405518,1607.353515625,41
2018-07-03,R_A3,0,281.547607421875,281.547607421875,0.0,7,STANDARD,29,6,0.6503936052322388,1609.330078125,41
2018-07-03,R_A3,0,281.6881408691406,281.6881408691406,0.0,8,STANDARD,29,7,0.19820605218410492,1611.306640625,41
2018-07-03,R_A3,0,281.8200988769531,281.8200988769531,0.0,9,STANDARD,29,8,0.2013109028339386,1613.283203125,41
2018-07-03,R_A3,0,282.0377502441406,282.0377502441406,0.0,10,STANDARD,29,9,0.8016719818115234,1615.259765625,41
2018-07-03,R_A3,0,283.8668212890625,283.8668212890625,0.0,11,STANDARD,29,10,0.7998971343040466,1617.236328125,41
2018-07-03,R_A3,0,284.2003479003906,284.2003479003906,0.0,12,STANDARD,29,11,0.048782773315906525,1619.4052734375,41
2018-07-03,R_A3,0,284.3580322265625,284.3580322265625,0.0,13,STANDARD,29,12,0.05427676811814308,1621.7664794921875,41
2018-07-03,R_A3,0,284.5161437988281,284.5161437988281,0.0,14,STANDARD,29,13,0.37221792340278625,1624.1278076171875,41
2018-07-03,R_A3,0,285.29541015625,285.29541015625,0.0,15,STANDARD,29,15,0.49762576818466187,1628.8504638671875,41
2018-07-03,R_A3,0,285.447021484375,285.447021484375,0.0,16,STANDARD,29,16,0.8113296031951904,1630.9224853515625,41
2018-07-03,R_A3,0,287.2525329589844,287.2525329589844,2.24069352482148e-13,17,STANDARD,29,28,1.0,1633.6944580078125,41
2018-07-03,R_A3,0,284.8293762207031,284.8293762207031,0.0,18,STANDARD,29,29,0.04748375713825226,1637.4554443359375,41
2018-07-03,R_A3,0,285.0805358886719,285.0805358886719,0.0,19,STANDARD,29,30,0.05348962917923927,1641.216552734375,41
2018-07-03,R_A3,0,285.3424377441406,285.3424377441406,0.0,20,STANDARD,29,31,0.6507956385612488,1644.9776611328125,41
2018-07-03,R_A3,0,285.580810546875,285.580810546875,0.0,21,STANDARD,29,32,0.06407249718904495,1648.7386474609375,41
2018-09-12,R_A4,0,276.3271179199219,276.3271179199219,0.0,1,STANDARD,30,1,0.052351195365190506,1634.96875,52
2018-09-12,R_A4,0,275.94219970703125,275.94219970703125,0.0,2,STANDARD,31,1,0.05059819296002388,1627.75830078125,52
2018-09-12,R_A4,0,276.0792541503906,276.0792541503906,0.0,3,STANDARD,31,2,0.05169997736811638,1629.8154296875,52
2018-09-12,R_A4,0,276.2162780761719,276.2162780761719,0.0,4,STANDARD,31,3,0.05346071720123291,1631.87255859375,52
2018-09-12,R_A4,0,276.3533020019531,276.3533020019531,0.0,5,STANDARD,31,4,0.056718602776527405,1633.9295654296875,52
2018-09-12,R_A4,0,276.49029541015625,276.49029541015625,0.0,6,STANDARD,31,5,0.0565270371735096,1635.9866943359375,52
2018-09-12,R_A4,0,276.36602783203125,276.36602783203125,0.0,7,STANDARD,32,5,0.05403504520654678,1633.040283203125,52
2018-09-12,R_A4,0,276.2431640625,276.2431640625,0.0,8,STANDARD,32,4,0.055156074464321136,1631.1917724609375,52
2018-09-12,R_A4,0,276.568603515625,276.568603515625,0.0,9,STANDARD,32,4,0.06000034511089325,1637.378173828125,51
2018-09-12,R_A4,0,276.4474182128906,276.4474182128906,0.0,10,STANDARD,32,3,0.09839498996734619,1635.5589599609375,51
2018-09-12,R_A4,0,276.4969482421875,276.4969482421875,0.0,11,STANDARD,33,3,0.10356709361076355,1637.3763427734375,51
2018-09-12,R_A4,0,276.3764953613281,276.3764953613281,0.0,12,STANDARD,33,2,0.05846799165010452,1635.568359375,51
2018-09-12,R_A4,0,276.2403259277344,276.2403259277344,0.0,13,STANDARD,33,3,0.6499713063240051,1643.097412109375,50
2018-09-12,R_A4,0,276.251953125,276.251953125,0.0,14,STANDARD,34,3,0.10547777265310287,1640.2183837890625,50
2018-09-12,R_A4,0,276.8492126464844,276.8492126464844,0.0,15,STANDARD,35,3,0.10396981239318848,1640.1617431640625,50
2018-09-12,R_A4,0,276.1838684082031,276.1838684082031,0.0,16,STANDARD,35,31,0.09017236530780792,1638.670166015625,49
2018-09-12,R_A4,0,276.6803894042969,276.6803894042969,0.0,17,STANDARD,36,31,0.21679189801216125,1642.7530517578125,49
2018-09-12,R_A4,0,276.3310241699219,276.3310241699219,0.0,18,STANDARD,36,31,0.21659980714321136,1640.7525634765625,48
2018-09-12,R_A4,0,277.016845703125,277.016845703125,0.0,19,STANDARD,37,31,0.2466280311346054,1644.608154296875,48
2018-09-12,R_A4,0,277.4254455566406,277.4254455566406,0.0,20,STANDARD,37,32,0.6509645581245422,1650.40771484375,48
2018-09-12,R_A4,0,277.6486511230469,277.6486511230469,0.0,21,STANDARD,38,31,0.20697829127311707,1649.8917236328125,48
2018-09-12,R_A4,0,289.3355407714844,289.3355407714844,7.192181420735688e-13,22,STANDARD,38,31,1.0,1654.4390869140625,47
2018-11-07,R_A6,0,273.69207763671875,273.69207763671875,-1.517302776476992e-12,1,STANDARD,17,1,1.0,1695.5833740234375,42
2018-11-07,R_A6,0,273.5301208496094,273.5301208496094,-1.4114580272790722e-13,2,STANDARD,17,2,1.0,1697.138916015625,42
2018-11-07,R_A6,0,274.0427551269531,274.0427551269531,-1.3998486614666406e-12,3,STANDARD,17,3,1.0,1698.6944580078125,42
2018-11-07,R_A6,0,274.2507019042969,274.2507019042969,-4.649418396400658e-14,4,STANDARD,17,4,1.0,1700.2501220703125,42
2018-11-07,R_A6,0,274.4580993652344,274.4580993652344,-3.991718996901143e-14,5,STANDARD,17,5,1.0,1701.8056640625,42
2018-11-07,R_A6,0,274.63690185546875,274.63690185546875,-1.5053941166548457e-12,6,STANDARD,17,6,1.0,1703.361328125,42
2018-11-07,R_A6,0,274.494384765625,274.494384765625,-2.1346433735219827e-12,7,STANDARD,17,7,1.0,1704.9168701171875,42
2018-11-07,R_A6,0,274.960693359375,274.960693359375,-3.386371044689085e-13,8,STANDARD,17,8,1.0,1706.4725341796875,42
2018-11-07,R_A6,0,275.1377258300781,275.1377258300781,-2.5818443452510324e-14,9,STANDARD,17,9,1.0,1708.028076171875,42
2018-11-07,R_A6,0,275.0369873046875,275.0369873046875,-1.6218787651876149e-13,10,STANDARD,17,10,1.0,1709.5836181640625,42
2018-11-07,R_A6,0,275.1201477050781,275.1201477050781,3.131224934286442e-13,11,STANDARD,17,11,1.0,1711.4908447265625,42
2018-11-07,R_A6,0,275.33392333984375,275.33392333984375,1.4499965356011557e-13,12,STANDARD,17,12,1.0,1713.749755859375,42
2018-11-07,R_A6,0,275.5595703125,275.5595703125,1.1711313003897293e-14,13,STANDARD,17,13,1.0,1716.0086669921875,42
