WELL,DATE,CONJPOS,WELLMODEL,DRAWDOWN,CONBPRES,DEPTH,CONKPOS,SWAT,CONIDX,PRESSURE,CONIPOS,SGAS
R_A6,2018-11-07,42,STANDARD,0,278.62213134765625,1700.610595703125,5,1.0,5,278.62213134765625,17,-2.5302687462619433e-13
R_A6,2018-11-07,42,STANDARD,0,278.76971435546875,1702.14794921875,6,1.0,6,278.76971435546875,17,-1.2757693339249254e-11
R_A6,2018-11-07,42,STANDARD,0,278.6319580078125,1703.6854248046875,7,1.0,7,278.6319580078125,17,-2.1074753053795803e-11
R_A6,2018-11-07,42,STANDARD,0,278.8111267089844,1705.222900390625,8,1.0,8,278.8111267089844,17,-1.2732866844222812e-11
R_A6,2018-11-07,42,STANDARD,0,279.4051208496094,1706.76025390625,9,1.0,9,279.4051208496094,17,-8.783648179459813e-13
R_A6,2018-11-07,42,STANDARD,0,279.6297607421875,1708.297607421875,10,1.0,10,279.6297607421875,17,-4.549303642131797e-13
R_A6,2018-11-07,42,STANDARD,0,281.2512512207031,1710.2252197265625,11,1.0,11,281.2512512207031,17,1.2025885842703588e-10
R_A6,2018-11-07,42,STANDARD,0,281.4789733886719,1712.5430908203125,12,1.0,12,281.4789733886719,17,1.3433041571447868e-12
R_A6,2018-11-07,42,STANDARD,0,281.7343444824219,1714.8609619140625,13,1.0,13,281.7343444824219,17,-3.535918302946528e-12
R_A6,2018-11-07,42,STANDARD,0,281.9538879394531,1717.1788330078125,14,1.0,14,281.9538879394531,17,-2.1624481719162425e-12
R_A6,2018-11-07,42,STANDARD,0,282.1737365722656,1719.4967041015625,15,1.0,15,282.1737365722656,17,-1.2656800520843836e-12
R_A6,2018-11-07,42,STANDARD,0,282.5386047363281,1721.8145751953125,16,1.0,16,282.5386047363281,17,-3.832446783969684e-13
R_A6,2018-11-07,42,STANDARD,0,282.7583312988281,1724.13232421875,17,1.0,17,282.7583312988281,17,-6.759243230229639e-13
R_A6,2018-11-07,42,STANDARD,0,282.8977355957031,1725.60400390625,18,1.0,18,282.8977355957031,17,-7.284594477109663e-13
R_A6,2018-11-07,42,STANDARD,0,282.6853942871094,1726.7725830078125,24,1.0,19,282.6853942871094,17,-5.574088282958578e-13
R_A6,2018-11-07,42,STANDARD,0,283.1880798339844,1728.484375,25,1.0,20,283.1880798339844,17,-1.7400963753678306e-13
R_A6,2018-11-07,42,STANDARD,0,284.1593017578125,1730.1962890625,26,1.0,21,284.1593017578125,17,-3.00294893292729e-19
R_A6,2018-11-07,42,STANDARD,0,284.41571044921875,1731.908203125,27,1.0,22,284.41571044921875,17,4.6236934086922195e-20
R_A6,2018-11-07,42,STANDARD,0,283.5055236816406,1733.6199951171875,28,1.0,23,283.5055236816406,17,9.980479442027457e-14
