SGAS,DATE,PRESSURE,DEPTH,WELL,CONBPRES,CONIDX,CONJPOS,DRAWDOWN,CONIPOS,CONKPOS,SWAT,WELLMODEL
0.0,2018-03-01,298.99322509765625,1646.4771728515625,R_A2,298.99322509765625,4,30,0,22,4,0.06535554677248001,STANDARD
0.0,2018-03-01,299.1134948730469,1648.2713623046875,R_A2,299.1134948730469,5,30,0,22,5,0.06926438957452774,STANDARD
0.0,2018-03-01,299.2491455078125,1650.0654296875,R_A2,299.2491455078125,6,30,0,22,6,0.30845558643341064,STANDARD
0.0,2018-03-01,299.38189697265625,1651.859619140625,R_A2,299.38189697265625,7,30,0,22,7,0.8966169953346252,STANDARD
0.0,2018-03-01,299.51373291015625,1653.6536865234375,R_A2,299.51373291015625,8,30,0,22,8,0.8800384402275085,STANDARD
0.0,2018-03-01,299.6428527832031,1655.44775390625,R_A2,299.6428527832031,9,30,0,22,9,0.9073932766914368,STANDARD
0.0,2018-03-01,299.9785461425781,1657.2418212890625,R_A2,299.9785461425781,10,30,0,22,10,0.9075930714607239,STANDARD
0.0,2018-03-01,300.1707763671875,1659.1368408203125,R_A2,300.1707763671875,11,30,0,22,11,0.07632984220981598,STANDARD
0.0,2018-03-01,300.3046875,1661.132568359375,R_A2,300.3046875,12,30,0,22,12,0.08212968707084656,STANDARD
0.0,2018-03-01,300.7202453613281,1663.12841796875,R_A2,300.7202453613281,13,30,0,22,13,0.4750232398509979,STANDARD
0.0,2018-03-01,300.9136962890625,1665.1241455078125,R_A2,300.9136962890625,14,30,0,22,14,0.512944221496582,STANDARD
0.0,2018-03-01,301.0466613769531,1667.1199951171875,R_A2,301.0466613769531,15,30,0,22,15,0.679551362991333,STANDARD
0.0,2018-03-01,301.1779479980469,1669.11572265625,R_A2,301.1779479980469,16,30,0,22,16,0.970500111579895,STANDARD
0.0,2018-03-01,301.3112487792969,1671.111572265625,R_A2,301.3112487792969,17,30,0,22,17,0.9568939208984375,STANDARD
0.0,2018-03-01,301.4368591308594,1672.9881591796875,R_A2,301.4368591308594,18,30,0,22,18,0.9819085597991943,STANDARD
0.0,2018-03-01,301.49383544921875,1674.229736328125,R_A2,301.49383544921875,19,29,0,22,18,0.994646430015564,STANDARD
-6.340061462533139e-17,2018-03-01,302.9940490722656,1676.1676025390625,R_A2,302.9940490722656,20,29,0,22,27,1.0,STANDARD
-3.377247643119652e-19,2018-03-01,303.44451904296875,1677.9368896484375,R_A2,303.44451904296875,21,29,0,22,28,1.0,STANDARD
-6.587396272203526e-20,2018-03-01,303.6114501953125,1679.7061767578125,R_A2,303.6114501953125,22,29,0,22,29,1.0,STANDARD
-9.944039621746306e-19,2018-03-01,303.7783508300781,1681.4754638671875,R_A2,303.7783508300781,23,29,0,22,30,1.0,STANDARD
-3.4159845616635277e-15,2018-03-01,303.1371765136719,1683.2447509765625,R_A2,303.1371765136719,24,29,0,22,31,1.0,STANDARD
-7.321461416732317e-15,2018-04-28,273.8547668457031,1685.026611328125,R_A5,273.8547668457031,1,20,0,31,1,1.0,STANDARD
-4.325833326702419e-17,2018-04-28,274.070556640625,1687.3070068359375,R_A5,274.070556640625,2,20,0,31,2,1.0,STANDARD
-1.7788145902000035e-13,2018-04-28,274.28643798828125,1689.5875244140625,R_A5,274.28643798828125,3,20,0,31,3,1.0,STANDARD
-2.240226098159867e-13,2018-04-28,274.5023498535156,1691.8680419921875,R_A5,274.5023498535156,4,20,0,31,4,1.0,STANDARD
-2.1740656421399135e-13,2018-04-28,274.7182312011719,1694.1485595703125,R_A5,274.7182312011719,5,20,0,31,5,1.0,STANDARD
-1.6603569647638539e-13,2018-04-28,274.9341125488281,1696.4290771484375,R_A5,274.9341125488281,6,20,0,31,6,1.0,STANDARD
-3.676686098586998e-14,2018-04-28,275.47283935546875,1698.70947265625,R_A5,275.47283935546875,7,20,0,31,7,1.0,STANDARD
-7.715474960312552e-12,2018-04-28,276.14471435546875,1707.6488037109375,R_A5,276.14471435546875,8,20,0,31,11,1.0,STANDARD
-6.669650508966951e-12,2018-04-28,276.37921142578125,1709.5638427734375,R_A5,276.37921142578125,9,20,0,31,12,1.0,STANDARD
-2.1838773844873316e-11,2018-04-28,274.8770446777344,1701.7845458984375,R_A5,274.8770446777344,10,21,0,31,12,1.0,STANDARD
-2.2991036158215294e-12,2018-04-28,275.0782775878906,1703.735107421875,R_A5,275.0782775878906,11,21,0,31,13,1.0,STANDARD
-3.5694966947497075e-12,2018-04-28,275.26751708984375,1705.6856689453125,R_A5,275.26751708984375,12,21,0,31,14,1.0,STANDARD
-7.823744256618692e-12,2018-04-28,275.4726257324219,1707.63623046875,R_A5,275.4726257324219,13,21,0,31,15,1.0,STANDARD
-6.432343373219407e-12,2018-04-28,275.83782958984375,1709.5867919921875,R_A5,275.83782958984375,14,21,0,31,16,1.0,STANDARD
-1.6391242746785495e-12,2018-04-28,276.06585693359375,1711.537353515625,R_A5,276.06585693359375,15,21,0,31,17,1.0,STANDARD
-3.528181219403237e-12,2018-04-28,276.2783508300781,1713.35400390625,R_A5,276.2783508300781,16,21,0,31,18,1.0,STANDARD
0.0,2018-04-28,276.3904113769531,1714.3951416015625,R_A5,276.3904113769531,17,21,0,31,19,1.0,STANDARD
-3.0609078639776133e-12,2018-04-28,276.3713073730469,1715.7628173828125,R_A5,276.3713073730469,18,21,0,31,27,1.0,STANDARD
-2.6677325713070354e-12,2018-04-28,276.6217956542969,1718.098388671875,R_A5,276.6217956542969,19,21,0,31,28,1.0,STANDARD
-1.1125533194604906e-20,2018-04-28,291.36260986328125,1720.43408203125,R_A5,291.36260986328125,20,21,0,31,29,1.0,STANDARD
1.0181077273561326e-19,2018-04-28,302.0366516113281,1722.7696533203125,R_A5,302.0366516113281,21,21,0,31,30,1.0,STANDARD
2.30616662310077e-20,2018-04-28,305.73828125,1725.105224609375,R_A5,305.73828125,22,21,0,31,31,1.0,STANDARD
0.0,2018-07-03,280.8421630859375,1609.243408203125,R_A3,280.8421630859375,1,41,0,28,1,0.6493486166000366,STANDARD
0.0,2018-07-03,280.9910583496094,1611.3077392578125,R_A3,280.9910583496094,2,41,0,28,2,0.19959194958209991,STANDARD
0.0,2018-07-03,281.1288757324219,1613.3720703125,R_A3,281.1288757324219,3,41,0,28,3,0.19407376646995544,STANDARD
0.0,2018-07-03,281.283203125,1615.4365234375,R_A3,281.283203125,4,41,0,28,4,0.3763791024684906,STANDARD
0.0,2018-07-03,281.42706298828125,1617.5008544921875,R_A3,281.42706298828125,5,41,0,28,5,0.649428129196167,STANDARD
0.0,2018-07-03,281.57672119140625,1619.565185546875,R_A3,281.57672119140625,6,41,0,28,6,0.11098133027553558,STANDARD
0.0,2018-07-03,280.8609924316406,1609.3663330078125,R_A3,280.8609924316406,7,41,0,29,6,0.2854882776737213,STANDARD
0.0,2018-07-03,280.9977111816406,1611.4163818359375,R_A3,280.9977111816406,8,41,0,29,7,0.19739513099193573,STANDARD
0.0,2018-07-03,281.1345520019531,1613.46630859375,R_A3,281.1345520019531,9,41,0,29,8,0.19884194433689117,STANDARD
0.0,2018-07-03,281.2803955078125,1615.516357421875,R_A3,281.2803955078125,10,41,0,29,9,0.6871611475944519,STANDARD
0.0,2018-07-03,281.5811462402344,1617.5662841796875,R_A3,281.5811462402344,11,41,0,29,10,0.6496027708053589,STANDARD
0.0,2018-07-03,281.86480712890625,1619.750732421875,R_A3,281.86480712890625,12,41,0,29,11,0.051168885082006454,STANDARD
0.0,2018-07-03,282.0195617675781,1622.0697021484375,R_A3,282.0195617675781,13,41,0,29,12,0.0544314943253994,STANDARD
0.0,2018-07-03,282.1746826171875,1624.388671875,R_A3,282.1746826171875,14,41,0,29,13,0.37375661730766296,STANDARD
0.0,2018-07-03,283.11676025390625,1626.707763671875,R_A3,283.11676025390625,15,41,0,29,14,0.3509303033351898,STANDARD
0.0,2018-07-03,282.7957763671875,1629.026611328125,R_A3,282.7957763671875,16,41,0,29,15,0.49584007263183594,STANDARD
0.0,2018-07-03,282.9444885253906,1630.9468994140625,R_A3,282.9444885253906,17,41,0,29,16,0.8098881244659424,STANDARD
0.0,2018-07-03,286.7861022949219,1633.5262451171875,R_A3,286.7861022949219,18,41,0,29,27,0.7170935869216919,STANDARD
0.0,2018-07-03,282.98687744140625,1637.1630859375,R_A3,282.98687744140625,19,41,0,29,28,0.0433659702539444,STANDARD
0.0,2018-07-03,283.229736328125,1640.8001708984375,R_A3,283.229736328125,20,41,0,29,29,0.12009977549314499,STANDARD
0.0,2018-07-03,283.4822998046875,1644.4371337890625,R_A3,283.4822998046875,21,41,0,29,30,0.6494859457015991,STANDARD
0.0,2018-07-03,283.7319030761719,1648.0740966796875,R_A3,283.7319030761719,22,41,0,29,31,0.06505119055509567,STANDARD
0.0,2018-09-12,276.05523681640625,1631.1873779296875,R_A4,276.05523681640625,1,52,0,30,1,0.05104547739028931,STANDARD
0.0,2018-09-12,276.0948486328125,1627.4293212890625,R_A4,276.0948486328125,2,52,0,31,1,0.04974076896905899,STANDARD
0.0,2018-09-12,276.232177734375,1629.4896240234375,R_A4,276.232177734375,3,52,0,31,2,0.051733873784542084,STANDARD
0.0,2018-09-12,276.36956787109375,1631.5498046875,R_A4,276.36956787109375,4,52,0,31,3,0.054661091417074203,STANDARD
0.0,2018-09-12,276.5069274902344,1633.610107421875,R_A4,276.5069274902344,5,52,0,31,4,0.05649804323911667,STANDARD
0.0,2018-09-12,276.6817932128906,1632.3968505859375,R_A4,276.6817932128906,6,52,0,32,4,0.0571960024535656,STANDARD
0.0,2018-09-12,276.4769287109375,1635.880615234375,R_A4,276.4769287109375,7,51,0,32,4,0.11261443048715591,STANDARD
0.0,2018-09-12,276.6655578613281,1637.321044921875,R_A4,276.6655578613281,8,51,0,33,4,0.15835975110530853,STANDARD
0.0,2018-09-12,276.5509338378906,1635.474609375,R_A4,276.5509338378906,9,51,0,33,3,0.19317364692687988,STANDARD
0.0,2018-09-12,275.9809265136719,1642.1485595703125,R_A4,275.9809265136719,10,50,0,33,4,0.06540396064519882,STANDARD
0.0,2018-09-12,276.0939636230469,1641.132080078125,R_A4,276.0939636230469,11,50,0,34,4,0.06258730590343475,STANDARD
0.0,2018-09-12,276.0010070800781,1639.20703125,R_A4,276.0010070800781,12,50,0,34,3,0.6514552235603333,STANDARD
0.0,2018-09-12,276.390625,1640.9061279296875,R_A4,276.390625,13,50,0,35,3,0.2716524600982666,STANDARD
0.0,2018-09-12,276.3918762207031,1639.0426025390625,R_A4,276.3918762207031,14,50,0,35,2,0.24022352695465088,STANDARD
0.0,2018-09-12,276.0299987792969,1641.93212890625,R_A4,276.0299987792969,15,49,0,35,2,0.24022768437862396,STANDARD
0.0,2018-09-12,280.2389221191406,1642.357421875,R_A4,280.2389221191406,16,49,0,36,30,0.23923665285110474,STANDARD
0.0,2018-09-12,280.06829833984375,1639.6068115234375,R_A4,280.06829833984375,17,48,0,36,30,0.21040868759155273,STANDARD
0.0,2018-09-12,280.5975646972656,1646.7513427734375,R_A4,280.5975646972656,18,48,0,37,30,0.6621928215026855,STANDARD
0.0,2018-09-12,281.119140625,1653.461669921875,R_A4,281.119140625,19,48,0,38,30,0.6532793045043945,STANDARD
0.0,2018-09-12,281.3817443847656,1657.8184814453125,R_A4,281.3817443847656,20,47,0,38,30,0.6523499488830566,STANDARD
-4.7852332261743647e-17,2018-11-07,272.7970886230469,1695.20263671875,R_A6,272.7970886230469,1,42,0,17,1,1.0,STANDARD
-2.6155421190424683e-17,2018-11-07,272.94219970703125,1696.7510986328125,R_A6,272.94219970703125,2,42,0,17,2,1.0,STANDARD
-2.3861545127057956e-17,2018-11-07,273.0843505859375,1698.299560546875,R_A6,273.0843505859375,3,42,0,17,3,1.0,STANDARD
-1.5720433538311057e-17,2018-11-07,273.2225341796875,1699.84814453125,R_A6,273.2225341796875,4,42,0,17,4,1.0,STANDARD
-2.354524780442993e-17,2018-11-07,273.3584289550781,1701.3966064453125,R_A6,273.3584289550781,5,42,0,17,5,1.0,STANDARD
-1.2329983327472992e-15,2018-11-07,273.4976806640625,1702.9451904296875,R_A6,273.4976806640625,6,42,0,17,6,1.0,STANDARD
-2.583168850670654e-15,2018-11-07,273.3436279296875,1704.49365234375,R_A6,273.3436279296875,7,42,0,17,7,1.0,STANDARD
-1.4352047907729244e-15,2018-11-07,273.4891357421875,1706.042236328125,R_A6,273.4891357421875,8,42,0,17,8,1.0,STANDARD
-8.229684765250096e-17,2018-11-07,273.9357604980469,1707.5906982421875,R_A6,273.9357604980469,9,42,0,17,9,1.0,STANDARD
0.0,2018-11-07,274.3377685546875,1709.1392822265625,R_A6,274.3377685546875,10,42,0,17,10,1.0,STANDARD
-1.3560143835149194e-16,2018-11-07,274.8962707519531,1711.055419921875,R_A6,274.8962707519531,11,42,0,17,11,1.0,STANDARD
-6.217677774800204e-17,2018-11-07,275.11309814453125,1713.3392333984375,R_A6,275.11309814453125,12,42,0,17,12,1.0,STANDARD
1.5242584778898218e-20,2018-11-07,275.3267822265625,1715.623046875,R_A6,275.3267822265625,13,42,0,17,13,1.0,STANDARD
9.911287405392269e-19,2018-11-07,275.54278564453125,1717.9068603515625,R_A6,275.54278564453125,14,42,0,17,14,1.0,STANDARD
-1.378180611223202e-18,2018-11-07,275.75738525390625,1720.190673828125,R_A6,275.75738525390625,15,42,0,17,15,1.0,STANDARD
