SGAS,CONKPOS,DATE,CONBPRES,PRESSURE,CONIPOS,DEPTH,SWAT,WELLMODEL,CONIDX,CONJPOS,DRAWDOWN,WELL
-2.406565391410709e-09,12,2018-11-07,281.5602111816406,281.5602111816406,17,1712.2481689453125,0.9999999403953552,STANDARD,12,42,0,R_A6
-2.380171615357085e-10,13,2018-11-07,281.7881164550781,281.7881164550781,17,1714.527587890625,1.0,STANDARD,13,42,0,R_A6
-1.539056659893845e-10,14,2018-11-07,282.0040588378906,282.0040588378906,17,1716.806884765625,1.0,STANDARD,14,42,0,R_A6
-8.980125670854378e-11,15,2018-11-07,282.2203369140625,282.2203369140625,17,1719.086181640625,1.0,STANDARD,15,42,0,R_A6
-3.0532094213997496e-11,16,2018-11-07,282.5816650390625,282.5816650390625,17,1721.3656005859375,1.0,STANDARD,16,42,0,R_A6
-5.232798916399162e-11,17,2018-11-07,282.7977600097656,282.7977600097656,17,1723.6448974609375,1.0,STANDARD,17,42,0,R_A6
-5.224693941374703e-11,18,2018-11-07,282.9456787109375,282.9456787109375,17,1725.20703125,1.0,STANDARD,18,42,0,R_A6
8.309603005685062e-12,26,2018-11-07,281.9305114746094,281.9305114746094,17,1726.484619140625,1.0,STANDARD,19,42,0,R_A6
1.610742030207224e-12,27,2018-11-07,282.4473571777344,282.4473571777344,17,1728.1947021484375,1.0,STANDARD,20,42,0,R_A6
1.0564137015512755e-17,28,2018-11-07,283.2688903808594,283.2688903808594,17,1729.90478515625,1.0,STANDARD,21,42,0,R_A6
3.906006823069807e-19,29,2018-11-07,283.60223388671875,283.60223388671875,17,1731.614990234375,1.0,STANDARD,22,42,0,R_A6
1.3455851016752618e-12,30,2018-11-07,282.6047058105469,282.6047058105469,17,1733.3250732421875,1.0,STANDARD,23,42,0,R_A6
