CONIDX,SGAS,PRESSURE,CONIPOS,SWAT,CONBPRES,WELL,CONJPOS,DATE,DEPTH,CONKPOS,DRAWDOWN,WELLMODEL
21,0.0,303.3134460449219,22,0.6481541991233826,303.3134460449219,R_A2,29,2018-01-01,1678.5556640625,25,0,STANDARD
22,0.0,303.43548583984375,22,0.699559211730957,303.43548583984375,R_A2,29,2018-01-01,1680.3746337890625,26,0,STANDARD
23,0.0,303.88140869140625,22,1.0,303.88140869140625,R_A2,29,2018-01-01,1682.1934814453125,27,0,STANDARD
24,0.0,304.05377197265625,22,1.0,304.05377197265625,R_A2,29,2018-01-01,1684.012451171875,28,0,STANDARD
1,0.0,298.6369323730469,28,0.6481541991233826,298.6369323730469,R_A3,41,2018-01-01,1608.816650390625,1,0,STANDARD
2,0.0,298.77276611328125,28,0.19397753477096558,298.77276611328125,R_A3,41,2018-01-01,1610.8433837890625,2,0,STANDARD
3,0.0,298.9085998535156,28,0.18933944404125214,298.9085998535156,R_A3,41,2018-01-01,1612.8702392578125,3,0,STANDARD
4,0.0,298.2547912597656,29,0.18214838206768036,298.2547912597656,R_A3,41,2018-01-01,1603.1142578125,3,0,STANDARD
5,0.0,298.3936767578125,29,0.35068222880363464,298.3936767578125,R_A3,41,2018-01-01,1605.1866455078125,4,0,STANDARD
6,0.0,298.53253173828125,29,0.7962137460708618,298.53253173828125,R_A3,41,2018-01-01,1607.259033203125,5,0,STANDARD
7,0.0,298.6714172363281,29,0.6481541991233826,298.6714172363281,R_A3,41,2018-01-01,1609.3314208984375,6,0,STANDARD
8,0.0,298.8103332519531,29,0.19083409011363983,298.8103332519531,R_A3,41,2018-01-01,1611.40380859375,7,0,STANDARD
9,0.0,298.94921875,29,0.17030832171440125,298.94921875,R_A3,41,2018-01-01,1613.47607421875,8,0,STANDARD
10,0.0,299.0881042480469,29,0.24849094450473785,299.0881042480469,R_A3,41,2018-01-01,1615.5484619140625,9,0,STANDARD
11,0.0,299.2270202636719,29,0.28354978561401367,299.2270202636719,R_A3,41,2018-01-01,1617.620849609375,10,0,STANDARD
12,0.0,299.3765869140625,29,0.04794233292341232,299.3765869140625,R_A3,41,2018-01-01,1619.852294921875,11,0,STANDARD
13,0.0,299.5368347167969,29,0.05183129385113716,299.5368347167969,R_A3,41,2018-01-01,1622.2427978515625,12,0,STANDARD
14,0.0,299.69708251953125,29,0.3664286732673645,299.69708251953125,R_A3,41,2018-01-01,1624.63330078125,13,0,STANDARD
15,0.0,299.8573303222656,29,0.055788908153772354,299.8573303222656,R_A3,41,2018-01-01,1627.02392578125,14,0,STANDARD
16,0.0,300.0176086425781,29,0.4697355329990387,300.0176086425781,R_A3,41,2018-01-01,1629.4144287109375,15,0,STANDARD
17,0.0,300.149658203125,29,0.7925531268119812,300.149658203125,R_A3,41,2018-01-01,1631.38427734375,16,0,STANDARD
18,0.0,300.3251647949219,29,0.7324926257133484,300.3251647949219,R_A3,41,2018-01-01,1634.001953125,24,0,STANDARD
19,0.0,300.57232666015625,29,0.044191256165504456,300.57232666015625,R_A3,41,2018-01-01,1637.688232421875,25,0,STANDARD
20,0.0,300.8194885253906,29,0.04749944061040878,300.8194885253906,R_A3,41,2018-01-01,1641.37451171875,26,0,STANDARD
21,0.0,301.0666809082031,29,0.6481541991233826,301.0666809082031,R_A3,41,2018-01-01,1645.060791015625,27,0,STANDARD
22,0.0,301.31390380859375,29,0.061634600162506104,301.31390380859375,R_A3,41,2018-01-01,1648.7469482421875,28,0,STANDARD
1,0.0,300.1731872558594,30,0.049745138734579086,300.1731872558594,R_A4,52,2018-01-01,1631.735107421875,1,0,STANDARD
2,0.0,299.8226318359375,31,0.048299577087163925,299.8226318359375,R_A4,52,2018-01-01,1626.506103515625,1,0,STANDARD
3,0.0,299.9568176269531,31,0.05018182843923569,299.9568176269531,R_A4,52,2018-01-01,1628.507568359375,2,0,STANDARD
4,0.0,300.0909729003906,31,0.050003472715616226,300.0909729003906,R_A4,52,2018-01-01,1630.509033203125,3,0,STANDARD
5,0.0,300.22515869140625,31,0.05180751904845238,300.22515869140625,R_A4,52,2018-01-01,1632.510498046875,4,0,STANDARD
6,0.0,300.3593444824219,31,0.054007500410079956,300.3593444824219,R_A4,52,2018-01-01,1634.511962890625,5,0,STANDARD
7,0.0,300.1585388183594,32,0.052445974200963974,300.1585388183594,R_A4,52,2018-01-01,1631.5164794921875,5,0,STANDARD
8,0.0,300.28070068359375,32,0.2076655626296997,300.28070068359375,R_A4,52,2018-01-01,1633.338623046875,6,0,STANDARD
9,0.0,300.6080627441406,32,0.16456502676010132,300.6080627441406,R_A4,51,2018-01-01,1638.22119140625,6,0,STANDARD
10,0.0,300.4887390136719,32,0.05586990714073181,300.4887390136719,R_A4,51,2018-01-01,1636.4415283203125,5,0,STANDARD
11,0.0,300.5849304199219,33,0.055055830627679825,300.5849304199219,R_A4,51,2018-01-01,1637.876220703125,6,0,STANDARD
12,0.0,300.46429443359375,33,0.05698703974485397,300.46429443359375,R_A4,51,2018-01-01,1636.0771484375,5,0,STANDARD
13,0.0,300.8755187988281,33,0.1462092101573944,300.8755187988281,R_A4,50,2018-01-01,1642.210205078125,5,0,STANDARD
14,0.0,300.83123779296875,34,0.16558010876178741,300.83123779296875,R_A4,50,2018-01-01,1641.5496826171875,5,0,STANDARD
15,0.0,300.70953369140625,34,0.06052720174193382,300.70953369140625,R_A4,50,2018-01-01,1639.734619140625,4,0,STANDARD
16,0.0,300.58782958984375,34,0.058401621878147125,300.58782958984375,R_A4,50,2018-01-01,1637.919677734375,3,0,STANDARD
17,0.0,300.5776062011719,35,0.05516787990927696,300.5776062011719,R_A4,50,2018-01-01,1637.7669677734375,3,0,STANDARD
18,0.0,300.94427490234375,35,0.07693032175302505,300.94427490234375,R_A4,49,2018-01-01,1643.2353515625,3,0,STANDARD
19,0.0,300.8699035644531,36,0.6481541991233826,300.8699035644531,R_A4,49,2018-01-01,1642.1259765625,27,0,STANDARD
20,0.0,300.80987548828125,36,0.2606341242790222,300.80987548828125,R_A4,48,2018-01-01,1641.23095703125,27,0,STANDARD
21,0.0,301.2674560546875,37,0.8437193036079407,301.2674560546875,R_A4,48,2018-01-01,1648.0545654296875,27,0,STANDARD
22,0.0,301.5698547363281,38,0.6481541991233826,301.5698547363281,R_A4,48,2018-01-01,1652.5634765625,27,0,STANDARD
23,0.0,302.0834655761719,38,0.6481541991233826,302.0834655761719,R_A4,47,2018-01-01,1660.22119140625,27,0,STANDARD
1,0.0,303.7447509765625,31,1.0,303.7447509765625,R_A5,20,2018-01-01,1683.9783935546875,1,0,STANDARD
2,0.0,303.9505615234375,31,1.0,303.9505615234375,R_A5,20,2018-01-01,1686.1502685546875,2,0,STANDARD
3,0.0,304.1563720703125,31,1.0,304.1563720703125,R_A5,20,2018-01-01,1688.3221435546875,3,0,STANDARD
4,0.0,304.3621826171875,31,1.0,304.3621826171875,R_A5,20,2018-01-01,1690.493896484375,4,0,STANDARD
5,0.0,304.5680236816406,31,1.0,304.5680236816406,R_A5,20,2018-01-01,1692.665771484375,5,0,STANDARD
6,0.0,304.7738342285156,31,1.0,304.7738342285156,R_A5,20,2018-01-01,1694.837646484375,6,0,STANDARD
7,0.0,305.2854309082031,31,1.0,305.2854309082031,R_A5,20,2018-01-01,1697.009521484375,7,0,STANDARD
8,0.0,305.4912414550781,31,1.0,305.4912414550781,R_A5,20,2018-01-01,1699.1812744140625,8,0,STANDARD
9,0.0,305.5246276855469,31,1.0,305.5246276855469,R_A5,21,2018-01-01,1702.7589111328125,11,0,STANDARD
10,0.0,305.7189025878906,31,1.0,305.7189025878906,R_A5,21,2018-01-01,1704.8087158203125,12,0,STANDARD
11,0.0,305.9251403808594,31,1.0,305.9251403808594,R_A5,21,2018-01-01,1706.858642578125,13,0,STANDARD
12,0.0,306.119384765625,31,1.0,306.119384765625,R_A5,21,2018-01-01,1708.908447265625,14,0,STANDARD
13,0.0,306.31365966796875,31,1.0,306.31365966796875,R_A5,21,2018-01-01,1710.958251953125,15,0,STANDARD
14,0.0,306.6529235839844,31,1.0,306.6529235839844,R_A5,21,2018-01-01,1713.008056640625,16,0,STANDARD
15,0.0,306.8388977050781,31,1.0,306.8388977050781,R_A5,21,2018-01-01,1714.97021484375,17,0,STANDARD
16,0.0,306.951904296875,31,1.0,306.951904296875,R_A5,21,2018-01-01,1716.1627197265625,18,0,STANDARD
17,0.0,306.98699951171875,31,1.0,306.98699951171875,R_A5,21,2018-01-01,1716.5328369140625,19,0,STANDARD
18,0.0,306.9436340332031,31,1.0,306.9436340332031,R_A5,21,2018-01-01,1717.7330322265625,24,0,STANDARD
19,0.0,307.1493835449219,31,1.0,307.1493835449219,R_A5,21,2018-01-01,1719.904052734375,25,0,STANDARD
20,0.0,307.66094970703125,31,1.0,307.66094970703125,R_A5,21,2018-01-01,1722.074951171875,26,0,STANDARD
21,0.0,307.86669921875,31,1.0,307.86669921875,R_A5,21,2018-01-01,1724.2459716796875,27,0,STANDARD
22,0.0,308.07244873046875,31,1.0,308.07244873046875,R_A5,21,2018-01-01,1726.4168701171875,28,0,STANDARD
1,0.0,304.98004150390625,17,1.0,304.98004150390625,R_A6,42,2018-01-01,1693.7869873046875,1,0,STANDARD
2,0.0,305.1249694824219,17,1.0,305.1249694824219,R_A6,42,2018-01-01,1695.3162841796875,2,0,STANDARD
3,0.0,305.2698974609375,17,1.0,305.2698974609375,R_A6,42,2018-01-01,1696.845703125,3,0,STANDARD
4,0.0,305.41485595703125,17,1.0,305.41485595703125,R_A6,42,2018-01-01,1698.375,4,0,STANDARD
5,0.0,305.5597839355469,17,1.0,305.5597839355469,R_A6,42,2018-01-01,1699.904296875,5,0,STANDARD
6,0.0,305.7047119140625,17,1.0,305.7047119140625,R_A6,42,2018-01-01,1701.4337158203125,6,0,STANDARD
7,0.0,305.55059814453125,17,1.0,305.55059814453125,R_A6,42,2018-01-01,1702.9630126953125,7,0,STANDARD
8,0.0,305.6955261230469,17,1.0,305.6955261230469,R_A6,42,2018-01-01,1704.492431640625,8,0,STANDARD
9,0.0,306.1395263671875,17,1.0,306.1395263671875,R_A6,42,2018-01-01,1706.021728515625,9,0,STANDARD
10,0.0,305.9786682128906,17,1.0,305.9786682128906,R_A6,42,2018-01-01,1707.551025390625,10,0,STANDARD
11,0.0,306.1627197265625,17,1.0,306.1627197265625,R_A6,42,2018-01-01,1709.49169921875,11,0,STANDARD
12,0.0,306.3855895996094,17,1.0,306.3855895996094,R_A6,42,2018-01-01,1711.8436279296875,12,0,STANDARD
13,0.0,306.6204528808594,17,1.0,306.6204528808594,R_A6,42,2018-01-01,1714.195556640625,13,0,STANDARD
14,0.0,306.8433532714844,17,1.0,306.8433532714844,R_A6,42,2018-01-01,1716.54736328125,14,0,STANDARD
15,0.0,307.0662536621094,17,1.0,307.0662536621094,R_A6,42,2018-01-01,1718.8992919921875,15,0,STANDARD
16,0.0,307.4341735839844,17,1.0,307.4341735839844,R_A6,42,2018-01-01,1721.251220703125,16,0,STANDARD
17,0.0,307.6564636230469,17,1.0,307.6564636230469,R_A6,42,2018-01-01,1723.596435546875,17,0,STANDARD
18,0.0,307.78228759765625,17,1.0,307.78228759765625,R_A6,42,2018-01-01,1724.9241943359375,18,0,STANDARD
19,0.0,307.720947265625,17,1.0,307.720947265625,R_A6,42,2018-01-01,1725.9345703125,24,0,STANDARD
20,0.0,308.1882019042969,17,1.0,308.1882019042969,R_A6,42,2018-01-01,1727.63818359375,25,0,STANDARD
21,0.0,308.3497009277344,17,1.0,308.3497009277344,R_A6,42,2018-01-01,1729.342041015625,26,0,STANDARD
22,0.0,308.51116943359375,17,1.0,308.51116943359375,R_A6,42,2018-01-01,1731.0458984375,27,0,STANDARD
23,0.0,308.36688232421875,17,1.0,308.36688232421875,R_A6,42,2018-01-01,1732.7496337890625,28,0,STANDARD
1,0.0,297.9759216308594,22,0.052304401993751526,297.9759216308594,R_A2,30,2018-03-01,1639.57763671875,1,0,STANDARD
2,0.0,298.09521484375,22,0.0541217066347599,298.09521484375,R_A2,30,2018-03-01,1641.35791015625,2,0,STANDARD
3,0.0,298.2144470214844,22,0.05718642845749855,298.2144470214844,R_A2,30,2018-03-01,1643.1383056640625,3,0,STANDARD
4,0.0,298.33367919921875,22,0.06256671994924545,298.33367919921875,R_A2,30,2018-03-01,1644.918701171875,4,0,STANDARD
5,0.0,298.45294189453125,22,0.06514045596122742,298.45294189453125,R_A2,30,2018-03-01,1646.698974609375,5,0,STANDARD
6,0.0,298.5686340332031,22,0.310411661863327,298.5686340332031,R_A2,30,2018-03-01,1648.479248046875,6,0,STANDARD
7,0.0,298.6950988769531,22,0.8692083358764648,298.6950988769531,R_A2,30,2018-03-01,1650.259521484375,7,0,STANDARD
8,0.0,298.8210144042969,22,0.8537388443946838,298.8210144042969,R_A2,30,2018-03-01,1652.0399169921875,8,0,STANDARD
9,0.0,299.1935119628906,22,0.8720937967300415,299.1935119628906,R_A2,30,2018-03-01,1653.8201904296875,9,0,STANDARD
10,0.0,299.52392578125,22,0.8763551115989685,299.52392578125,R_A2,30,2018-03-01,1655.6005859375,10,0,STANDARD
11,0.0,299.0733337402344,22,0.06617066264152527,299.0733337402344,R_A2,30,2018-03-01,1657.5662841796875,11,0,STANDARD
12,0.0,299.2099914550781,22,0.07004968822002411,299.2099914550781,R_A2,30,2018-03-01,1659.7174072265625,12,0,STANDARD
13,0.0,299.3935852050781,22,0.41954514384269714,299.3935852050781,R_A2,30,2018-03-01,1661.8685302734375,13,0,STANDARD
14,0.0,299.53948974609375,22,0.47691038250923157,299.53948974609375,R_A2,30,2018-03-01,1664.019775390625,14,0,STANDARD
15,0.0,299.69232177734375,22,0.9015640616416931,299.69232177734375,R_A2,30,2018-03-01,1666.1708984375,15,0,STANDARD
16,0.0,299.8433532714844,22,0.9074111580848694,299.8433532714844,R_A2,30,2018-03-01,1668.3218994140625,16,0,STANDARD
17,0.0,299.99066162109375,22,0.8860434889793396,299.99066162109375,R_A2,30,2018-03-01,1670.47314453125,17,0,STANDARD
18,0.0,300.0945129394531,22,0.9470223188400269,300.0945129394531,R_A2,30,2018-03-01,1672.019775390625,18,0,STANDARD
19,-2.2276090694273165e-10,301.44744873046875,22,1.0,301.44744873046875,R_A2,30,2018-03-01,1673.3609619140625,24,0,STANDARD
20,0.0,301.26300048828125,22,0.6921396255493164,301.26300048828125,R_A2,30,2018-03-01,1675.1011962890625,25,0,STANDARD
21,0.0,301.19342041015625,22,0.6483892798423767,301.19342041015625,R_A2,29,2018-03-01,1678.5556640625,25,0,STANDARD
22,0.0,301.3685607910156,22,0.6994509100914001,301.3685607910156,R_A2,29,2018-03-01,1680.3746337890625,26,0,STANDARD
23,0.0,301.4668884277344,22,0.9998946189880371,301.4668884277344,R_A2,29,2018-03-01,1682.1934814453125,27,0,STANDARD
24,-1.40407491189265e-10,301.8329772949219,22,1.0,301.8329772949219,R_A2,29,2018-03-01,1684.012451171875,28,0,STANDARD
1,7.442973459781399e-10,281.2280578613281,31,1.0,281.2280578613281,R_A5,20,2018-04-28,1683.9783935546875,1,0,STANDARD
2,7.141522928577615e-10,281.43353271484375,31,1.0,281.43353271484375,R_A5,20,2018-04-28,1686.1502685546875,2,0,STANDARD
3,7.225207654393273e-10,281.6388244628906,31,1.0,281.6388244628906,R_A5,20,2018-04-28,1688.3221435546875,3,0,STANDARD
4,6.970784505178074e-10,281.8438720703125,31,1.0,281.8438720703125,R_A5,20,2018-04-28,1690.493896484375,4,0,STANDARD
5,6.092086279885223e-10,282.0486755371094,31,1.0,282.0486755371094,R_A5,20,2018-04-28,1692.665771484375,5,0,STANDARD
6,5.231362565361053e-10,282.2536315917969,31,1.0,282.2536315917969,R_A5,20,2018-04-28,1694.837646484375,6,0,STANDARD
7,2.179274772792783e-12,282.7590637207031,31,1.0,282.7590637207031,R_A5,20,2018-04-28,1697.009521484375,7,0,STANDARD
8,0.0,282.98724365234375,31,1.0,282.98724365234375,R_A5,20,2018-04-28,1699.1812744140625,8,0,STANDARD
9,-2.300628437756913e-10,275.4645080566406,31,1.0,275.4645080566406,R_A5,21,2018-04-28,1702.7589111328125,11,0,STANDARD
10,-1.1619245149363522e-10,275.5354919433594,31,1.0,275.5354919433594,R_A5,21,2018-04-28,1704.8087158203125,12,0,STANDARD
11,-7.842543454927853e-12,275.7424011230469,31,1.0,275.7424011230469,R_A5,21,2018-04-28,1706.858642578125,13,0,STANDARD
12,-1.0074283421368513e-11,275.9384460449219,31,1.0,275.9384460449219,R_A5,21,2018-04-28,1708.908447265625,14,0,STANDARD
13,-3.962191252177005e-12,276.1333923339844,31,1.0,276.1333923339844,R_A5,21,2018-04-28,1710.958251953125,15,0,STANDARD
14,-8.48074702911733e-13,276.4803161621094,31,1.0,276.4803161621094,R_A5,21,2018-04-28,1713.008056640625,16,0,STANDARD
15,-1.4278274743095842e-12,276.6746520996094,31,1.0,276.6746520996094,R_A5,21,2018-04-28,1714.97021484375,17,0,STANDARD
16,0.0,276.7901306152344,31,1.0,276.7901306152344,R_A5,21,2018-04-28,1716.1627197265625,18,0,STANDARD
17,0.0,276.82586669921875,31,1.0,276.82586669921875,R_A5,21,2018-04-28,1716.5328369140625,19,0,STANDARD
18,-1.0985905241067684e-10,285.24542236328125,31,1.0,285.24542236328125,R_A5,21,2018-04-28,1717.7330322265625,24,0,STANDARD
19,-9.497355679677355e-11,285.472900390625,31,1.0,285.472900390625,R_A5,21,2018-04-28,1719.904052734375,25,0,STANDARD
20,-1.6160807539231732e-18,296.3131408691406,31,1.0,296.3131408691406,R_A5,21,2018-04-28,1722.074951171875,26,0,STANDARD
21,-1.7681143920860088e-20,303.9570007324219,31,1.0,303.9570007324219,R_A5,21,2018-04-28,1724.2459716796875,27,0,STANDARD
22,-9.616139335085957e-23,306.9576416015625,31,1.0,306.9576416015625,R_A5,21,2018-04-28,1726.4168701171875,28,0,STANDARD
1,0.0,281.5140380859375,28,0.6493374109268188,281.5140380859375,R_A3,41,2018-07-03,1608.816650390625,1,0,STANDARD
2,0.0,281.662109375,28,0.19421200454235077,281.662109375,R_A3,41,2018-07-03,1610.8433837890625,2,0,STANDARD
3,0.0,281.79766845703125,28,0.1895981729030609,281.79766845703125,R_A3,41,2018-07-03,1612.8702392578125,3,0,STANDARD
4,0.0,281.006103515625,29,0.18335457146167755,281.006103515625,R_A3,41,2018-07-03,1603.1142578125,3,0,STANDARD
5,0.0,281.1883850097656,29,0.35209986567497253,281.1883850097656,R_A3,41,2018-07-03,1605.1866455078125,4,0,STANDARD
6,0.0,281.49835205078125,29,0.7909311652183533,281.49835205078125,R_A3,41,2018-07-03,1607.259033203125,5,0,STANDARD
7,0.0,281.64215087890625,29,0.6492350101470947,281.64215087890625,R_A3,41,2018-07-03,1609.3314208984375,6,0,STANDARD
8,0.0,281.7770690917969,29,0.1913183033466339,281.7770690917969,R_A3,41,2018-07-03,1611.40380859375,7,0,STANDARD
9,0.0,281.9151916503906,29,0.17083324491977692,281.9151916503906,R_A3,41,2018-07-03,1613.47607421875,8,0,STANDARD
10,0.0,282.05352783203125,29,0.2497909814119339,282.05352783203125,R_A3,41,2018-07-03,1615.5484619140625,9,0,STANDARD
11,0.0,282.31097412109375,29,0.27966612577438354,282.31097412109375,R_A3,41,2018-07-03,1617.620849609375,10,0,STANDARD
12,0.0,283.2984924316406,29,0.048064831644296646,283.2984924316406,R_A3,41,2018-07-03,1619.852294921875,11,0,STANDARD
13,0.0,283.4580993652344,29,0.05195392668247223,283.4580993652344,R_A3,41,2018-07-03,1622.2427978515625,12,0,STANDARD
14,0.0,283.6183776855469,29,0.36692315340042114,283.6183776855469,R_A3,41,2018-07-03,1624.63330078125,13,0,STANDARD
15,0.0,284.81402587890625,29,0.055868662893772125,284.81402587890625,R_A3,41,2018-07-03,1627.02392578125,14,0,STANDARD
16,0.0,284.9223937988281,29,0.4697050452232361,284.9223937988281,R_A3,41,2018-07-03,1629.4144287109375,15,0,STANDARD
17,0.0,285.0670471191406,29,0.7916953563690186,285.0670471191406,R_A3,41,2018-07-03,1631.38427734375,16,0,STANDARD
18,0.0,281.5580139160156,29,0.7301653623580933,281.5580139160156,R_A3,41,2018-07-03,1634.001953125,24,0,STANDARD
19,0.0,281.7052307128906,29,0.045096974819898605,281.7052307128906,R_A3,41,2018-07-03,1637.688232421875,25,0,STANDARD
20,0.0,281.951171875,29,0.04841206222772598,281.951171875,R_A3,41,2018-07-03,1641.37451171875,26,0,STANDARD
21,0.0,281.9613342285156,29,0.6502564549446106,281.9613342285156,R_A3,41,2018-07-03,1645.060791015625,27,0,STANDARD
22,0.0,281.9532775878906,29,0.0635240375995636,281.9532775878906,R_A3,41,2018-07-03,1648.7469482421875,28,0,STANDARD
1,0.0,278.8406066894531,30,0.04981451854109764,278.8406066894531,R_A4,52,2018-09-12,1631.735107421875,1,0,STANDARD
2,0.0,278.5634765625,31,0.048357557505369186,278.5634765625,R_A4,52,2018-09-12,1626.506103515625,1,0,STANDARD
3,0.0,278.6968688964844,31,0.05024402216076851,278.6968688964844,R_A4,52,2018-09-12,1628.507568359375,2,0,STANDARD
4,0.0,278.8302307128906,31,0.05007334053516388,278.8302307128906,R_A4,52,2018-09-12,1630.509033203125,3,0,STANDARD
5,0.0,278.96356201171875,31,0.051877476274967194,278.96356201171875,R_A4,52,2018-09-12,1632.510498046875,4,0,STANDARD
6,0.0,279.0968017578125,31,0.05407511070370674,279.0968017578125,R_A4,52,2018-09-12,1634.511962890625,5,0,STANDARD
7,0.0,279.0123596191406,32,0.05255385860800743,279.0123596191406,R_A4,52,2018-09-12,1631.5164794921875,5,0,STANDARD
8,0.0,279.1341552734375,32,0.2079857438802719,279.1341552734375,R_A4,52,2018-09-12,1633.338623046875,6,0,STANDARD
9,0.0,279.3910217285156,32,0.1649572104215622,279.3910217285156,R_A4,51,2018-09-12,1638.22119140625,6,0,STANDARD
10,0.0,279.2723693847656,32,0.05595564842224121,279.2723693847656,R_A4,51,2018-09-12,1636.4415283203125,5,0,STANDARD
11,0.0,279.469970703125,33,0.05534677952528,279.469970703125,R_A4,51,2018-09-12,1637.876220703125,6,0,STANDARD
12,0.0,279.35003662109375,33,0.057231731712818146,279.35003662109375,R_A4,51,2018-09-12,1636.0771484375,5,0,STANDARD
13,0.0,279.6978454589844,33,0.14678514003753662,279.6978454589844,R_A4,50,2018-09-12,1642.210205078125,5,0,STANDARD
14,0.0,279.7471923828125,34,0.16583171486854553,279.7471923828125,R_A4,50,2018-09-12,1641.5496826171875,5,0,STANDARD
15,0.0,279.626220703125,34,0.06062266603112221,279.626220703125,R_A4,50,2018-09-12,1639.734619140625,4,0,STANDARD
16,0.0,279.50518798828125,34,0.05846657231450081,279.50518798828125,R_A4,50,2018-09-12,1637.919677734375,3,0,STANDARD
17,0.0,279.54931640625,35,0.05521188676357269,279.54931640625,R_A4,50,2018-09-12,1637.7669677734375,3,0,STANDARD
18,0.0,279.87896728515625,35,0.07707568258047104,279.87896728515625,R_A4,49,2018-09-12,1643.2353515625,3,0,STANDARD
19,0.0,279.14886474609375,36,0.6564452052116394,279.14886474609375,R_A4,49,2018-09-12,1642.1259765625,27,0,STANDARD
20,0.0,277.9581298828125,36,0.23093575239181519,277.9581298828125,R_A4,48,2018-09-12,1641.23095703125,27,0,STANDARD
21,0.0,281.6838684082031,37,0.8427748680114746,281.6838684082031,R_A4,48,2018-09-12,1648.0545654296875,27,0,STANDARD
22,0.0,280.3092041015625,38,0.655272901058197,280.3092041015625,R_A4,48,2018-09-12,1652.5634765625,27,0,STANDARD
23,0.0,280.3680419921875,38,0.6784136295318604,280.3680419921875,R_A4,47,2018-09-12,1660.22119140625,27,0,STANDARD
1,-2.318128218068284e-15,273.0556640625,17,1.0,273.0556640625,R_A6,42,2018-11-07,1693.7869873046875,1,0,STANDARD
2,-9.759179040249883e-16,273.1318664550781,17,1.0,273.1318664550781,R_A6,42,2018-11-07,1695.3162841796875,2,0,STANDARD
3,-9.76415747639737e-16,273.17315673828125,17,1.0,273.17315673828125,R_A6,42,2018-11-07,1696.845703125,3,0,STANDARD
4,-1.058779113848377e-15,273.1861267089844,17,1.0,273.1861267089844,R_A6,42,2018-11-07,1698.375,4,0,STANDARD
5,-1.7113701423462956e-15,273.1990661621094,17,1.0,273.1990661621094,R_A6,42,2018-11-07,1699.904296875,5,0,STANDARD
6,-4.6440228812299426e-15,273.2582092285156,17,1.0,273.2582092285156,R_A6,42,2018-11-07,1701.4337158203125,6,0,STANDARD
7,-2.602649270145446e-13,273.0762023925781,17,1.0,273.0762023925781,R_A6,42,2018-11-07,1702.9630126953125,7,0,STANDARD
8,-1.4021513713557282e-13,273.2225341796875,17,1.0,273.2225341796875,R_A6,42,2018-11-07,1704.492431640625,8,0,STANDARD
9,-5.8783311504301706e-15,273.7724304199219,17,1.0,273.7724304199219,R_A6,42,2018-11-07,1706.021728515625,9,0,STANDARD
10,0.0,273.9339599609375,17,1.0,273.9339599609375,R_A6,42,2018-11-07,1707.551025390625,10,0,STANDARD
