CONJPOS,DEPTH,CONIPOS,CONBPRES,SGAS,DRAWDOWN,SWAT,DATE,CONIDX,WELLMODEL,CONKPOS,PRESSURE,WELL
42,1717.9068603515625,17,275.1500244140625,-7.439316336933639e-17,0,1.0,2018-11-07,14,STANDARD,14,275.1500244140625,R_A6
42,1720.190673828125,17,275.38006591796875,-5.983070162489954e-17,0,1.0,2018-11-07,15,STANDARD,15,275.38006591796875,R_A6
42,1722.474365234375,17,275.7917785644531,-1.968402495331405e-17,0,1.0,2018-11-07,16,STANDARD,16,275.7917785644531,R_A6
42,1724.7581787109375,17,276.0589599609375,-2.4724206824805833e-17,0,1.0,2018-11-07,17,STANDARD,17,276.0589599609375,R_A6
42,1726.394287109375,17,276.2323303222656,-2.220921876625878e-17,0,1.0,2018-11-07,18,STANDARD,18,276.2323303222656,R_A6
42,1727.7508544921875,17,276.265869140625,-9.792717309796417e-16,0,1.0,2018-11-07,19,STANDARD,27,276.265869140625,R_A6
42,1729.4755859375,17,276.8986511230469,-4.2267237882543166e-16,0,1.0,2018-11-07,20,STANDARD,28,276.8986511230469,R_A6
42,1731.2001953125,17,277.14288330078125,-1.8084696054361147e-16,0,1.0,2018-11-07,21,STANDARD,29,277.14288330078125,R_A6
42,1732.9249267578125,17,277.5773620605469,-7.861725682302145e-22,0,1.0,2018-11-07,22,STANDARD,30,277.5773620605469,R_A6
42,1734.649658203125,17,276.83233642578125,-4.35431381693711e-17,0,1.0,2018-11-07,23,STANDARD,31,276.83233642578125,R_A6
